name;category;sub_category
[sulfonyl]urea-compound production;material;Chemicals\Pesticides\Transformation
[sulfonyl]urea-compound production;material;Chemicals\Pesticides\Transformation
[thio]carbamate-compound production;material;Chemicals\Pesticides\Transformation
[thio]carbamate-compound production;material;Chemicals\Pesticides\Transformation
1,1-difluoroethane production, HFC-152a;material;Chemicals\Organic\Transformation
1,1-difluoroethane production, HFC-152a;material;Chemicals\Organic\Transformation
1,1-dimethylcyclopentane to generic market for solvent, organic;material;Chemicals\Organic\Transformation
1-propanol production;material;Chemicals\Organic\Transformation
1-propanol production;material;Chemicals\Organic\Transformation
2,3-dimethylbutan to generic market for solvent, organic;material;Chemicals\Organic\Transformation
2,4-dichlorophenol production;material;Chemicals\Pesticides\Transformation
2,4-dichlorophenol production;material;Chemicals\Pesticides\Transformation
2,4-dichlorotoluene production;material;Chemicals\Pesticides\Transformation
2,4-dichlorotoluene production;material;Chemicals\Pesticides\Transformation
2,4-dinitrotoluene production;material;Chemicals\Organic\Transformation
2,4-dinitrotoluene production;material;Chemicals\Gases\Transformation
2,4-di-tert-butylphenol production;material;Chemicals\Organic\Transformation
2,5-dimethylhexane-2,5-dihydroperoxide production;material;Chemicals\Organic\Transformation
2,6-di-tert-butylphenol production;material;Chemicals\Organic\Transformation
2-butanol production by hydration of butene;material;Chemicals\Organic\Transformation
2-butanol production by hydration of butene;material;Chemicals\Organic\Transformation
2-butanol production by hydration of butene;material;Chemicals\Organic\Transformation
2-butanol production by hydration of butene;material;Chemicals\Organic\Transformation
2-methyl-2-butanol production;material;Chemicals\Organic\Transformation
2-methyl-2-butanol production;material;Chemicals\Organic\Transformation
2-methylpentane to generic market for solvent, organic;material;Chemicals\Organic\Transformation
2-nitroaniline production;material;Chemicals\Organic\Transformation
2-nitroaniline production;material;Chemicals\Organic\Transformation
2-pyridinol production;material;Chemicals\Organic\Transformation
2-pyridinol production;material;Chemicals\Organic\Transformation
3-methyl-1-butyl acetate production;material;Chemicals\Organic\Transformation
3-methyl-1-butyl acetate production;material;Chemicals\Organic\Transformation
3-methylpyridine production;material;Chemicals\Organic\Transformation
3-methylpyridine production;material;Chemicals\Organic\Transformation
4-methyl-2-pentanone production;material;Chemicals\Organic\Transformation
4-methyl-2-pentanone production;material;Chemicals\Organic\Transformation
4-tert-butylbenzaldehyde production;material;Chemicals\Organic\Transformation
4-tert-butylbenzaldehyde production;material;Chemicals\Organic\Transformation
4-tert-butyltoluene production;material;Chemicals\Organic\Transformation
4-tert-butyltoluene production;material;Chemicals\Organic\Transformation
absorption chiller production, 100kW;energy;Cogeneration\Gas\Transformation\Infrastructure
absorption chiller production, 100kW;energy;Cogeneration\Gas\Transformation\Infrastructure
acetaldehyde oxidation;material;Chemicals\Acids (organic)\Transformation
acetaldehyde oxidation;material;Chemicals\Acids (organic)\Transformation
acetaldehyde oxidation;material;Chemicals\Organic\Transformation
acetaldehyde oxidation;material;Chemicals\Organic\Transformation
acetaldehyde production;material;Chemicals\Organic\Transformation
acetaldehyde production;material;Chemicals\Organic\Transformation
acetamide-anillide-compound production, unspecified;material;Chemicals\Pesticides\Transformation
acetamide-anillide-compound production, unspecified;material;Chemicals\Pesticides\Transformation
acetanilide production;material;Chemicals\Organic\Transformation
acetanilide production;material;Chemicals\Organic\Transformation
acetic acid production, product in 98% solution state;material;Chemicals\Acids (organic)\Transformation
acetic acid production, product in 98% solution state;material;Chemicals\Acids (organic)\Transformation
acetic anhydride production, ketene route;material;Chemicals\Organic\Transformation
acetic anhydride production, ketene route;material;Chemicals\Organic\Transformation
acetoacetic acid production;material;Chemicals\Organic\Transformation
acetoacetic acid production;material;Chemicals\Organic\Transformation
acetone cyanohydrin production;material;Chemicals\Organic\Transformation
acetone cyanohydrin production;material;Chemicals\Organic\Transformation
acetone production, from isopropanol;material;Chemicals\Organic\Transformation
acetone production, from isopropanol;material;Chemicals\Organic\Transformation
acetone production, liquid;material;Chemicals\Organic\Transformation
acetone production, liquid;material;Chemicals\Organic\Transformation
acetonitrile to generic market for solvent for chromatography analysis;material;Chemicals\Organic\Transformation
acetyl chloride production;material;Chemicals\Organic\Transformation
acetyl chloride production;material;Chemicals\Organic\Transformation
acetylene production;material;Others\Obsolete
acetylene production;material;Chemicals\Organic\Transformation
acetylene production;material;Chemicals\Organic\Transformation
aclonifen production;material;Chemicals\Pesticides\Transformation
aclonifen production;material;Chemicals\Pesticides\Transformation
acrolein production;material;Chemicals\Organic\Transformation
acrolein production;material;Chemicals\Organic\Transformation
acrylic acid production;material;Chemicals\Acids (organic)\Transformation
acrylic acid production;material;Chemicals\Acids (organic)\Transformation
acrylic binder production, product in 34% solution state;material;Chemicals\Organic\Transformation
acrylic binder production, product in 34% solution state;material;Chemicals\Organic\Transformation
acrylic dispersion production, product in 65% solution state;material;Chemicals\Organic\Transformation
acrylic dispersion production, product in 65% solution state;material;Chemicals\Organic\Transformation
acrylic filler production;material;Construction\Coverings\Transformation
acrylic filler production;material;Construction\Coverings\Transformation
acrylic varnish production, product in 87.5% solution state;material;Construction\Paints\Transformation
acrylic varnish production, product in 87.5% solution state;material;Construction\Paints\Transformation
acrylonitrile-butadiene-styrene copolymer production;material;Plastics\Rubbers\Transformation
acrylonitrile-butadiene-styrene copolymer production;material;Plastics\Rubbers\Transformation
activated bentonite production;material;Chemicals\Inorganic\Transformation
activated bentonite production;material;Chemicals\Inorganic\Transformation
activated carbon production, granular from hard coal;material;Chemicals\Organic\Transformation
activated carbon production, granular from hard coal;material;Chemicals\Organic\Transformation
activated silica production;material;Chemicals\Inorganic\Transformation
activated silica production;material;Chemicals\Inorganic\Transformation
adhesive mortar production;material;Construction\Binders\Transformation
adhesive mortar production;material;Construction\Binders\Transformation
adhesive production, for metal;material;Chemicals\Others\Transformation
adhesive production, for metal;material;Chemicals\Others\Transformation
adipic acid production;material;Chemicals\Acids (organic)\Transformation
adipic acid production;material;Chemicals\Acids (organic)\Transformation
Adsorption and desorption unit, carbon dioxide capture process {RER}| Cut-off,;transport;carculator\synthetic fuels\direct air capture
agricultural machinery production, tillage;processing;Agricultural\Transformation\Infrastructure
agricultural machinery production, tillage;processing;Agricultural\Transformation\Infrastructure
agricultural machinery production, unspecified;processing;Agricultural\Transformation\Infrastructure
agricultural machinery production, unspecified;processing;Agricultural\Transformation\Infrastructure
agricultural trailer production;transport;Road\Transformation\Infrastructure
agricultural trailer production;transport;Road\Transformation\Infrastructure
air compressor production, screw-type compressor, 300kW;processing;Compressed air\Transformation\Infrastructure
air compressor production, screw-type compressor, 300kW;processing;Compressed air\Transformation\Infrastructure
air compressor production, screw-type compressor, 4kW;processing;Compressed air\Transformation\Infrastructure
air compressor production, screw-type compressor, 4kW;processing;Compressed air\Transformation\Infrastructure
air distribution terminal panel production, steel, 120 m3/h;material;Construction\Ventilation\Transformation
air distribution terminal panel production, steel, 120 m3/h;material;Construction\Ventilation\Transformation
air filter production, central unit, 600 m3/h;material;Construction\Ventilation\Transformation
air filter production, central unit, 600 m3/h;material;Construction\Ventilation\Transformation
air filter production, decentralized unit, 180-250 m3/h;material;Construction\Ventilation\Transformation
air filter production, decentralized unit, 180-250 m3/h;material;Construction\Ventilation\Transformation
air filter production, decentralized unit, 250 m3/h;material;Construction\Ventilation\Transformation
air filter production, decentralized unit, 250 m3/h;material;Construction\Ventilation\Transformation
air filter production, in exhaust air valve;material;Construction\Ventilation\Transformation
air filter production, in exhaust air valve;material;Construction\Ventilation\Transformation
air input/output unit production, heat and power co-generation unit, 160kW;energy;Cogeneration\Gas\Transformation\Infrastructure
air input/output unit production, heat and power co-generation unit, 160kW;energy;Cogeneration\Gas\Transformation\Infrastructure
air separation facility construction;material;Chemicals\Gases\Transformation\Infrastructure
air separation facility construction;material;Chemicals\Gases\Transformation\Infrastructure
air separation, cryogenic;material;Chemicals\Gases\Liquified\Transformation
air separation, cryogenic;material;Chemicals\Gases\Liquified\Transformation
air separation, cryogenic;material;Chemicals\Gases\Liquified\Transformation
air separation, cryogenic;material;Chemicals\Gases\Liquified\Transformation
air separation, cryogenic;material;Chemicals\Gases\Liquified\Transformation
air separation, cryogenic;material;Chemicals\Gases\Liquified\Transformation
air separation, cryogenic;material;Chemicals\Gases\Transformation
air separation, cryogenic;material;Chemicals\Gases\Transformation
air separation, cryogenic;material;Chemicals\Gases\Transformation
air separation, xenon krypton purification;material;Chemicals\Gases\Transformation
air separation, xenon krypton purification;material;Chemicals\Gases\Transformation
air separation, xenon krypton purification;material;Chemicals\Gases\Transformation
air separation, xenon krypton purification;material;Chemicals\Gases\Transformation
air separation, xenon krypton purification;material;Chemicals\Gases\Transformation
air separation, xenon krypton purification;material;Chemicals\Gases\Transformation
aircraft production, belly-freight aircraft, long haul;transport;Air\Transformation\Infrastructure
aircraft production, belly-freight aircraft, medium haul;transport;Air\Transformation\Infrastructure
aircraft production, belly-freight aircraft, short haul;transport;Air\Transformation\Infrastructure
aircraft production, belly-freight aircraft, very short haul;transport;Air\Transformation\Infrastructure
aircraft production, dedicated freight aircraft, long haul;transport;Air\Transformation\Infrastructure
aircraft production, dedicated freight aircraft, medium haul;transport;Air\Transformation\Infrastructure
aircraft production, dedicated freight aircraft, short haul;transport;Air\Transformation\Infrastructure
aircraft production, dedicated freight aircraft, very short haul;transport;Air\Transformation\Infrastructure
aircraft production, long haul;transport;Others\Obsolete
aircraft production, long haul;transport;Others\Obsolete
aircraft production, medium haul;transport;Others\Obsolete
aircraft production, medium haul;transport;Others\Obsolete
aircraft production, passenger aircraft, long haul;transport;Air\Transformation\Infrastructure
aircraft production, passenger aircraft, medium haul;transport;Air\Transformation\Infrastructure
aircraft production, passenger aircraft, short haul;transport;Air\Transformation\Infrastructure
aircraft production, passenger aircraft, very short haul;transport;Air\Transformation\Infrastructure
airport construction;transport;Air\Transformation\Infrastructure
airport construction;transport;Air\Transformation\Infrastructure
alfalfa/grass silage production;material;Agricultural\Plant production\Roughage\Transformation
alfalfa/grass silage production;material;Agricultural\Plant production\Roughage\Transformation
alfalfa/grass silage production;material;Agricultural\Plant production\Roughage\Transformation
alfalfa-grass mixture production, Swiss integrated production;material;Agricultural\Plant production\Roughage\Transformation
Algae cultivation | algae broth production {RER}| Cut-off,;transport;carculator\biofuels\transformation
Algae harvesting| dry algae production {RER}| Cut-off,;transport;carculator\biofuels\transformation
alkyd paint production, white, solvent-based, product in 60% solution state;material;Construction\Paints\Transformation
alkyd paint production, white, solvent-based, product in 60% solution state;material;Construction\Paints\Transformation
alkyd paint production, white, water-based, product in 60% solution state;material;Construction\Paints\Transformation
alkyd paint production, white, water-based, product in 60% solution state;material;Construction\Paints\Transformation
alkyd resin production, long oil, product in 70% white spirit solution state;material;Chemicals\Organic\Transformation
alkyd resin production, long oil, product in 70% white spirit solution state;material;Chemicals\Organic\Transformation
alkyl sulphate (C12-14) production;material;Chemicals\Organic\Transformation
alkylbenzene production, linear;material;Chemicals\Organic\Transformation
alkylbenzene production, linear;material;Chemicals\Organic\Transformation
alkylbenzene production, linear;material;Chemicals\Organic\Transformation
alkylbenzene sulfonate production, linear, petrochemical;material;Chemicals\Washing agents\Tensides\Transformation
alkylbenzene sulfonate production, linear, petrochemical;material;Chemicals\Washing agents\Tensides\Transformation
alkylketene dimer sizing agent production, for paper production;material;Chemicals\Others\Transformation
alkylketene dimer sizing agent production, for paper production;material;Chemicals\Others\Transformation
allyl chloride production, reaction of propylene and chlorine;material;Chemicals\Organic\Transformation
allyl chloride production, reaction of propylene and chlorine;material;Chemicals\Organic\Transformation
allyl chloride production, reaction of propylene and chlorine;material;Chemicals\Inorganic\Transformation
allyl chloride production, reaction of propylene and chlorine;material;Chemicals\Inorganic\Transformation
allyl chloride production, reaction of propylene and chlorine;material;Chemicals\Acids (inorganic)\Transformation
allyl chloride production, reaction of propylene and chlorine;material;Chemicals\Acids (inorganic)\Transformation
almond production;material;Agricultural\Food\Transformation
almond production;material;Agricultural\Food\Transformation
almond production;material;Agricultural\Food\Transformation
alpha-naphthol production;material;Chemicals\Organic\Transformation
alpha-naphthol production;material;Chemicals\Organic\Transformation
alpha-picoline production;material;Chemicals\Organic\Transformation
alpha-picoline production;material;Chemicals\Organic\Transformation
aluminium alloy production, AlLi;material;Metals\Alloys\Transformation
aluminium alloy production, AlLi;material;Metals\Alloys\Transformation
aluminium alloy production, AlLi;material;Metals\Non ferro\Transformation
aluminium alloy production, AlLi;material;Metals\Non ferro\Transformation
aluminium alloy production, AlMg3;material;Metals\Alloys\Transformation
aluminium alloy production, AlMg3;material;Metals\Alloys\Transformation
aluminium alloy production, Metallic Matrix Composite;material;Metals\Alloys\Transformation
aluminium alloy production, Metallic Matrix Composite;material;Metals\Alloys\Transformation
aluminium alloy production, Metallic Matrix Composite;material;Metals\Non ferro\Transformation
aluminium alloy production, Metallic Matrix Composite;material;Metals\Non ferro\Transformation
aluminium around steel bi-metal stranded cable production, 3x3.67mm external;material;Metals\Alloys\Transformation
aluminium around steel bi-metal stranded cable production, 3x3.67mm external;material;Metals\Alloys\Transformation
aluminium around steel bi-metal wire production, 3.67 mm external diameter;material;Metals\Alloys\Transformation
aluminium around steel bi-metal wire production, 3.67 mm external diameter;material;Metals\Alloys\Transformation
aluminium casting facility construction;material;Metals\Non ferro\Transformation\Infrastructure
aluminium casting facility construction;material;Metals\Non ferro\Transformation\Infrastructure
aluminium chloride production;material;Chemicals\Inorganic\Transformation
aluminium drilling, computer numerical controlled;processing;Metals\Chipping\Transformation
aluminium drilling, computer numerical controlled;processing;Metals\Chipping\Transformation
aluminium drilling, conventional;processing;Metals\Chipping\Transformation
aluminium drilling, conventional;processing;Metals\Chipping\Transformation
aluminium electrolysis facility construction;material;Metals\Non ferro\Transformation\Infrastructure
aluminium electrolysis facility construction;material;Metals\Non ferro\Transformation\Infrastructure
aluminium fluoride production;material;Chemicals\Inorganic\Transformation
aluminium fluoride production;material;Chemicals\Inorganic\Transformation
aluminium hydroxide factory construction;material;Metals\Non ferro\Transformation\Infrastructure
aluminium hydroxide factory construction;material;Metals\Non ferro\Transformation\Infrastructure
aluminium hydroxide production;material;Chemicals\Inorganic\Transformation
aluminium hydroxide production;material;Others\Obsolete
aluminium hydroxide production;material;Chemicals\Inorganic\Transformation
aluminium hydroxide production;material;Chemicals\Inorganic\Transformation
aluminium hydroxide production;material;Chemicals\Inorganic\Transformation
aluminium hydroxide production IAI Area, Asia, without China and;material;Chemicals\Inorganic\Transformation
aluminium hydroxide production IAI Area, EU27 &;material;Chemicals\Inorganic\Transformation
aluminium hydroxide production IAI Area, Russia & RER w/o EU27 &;material;Chemicals\Inorganic\Transformation
aluminium hydroxide production IAI Area, South;material;Chemicals\Inorganic\Transformation
aluminium ingot, primary, to aluminium, cast alloy market;material;Metals\Alloys\Transformation
aluminium ingot, primary, to aluminium, wrought alloy market;material;Metals\Alloys\Transformation
aluminium melting furnace production;material;Metals\Non ferro\Transformation\Infrastructure
aluminium melting furnace production;material;Metals\Non ferro\Transformation\Infrastructure
aluminium milling, average;processing;Metals\Chipping\Transformation
aluminium milling, average;processing;Metals\Chipping\Transformation
aluminium milling, dressing;processing;Metals\Chipping\Transformation
aluminium milling, dressing;processing;Metals\Chipping\Transformation
aluminium milling, large parts;processing;Metals\Chipping\Transformation
aluminium milling, large parts;processing;Metals\Chipping\Transformation
aluminium milling, small parts;processing;Metals\Chipping\Transformation
aluminium milling, small parts;processing;Metals\Chipping\Transformation
aluminium oxide factory construction;material;Chemicals\Inorganic\Transformation\Infrastructure
aluminium oxide factory construction;material;Chemicals\Inorganic\Transformation\Infrastructure
aluminium oxide production;material;Others\Obsolete
aluminium oxide production;material;Others\Obsolete
aluminium oxide production;material;Others\Obsolete
aluminium oxide production;material;Others\Obsolete
aluminium oxide production;material;Chemicals\Inorganic\Transformation
aluminium oxide production;material;Chemicals\Inorganic\Transformation
aluminium oxide production;material;Chemicals\Inorganic\Transformation
aluminium oxide production;material;Chemicals\Inorganic\Transformation
aluminium oxide production;material;Chemicals\Inorganic\Transformation
aluminium oxide production;material;Chemicals\Inorganic\Transformation
aluminium oxide production IAI Area, Asia, without China and;material;Others\Obsolete
aluminium oxide production IAI Area, Asia, without China and;material;Chemicals\Inorganic\Transformation
aluminium oxide production IAI Area, Asia, without China and;material;Chemicals\Inorganic\Transformation
aluminium oxide production IAI Area, EU27 &;material;Others\Obsolete
aluminium oxide production IAI Area, EU27 &;material;Chemicals\Inorganic\Transformation
aluminium oxide production IAI Area, EU27 &;material;Chemicals\Inorganic\Transformation
aluminium oxide production IAI Area, Russia & RER w/o EU27 &;material;Others\Obsolete
aluminium oxide production IAI Area, Russia & RER w/o EU27 &;material;Chemicals\Inorganic\Transformation
aluminium oxide production IAI Area, Russia & RER w/o EU27 &;material;Chemicals\Inorganic\Transformation
aluminium oxide production IAI Area, South;material;Others\Obsolete
aluminium oxide production IAI Area, South;material;Chemicals\Inorganic\Transformation
aluminium oxide production IAI Area, South;material;Chemicals\Inorganic\Transformation
aluminium oxide, metallurgical, import from Northern America IAI Area, EU27 &;material;Chemicals\Inorganic\Transformation
aluminium oxide, metallurgical, import from Rest of Europe IAI Area, EU27 &;material;Chemicals\Inorganic\Transformation
aluminium oxide, metallurgical, import from South America IAI Area, EU27 &;material;Chemicals\Inorganic\Transformation
aluminium oxide, non-metallurgical to generic market for refractory material,;material;Chemicals\Inorganic\Transformation
aluminium oxide, non-metallurgical to generic market for refractory material,;material;Chemicals\Inorganic\Transformation
aluminium production, primary, cast alloy slab from continuous casting;material;Metals\Non ferro\Transformation
aluminium production, primary, cast alloy slab from continuous casting;material;Metals\Non ferro\Transformation
aluminium production, primary, ingot;material;Others\Obsolete
aluminium production, primary, ingot;material;Metals\Non ferro\Transformation
aluminium production, primary, ingot;material;Metals\Non ferro\Transformation
aluminium production, primary, ingot;material;Metals\Non ferro\Transformation
aluminium production, primary, ingot;material;Others\Obsolete
aluminium production, primary, ingot;material;Metals\Non ferro\Transformation
aluminium production, primary, ingot IAI Area;material;Others\Obsolete
aluminium production, primary, ingot IAI Area;material;Others\Obsolete
aluminium production, primary, ingot IAI Area;material;Others\Obsolete
aluminium production, primary, ingot IAI Area 2, without;material;Others\Obsolete
aluminium production, primary, ingot IAI Area 4&5 without;material;Others\Obsolete
aluminium production, primary, ingot IAI Area,;material;Metals\Non ferro\Transformation
aluminium production, primary, ingot IAI Area, Asia, without China and;material;Metals\Non ferro\Transformation
aluminium production, primary, ingot IAI Area, EU27 &;material;Metals\Non ferro\Transformation
aluminium production, primary, ingot IAI Area, Europe outside EU &;material;Others\Obsolete
aluminium production, primary, ingot IAI Area, Gulf Cooperation;material;Metals\Non ferro\Transformation
aluminium production, primary, ingot IAI Area, North America, without;material;Others\Obsolete
aluminium production, primary, ingot IAI Area, Russia & RER w/o EU27 &;material;Metals\Non ferro\Transformation
aluminium production, primary, ingot IAI Area, South;material;Metals\Non ferro\Transformation
aluminium production, primary, liquid, prebake;material;Others\Obsolete
aluminium production, primary, liquid, prebake;material;Metals\Non ferro\Transformation
aluminium production, primary, liquid, prebake;material;Metals\Non ferro\Transformation
aluminium production, primary, liquid, prebake;material;Metals\Non ferro\Transformation
aluminium production, primary, liquid, prebake;material;Others\Obsolete
aluminium production, primary, liquid, prebake;material;Metals\Non ferro\Transformation
aluminium production, primary, liquid, prebake IAI Area;material;Others\Obsolete
aluminium production, primary, liquid, prebake IAI Area;material;Others\Obsolete
aluminium production, primary, liquid, prebake IAI Area;material;Others\Obsolete
aluminium production, primary, liquid, prebake IAI Area 2, without;material;Others\Obsolete
aluminium production, primary, liquid, prebake IAI Area 4&5 without;material;Others\Obsolete
aluminium production, primary, liquid, prebake IAI Area,;material;Metals\Non ferro\Transformation
aluminium production, primary, liquid, prebake IAI Area, Asia, without China;material;Metals\Non ferro\Transformation
aluminium production, primary, liquid, prebake IAI Area, EU27 &;material;Metals\Non ferro\Transformation
aluminium production, primary, liquid, prebake IAI Area, Europe outside EU &;material;Others\Obsolete
aluminium production, primary, liquid, prebake IAI Area, Gulf Cooperation;material;Metals\Non ferro\Transformation
aluminium production, primary, liquid, prebake IAI Area, North America, without;material;Others\Obsolete
aluminium production, primary, liquid, prebake IAI Area, Russia & RER w/o EU27;material;Metals\Non ferro\Transformation
aluminium production, primary, liquid, prebake IAI Area, South;material;Metals\Non ferro\Transformation
aluminium production, primary, liquid, Söderberg;material;Others\Obsolete
aluminium production, primary, liquid, Söderberg;material;Metals\Non ferro\Transformation
aluminium production, primary, liquid, Söderberg;material;Others\Obsolete
aluminium production, primary, liquid, Söderberg IAI Area, Asia, without China;material;Metals\Non ferro\Transformation
aluminium production, primary, liquid, Söderberg IAI Area, EU27 &;material;Metals\Non ferro\Transformation
aluminium production, primary, liquid, Söderberg IAI Area, North America,;material;Others\Obsolete
aluminium production, primary, liquid, Söderberg IAI Area, Russia & RER w/o;material;Metals\Non ferro\Transformation
aluminium production, primary, liquid, Söderberg IAI Area, South;material;Metals\Non ferro\Transformation
aluminium production, primary, liquid, Soderberg;material;Others\Obsolete
aluminium production, primary, liquid, Soderberg IAI Area;material;Others\Obsolete
aluminium production, primary, liquid, Soderberg IAI Area 2, without;material;Others\Obsolete
aluminium production, primary, liquid, Soderberg IAI Area 4&5 without;material;Others\Obsolete
aluminium production, primary, liquid, Soderberg IAI Area, Europe outside EU &;material;Others\Obsolete
aluminium scrap, new, Recycled Content cut-off;material;Metals\Non ferro\Transformation
aluminium scrap, new, Recycled Content cut-off;material;Others\Obsolete
aluminium scrap, post-consumer, prepared for melting, Recycled Content cut-off;material;Metals\Non ferro\Market
aluminium scrap, post-consumer, Recycled Content cut-off;material;Metals\Non ferro\Market
aluminium sulfate production, powder;material;Chemicals\Inorganic\Transformation
aluminium sulfate production, powder;material;Chemicals\Inorganic\Transformation
aluminium sulfate production, without water, in 4.33% aluminium solution state;material;Chemicals\Inorganic\Transformation
aluminium sulfate production, without water, in 4.33% aluminium solution state;material;Chemicals\Inorganic\Transformation
aluminium turning, average, computer numerical controlled;processing;Metals\Chipping\Transformation
aluminium turning, average, computer numerical controlled;processing;Metals\Chipping\Transformation
aluminium turning, average, conventional;processing;Metals\Chipping\Transformation
aluminium turning, average, conventional;processing;Metals\Chipping\Transformation
aluminium turning, primarily dressing, computer numerical controlled;processing;Metals\Chipping\Transformation
aluminium turning, primarily dressing, computer numerical controlled;processing;Metals\Chipping\Transformation
aluminium turning, primarily dressing, conventional;processing;Metals\Chipping\Transformation
aluminium turning, primarily dressing, conventional;processing;Metals\Chipping\Transformation
aluminium turning, primarily roughing, computer numerical controlled;processing;Metals\Chipping\Transformation
aluminium turning, primarily roughing, computer numerical controlled;processing;Metals\Chipping\Transformation
aluminium turning, primarily roughing, conventional;processing;Metals\Chipping\Transformation
aluminium turning, primarily roughing, conventional;processing;Metals\Chipping\Transformation
aluminium, ingot, primary, import from Africa IAI Area, EU27 &;material;Metals\Non ferro\Transformation
aluminium, ingot, primary, import from Asia (excluding China) IAI Area, EU27 &;material;Metals\Non ferro\Transformation
aluminium, ingot, primary, import from Middle East (Gulf cooperation Council);material;Metals\Non ferro\Transformation
aluminium, ingot, primary, import from North America_Canada IAI Area, EU27 &;material;Others\Obsolete
aluminium, ingot, primary, import from Northern America IAI Area, EU27 &;material;Metals\Non ferro\Transformation
aluminium, ingot, primary, import from Oceania IAI Area, EU27 &;material;Metals\Non ferro\Transformation
aluminium, ingot, primary, import from Rest of Europe IAI Area, EU27 &;material;Metals\Non ferro\Transformation
aluminium, ingot, primary, import from South America IAI Area, EU27 &;material;Metals\Non ferro\Transformation
amination of chlorosilane;material;Chemicals\Inorganic\Transformation
amination of chlorosilane;material;Chemicals\Organic\Transformation
amine oxide production;material;Chemicals\Organic\Transformation
amine oxide production;material;Chemicals\Organic\Transformation
ammonia production, partial oxidation, liquid;material;Chemicals\Inorganic\Transformation
ammonia production, partial oxidation, liquid;material;Chemicals\Inorganic\Transformation
ammonia production, steam reforming, liquid;material;Chemicals\Inorganic\Transformation
ammonia production, steam reforming, liquid;material;Chemicals\Inorganic\Transformation
ammonium bicarbonate production;material;Chemicals\Inorganic\Transformation
ammonium bicarbonate production;material;Chemicals\Inorganic\Transformation
ammonium carbonate production;material;Chemicals\Organic\Transformation
ammonium carbonate production;material;Chemicals\Organic\Transformation
ammonium chloride production;material;Chemicals\Inorganic\Transformation
ammonium nitrate phosphate production;material;Chemicals\Fertilisers (inorganic)\Transformation
ammonium nitrate phosphate production;material;Chemicals\Fertilisers (inorganic)\Transformation
ammonium nitrate phosphate production;material;Chemicals\Fertilisers (inorganic)\Transformation
ammonium nitrate phosphate production;material;Chemicals\Fertilisers (inorganic)\Transformation
ammonium nitrate production;material;Chemicals\Fertilisers (inorganic)\Transformation
ammonium nitrate production;material;Chemicals\Fertilisers (inorganic)\Transformation
ammonium nitrite production;material;Chemicals\Pesticides\Transformation
ammonium nitrite production;material;Chemicals\Pesticides\Transformation
ammonium sulfate production;material;Chemicals\Fertilisers (inorganic)\Transformation
ammonium sulfate production;material;Chemicals\Fertilisers (inorganic)\Transformation
ammonium thiocyanate production;material;Chemicals\Organic\Transformation
anaerobic digestion of manure;material;Fuels\Biofuels\Biogas\Transformation
anaerobic digestion of manure;material;Fuels\Biofuels\Biogas\Transformation
anaerobic digestion plant construction, agricultural;material;Chemicals\Others\Transformation\Infrastructure
anaerobic digestion plant construction, agricultural;material;Chemicals\Others\Transformation\Infrastructure
anaerobic digestion plant construction, agriculture, with methane recovery;material;Chemicals\Others\Transformation\Infrastructure
anaerobic digestion plant construction, agriculture, with methane recovery;material;Chemicals\Others\Transformation\Infrastructure
anaerobic digestion plant construction, for biowaste;material;Chemicals\Others\Transformation\Infrastructure
anaerobic digestion plant construction, for biowaste;material;Chemicals\Others\Transformation\Infrastructure
anaerobic digestion plant construction, for sewage sludge;material;Chemicals\Others\Transformation\Infrastructure
anaerobic digestion plant construction, for sewage sludge;material;Chemicals\Others\Transformation\Infrastructure
anchovy, capture by steel purse seiner and landing whole, fresh;material;Agricultural\Animal production\Fish\Transformation
anchovy, capture by steel purse seiner and landing whole, fresh;material;Agricultural\Animal production\Fish\Transformation
anchovy, capture by steel purse seiner and landing whole, fresh;material;Agricultural\Animal production\Fish\Transformation
anchovy, capture by steel purse seiner and landing whole, fresh;material;Agricultural\Animal production\Fish\Transformation
anchovy, capture by steel purse seiner and landing whole, fresh;material;Agricultural\Animal production\Fish\Transformation
anchovy, capture by wooden purse seiner and landing whole, fresh;material;Agricultural\Animal production\Fish\Transformation
Ancillary bop {GLO}| Cut-off,;transport;carculator\energy storage\fuel cell stack
anhydrite floor production;material;Construction\Coverings\Transformation
anhydrite floor production;material;Construction\Coverings\Transformation
anhydrite production;material;Chemicals\Inorganic\Transformation
anhydrite production;material;Chemicals\Inorganic\Transformation
anhydrite production, burned;material;Chemicals\Inorganic\Transformation
anhydrite production, burned;material;Chemicals\Inorganic\Transformation
aniline production;material;Chemicals\Organic\Transformation
aniline production;material;Chemicals\Organic\Transformation
anionic resin production;material;Chemicals\Others\Transformation
anionic resin production;material;Chemicals\Others\Transformation
Anode {GLO}| Cut-off,;transport;carculator\energy storage\lithium-ion battery
Anode current collector, lfp {JP}| Cut-off,;transport;carculator\energy storage\lithium-ion battery
Anode current collector, nca {JP}| Cut-off,;transport;carculator\energy storage\lithium-ion battery
anode factory construction;material;Metals\Extraction\Transformation\Infrastructure
anode factory construction;material;Metals\Extraction\Transformation\Infrastructure
Anode paste, lfp {JP}| Cut-off,;transport;carculator\energy storage\lithium-ion battery
Anode paste, nca {JP}| Cut-off,;transport;carculator\energy storage\lithium-ion battery
anode production, for metal electrolysis;material;Metals\Extraction\Transformation
anode production, for metal electrolysis;material;Metals\Extraction\Transformation
anode production, graphite, for lithium-ion battery;material;Electronics\Component\Transformation
