name;category;sub_category
market for cement, pozzolana and fly ash 36-55%;material;Construction\Binders\Market
market for cement, pozzolana and fly ash 36-55%;material;Construction\Binders\Market
market for cement, pozzolana and fly ash 36-55% Europe without;material;Construction\Binders\Market
market for cement, pozzolana and fly ash 5-15%;material;Construction\Binders\Market
market for cement, pozzolana and fly ash 5-15%;material;Construction\Binders\Market
market for cement, pozzolana and fly ash 6-14%;material;Construction\Binders\Market
market for cement, pozzolana and fly ash 6-14%;material;Construction\Binders\Market
market for cement, sulphate resistant;material;Construction\Binders\Market
market for cement, unspecified;material;Construction\Binders\Market
market for cement, unspecified;material;Construction\Binders\Market
market for cement, unspecified;material;Construction\Binders\Market
market for cement, unspecified;material;Construction\Binders\Market
market for cement, unspecified;material;Others\Obsolete
market for cement, unspecified;material;Construction\Binders\Market
market for cement, unspecified;material;Construction\Binders\Market
market for cement, unspecified;material;Construction\Binders\Market
market for cement, unspecified;material;Construction\Binders\Market
market for cement, unspecified;material;Construction\Binders\Market
market for cement, unspecified Europe without;material;Construction\Binders\Market
market for ceramic factory;material;Construction\Ceramics\Market\Infrastructure
market for ceramic tile;material;Construction\Ceramics\Market
market for cerium concentrate, 60% cerium oxide;material;Chemicals\Inorganic\Market
market for charcoal;material;Fuels\Coal\Market
market for charger, electric passenger car;material;Electronics\Devices\Market
market for charger, for electric scooter;material;Electronics\Devices\Market
market for chassis, internet access equipment;material;Electronics\Component\Market
market for cheese, from cow milk, fresh, unripened;material;Agricultural\Food\Market
market for chemical factory;material;Chemicals\Others\Market\Infrastructure
market for chemical factory, organics;material;Chemicals\Organic\Market\Infrastructure
market for chemical, organic;material;Chemicals\Organic\Market
market for chemicals, inorganic;material;Chemicals\Inorganic\Market
market for chemi-thermomechanical pulp;material;Paper+ Board\Pulp\Market
market for chicken for slaughtering, live weight;material;Agricultural\Animal production\Avian\Market
market for chickpea;material;Agricultural\Plant production\Legumes\Market
market for chilli;material;Agricultural\Plant production\Vegetables\Market
market for chimney;energy;Heat\Oil\Market\Infrastructure
market for chipper, mobile, diesel;processing;Wood\Market\Infrastructure
market for chipper, stationary, electric;processing;Wood\Market\Infrastructure
market for chlorine dioxide;material;Others\Obsolete
market for chlorine dioxide;material;Chemicals\Gases\Market
market for chlorine dioxide;material;Chemicals\Gases\Market
market for chlorine, gaseous;material;Chemicals\Gases\Market
market for chlorine, gaseous;material;Chemicals\Gases\Market
market for chlorine, liquid;material;Others\Obsolete
market for chlorine, liquid;material;Chemicals\Gases\Liquified\Market
market for chlorine, liquid;material;Chemicals\Gases\Liquified\Market
market for chloroacetic acid;material;Others\Obsolete
market for chloroacetic acid;material;Chemicals\Acids (organic)\Market
market for chloroacetic acid;material;Chemicals\Acids (organic)\Market
market for chloroacetyl chloride;material;Chemicals\Organic\Market
market for chlorodifluoromethane;material;Others\Obsolete
market for chlorodifluoromethane;material;Chemicals\Organic\Market
market for chlorodifluoromethane;material;Chemicals\Organic\Market
market for chloromethyl methyl ether;material;Others\Obsolete
market for chloromethyl methyl ether;material;Chemicals\Organic\Market
market for chloromethyl methyl ether;material;Chemicals\Organic\Market
market for chloronitrobenzene;material;Chemicals\Organic\Market
market for chloropropionic acid;material;Chemicals\Acids (organic)\Market
market for chlorosulfonic acid;material;Others\Obsolete
market for chlorosulfonic acid;material;Chemicals\Acids (inorganic)\Market
market for chlorosulfonic acid;material;Chemicals\Acids (inorganic)\Market
market for chlorothalonil;material;Chemicals\Pesticides\Market
market for chlorotoluron;material;Chemicals\Pesticides\Market
market for chopping, maize;processing;Agricultural\Market
market for chromite ore concentrate;material;Minerals\Market
market for chromium;material;Metals\Non ferro\Market
market for chromium oxide, flakes;material;Chemicals\Inorganic\Market
market for chromium steel pipe;material;Metals\Ferro\Market
market for chromium steel removed by drilling, computer numerical controlled;processing;Metals\Chipping\Market
market for chromium steel removed by drilling, conventional;processing;Metals\Chipping\Market
market for chromium steel removed by milling, average;processing;Metals\Chipping\Market
market for chromium steel removed by milling, dressing;processing;Metals\Chipping\Market
market for chromium steel removed by milling, large parts;processing;Metals\Chipping\Market
market for chromium steel removed by milling, small parts;processing;Metals\Chipping\Market
market for chromium steel removed by turning, average, computer numerical;processing;Metals\Chipping\Market
market for chromium steel removed by turning, average, conventional;processing;Metals\Chipping\Market
market for chromium steel removed by turning, primarily dressing, computer;processing;Metals\Chipping\Market
market for chromium steel removed by turning, primarily dressing, conventional;processing;Metals\Chipping\Market
market for chromium steel removed by turning, primarily roughing, computer;processing;Metals\Chipping\Market
market for chromium steel removed by turning, primarily roughing, conventional;processing;Metals\Chipping\Market
market for citric acid;material;Chemicals\Acids (organic)\Market
market for citrus;material;Others\Obsolete
market for cladding, crossbar-pole, aluminium;material;Construction\Cladding\Market
market for clay;material;Minerals\Market
market for clay;material;Others\Obsolete
market for clay;material;Minerals\Market
market for clay brick;material;Construction\Bricks\Market
market for clay pit infrastructure;material;Minerals\Market\Infrastructure
market for clay plaster;material;Construction\Coverings\Market
market for cleaning consumables, without water, in 13.6% solution state;material;Chemicals\Others\Market
market for cleft timber, measured as dry mass;material;Wood\Extraction\Market
market for cleft timber, measured as dry mass;material;Wood\Extraction\Market
market for cleft timber, measured as dry mass;material;Others\Obsolete
market for cleft timber, measured as dry mass;material;Wood\Extraction\Market
market for cleft timber, measured as dry mass Europe without;material;Wood\Extraction\Market
market for clefting of energy wood;processing;Wood\Market
market for clinker;material;Chemicals\Inorganic\Market
market for clinker;material;Chemicals\Inorganic\Market
market for clinker;material;Chemicals\Inorganic\Market
market for clinker;material;Others\Obsolete
market for clinker;material;Chemicals\Inorganic\Market
market for clinker;material;Chemicals\Inorganic\Market
market for clinker;material;Chemicals\Inorganic\Market
market for clinker;material;Chemicals\Inorganic\Market
market for clover seed, Swiss integrated production, at farm;material;Agricultural\Plant seeds\Market
market for clover seed, Swiss integrated production, for sowing;material;Agricultural\Plant seeds\Market
market for coal gas;waste treatment;Power Plant\Market
market for coal slurry;waste treatment;Others\Market
market for coal stove, 5-15kW;energy;Heat\Coal\Market\Infrastructure
market for coal tar;waste treatment;Others\Market
market for coating from waste cathode ray tube display;waste treatment;Electronics Waste\Market
market for coating from waste cathode ray tube display;waste treatment;Electronics Waste\Market
market for coating powder;material;Others\Obsolete
market for coating powder;material;Chemicals\Others\Market
market for coating powder;material;Chemicals\Others\Market
market for coating, with melamine impregnated paper;processing;Others\Market
market for cobalt;material;Metals\Non ferro\Market
market for cobwork;material;Construction\Coverings\Market
market for cocamide diethanolamine;material;Chemicals\Organic\Market
market for cocoa bean;material;Agricultural\Plant production\Fruits\Market
market for coconut husk;material;Agricultural\Intermediate Products\Market
market for coconut oil, crude;material;Agricultural\Plant oils\Market
market for coconut, dehusked;material;Agricultural\Food\Market
market for coconut, husked;material;Others\Obsolete
market for cocoons;material;Agricultural\Intermediate Products\Market
market for cocoons;material;Agricultural\Intermediate Products\Market
market for coffee maker;material;Appliances\Market\Infrastructure
market for coffee, green bean;material;Agricultural\Plant production\Fruits\Market
market for coke;material;Fuels\Coal\Market
market for collector field area, solar thermal parabolic trough, 50 MW;energy;Heat\Solar\Market\Infrastructure
market for collector field area, solar tower power plant, 20 MW;energy;Heat\Solar\Market\Infrastructure
market for combine harvesting;processing;Agricultural\Market
market for compact fluorescent lamp;material;Electronics\Component\Market
market for compost;processing;Waste\Market
market for composting facility, open;processing;Waste\Market\Infrastructure
market for compressed air, 1000 kPa gauge;processing;Others\Obsolete
market for compressed air, 1000 kPa gauge;processing;Compressed air\Market
market for compressed air, 1000 kPa gauge;processing;Compressed air\Market
market for compressed air, 1200 kPa gauge;processing;Others\Obsolete
market for compressed air, 1200 kPa gauge;processing;Compressed air\Market
market for compressed air, 1200 kPa gauge;processing;Compressed air\Market
market for compressed air, 600 kPa gauge;processing;Others\Obsolete
market for compressed air, 600 kPa gauge;processing;Compressed air\Market
market for compressed air, 600 kPa gauge;processing;Compressed air\Market
market for compressed air, 700 kPa gauge;processing;Others\Obsolete
market for compressed air, 700 kPa gauge;processing;Compressed air\Market
market for compressed air, 700 kPa gauge;processing;Compressed air\Market
market for compressed air, 800 kPa gauge;processing;Others\Obsolete
market for compressed air, 800 kPa gauge;processing;Compressed air\Market
market for compressed air, 800 kPa gauge;processing;Compressed air\Market
market for computer, desktop, without screen;material;Electronics\Devices\Market
market for computer, laptop;material;Electronics\Devices\Market
market for concentrated solar power plant, solar thermal parabolic trough, 50;energy;Heat\Solar\Market\Infrastructure
market for concentrated solar power plant, solar tower, 20 MW;energy;Heat\Solar\Market\Infrastructure
market for concrete block;material;Construction\Concrete\Market
market for concrete block;material;Construction\Concrete\Market
market for concrete block;material;Others\Obsolete
market for concrete block;material;Construction\Concrete\Market
market for concrete mixing factory;material;Construction\Concrete\Market\Infrastructure
market for concrete roof tile;material;Construction\Concrete\Market
market for concrete slab;material;Construction\Concrete\Market
market for concrete slab;material;Construction\Concrete\Market
market for concrete, 20MPa;material;Construction\Concrete\Market
market for concrete, 20MPa;material;Others\Obsolete
market for concrete, 20MPa;material;Construction\Concrete\Market
market for concrete, 20MPa;material;Construction\Concrete\Market
market for concrete, 20MPa;material;Construction\Concrete\Market
market for concrete, 20MPa;material;Construction\Concrete\Market
market for concrete, 25-30MPa;material;Construction\Concrete\Market
market for concrete, 25-30MPa;material;Construction\Concrete\Market
market for concrete, 25MPa;material;Construction\Concrete\Market
market for concrete, 25MPa;material;Others\Obsolete
market for concrete, 25MPa;material;Construction\Concrete\Market
market for concrete, 25MPa;material;Construction\Concrete\Market
market for concrete, 25MPa;material;Construction\Concrete\Market
market for concrete, 30-32MPa;material;Others\Obsolete
market for concrete, 30-32MPa;material;Construction\Concrete\Market
market for concrete, 30-32MPa;material;Construction\Concrete\Market
market for concrete, 30MPa;material;Construction\Concrete\Market
market for concrete, 30MPa;material;Construction\Concrete\Market
market for concrete, 30MPa;material;Construction\Concrete\Market
market for concrete, 35MPa;material;Construction\Concrete\Market
market for concrete, 35MPa;material;Others\Obsolete
market for concrete, 35MPa;material;Construction\Concrete\Market
market for concrete, 35MPa;material;Construction\Concrete\Market
market for concrete, 35MPa;material;Construction\Concrete\Market
market for concrete, 40MPa;material;Construction\Concrete\Market
market for concrete, 40MPa;material;Construction\Concrete\Market
market for concrete, 40MPa;material;Construction\Concrete\Market
market for concrete, 40MPa;material;Construction\Concrete\Market
market for concrete, 40MPa;material;Construction\Concrete\Market
market for concrete, 45MPa;material;Construction\Concrete\Market
market for concrete, 45MPa;material;Construction\Concrete\Market
market for concrete, 50MPa;material;Others\Obsolete
market for concrete, 50MPa;material;Construction\Concrete\Market
market for concrete, 50MPa;material;Construction\Concrete\Market
market for concrete, 50MPa;material;Construction\Concrete\Market
market for concrete, for de-icing salt contact;material;Construction\Concrete\Market
market for concrete, for de-icing salt contact;material;Others\Obsolete
market for concrete, for de-icing salt contact;material;Others\Obsolete
market for concrete, high exacting requirements;material;Construction\Concrete\Market
market for concrete, high exacting requirements;material;Others\Obsolete
market for concrete, high exacting requirements;material;Others\Obsolete
market for concrete, medium strength;material;Construction\Concrete\Market
market for concrete, medium strength;material;Construction\Concrete\Market
market for concrete, medium strength;material;Construction\Concrete\Market
market for concrete, medium strength;material;Construction\Concrete\Market
market for concrete, medium strength;material;Construction\Concrete\Market
market for concrete, medium strength;material;Construction\Concrete\Market
market for concrete, normal;material;Construction\Concrete\Market
market for concrete, normal;material;Construction\Concrete\Market
market for concrete, normal;material;Construction\Concrete\Market
market for concrete, normal;material;Others\Obsolete
market for concrete, normal;material;Construction\Concrete\Market
market for concrete, normal;material;Construction\Concrete\Market
market for concrete, normal;material;Construction\Concrete\Market
market for concrete, normal;material;Construction\Concrete\Market
market for concrete, normal;material;Construction\Concrete\Market
market for concrete, sole plate and foundation;material;Construction\Concrete\Market
market for concrete, sole plate and foundation;material;Others\Obsolete
market for concrete, sole plate and foundation;material;Others\Obsolete
market for condensate from light oil boiler;waste treatment;Others\Market
market for condensate from light oil boiler;waste treatment;Others\Obsolete
market for condensate from light oil boiler;waste treatment;Others\Market
market for conditioned spent nuclear fuel;waste treatment;Nuclear waste\Market
market for conditioned spent nuclear fuel;waste treatment;Others\Obsolete
market for conditioned spent nuclear fuel;waste treatment;Nuclear waste\Market
market for conditioned spent nuclear fuel Europe without;waste treatment;Nuclear waste\Market
market for construction work, heat and power co-generation unit, 160kW;energy;Cogeneration\Gas\Market\Infrastructure
market for container ship;transport;Water\Market\Infrastructure
market for container, for collection of post-consumer waste plastic for;material;Plastics\Recycling\Market\Infrastructure
market for container, for collection of post-consumer waste plastic for;material;Plastics\Recycling\Market\Infrastructure
market for container, for collection of post-consumer waste plastic for;material;Plastics\Recycling\Market\Infrastructure
market for container, for collection of post-consumer waste plastic for;material;Plastics\Recycling\Market\Infrastructure
market for containerboard, fluting medium;material;Paper+ Board\Board\Market
market for containerboard, fluting medium;material;Paper+ Board\Board\Market
market for containerboard, fluting medium;material;Paper+ Board\Board\Market
market for containerboard, linerboard;material;Paper+ Board\Board\Market
market for containerboard, linerboard;material;Paper+ Board\Board\Market
market for containerboard, linerboard;material;Paper+ Board\Board\Market
market for continuous dyeing, fibre, cotton;processing;Textiles\Transformation
market for contouring, brass;processing;Metals\Chipless shaping\Market
market for contouring, bronze;processing;Metals\Chipless shaping\Market
market for control cabinet, heat and power co-generation unit, 160kW electrical;energy;Cogeneration\Gas\Market\Infrastructure
market for controller, for electric scooter;material;Electronics\Component\Market
market for converter, for electric passenger car;material;Electronics\Component\Market
market for conveyor belt;transport;Building equipment\Market\Infrastructure
market for cookstove;material;Appliances\Market\Infrastructure
market for cooling energy;energy;Cogeneration\Gas\Market
market for copper;material;Metals\Non ferro\Market
market for copper cake;waste treatment;Metals\Market
market for copper carbonate;material;Chemicals\Inorganic\Market
market for copper concentrate, sulfide ore;material;Minerals\Market
market for copper in car shredder residue;waste treatment;Metals
market for copper in car shredder residue;waste treatment;Others\Obsolete
market for copper in car shredder residue;waste treatment;Metals
market for copper oxide;material;Chemicals\Inorganic\Market
market for copper scrap, sorted, pressed;waste treatment;Metals\Market
market for copper slag;waste treatment;Others\Market
market for copper sulfate;material;Chemicals\Inorganic\Market
market for copper telluride cement;material;Metals\Non ferro\Market
market for copper, blister-copper;material;Metals\Non ferro\Market
market for copper, cathode;material;Metals\Non ferro\Market
market for copper, from solvent-extraction electro-winning;material;Others\Obsolete
market for core board;material;Paper+ Board\Board\Market
market for coriander;material;Agricultural\Plant production\Vegetables\Transformation
market for cork slab;material;Construction\Insulation\Market
market for cork, raw;material;Wood\Extraction\Market
market for corrugated board box;material;Paper+ Board\Corrugated board\Market
market for corrugated board box;material;Others\Obsolete
market for corrugated board box;material;Paper+ Board\Corrugated board\Market
market for corrugated board box;material;Paper+ Board\Corrugated board\Market
market for cotton;material;Others\Obsolete
market for cottonseed;material;Agricultural\Plant seeds\Market
market for cottonseed;material;Agricultural\Plant seeds\Market
market for cottonseed;material;Agricultural\Plant seeds\Market
market for cottonseed meal;material;Agricultural\Animal feed\Market
market for cottonseed oil, crude;material;Agricultural\Plant oils\Market
market for cottonseed oil, refined;material;Agricultural\Plant oils\Market
market for cottonseed, for sowing;material;Agricultural\Plant seeds\Market
market for cottonseed, organic;material;Agricultural\Plant seeds\Market
market for cottonseed, organic;material;Agricultural\Plant seeds\Market
market for cottonseed, organic, for sowing;material;Agricultural\Plant seeds\Transformation
market for cover plaster, mineral;material;Construction\Coverings\Market
market for cover plaster, organic;material;Construction\Coverings\Market
market for cow milk;material;Agricultural\Food\Market
market for cream, from cow milk;material;Agricultural\Food\Market
market for crust from Parkes process for lead production;waste treatment;Others\Market
market for cryolite;material;Chemicals\Inorganic\Market
market for cucumber;material;Agricultural\Plant production\Vegetables\Market
market for cumene;material;Chemicals\Organic\Market
market for cyanoacetic acid;material;Chemicals\Acids (organic)\Market
market for cyanoacetic acid;material;Chemicals\Acids (organic)\Market
market for cyanogen chloride;material;Chemicals\Inorganic\Market
market for cyanuric chloride;material;Chemicals\Organic\Market
market for cyclic N-compound;material;Chemicals\Pesticides\Market
market for cyclohexane;material;Chemicals\Organic\Market
market for cyclohexanol;material;Others\Obsolete
market for cyclohexanol;material;Chemicals\Organic\Market
market for cyclohexanol;material;Chemicals\Organic\Market
market for cyclohexanone;material;Others\Obsolete
market for cyclohexanone;material;Chemicals\Organic\Market
market for cyclohexanone;material;Chemicals\Organic\Market
market for dairy;material;Agricultural\Food\Market\Infrastructure
market for decabromodiphenyl ether;material;Chemicals\Organic\Market
market for decarbonising waste;waste treatment;Others\Market
market for decarbonising waste;waste treatment;Others\Obsolete
market for decarbonising waste;waste treatment;Others\Market
market for decommissioned airport infrastructure, contaminated gravel;waste treatment;Construction waste\Market
market for decommissioned chemical production facilities;waste treatment;Construction waste\Market
market for decommissioned pipeline, natural gas;waste treatment;Transport\Market
market for decommissioned pipeline, natural gas;waste treatment;Others\Obsolete
market for decommissioned pipeline, natural gas;waste treatment;Transport\Market
market for decommissioned road;waste treatment;Transport\Market
market for decommissioned tram track;waste treatment;Transport\Market
market for decommissioned tram track;waste treatment;Others\Obsolete
market for decommissioned tram track;waste treatment;Transport\Market
market for deep drawing, steel, 10000 kN press, automode;processing;Metals\Chipless shaping\Market
market for deep drawing, steel, 10000 kN press, single stroke;processing;Metals\Chipless shaping\Market
market for deep drawing, steel, 3500 kN press, automode;processing;Metals\Chipless shaping\Market
market for deep drawing, steel, 3500 kN press, single stroke;processing;Metals\Chipless shaping\Market
market for deep drawing, steel, 38000 kN press, automode;processing;Metals\Chipless shaping\Market
market for deep drawing, steel, 38000 kN press, single stroke;processing;Metals\Chipless shaping\Market
market for deep drawing, steel, 650 kN press, automode;processing;Metals\Chipless shaping\Market
market for deep drawing, steel, 650 kN press, single stroke;processing;Metals\Chipless shaping\Market
market for deep well closure;energy;Electricity by fuel\Geothermal\Market\Infrastructure
market for deep well, drilled, for geothermal power;energy;Electricity by fuel\Geothermal\Market\Infrastructure
market for deep well, for geothermal power, onshore, 6000m;energy;Electricity by fuel\Geothermal\Market\Infrastructure
market for degreasing, metal part in alkaline bath;processing;Metals\Metal working\Market
market for de-icer;material;Chemicals\Others\Market
market for deinked pulp, wet lap;material;Chemicals\Others\Market
market for deinking emulsion, in paper production;material;Others\Obsolete
market for deinking emulsion, in paper production;material;Chemicals\Others\Market
market for deinking emulsion, in paper production;material;Chemicals\Others\Market
market for delimbing/sorting, excavator-based processor;processing;Wood\Market
market for demersal fish, fresh;material;Agricultural\Animal production\Fish\Market
market for diazine-compound;material;Chemicals\Pesticides\Market
market for diazole-compound;material;Chemicals\Pesticides\Market
market for diborane;material;Chemicals\Inorganic\Market
market for dichloromethane;material;Others\Obsolete
market for dichloromethane;material;Chemicals\Organic\Market
market for dichloromethane;material;Chemicals\Organic\Market
market for dichloropropene;waste treatment;Others\Market
market for dicyclopentadiene based unsaturated polyester resin;material;Chemicals\Organic\Market
market for diesel;material;Fuels\Oil\Diesel\Market
market for diesel;material;Fuels\Oil\Diesel\Market
market for diesel;material;Fuels\Oil\Diesel\Market
market for diesel;material;Fuels\Oil\Diesel\Market
market for diesel;material;Fuels\Oil\Diesel\Market
market for diesel;material;Fuels\Oil\Diesel\Market
market for diesel;material;Fuels\Oil\Diesel\Market
market for diesel Europe without;material;Fuels\Oil\Diesel\Market
market for diesel, burned in agricultural machinery;energy;Heat\Oil\Market
market for diesel, burned in building machine;energy;Mechanical\Market
market for diesel, burned in diesel-electric generating set, 10MW;energy;Mechanical\Market
market for diesel, burned in diesel-electric generating set, 10MW;energy;Mechanical\Transformation
market for diesel, burned in diesel-electric generating set, 10MW;energy;Mechanical\Market
market for diesel, burned in diesel-electric generating set, 18.5kW;energy;Mechanical\Market
market for diesel, burned in fishing vessel;energy;Mechanical\Market
market for diesel, low-sulfur;material;Fuels\Oil\Diesel\Market
market for diesel, low-sulfur;material;Fuels\Oil\Diesel\Market
market for diesel, low-sulfur;material;Fuels\Oil\Diesel\Market
market for diesel, low-sulfur;material;Fuels\Oil\Diesel\Market
market for diesel, low-sulfur;material;Fuels\Oil\Diesel\Market
market for diesel, low-sulfur;material;Fuels\Oil\Diesel\Market
market for diesel, low-sulfur;material;Fuels\Oil\Diesel\Market
market for diesel, low-sulfur Europe without;material;Fuels\Oil\Diesel\Market
market for diesel-electric generating set production 10MW;energy;Others\Obsolete
market for diesel-electric generating set, 10MW;energy;Mechanical\Market\Infrastructure
market for diesel-electric generating set, 18.5kW;energy;Mechanical\Market\Infrastructure
market for diethanolamine;material;Chemicals\Organic\Market
market for diethyl ether, without water, in 99.95% solution state;material;Others\Obsolete
market for diethyl ether, without water, in 99.95% solution state;material;Chemicals\Organic\Market
market for diethyl ether, without water, in 99.95% solution state;material;Chemicals\Organic\Market
market for diethylene glycol;material;Chemicals\Organic\Market
market for digester sludge;waste treatment;Others\Market
market for dimethenamide;material;Chemicals\Pesticides\Market
market for dimethyl carbonate;material;Chemicals\Organic\Market
market for dimethyl ether;material;Others\Obsolete
market for dimethyl ether;material;Chemicals\Organic\Market
market for dimethyl ether;material;Chemicals\Organic\Market
market for dimethyl hexanediol;material;Chemicals\Organic\Market
market for dimethyl hexynediol;material;Chemicals\Organic\Market
market for dimethyl malonate;material;Chemicals\Organic\Market
market for dimethyl sulfate;material;Others\Obsolete
market for dimethyl sulfate;material;Chemicals\Organic\Market
market for dimethyl sulfate;material;Chemicals\Organic\Market
market for dimethyl sulfide;material;Chemicals\Organic\Market
market for dimethyl sulfoxide;material;Chemicals\Organic\Market
market for dimethylacetamide;material;Chemicals\Organic\Market
market for dimethylamine;material;Others\Obsolete
market for dimethylamine;material;Chemicals\Organic\Market
market for dimethylamine;material;Chemicals\Organic\Market
market for dimethylamine borane;material;Chemicals\Organic\Market
market for dimethylaminopropylamine;material;Chemicals\Organic\Market
market for dimethyldichlorosilane;material;Chemicals\Inorganic\Market
market for dinitroaniline-compound;material;Chemicals\Pesticides\Market
market for dinitrogen tetroxide;material;Chemicals\Inorganic\Market
market for diode, auxilliaries and energy use;material;Electronics\Component\Market
market for diode, glass-, for surface-mounting;material;Electronics\Component\Market
market for diode, glass-, for through-hole mounting;material;Electronics\Component\Market
market for dioxane;material;Others\Obsolete
market for dioxane;material;Chemicals\Organic\Market
market for dioxane;material;Chemicals\Organic\Market
market for diphenylether-compound;material;Chemicals\Pesticides\Market
market for dipropyl amine;material;Chemicals\Organic\Market
market for dipropylene glycol monomethyl ether;material;Others\Obsolete
market for dipropylene glycol monomethyl ether;material;Chemicals\Organic\Market
market for dipropylene glycol monomethyl ether;material;Chemicals\Organic\Market
market for dishwasher;material;Appliances\Market\Infrastructure
market for disk drive, CD/DVD, ROM, for desktop computer;material;Electronics\Module\Market
market for disk drive, CD/DVD, ROM, for laptop computer;material;Electronics\Module\Market
market for display, cathode ray tube, 17 inches;material;Electronics\Devices\Market
market for display, liquid crystal, 17 inches;material;Electronics\Devices\Market
market for Distiller's Dried Grains with Solubles;waste treatment;Biowaste\Market
market for distribution network, electricity, low voltage;transport;Electricity\Market\Infrastructure
market for dithiocarbamate-compound;material;Chemicals\Pesticides\Market
market for dodecanol;material;Chemicals\Organic\Market
market for dolomite;material;Others\Obsolete
market for dolomite;material;Minerals\Market
market for dolomite;material;Minerals\Market
market for door, inner, glass-wood;material;Construction\Doors\Market
market for door, inner, wood;material;Construction\Doors\Market
market for door, outer, wood-aluminium;material;Construction\Doors\Market
market for door, outer, wood-glass;material;Construction\Doors\Market
market for drawing of pipe, steel;processing;Metals\Chipless shaping\Market
market for dried roughage store, air dried, solar;processing;Agricultural\Market\Infrastructure
market for dried roughage store, cold-air dried, conventional;processing;Agricultural\Market\Infrastructure
market for dried roughage store, non ventilated;processing;Agricultural\Market\Infrastructure
market for drilling waste;waste treatment;Others\Obsolete
market for drilling waste;waste treatment;Others\Market
market for dross from Al electrolysis;waste treatment;Others\Market
market for dryer;material;Appliances\Market\Infrastructure
market for drying of bread grain, seed and legumes;processing;Agricultural\Market
market for drying of feed grain;processing;Agricultural\Market
market for drying of grass;processing;Agricultural\Market
market for drying of maize grain;processing;Agricultural\Market
market for drying of maize straw and whole-plant;processing;Agricultural\Market
market for drying, natural gas;processing;Others\Market
market for DTPA, diethylenetriaminepentaacetic acid;material;Others\Obsolete
market for DTPA, diethylenetriaminepentaacetic acid;material;Chemicals\Organic\Market
market for DTPA, diethylenetriaminepentaacetic acid;material;Chemicals\Organic\Market
market for dung slab;processing;Agricultural\Market\Infrastructure
market for dust collector, electrostatic precipitator, for domestic use;material;Construction\Ventilation\Market
market for dust collector, electrostatic precipitator, for industrial use;material;Construction\Ventilation\Market
market for dust collector, multicyclone;material;Construction\Ventilation\Market
market for dust, alloyed electric arc furnace steel;waste treatment;Metals\Market
market for dust, unalloyed electric arc furnace steel;waste treatment;Metals\Market
market for earth tube heat exchanger, polyethylene, DN 200;material;Construction\Ventilation\Market
market for EDTA, ethylenediaminetetraacetic acid;material;Chemicals\Organic\Market
market for electric arc furnace converter;material;Metals\Ferro\Market\Infrastructure
market for electric bicycle;transport;Road\Market\Infrastructure
market for electric connector, peripheral component interconnect buss;material;Electronics\Component\Market
market for electric connector, peripheral type buss;material;Electronics\Component\Market
market for electric connector, wire clamp;material;Electronics\Component\Market
market for electric kettle;material;Appliances\Market\Infrastructure
market for electric motor, electric passenger car;transport;Road\Market\Infrastructure
market for electric motor, for electric scooter;transport;Road\Market\Infrastructure
market for electric motor, vehicle;transport;Road\Market\Infrastructure
market for electric parts, heat and power co-generation unit, 160kW electrical;energy;Cogeneration\Gas\Market\Infrastructure
market for electric parts, mini CHP plant;energy;Cogeneration\Gas\Market\Infrastructure
market for electric powertrain, for electric scooter;material;Electronics\Component\Market
market for electric scooter, without battery;transport;Road\Market\Infrastructure
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Others\Obsolete
market for electricity, for reuse in municipal waste incineration only;energy;Others\Obsolete
market for electricity, for reuse in municipal waste incineration only;energy;Others\Obsolete
market for electricity, for reuse in municipal waste incineration only;energy;Others\Obsolete
market for electricity, for reuse in municipal waste incineration only;energy;Others\Obsolete
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
market for electricity, for reuse in municipal waste incineration only;energy;Electricity by fuel\Waste\Market
