6b44284d-6941-4ae6-815e-ce87f5b603bb;('Uranium-235', ('air', 'non-urban air or from high stacks'), 'kilo Becquerel')
27d2b49d-9ecb-4b0a-80dc-9c6598464c6a;('Thorium-228', ('water', 'ocean'), 'kilo Becquerel')
00acb9f0-1640-4f8c-89ef-d857e1428be0;('Metam-sodium', ('soil', 'agricultural'), 'kilogram')
e780232c-898f-4606-8d21-f8589801ebe6;('Occupation, grassland, natural, for livestock grazing', ('natural resource', 'land'), 'square meter-year')
6900ccc1-4b7a-422a-9fad-7c31eb1fc46f;('Carbon dioxide, non-fossil, from calcination', ['air'], 'kilogram')
1acb026e-9de6-48fe-9e0d-be4d24125bbc;('Water, lake', ('natural resource', 'in water'), 'cubic meter')
fc2371dc-5bff-41f6-a155-697fbf727b56;('Silicon', ('water', 'surface water'), 'kilogram')
7a81cd45-7f4c-40b3-989c-6a65f42df999;('Tellurium, 0.5ppm in sulfide, Te 0.2ppm, Cu and Ag, in crude ore, in ground', ('natural resource', 'in ground'), 'kilogram')
36b918a7-5b52-4853-812a-1f49c2366d89;('Benzal chloride', ('air', 'urban air close to ground'), 'kilogram')
b1e13de6-e0a4-56b6-b096-7ab1171d60e3;('Sylvite, in ground', ('natural resource', 'in ground'), 'kilogram')
10d26189-a688-4859-8aa9-525e058a07f0;('Benzaldehyde', ('air',), 'kilogram')
e1cc645c-9d74-40ff-a4b0-b0591d8717e5;('Diethylene glycol', ('air', 'non-urban air or from high stacks'), 'kilogram')
1f3c2297-d652-468d-82e8-4fd59bf5b5b8;('Molybdenum', ('soil', 'forestry'), 'kilogram')
1aa7eec2-1079-4792-825c-364a7bde9921;('Hypochlorite', ('water', 'ground-'), 'kilogram')
cf2cfb56-f662-45cc-b124-3917573c37c0;('Benzo(k)fluoranthene', ('water', 'surface water'), 'kilogram')
57117e3c-15aa-4b4d-b953-6d33986aa5aa;('Calcium', ('soil', 'industrial'), 'kilogram')
871b6f07-de14-48d4-b4aa-7745872c7e9a;('Sulfur', ('water', 'ocean'), 'kilogram')
a2dbe034-4c91-4cc6-9845-81d9698b9f2d;('Triethylene glycol', ('water', 'ground-'), 'kilogram')
d70b4182-d633-4178-84c0-8854f5f6594b;('Arsenic, ion', ('water', 'ocean'), 'kilogram')
69a6c884-39be-444f-a67c-7436a5e66de2;('Carbon monoxide, from soil or biomass stock', ('air',), 'kilogram')
831f249e-53f2-49cf-a93c-7cee105f048e;('Water, unspecified natural origin', ('natural resource', 'in water'), 'cubic meter')
83a691df-1e4a-4cee-bcdb-17b7bd0c8c35;('Transformation, from urban, green area', ('natural resource', 'land'), 'square meter')
de8ff400-b20e-4f36-a2c4-ec848b07c84f;('Chloramine', ('air', 'non-urban air or from high stacks'), 'kilogram')
876e49fb-b3d6-48ca-8acc-473f8ee05aad;('Fluoboric acid', ('water', 'ground-'), 'kilogram')
fdf090d7-ee05-4f33-8b7f-5504c718c3cd;('Nitrogen fluoride', ('air', 'lower stratosphere + upper troposphere'), 'kilogram')
14ea575b-5caa-4958-acf7-0bcc47f9cadf;('Carbon', ('soil',), 'kilogram')
