dataset name;energy type;REMIND location;Transformation loss;Distr./Transmission loss;Supplier name;Supplier location;Contribution within energy type;Final contribution
low voltage, RCP26, 2014;n/a;OAS;0.03591534773884482;0.03428063018932105;low voltage, RCP26, 2014;OAS;1;1.0280127024994665
low voltage, RCP26, 2014;n/a;REF;0;0;electricity production, solar tower power plant, 20 MW;RoW;0.5;1.25792533548036e-05
low voltage, RCP26, 2014;n/a;REF;0;0;electricity production, solar thermal parabolic trough, 50 MW;RoW;0.5;1.25792533548036e-05
low voltage, RCP26, 2014;n/a;REF;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;RU;0.15080789946140036;0.00015590435680799586
low voltage, RCP26, 2014;n/a;REF;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;UA;0.3249551166965889;0.0003359367688362768
low voltage, RCP26, 2014;n/a;REF;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;RU;0.12208258527827648;0.00012620828884456808
low voltage, RCP26, 2014;n/a;REF;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;UA;0.4021543985637343;0.000415744951487989
low voltage, RCP26, 2014;n/a;REF;0.03516883747281559;0.03365903162631518;low voltage, RCP26, 2014;REF;1;1.0325644354253962
low voltage, RCP26, 2014;n/a;SSA;0;0;electricity production, solar tower power plant, 20 MW;ZA;0.5;0.0006436959351752042
low voltage, RCP26, 2014;n/a;SSA;0;0;electricity production, solar thermal parabolic trough, 50 MW;ZA;0.5;0.0006436959351752042
low voltage, RCP26, 2014;n/a;SSA;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;ZA;0.25;0.0014482084063287414
low voltage, RCP26, 2014;n/a;SSA;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;TZ;0.25;0.0014482084063287414
low voltage, RCP26, 2014;n/a;SSA;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;TZ;0.25;0.0014482084063287414
low voltage, RCP26, 2014;n/a;SSA;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;ZA;0.25;0.0014482084063287414
low voltage, RCP26, 2014;n/a;SSA;0.035670247451964496;0.034036609417139325;low voltage, RCP26, 2014;SSA;1;1.026715397051693
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, solar tower power plant, 20 MW;RoW;0.5;0.0010470554509304955
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, solar thermal parabolic trough, 50 MW;RoW;0.5;0.0010470554509304955
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, photovoltaic, 3kWp facade installation, single-Si, panel, mounted;RoW;0.058823529411764705;0.0004880250197265392
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;RoW;0.058823529411764705;0.0004880250197265392
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, photovoltaic, 3kWp flat-roof installation, multi-Si;RoW;0.058823529411764705;0.0004880250197265392
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, laminated, integrated;RoW;0.058823529411764705;0.0004880250197265392
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, a-Si, laminated, integrated;RoW;0.058823529411764705;0.0004880250197265392
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, photovoltaic, 570kWp open ground installation, multi-Si;RoW;0.058823529411764705;0.0004880250197265392
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, CIS, panel, mounted;RoW;0.058823529411764705;0.0004880250197265392
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, photovoltaic, 3kWp facade installation, single-Si, laminated, integrated;RoW;0.058823529411764705;0.0004880250197265392
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, photovoltaic, 3kWp facade installation, multi-Si, laminated, integrated;RoW;0.058823529411764705;0.0004880250197265392
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, CdTe, laminated, integrated;RoW;0.058823529411764705;0.0004880250197265392
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, laminated, integrated;RoW;0.058823529411764705;0.0004880250197265392
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;RoW;0.058823529411764705;0.0004880250197265392
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, ribbon-Si, panel, mounted;RoW;0.058823529411764705;0.0004880250197265392
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, ribbon-Si, laminated, integrated;RoW;0.058823529411764705;0.0004880250197265392
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, a-Si, panel, mounted;RoW;0.058823529411764705;0.0004880250197265392
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, photovoltaic, 3kWp flat-roof installation, single-Si;RoW;0.058823529411764705;0.0004880250197265392
low voltage, RCP26, 2014;n/a;USA;0;0;electricity production, photovoltaic, 3kWp facade installation, multi-Si, panel, mounted;RoW;0.058823529411764705;0.0004880250197265392
low voltage, RCP26, 2014;n/a;USA;0.03414372860739589;0.032714745466684535;low voltage, RCP26, 2014;USA;1;1.0219842854812096
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, solar tower power plant, 20 MW;RoW;0.5;0.00040877112759164986
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, solar thermal parabolic trough, 50 MW;RoW;0.5;0.00040877112759164986
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, photovoltaic, 3kWp facade installation, single-Si, panel, mounted;RoW;0.058823529411764705;0.0007750365606980043
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;RoW;0.058823529411764705;0.0007750365606980043
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, photovoltaic, 3kWp flat-roof installation, multi-Si;RoW;0.058823529411764705;0.0007750365606980043
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, laminated, integrated;RoW;0.058823529411764705;0.0007750365606980043
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, a-Si, laminated, integrated;RoW;0.058823529411764705;0.0007750365606980043
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, photovoltaic, 570kWp open ground installation, multi-Si;RoW;0.058823529411764705;0.0007750365606980043
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, CIS, panel, mounted;RoW;0.058823529411764705;0.0007750365606980043
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, photovoltaic, 3kWp facade installation, single-Si, laminated, integrated;RoW;0.058823529411764705;0.0007750365606980043
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, photovoltaic, 3kWp facade installation, multi-Si, laminated, integrated;RoW;0.058823529411764705;0.0007750365606980043
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, CdTe, laminated, integrated;RoW;0.058823529411764705;0.0007750365606980043
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, laminated, integrated;RoW;0.058823529411764705;0.0007750365606980043
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;RoW;0.058823529411764705;0.0007750365606980043
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, ribbon-Si, panel, mounted;RoW;0.058823529411764705;0.0007750365606980043
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, ribbon-Si, laminated, integrated;RoW;0.058823529411764705;0.0007750365606980043
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, photovoltaic, 3kWp slanted-roof installation, a-Si, panel, mounted;RoW;0.058823529411764705;0.0007750365606980043
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, photovoltaic, 3kWp flat-roof installation, single-Si;RoW;0.058823529411764705;0.0007750365606980043
low voltage, RCP26, 2014;n/a;World;0;0;electricity production, photovoltaic, 3kWp facade installation, multi-Si, panel, mounted;RoW;0.058823529411764705;0.0007750365606980043
low voltage, RCP26, 2014;n/a;World;0.034894454;0.033398271;low voltage, RCP26, 2014;World;1;1.0189377597366434
