"model","scenario","region","variable","unit","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100","2105","2110","2115","2120","2125","2130","2135","2140","2145","2150"
"WITCH 6.0","SSP2_budget1150","india","GDP|PPP","billion US$2005",4050.53557135138,5594.2423282542,7786.81246885625,9985.40715280427,13772.2251166303,18097.2773636671,22739.6228604363,27774.8474908552,33234.1939917211,39134.603560208,45467.2801535356,52183.5661534749,59168.6538442404,66210.1583098887,73068.0195072575,79809.1799504737,86238.8398457941,92319.9558268978,98091.3321189995,103630.469048172,109296.857559476,114998.344901971,120687.469011711,126237.986457003,131772.922368926,137128.098814897,142262.1367548,147342.541972471,151881.183136025,131137.284663065
"WITCH 6.0","SSP2_budget1150","indonesia","GDP|PPP","billion US$2005",1488.56385155728,1973.35115970024,2572.04473482662,3133.79933697806,3872.21166733225,4787.77125649908,5719.87660627278,6684.47508702703,7678.44220670946,8666.93009978011,9673.22375272881,10687.3552819214,11691.0834862469,12674.5490589367,13637.5457766901,14540.2775816332,15380.8002679445,16157.3136328219,16866.4689047307,17505.9832576695,18187.6598738602,18881.1670890254,19539.6205278886,20156.9114789723,20711.3398857078,21303.9663566253,21914.7664059201,22493.4316298013,23035.1494709674,19684.2591220774
"WITCH 6.0","SSP2_budget1150","japan","GDP|PPP","billion US$2005",4702.14767902143,4701.47101168866,4955.17395595226,5026.46713719663,5384.46246888851,5594.98668071236,5834.28457028866,6037.54757540941,6247.47643961992,6469.53093061546,6680.43349507141,6865.42764085126,7025.52868704259,7151.57380925206,7250.34056509284,7339.70212512465,7427.58522063436,7502.37055300925,7564.95987410895,7595.46248598038,7624.28281163419,7652.34778256096,7678.72494971473,7703.37741583859,7726.07215224268,7749.2883831205,7772.57726415754,7794.38832792624,7814.58912831645,6658.96438098345
"WITCH 6.0","SSP2_budget1150","korea","GDP|PPP","billion US$2005",1353.86926618572,1649.61711039536,1932.53886569907,2186.08242296875,2470.21712710689,2706.82231125687,2884.2559719432,3011.2828641511,3103.21071110188,3167.04068290147,3195.07640511515,3192.90183076532,3177.24016972377,3146.57225207123,3100.71834260128,3040.0931165247,2967.62262336969,2885.09485331528,2797.1592509573,2706.311935066,2623.10589248826,2546.70295696328,2476.47960022933,2412.0709881849,2353.2005804767,2299.10789431204,2251.03877449913,2207.36357352909,2164.57643186399,1844.44543381416
"WITCH 6.0","SSP2_budget1150","laca","GDP|PPP","billion US$2005",2833.30006568404,3518.08104518669,4093.04658600232,4350.43068794808,5176.36632474114,5957.38015635837,6900.72870066244,8006.3963918416,9237.42141589296,10562.6988774018,12016.9620919594,13600.2243011426,15279.7477546224,17015.3943079359,18804.6663894698,20607.246741607,22373.555279389,24120.4576406167,25740.8319715583,27412.6898630234,29290.3959268673,31259.8662411125,33232.8416145839,35395.095204375,37558.7630031655,39684.3917707998,41747.3014508949,43742.6658130075,45677.3379117023,38754.120003765
"WITCH 6.0","SSP2_budget1150","mena","GDP|PPP","billion US$2005",4827.10835884664,6007.96282866305,6957.66971427463,7735.53458599051,8832.47840384348,10470.8661443365,12198.846424985,14087.0743125552,16037.7809014862,18066.8518396138,20306.3638518905,22817.730493289,25580.3344250552,28531.7211497601,31781.1284319756,35207.4093284819,38521.2033674043,41855.5481520863,45177.3797864258,48683.9127852545,52425.0828623135,56434.3514508289,60534.4129339238,64747.8211683606,69022.5620332547,73293.1708201712,77509.9103928632,81590.3286355001,85901.3710983233,74763.794052782
"WITCH 6.0","SSP2_budget1150","mexico","GDP|PPP","billion US$2005",1942.40361766008,2080.65327862251,2317.66345897073,2401.10617583191,2807.25005596801,3193.4825568124,3645.82749232779,4156.31652105665,4719.247213242,5319.08471318743,5945.29893641009,6585.67277202319,7250.70485645215,7903.33038693962,8535.95272447931,9113.0491422705,9657.99195207857,10160.2840248137,10648.6272195719,11047.0178342449,11478.0405334765,11918.7775390075,12347.3525977401,12772.1716722862,13188.3220409663,13582.0221686487,13947.3883662596,14280.1770176089,14584.3991734515,12474.6831323161
"WITCH 6.0","SSP2_budget1150","oceania","GDP|PPP","billion US$2005",1086.48595639782,1248.49367642394,1430.98634996473,1604.78781441373,1830.3266657484,2077.30971539105,2344.58797767505,2636.59395572411,2956.97410918122,3291.10360821734,3634.65577001011,3979.0451141485,4357.00134656786,4743.1868253858,5127.83385966566,5515.94228207813,5847.01037521941,6189.30049837803,6516.29755013607,6842.96468098038,7178.58081422469,7523.04831967317,7867.4505165927,8217.4012371441,8576.79934712991,8944.42522537042,9319.45063534643,9701.8465333596,10066.7939890465,8652.41709972264
"WITCH 6.0","SSP2_budget1150","othereurope","GDP|PPP","billion US$2005",3615.23348222866,3807.96876685832,4140.19385160816,4412.50397242974,5038.3088033302,5469.83562815059,5949.67634589013,6500.38320605958,7110.34190192025,7760.14992880811,8425.31130629919,9117.31775899373,9833.78544542067,10547.5269037607,11239.3405783185,11891.1318702185,12518.6423232443,13113.6527914038,13688.0435607522,14207.9901628196,14722.8162271757,15218.5927268365,15692.5282930368,16151.7639531249,16582.3824574,16991.367794083,17404.6933416716,17794.8520159124,18149.3175799719,15580.2859836418
"WITCH 6.0","SSP2_budget1150","sasia","GDP|PPP","billion US$2005",1303.82276102559,1672.80617618773,2139.65737776147,2688.78382773174,3271.93890163951,4292.06567057443,5521.2278592303,6946.84368552628,8624.64919914404,10605.2961082413,12926.145443042,15602.5386754656,18660.3528550775,22064.8221695119,25863.8435615217,29956.7209295002,34347.5269408671,39015.8026150762,43908.625772428,49085.294194228,54688.0099276252,60795.3609050002,67152.814077739,73804.5782807965,80701.9750772783,87777.0130895223,94961.7142988332,102180.011018221,109418.010671445,94838.44283354
"WITCH 6.0","SSP2_budget1150","seasia","GDP|PPP","billion US$2005",2699.14939387303,3453.62451535421,4417.22857073404,5294.08570215349,6429.57808642555,7928.11714277455,9532.69754007128,11035.3969276262,12472.4419074085,13877.0227586311,15274.715013167,16687.0378301848,18117.4167060481,19516.6929500553,20868.1707848757,22162.9847068203,23426.7413378662,24670.8889956627,25867.445351466,26971.1688631178,28148.1094778738,29518.3270747561,30858.3524328066,32124.8539557321,33388.7096564926,34683.3409593657,35958.511794907,37156.5098121283,38313.9105458503,32885.9592379166
"WITCH 6.0","SSP2_budget1150","southafrica","GDP|PPP","billion US$2005",558.710612654477,673.405032666744,725.93732945684,757.193239766062,826.602608982016,889.220527492947,1013.95511299938,1187.55476549146,1402.36955806087,1644.65786485667,1917.22693729028,2217.7850884681,2544.0218921188,2887.79698490843,3245.59416138695,3612.72258814235,4001.02349773042,4402.33829844148,4811.44124424212,5220.49154902927,5652.47921242685,6097.06013296387,6549.32489642289,7006.57335335207,7464.33260238682,7920.36171508903,8369.79715930691,8808.44424279481,9228.42466295811,7943.77423520258
"WITCH 6.0","SSP2_budget1150","ssa","GDP|PPP","billion US$2005",1925.76911831003,2558.01045584068,3228.23848740982,3705.99939467048,4362.96422044123,5493.4506189912,7144.68737061492,9186.34905181506,11735.6646016702,14932.0947377573,18923.2533257413,23810.1920648013,29738.198132212,36812.7338309602,45134.844779365,54765.9284061812,65583.1282382015,77851.6425449893,91779.8511193086,107216.986556344,124846.191827079,145238.315400024,166714.290896164,189948.128536186,214629.415054749,240778.356741437,268106.344505901,296138.61108423,324090.945575753,283343.710852788
"WITCH 6.0","SSP2_budget1150","te","GDP|PPP","billion US$2005",5577.32751628211,6680.90245851595,7421.40571172256,8101.45006735437,9057.45358996008,10313.1728489249,11708.3649453891,13087.3972326963,14428.6414092541,15714.7892077151,16967.6602833626,18245.8793102321,19471.0721056002,20619.1891240582,21668.0996836873,22588.5782381684,23443.9434461589,24294.578492761,25202.0349324906,26203.4625248166,27240.6145370929,28441.9438331371,29497.3965936275,30540.3774041015,31524.1930574225,32442.7245497745,33277.4405528952,34031.1905724919,34630.0602068971,30065.5686405149
"WITCH 6.0","SSP2_budget1150","usa","GDP|PPP","billion US$2005",15679.6942884572,16585.2455186783,18341.4849195733,20524.8158549484,23432.6536333042,25671.3876825027,27708.1906941596,29653.6930727979,31535.6044511994,33394.9614787833,35271.432471202,37180.0521390272,39112.0237143804,40946.2572019382,42567.8599537211,44124.507198622,45856.6451575623,47609.9411965214,49366.4376732337,51051.981324237,52738.9603281728,54413.2373361257,56031.9608708781,57601.6990820217,59104.1448289051,60534.4988106346,61875.0943249931,63116.6684525937,64257.2287672321,55087.3130096039
"WITCH 6.0","SSP2_budget1150","world","GDP|PPP","billion US$2005",83142.6554050737,98639.1480796243,116169.863832564,133852.918015853,158896.021705342,184064.961996536,210411.379541506,237103.50565848,265143.330707279,294538.981221743,325444.67175205,358451.314432082,393488.618651813,429366.815206965,465681.095314886,502619.948906395,540306.887848093,578895.03319442,618450.935525944,659018.547348792,703407.409614291,751963.893661304,801614.667415307,853275.021966119,906317.276545143,960709.302012962,1015603.32961789,1070356.25703886,1124119.19114439,971423.533601759
"WITCH 6.0","SSP2_budget1150","brazil","Population","million people",184.6382716,193.6620054,201.6321034,208.4160542,213.315534528435,217.883321783991,221.199560292631,223.200595214576,223.924628081933,223.366865319156,221.739959703115,219.164633056115,215.693064658881,211.453053451392,206.558672608827,201.111556914183,195.41980414569,189.651747341646,183.963605687642,178.458647449363,173.385431864648,168.715858216231,164.424478474992,160.488265618227,156.886406992469,153.60012011636,150.612488632087,147.908316390027,145.473997895466,143.297403562645
"WITCH 6.0","SSP2_budget1150","canada","Population","million people",32.2568158,33.987177,35.7750868,37.9797346,38.8702008174511,39.6743858411907,40.421605642572,41.1026092698523,41.7484840248206,42.4184311704708,42.9894895950484,43.5277105105921,44.0221249458341,44.4835861974254,44.8627514973194,45.1095176425974,45.1904647276766,45.1027330748576,44.8768406656413,44.5502942401141,44.2423324458281,43.9525959632104,43.6807479797559,43.4264735360906,43.1894789165475,42.9694910826008,42.7662571476233,42.5795438915528,42.4091373141585,42.2548422257095
"WITCH 6.0","SSP2_budget1150","ccasia","Population","million people",101.8686793,107.5528123,114.730957,122.7206505,129.466329763958,135.103736503648,139.95619127744,144.447295656833,148.536945822804,152.004493085811,154.559533829011,156.096430868313,156.886238141861,157.246106389714,157.277847835707,156.99247942844,156.424848988633,155.59222403463,154.528472126089,153.181015903094,151.938410775414,150.793665192048,149.740522106302,148.773382538399,147.887238676016,147.077615309661,146.340518568642,145.672391068255,145.070072703223,144.530766429667
"WITCH 6.0","SSP2_budget1150","china","Population","million people",1310.7185,1346.15034,1387.71038,1417.34336,1419.40844435504,1409.21679287949,1391.74497885046,1368.50642723694,1338.10224663668,1298.96821156918,1250.83909147853,1196.87794222331,1140.87858805586,1086.2274776139,1033.68349957324,982.055216692835,931.488325248521,883.760833407934,839.575861719967,797.447562636159,759.43804645671,725.148972148677,694.230135627736,666.373517421836,641.3081616873,618.795767221067,598.626889697477,580.617669972148,564.607016443404,550.454180560095
"WITCH 6.0","SSP2_budget1150","eu27","Population","million people",435.7545394,441.16072,444.7068138,447.5234938,448.373862418476,445.980009169816,443.706454371316,441.790514284835,440.142446115834,438.696322595904,436.466479164932,433.558962335579,430.007737015013,426.34916196951,422.887508629228,419.617986156747,416.321479051335,412.791594459798,408.890201928676,404.411905356184,400.234579265828,396.345219019876,392.731835374262,389.383392385725,386.289750947705,383.441617508955,380.830497574659,378.448653631346,376.289067174479,374.345404551847
"WITCH 6.0","SSP2_budget1150","india","Population","million people",1154.2051504,1243.3673474,1327.9465792,1401.1868358,1457.14812935972,1513.84800938152,1560.5642069437,1596.47121453669,1620.67268941564,1633.43821434888,1638.18023455875,1635.66982466642,1625.1564787611,1607.54875641773,1582.69768166463,1551.92051991657,1517.12960377493,1480.11377797335,1441.71154205922,1402.84166637335,1366.91085385732,1333.74299186012,1303.17788964558,1275.06998534471,1249.28718637179,1225.70983032691,1204.2297548942,1184.74946656838,1167.18139922098,1151.44725457171
"WITCH 6.0","SSP2_budget1150","indonesia","Population","million people",230.9720592,246.370362,261.7006382,274.568935,284.572201551139,294.597995205307,302.766584329367,308.843552213625,312.863209602807,314.894077618082,315.510576096443,314.799028856144,312.925823188903,310.057122331993,306.353970740366,301.772669686666,296.441204950077,290.477000322411,283.99144431896,277.132325684861,270.773544952624,264.887659604798,259.449603175489,254.436506778819,249.827538217212,245.603757079142,241.747984409521,238.244685691641,235.079866019479,232.240976465284
"WITCH 6.0","SSP2_budget1150","japan","Population","million people",127.8214,127.9284,127.182,126.1023164,123.018636318635,119.879742238561,116.567917822123,113.167859890894,109.749964811654,106.454059030292,103.310463086842,100.178145186971,96.869827330039,93.369101710394,89.8343119393511,86.5322739477963,83.5433975346822,80.7705567270946,78.0812586199484,75.3753598513995,72.8938400583605,70.6203237244614,68.5400840764165,66.6398838759937,64.9078346342481,63.3332721459228,61.9066465127183,60.6194250601612,59.4640067589481,58.4336469420988
