"model","scenario","region","variable","unit","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100","2105","2110","2115","2120","2125","2130","2135","2140","2145","2150"
"WITCH 6.0","SSP2_BAU","seasia","GDP|PPP","billion US$2005",2699.15010322168,3453.60944612543,4417.19295051749,5294.02600650517,6493.077799253,8046.63507643874,9692.77358845858,11223.2406088421,12684.450794818,14108.8966024596,15529.816663242,16967.7754142562,18424.6491900688,19852.6959900795,21228.3577340566,22547.4873746316,23825.2767601147,25078.4640524618,26324.2211071756,27563.6423760138,28820.6667546052,30110.0405910203,31390.5862847715,32667.4630182975,33932.0613038629,35173.8905478405,36382.7736601,37550.7996591361,38663.975250142,33489.2725925915
"WITCH 6.0","SSP2_BAU","southafrica","GDP|PPP","billion US$2005",558.718182960553,673.403438357079,725.906579031805,757.165759405508,830.583402490695,900.538272105462,1029.2433663077,1205.48462478452,1421.85916018504,1669.09218694108,1946.08292997795,2251.47406366411,2581.1563288322,2930.5076584717,3295.41448654462,3675.14758381687,4070.52638241339,4479.5220804486,4896.70209528231,5318.36803595913,5753.54712953457,6199.51289643287,6653.31003212403,7111.54129383421,7570.80306538356,8027.06149603719,8475.59888424429,8913.76202699385,9335.52354035117,8026.87234975084
"WITCH 6.0","SSP2_BAU","ssa","GDP|PPP","billion US$2005",1925.7692286255,2558.00735661859,3228.2304607548,3705.97676630939,4510.59909195649,5738.94841387843,7492.32620729818,9643.81653681083,12329.5566625036,15681.4622605836,19842.6697652239,24956.710831657,31170.2843677169,38557.9651983735,47235.2454610367,57259.8611567258,68698.1508855877,81622.3051462987,96125.182850628,112198.051685268,130081.659063717,149803.818916133,171351.350015392,194687.228541055,219542.499717916,245830.922905473,273239.185038971,301407.059130217,329984.58329953,288810.044526705
"WITCH 6.0","SSP2_BAU","te","GDP|PPP","billion US$2005",5577.34699109677,6680.8569911594,7421.29311439118,8101.27414313353,9449.29171666931,10866.1755930846,12402.0628739285,13873.9074980264,15298.052433847,16658.5655188202,18019.0622391352,19428.2799384085,20766.4957344755,22016.3161864645,23173.6865928947,24255.5200943325,25312.0730171802,26386.9853070076,27485.7661556647,28576.9452810375,29670.6847718309,30760.5319552243,31845.6077462411,32924.6822551541,33958.7450079163,34966.2760268605,35944.3190029418,36883.358502557,37776.9755009025,32499.2283783845
"WITCH 6.0","SSP2_BAU","usa","GDP|PPP","billion US$2005",15679.7067212856,16585.1645369683,18341.2970284582,20524.5081045917,23580.6777157828,25870.8260859606,27929.149524681,29862.4053066698,31743.1219507834,33605.9920950438,35501.5418201987,37452.6854727905,39459.2994750585,41444.8784502938,43394.0032384094,45297.5972324358,47159.9998142953,48988.55613144,50786.4046487601,52530.8856852854,54245.05821561,55921.1302121982,57553.6704394908,59135.2066040197,60652.6058312275,62106.455442148,63489.5062967027,64792.0192222768,66015.6091154479,56528.9565859064
"WITCH 6.0","SSP2_BAU","world","GDP|PPP","billion US$2005",83142.6936039637,98638.5760452877,116168.576883703,133850.845854515,160848.496179733,187163.202950948,214522.402258645,242083.155641517,270979.385049134,301253.068050945,333120.489648475,367239.21542641,403454.370406992,440551.37678369,478444.28697287,516952.914683219,556287.37986679,596759.193182792,638504.912301576,681300.647640409,726526.569424788,774196.659080815,824001.645932171,875793.248925861,929036.166114699,983507.584008088,1038685.98712788,1093908.50569873,1148641.70486728,994115.737448685
"WITCH 6.0","SSP2_BAU","brazil","Population","million people",184.6382716,193.6620054,201.6321034,208.4160542,213.315534528435,217.883321783991,221.199560292631,223.200595214576,223.924628081933,223.366865319156,221.739959703115,219.164633056115,215.693064658881,211.453053451392,206.558672608827,201.111556914183,195.41980414569,189.651747341646,183.963605687642,178.458647449363,173.385431864648,168.715858216231,164.424478474992,160.488265618227,156.886406992469,153.60012011636,150.612488632087,147.908316390027,145.473997895466,143.297403562645
"WITCH 6.0","SSP2_BAU","canada","Population","million people",32.2568158,33.987177,35.7750868,37.9797346,38.8702008174511,39.6743858411907,40.421605642572,41.1026092698523,41.7484840248206,42.4184311704708,42.9894895950484,43.5277105105921,44.0221249458341,44.4835861974254,44.8627514973194,45.1095176425974,45.1904647276766,45.1027330748576,44.8768406656413,44.5502942401141,44.2423324458281,43.9525959632104,43.6807479797559,43.4264735360906,43.1894789165475,42.9694910826008,42.7662571476233,42.5795438915528,42.4091373141585,42.2548422257095
"WITCH 6.0","SSP2_BAU","ccasia","Population","million people",101.8686793,107.5528123,114.730957,122.7206505,129.466329763958,135.103736503648,139.95619127744,144.447295656833,148.536945822804,152.004493085811,154.559533829011,156.096430868313,156.886238141861,157.246106389714,157.277847835707,156.99247942844,156.424848988633,155.59222403463,154.528472126089,153.181015903094,151.938410775414,150.793665192048,149.740522106302,148.773382538399,147.887238676016,147.077615309661,146.340518568642,145.672391068255,145.070072703223,144.530766429667
"WITCH 6.0","SSP2_BAU","china","Population","million people",1310.7185,1346.15034,1387.71038,1417.34336,1419.40844435504,1409.21679287949,1391.74497885046,1368.50642723694,1338.10224663668,1298.96821156918,1250.83909147853,1196.87794222331,1140.87858805586,1086.2274776139,1033.68349957324,982.055216692835,931.488325248521,883.760833407934,839.575861719967,797.447562636159,759.43804645671,725.148972148677,694.230135627736,666.373517421836,641.3081616873,618.795767221067,598.626889697477,580.617669972148,564.607016443404,550.454180560095
"WITCH 6.0","SSP2_BAU","eu27","Population","million people",435.7545394,441.16072,444.7068138,447.5234938,448.373862418476,445.980009169816,443.706454371316,441.790514284835,440.142446115834,438.696322595904,436.466479164932,433.558962335579,430.007737015013,426.34916196951,422.887508629228,419.617986156747,416.321479051335,412.791594459798,408.890201928676,404.411905356184,400.234579265828,396.345219019876,392.731835374262,389.383392385725,386.289750947705,383.441617508955,380.830497574659,378.448653631346,376.289067174479,374.345404551847
"WITCH 6.0","SSP2_BAU","india","Population","million people",1154.2051504,1243.3673474,1327.9465792,1401.1868358,1457.14812935972,1513.84800938152,1560.5642069437,1596.47121453669,1620.67268941564,1633.43821434888,1638.18023455875,1635.66982466642,1625.1564787611,1607.54875641773,1582.69768166463,1551.92051991657,1517.12960377493,1480.11377797335,1441.71154205922,1402.84166637335,1366.91085385732,1333.74299186012,1303.17788964558,1275.06998534471,1249.28718637179,1225.70983032691,1204.2297548942,1184.74946656838,1167.18139922098,1151.44725457171
"WITCH 6.0","SSP2_BAU","indonesia","Population","million people",230.9720592,246.370362,261.7006382,274.568935,284.572201551139,294.597995205307,302.766584329367,308.843552213625,312.863209602807,314.894077618082,315.510576096443,314.799028856144,312.925823188903,310.057122331993,306.353970740366,301.772669686666,296.441204950077,290.477000322411,283.99144431896,277.132325684861,270.773544952624,264.887659604798,259.449603175489,254.436506778819,249.827538217212,245.603757079142,241.747984409521,238.244685691641,235.079866019479,232.240976465284
"WITCH 6.0","SSP2_BAU","japan","Population","million people",127.8214,127.9284,127.182,126.1023164,123.018636318635,119.879742238561,116.567917822123,113.167859890894,109.749964811654,106.454059030292,103.310463086842,100.178145186971,96.869827330039,93.369101710394,89.8343119393511,86.5322739477963,83.5433975346822,80.7705567270946,78.0812586199484,75.3753598513995,72.8938400583605,70.6203237244614,68.5400840764165,66.6398838759937,64.9078346342481,63.3332721459228,61.9066465127183,60.6194250601612,59.4640067589481,58.4336469420988
"WITCH 6.0","SSP2_BAU","korea","Population","million people",48.256268,49.6106292,50.9540426,51.7256454,51.3688931131089,50.8512917923807,50.125661275535,49.1007672317229,47.799332463357,46.3447130311877,44.5031376696246,42.3660860810715,40.1680486892129,38.0549946382236,36.0557800219449,34.1633748455826,32.3852798981339,30.669352726725,28.9956952941615,27.4374293212659,26.0366327044493,24.7773147766511,23.6454847168505,22.6288936988227,21.7168143014135,20.899851621416,20.1697814251891,19.5194114218471,18.9424623652174,18.4334662151489
