"model","scenario","region","variable","unit","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100","2105","2110","2115","2120","2125","2130","2135","2140","2145","2150"
"WITCH 6.0","SSP2_BAU","sasia","Secondary Energy|Electricity|Nuclear|1","EJ/yr",0.008930878056,0.012780358056,0.023313656856,0.040876720056,0.038984613943969,0.0438418509760557,0.0584255508096537,0.0876957957341119,0.139782323114821,0.223888235811161,0.273353660010323,0.328999053019835,0.39710950952012,0.477147945298835,0.574475674300395,0.697791149060141,0.835785642557938,1.00375327413448,1.20069093178113,1.42966567396021,1.70249011010855,2.02786825931897,2.41814992209555,2.83824574071158,3.29285742543934,3.7689501062597,4.30376459981948,4.58612474620439,3.92272037211487,3.35528054062209
"WITCH 6.0","SSP2_BAU","seasia","Secondary Energy|Electricity|Nuclear|1","EJ/yr",5.83416e-07,5.83416e-07,5.83416e-07,5.83416e-07,2.78772841249824e-06,3.32030545582298e-06,3.80117912707632e-06,4.11350996243193e-06,4.3610558121106e-06,4.28020383840648e-06,4.42749865739335e-06,4.48696257449516e-06,4.60179811416168e-06,4.77940690328871e-06,4.99160233650143e-06,5.26677567854863e-06,5.65342749159973e-06,6.09562853756015e-06,6.49006123339038e-06,6.87086148904388e-06,7.38639356713187e-06,7.92982656190262e-06,8.4503596932878e-06,8.96751244425593e-06,9.71751915755804e-06,1.05613947277297e-05,1.19630156579043e-05,1.18639501410731e-05,1.01477743165752e-05,8.67985134425283e-06
"WITCH 6.0","SSP2_BAU","southafrica","Secondary Energy|Electricity|Nuclear|1","EJ/yr",0.042236908056,0.045625948056,0.049939036056,0.042379252056,0.0399993797779449,0.0415160363011137,0.0504573389734052,0.054227026806435,0.0525854670311385,0.0528732045973515,0.0619237680511019,0.070628135145777,0.0832404060594633,0.0914898884931184,0.0989252278882273,0.106445907942046,0.124653010134775,0.145769410618464,0.156187051501961,0.169576611117199,0.182857910253329,0.196656255326848,0.210695175943541,0.228071524957145,0.245513723084098,0.263720967396635,0.292375377521975,0.349127513601066,0.402454251455812,0.344237363437735
"WITCH 6.0","SSP2_BAU","ssa","Secondary Energy|Electricity|Nuclear|1","EJ/yr",3.57367163367918e-07,5.83416e-07,5.83416e-07,5.83416e-07,1.25552375801079e-06,1.58588158334867e-06,2.00739176576911e-06,2.53895367475818e-06,3.16475361836708e-06,3.91610631231779e-06,4.85602709083563e-06,5.98232441024322e-06,7.40201555507714e-06,9.18967819042007e-06,1.13903420147199e-05,1.4266464869045e-05,1.76599767750177e-05,2.18477308408293e-05,2.70883322899838e-05,3.35062078123586e-05,4.12446924993742e-05,5.04293767453159e-05,6.11603612580174e-05,7.36171013244144e-05,8.77335546097347e-05,0.00010457954021744,0.00012357226037907,0.000135683637648957,0.000116056365455109,9.92682698963098e-05
"WITCH 6.0","SSP2_BAU","te","Secondary Energy|Electricity|Nuclear|1","EJ/yr",0.864670588056,0.928709548056,0.989410861656,1.075249564056,0.941583183973909,0.862479688193469,0.851552991410894,0.933577741788573,1.15089089543671,1.57376113771144,2.24932989241585,2.30091165733329,2.34293524878001,2.37374003839418,2.40724171206232,2.46623406855006,2.53006373458927,2.61754379490023,2.71869514121979,2.82726178217604,2.93839254985675,3.04620339617576,3.14677229570529,3.26457701217628,3.42952315876835,3.57100464744975,3.78332321221899,4.10346285892486,3.67037089573807,3.13943459515472
"WITCH 6.0","SSP2_BAU","usa","Secondary Energy|Electricity|Nuclear|1","EJ/yr",2.926566394056,2.973174604056,2.996397196056,2.987247968856,2.72132337411798,2.76152431122529,2.82788825934708,2.60208528948062,2.33499736706221,2.07212106022136,1.90344246857232,1.78874978051947,1.73559188527013,1.68144506547773,1.64905821157244,1.65722882921743,1.69297497845279,1.7431034054996,1.76459106777152,1.82481863318402,1.85433251064351,1.86886698604921,1.8580159552539,1.83366335218193,1.82173760213271,1.84664772690639,1.91956123477646,2.08151382966232,1.79297184740495,1.53361009167158
"WITCH 6.0","SSP2_BAU","world","Secondary Energy|Electricity|Nuclear|1","EJ/yr",9.82964059707116,9.54522642672,9.24942803496,9.90140143896,9.03219856897227,8.99292897708796,8.99939835170753,9.10902671282157,9.27489751953944,9.03021476400689,9.27160532111411,9.14376902663548,9.13317377202542,9.07103968013626,9.07772155319556,9.25311894098762,9.47011030652394,9.78873549262119,10.225650542655,10.7063709448645,11.2300178894524,11.882553609707,12.5497048835627,13.2421719125062,14.0575165932831,14.9497527669851,16.1863709189546,17.587089677496,15.8185797837078,13.5303483026342
"WITCH 6.0","SSP2_BAU","brazil","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,2.10562783651011e-07,1.67538376709376e-07,1.33305170000672e-07,1.06066852848489e-07,8.43941557039863e-08,6.7149852434696e-08,5.34290869360337e-08,4.25118928384011e-08,3.38254148881e-08,2.69138496538214e-08,2.14145282647615e-08,1.70388861757336e-08,1.35573213904201e-08,1.07871466120189e-08,8.58300313743512e-09,6.82923348563196e-09,5.43381253093821e-09,4.32351869115349e-09,3.44009178938789e-09,2.73717598206027e-09,2.17788734006447e-09,1.73287844738536e-09,1.3787984613216e-09,1.09706782943215e-09,8.729033692287e-10,6.9454255385942e-10
"WITCH 6.0","SSP2_BAU","canada","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15
"WITCH 6.0","SSP2_BAU","ccasia","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,2.10562783651011e-07,1.67538376709376e-07,1.33305170000672e-07,1.06066852848489e-07,8.43941557039862e-08,6.7149852434696e-08,5.34290869360337e-08,4.25118928384011e-08,3.38254148881e-08,2.69138496538214e-08,2.14145282647615e-08,1.70388861757336e-08,1.35573213904201e-08,1.07871466120189e-08,8.58300313743512e-09,6.82923348563196e-09,5.43381253093821e-09,4.32351869115349e-09,3.44009178938789e-09,2.73717598206027e-09,2.17788734006447e-09,1.73287844738536e-09,1.3787984613216e-09,1.09706782943215e-09,8.729033692287e-10,6.9454255385942e-10
"WITCH 6.0","SSP2_BAU","china","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,2.10562783651011e-07,1.67538376709376e-07,1.33305170000673e-07,1.06066852848489e-07,8.43941557039863e-08,6.7149852434696e-08,5.34290869360337e-08,4.25118928384011e-08,3.38254148881e-08,2.69138496538214e-08,2.14145282647615e-08,1.70388861757336e-08,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15
"WITCH 6.0","SSP2_BAU","eu27","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,2.10562783651011e-07,1.67538376709376e-07,1.33305170000673e-07,1.0606685284849e-07,8.43941557039863e-08,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,8.729033692287e-10,6.9454255385942e-10
"WITCH 6.0","SSP2_BAU","india","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,2.10562783651011e-07,1.67538376709376e-07,1.33305170000673e-07,1.06066852848489e-07,8.43941557039863e-08,6.7149852434696e-08,5.34290869360337e-08,4.25118928384011e-08,3.38254148881e-08,2.69138496538214e-08,2.14145282647615e-08,1.70388861757336e-08,1.35573213904201e-08,1.07871466120189e-08,8.58300313743512e-09,6.82923348563197e-09,5.43381253093821e-09,4.32351869115349e-09,3.44009178938789e-09,2.73717598206027e-09,2.17788734006447e-09,1.73287844738536e-09,1.3787984613216e-09,1.09706782943215e-09,8.729033692287e-10,6.9454255385942e-10
"WITCH 6.0","SSP2_BAU","indonesia","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,2.10562783651011e-07,1.67538376709376e-07,1.33305170000673e-07,1.06066852848489e-07,8.43941557039863e-08,6.7149852434696e-08,5.34290869360337e-08,4.25118928384011e-08,3.38254148881e-08,2.69138496538214e-08,2.14145282647615e-08,1.70388861757336e-08,1.35573213904201e-08,1.07871466120189e-08,8.58300313743512e-09,6.82923348563197e-09,5.43381253093821e-09,4.32351869115349e-09,3.44009178938789e-09,2.73717598206027e-09,2.17788734006447e-09,1.73287844738536e-09,1.3787984613216e-09,1.09706782943215e-09,8.729033692287e-10,6.9454255385942e-10
"WITCH 6.0","SSP2_BAU","japan","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15
"WITCH 6.0","SSP2_BAU","korea","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,2.10562783651011e-07,1.67538376709376e-07,1.33305170000673e-07,1.06066852848489e-07,8.43941557039863e-08,6.7149852434696e-08,5.34290869360337e-08,4.25118928384011e-08,3.38254148881e-08,2.69138496538214e-08,2.14145282647615e-08,1.70388861757336e-08,1.35573213904201e-08,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15
"WITCH 6.0","SSP2_BAU","laca","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,2.10562783651011e-07,1.67538376709376e-07,1.33305170000673e-07,1.06066852848489e-07,8.43941557039863e-08,6.7149852434696e-08,5.34290869360337e-08,4.25118928384011e-08,3.38254148881e-08,2.69138496538214e-08,2.14145282647615e-08,1.70388861757336e-08,1.35573213904201e-08,1.07871466120189e-08,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,1.09706782943215e-09,8.729033692287e-10,6.9454255385942e-10
"WITCH 6.0","SSP2_BAU","mena","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,2.10562783651011e-07,1.67538376709376e-07,1.33305170000673e-07,1.06066852848489e-07,8.43941557039863e-08,6.7149852434696e-08,5.34290869360337e-08,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15
"WITCH 6.0","SSP2_BAU","mexico","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,2.10562783651011e-07,1.67538376709376e-07,1.33305170000673e-07,1.06066852848489e-07,8.43941557039863e-08,6.7149852434696e-08,5.34290869360337e-08,4.25118928384011e-08,3.38254148881e-08,2.69138496538214e-08,2.14145282647615e-08,1.70388861757336e-08,1.35573213904201e-08,1.07871466120189e-08,8.58300313743512e-09,6.82923348563197e-09,5.43381253093821e-09,4.32351869115349e-09,3.44009178938789e-09,2.73717598206027e-09,2.17788734006447e-09,1.73287844738536e-09,1.3787984613216e-09,1.09706782943215e-09,8.729033692287e-10,6.9454255385942e-10
"WITCH 6.0","SSP2_BAU","oceania","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,2.10562783651011e-07,1.67538376709376e-07,1.33305170000672e-07,1.06066852848489e-07,8.43941557039862e-08,6.71498524346959e-08,5.34290869360336e-08,4.25118928384011e-08,3.38254148880999e-08,2.69138496538214e-08,2.14145282647615e-08,1.70388861757336e-08,1.35573213904201e-08,1.07871466120189e-08,8.58300313743512e-09,6.82923348563196e-09,5.43381253093821e-09,4.32351869115349e-09,3.44009178938789e-09,2.73717598206027e-09,2.17788734006447e-09,1.73287844738535e-09,1.3787984613216e-09,1.09706782943215e-09,8.729033692287e-10,6.94542553859419e-10
"WITCH 6.0","SSP2_BAU","othereurope","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,2.10562783651011e-07,1.67538376709376e-07,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,8.729033692287e-10,6.9454255385942e-10
"WITCH 6.0","SSP2_BAU","sasia","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,2.10562783651011e-07,1.67538376709376e-07,1.33305170000673e-07,1.06066852848489e-07,8.43941557039863e-08,6.7149852434696e-08,5.34290869360337e-08,4.25118928384011e-08,3.38254148881e-08,2.69138496538214e-08,2.14145282647615e-08,1.70388861757336e-08,1.35573213904201e-08,1.07871466120189e-08,8.58300313743512e-09,6.82923348563197e-09,5.43381253093821e-09,4.32351869115349e-09,3.44009178938789e-09,2.73717598206027e-09,2.17788734006447e-09,1.73287844738536e-09,1.3787984613216e-09,1.09706782943215e-09,8.729033692287e-10,6.9454255385942e-10
"WITCH 6.0","SSP2_BAU","seasia","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,2.10562783651011e-07,1.67538376709376e-07,1.33305170000673e-07,1.06066852848489e-07,8.43941557039863e-08,6.7149852434696e-08,5.34290869360337e-08,4.25118928384011e-08,3.38254148881e-08,2.69138496538214e-08,2.14145282647615e-08,1.70388861757336e-08,1.35573213904201e-08,1.07871466120189e-08,8.58300313743512e-09,6.82923348563197e-09,5.43381253093821e-09,4.32351869115349e-09,3.44009178938789e-09,2.73717598206027e-09,2.17788734006447e-09,1.73287844738536e-09,1.3787984613216e-09,1.09706782943215e-09,8.729033692287e-10,6.9454255385942e-10
"WITCH 6.0","SSP2_BAU","southafrica","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15
"WITCH 6.0","SSP2_BAU","ssa","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,2.10562783651011e-07,1.67538376709376e-07,1.33305170000672e-07,1.06066852848489e-07,8.43941557039863e-08,6.7149852434696e-08,5.34290869360337e-08,4.25118928384011e-08,3.38254148881e-08,2.69138496538214e-08,2.14145282647615e-08,1.70388861757336e-08,1.35573213904201e-08,1.07871466120189e-08,8.58300313743512e-09,6.82923348563196e-09,5.43381253093821e-09,4.32351869115349e-09,3.44009178938789e-09,2.73717598206027e-09,2.17788734006447e-09,1.73287844738536e-09,1.3787984613216e-09,1.09706782943215e-09,8.729033692287e-10,6.9454255385942e-10
"WITCH 6.0","SSP2_BAU","te","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,2.10562783651011e-07,1.67538376709376e-07,1.33305170000673e-07,1.06066852848489e-07,8.43941557039863e-08,6.7149852434696e-08,5.34290869360337e-08,4.25118928384011e-08,3.38254148881e-08,2.69138496538214e-08,3.6e-15,1.92694736842105e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,3.6e-15,8.729033692287e-10,3.6e-15
"WITCH 6.0","SSP2_BAU","usa","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",2.64636e-07,2.64636e-07,2.64636e-07,2.64636e-07,2.10562783651011e-07,1.67538376709376e-07,1.33305170000673e-07,1.06066852848489e-07,8.43941557039863e-08,6.7149852434696e-08,5.34290869360337e-08,4.25118928384011e-08,3.38254148881e-08,2.69138496538214e-08,2.14145282647615e-08,1.70388861757336e-08,1.35573213904201e-08,1.07871466120189e-08,8.58300313743512e-09,6.82923348563197e-09,5.43381253093821e-09,4.32351869115349e-09,3.44009178938789e-09,2.73717598206027e-09,3.6e-15,3.6e-15,1.3787984613216e-09,1.09706782943215e-09,8.729033692287e-10,6.9454255385942e-10
"WITCH 6.0","SSP2_BAU","world","Secondary Energy|Electricity|Gas|w/ CCS|1","EJ/yr",5.29272e-06,5.0280840036e-06,5.0280840036e-06,5.0280840036e-06,3.57956733286719e-06,2.8481524148594e-06,2.13288273441076e-06,1.69706965997583e-06,1.35030650566378e-06,1.00724780452044e-06,8.01436322040505e-07,5.95166521337616e-07,4.735558300334e-07,3.767939167535e-07,2.783888926419e-07,2.21505543811485e-07,1.62687885485041e-07,1.18658645132208e-07,8.58300673743512e-08,6.82923708563197e-08,5.43381613093821e-08,4.32352229115349e-08,3.44009538938789e-08,2.73717958206027e-08,1.96010256605802e-08,1.55959456264682e-08,1.3788020613216e-08,1.20677785237537e-08,1.22206687692018e-08,9.02907840017246e-09
"WITCH 6.0","SSP2_BAU","brazil","Secondary Energy|Electricity|Gas|w/o CCS|1","EJ/yr",0.061148889144,0.108323087472,0.263886280272,0.244151558352,0.295368062365625,0.235015347168607,0.186994534759181,0.148785840801776,0.136925951467517,0.146960034997095,0.185218994128588,0.175069986026605,0.172303166512164,0.165904373341732,0.1393615680553,0.113012997576707,0.0899209909403724,0.0725865911359854,0.0601047030837625,0.0478234767447911,0.038051679995362,0.0302765597364716,0.0240901339858809,0.0191677839394221,0.0152512203279443,0.0172707117448446,0.0184036000676303,0.026364918238243,0.0727563826653289,0.0578900318263193
"WITCH 6.0","SSP2_BAU","canada","Secondary Energy|Electricity|Gas|w/o CCS|1","EJ/yr",0.140043519792,0.186391459152,0.214177606992,0.256262446512,0.291148970365625,0.231658204752494,0.184323359060299,0.146660467871497,0.116693255515434,0.0928492597931822,0.0738773205534717,0.0587819278723123,0.0467709849044243,0.0372142443793558,0.0296102377907251,0.0235599619620295,0.0187459422506275,0.0149155737785238,0.0118678665584357,0.00944289899538674,0.00751342635999699,0.00597820390694404,0.00475667428422317,0.00378474046693347,0.00301140240977922,0.00239608093417626,0.00190648842694669,0.00151693462029552,0.00120697855267692,0.000960355975222251
"WITCH 6.0","SSP2_BAU","ccasia","Secondary Energy|Electricity|Gas|w/o CCS|1","EJ/yr",0.268535500128,0.325422813744,0.415521635472,0.485697627936,0.554024237005625,0.501082316345814,0.478793676968509,0.394004080438974,0.313497014567509,0.28215048272096,0.245359754111622,0.21865967987104,0.196096460677481,0.172176723679014,0.147484815477891,0.119786618844287,0.0953105545277127,0.0758356976098364,0.0603401486904407,0.0480108136239027,0.0382007382291103,0.0303951608210714,0.024407980579997,0.019792032246664,0.0165668689202349,0.0148154643915921,0.0237567450254805,0.0571979475727745,0.0995769777488455,0.0792303602773308
"WITCH 6.0","SSP2_BAU","china","Secondary Energy|Electricity|Gas|w/o CCS|1","EJ/yr",0.232953658992,0.5114954952,0.84475433232,1.246499839152,1.69728467814162,1.5243027732881,1.21284116700108,0.965020678404633,0.767837483659316,0.61094483725152,0.486110149748689,0.386783001149102,0.307751422296464,0.244868408498093,0.194834314762736,0.155023714336594,0.123347635327893,0.0930050513149914,0.0691850571000655,0.0550484371364596,0.0438003603405841,0.0348506091319055,0.027729565405869,0.0220635683780467,0.0175553075732558,0.0139682221257675,0.0111140877789018,0.00884314023967802,0.00703621663372734,0.00559850270095289
"WITCH 6.0","SSP2_BAU","eu27","Secondary Energy|Electricity|Gas|w/o CCS|1","EJ/yr",1.807059920184,2.023091044812,1.5589757202084,1.955738042424,2.02720906371763,1.61298834436336,1.28340556759392,1.02116661703541,0.812511092423032,0.646490263486138,0.514392559904611,0.409286451211794,0.325656730292927,0.259115115272168,0.206169984271831,0.164043160392244,0.130524133115299,0.103854066727098,0.0826335022023515,0.0657489542109135,0.0523144350005026,0.0416249983329399,0.0331197400144074,0.0263523657069771,0.0209677726350562,0.0166834163643614,0.0132744849169763,0.0105621022674621,0.00840394295310493,0.0066867607651645
"WITCH 6.0","SSP2_BAU","india","Secondary Energy|Electricity|Gas|w/o CCS|1","EJ/yr",0.287639528832,0.362211746868,0.238378866012,0.240305141916,0.401806927585951,0.525508916530221,0.622802372313004,0.676656567925303,0.731814703036663,0.84019481727341,0.908558343216807,0.930981282368382,0.936239102868936,0.918560956605754,0.915090757374851,0.908597776936199,0.874853640503521,0.809123010355601,0.731338190639739,0.651468162204418,0.568608742490757,0.500113045597839,0.460298970807203,0.422415592319009,0.395837800905194,0.369844934984877,0.353755198569037,0.37374466687007,0.515790605601605,0.410398833478872
"WITCH 6.0","SSP2_BAU","indonesia","Secondary Energy|Electricity|Gas|w/o CCS|1","EJ/yr",0.074491590672,0.13234926096,0.206984106432,0.1983415475232,0.3224783912608,0.417286511676804,0.492294998704773,0.548968007004838,0.581249345426191,0.617862505855561,0.607141217955742,0.591148843285458,0.599411679584859,0.552791736539261,0.536592909131014,0.475584156875056,0.407260130988734,0.341398907502722,0.282649723080703,0.226585145455183,0.197681871649906,0.173818416487424,0.152529315081873,0.133547948546223,0.122618688258418,0.1277952692237,0.133004427480611,0.142331350087499,0.165123638215605,0.131383836323328
"WITCH 6.0","SSP2_BAU","japan","Secondary Energy|Electricity|Gas|w/o CCS|1","EJ/yr",0.956626824888,1.269988983648,1.5729517886688,1.390455710712,1.49516370270162,1.18965595863895,0.946573027348549,0.753159251074968,0.59926581583328,0.476817509064336,0.379389130738553,0.301868345407454,0.240187423877018,0.191109798249332,0.152060212424098,0.120989667356604,0.0962677834898372,0.0765973354627986,0.0609461606708738,0.0484929988501231,0.0385843982884694,0.0307004274139558,0.0244273925526328,0.0194361302816644,0.0154647353176105,0.0123048176245951,0.00979056761496155,0.00779005566336379,0.00619830939582678,0.00493180550006658
"WITCH 6.0","SSP2_BAU","korea","Secondary Energy|Electricity|Gas|w/o CCS|1","EJ/yr",0.229724411472,0.347363990352,0.468475172352,0.589419814752,0.687820369645625,0.637405653870064,0.585761032842281,0.543965536224148,0.437591102228925,0.348177876729684,0.277034503733055,0.220427894441454,0.175387744101043,0.139550671927428,0.111036208004233,0.0883481198454634,0.0702959009544956,0.0559323016680813,0.044503624356623,0.0338879023912192,0.0232603933915652,0.0158818835136298,0.0112373353017457,0.00894120452982792,0.00711424339467718,0.0056605862118315,0.00450395558374509,0.00358365991457729,0.00452608055965287,0.00340824675583093
"WITCH 6.0","SSP2_BAU","laca","Secondary Energy|Electricity|Gas|w/o CCS|1","EJ/yr",0.392313463632,0.48833427132,0.642412683936,0.668669186448,0.709104631645625,0.564212900509105,0.448926974799378,0.357197484355055,0.284211130076554,0.226138116860589,0.179931193699131,0.143165756023135,0.113912620020453,0.0906367930458689,0.0721169283277361,0.0573812375377823,0.0456564983800213,0.0363274814864764,0.0289046676371432,0.0229985613377778,0.0182992529181631,0.01456015671784,0.0115850720571025,0.00921788576348237,0.00733439020290538,0.00583575030421657,0.00464332945298385,0.00408757052196244,0.0144717619878708,0.0115147390698959
"WITCH 6.0","SSP2_BAU","mena","Secondary Energy|Electricity|Gas|w/o CCS|1","EJ/yr",1.839838008384,2.580776201304,3.429627890112,4.357240456104,4.79540628781363,3.93342458646663,3.12970582312211,2.49021134738044,1.98138512214423,1.57652763344136,1.25439489336354,0.998083709488654,0.770347914709642,0.612942310573822,0.487699478271689,0.38804758131937,0.308757610119745,0.245669001421754,0.1954713221033,0.155530561624323,0.123750918236456,0.0984648264908671,0.0783454554846317,0.0623370863875308,0.0495997159662791,0.0394649793004709,0.031401078833707,0.0249848794905847,0.0204938094875404,0.0163062983619387
"WITCH 6.0","SSP2_BAU","mexico","Secondary Energy|Electricity|Gas|w/o CCS|1","EJ/yr",0.3950380008,0.549817767072,0.652501985616,0.71871511032,0.959700230974209,0.999730403620169,1.02857459010396,1.05085700776786,1.10277301022434,1.10184069301781,1.1143201689414,1.09879103091245,1.04770013939201,1.05454729879912,0.988758902443962,0.903765244335021,0.873069832162245,0.758261167076941,0.603325254591911,0.480047480515983,0.381959120384604,0.303913207685552,0.241814458344963,0.192404379888515,0.153090289363398,0.142883622345414,0.164258936866302,0.235631020549865,0.343810637717315,0.273559625019223
"WITCH 6.0","SSP2_BAU","oceania","Secondary Energy|Electricity|Gas|w/o CCS|1","EJ/yr",0.133861073904,0.189789976656,0.211589405424,0.210957754752,0.206476789645625,0.164287276058839,0.130718368496317,0.106612952417111,0.0866850172437984,0.0798963744000935,0.0655171667895804,0.0538616668685245,0.0444065091682882,0.0353329032433188,0.0281133121018495,0.0223689039050435,0.0177982537276407,0.0141615269616341,0.0112678945335877,0.00896551957737513,0.00713359013546813,0.00567597982266042,0.00451620380978533,0.00359340545399605,0.00285916298304136,0.00248233570701772,0.00258799594208934,0.00253846563770704,0.00254633779076044,0.00202604321913226
"WITCH 6.0","SSP2_BAU","othereurope","Secondary Energy|Electricity|Gas|w/o CCS|1","EJ/yr",0.557127072432,0.567000026352,0.428288661072,0.463513652208,0.477972004285625,0.380307727329744,0.302599244662633,0.2407689780939,0.191572523179994,0.152428406383967,0.121282583477376,0.0965008479019578,0.0767827776981184,0.0610937113944164,0.048610400454889,0.0386778111601294,0.0307747531832599,0.0244865312974811,0.01948318517494,0.0155021754592107,0.012334607601906,0.00981427059017078,0.00780891539688782,0.006213315509848,0.00494374540673147,0.00393358724626836,0.00312983524655827,0.00249031432565809,0.00198146778696385,0.00157659340731388
"WITCH 6.0","SSP2_BAU","sasia","Secondary Energy|Electricity|Gas|w/o CCS|1","EJ/yr",0.224282423952,0.2303643297312,0.3110649122592,0.428805123984,0.583862545181937,0.916039043926288,1.34624351926786,1.81567014976044,2.39500215462378,3.02196570484256,3.75774594927664,4.54332746295066,5.39829247650541,6.24048213273946,7.07585810766138,7.87765995207769,8.4717549150728,9.08424590672805,9.50089841551316,9.72851719349238,9.84376569145358,9.87162125093793,9.85813318267668,9.65642713891621,9.59080020521749,9.63833402956426,10.015776994459,10.9104480688993,11.9899246430083,9.54001688582691
