region,year,variables,unit,value
EUR,1990,Power consumption,kilowatt hour,115
EUR,2000,Power consumption,kilowatt hour,108
EUR,2005,Power consumption,kilowatt hour,107
EUR,2006,Power consumption,kilowatt hour,105
EUR,2007,Power consumption,kilowatt hour,106
EUR,2008,Power consumption,kilowatt hour,109
EUR,2009,Power consumption,kilowatt hour,109
EUR,2010,Power consumption,kilowatt hour,113
EUR,2011,Power consumption,kilowatt hour,111
EUR,2012,Power consumption,kilowatt hour,113
EUR,2013,Power consumption,kilowatt hour,116
EUR,2014,Power consumption,kilowatt hour,115
EUR,2015,Power consumption,kilowatt hour,116
EUR,2016,Power consumption,kilowatt hour,118
EUR,2017,Power consumption,kilowatt hour,117
EUR,2030,Power consumption,kilowatt hour,100
EUR,2150,Power consumption,kilowatt hour,100
EUR,2012,Power generation,kilowatt hour,0.26
EUR,2013,Power generation,kilowatt hour,0.29
EUR,2014,Power generation,kilowatt hour,0.46
EUR,2015,Power generation,kilowatt hour,0.58
EUR,2016,Power generation,kilowatt hour,1.39
EUR,2017,Power generation,kilowatt hour,0.63
EUR,2030,Power generation,kilowatt hour,0.63
EUR,2150,Power generation,kilowatt hour,0.63
EUR,1990,"Production volume share, dry, with preheater and precalciner",percentage,0.23
EUR,2000,"Production volume share, dry, with preheater and precalciner",percentage,0.33
EUR,2005,"Production volume share, dry, with preheater and precalciner",percentage,0.42
EUR,2006,"Production volume share, dry, with preheater and precalciner",percentage,0.42
EUR,2007,"Production volume share, dry, with preheater and precalciner",percentage,0.42
EUR,2008,"Production volume share, dry, with preheater and precalciner",percentage,0.42
EUR,2009,"Production volume share, dry, with preheater and precalciner",percentage,0.45
EUR,2010,"Production volume share, dry, with preheater and precalciner",percentage,0.43
EUR,2011,"Production volume share, dry, with preheater and precalciner",percentage,0.42
EUR,2012,"Production volume share, dry, with preheater and precalciner",percentage,0.45
EUR,2013,"Production volume share, dry, with preheater and precalciner",percentage,0.46
EUR,2014,"Production volume share, dry, with preheater and precalciner",percentage,0.47
EUR,2015,"Production volume share, dry, with preheater and precalciner",percentage,0.49
EUR,2016,"Production volume share, dry, with preheater and precalciner",percentage,0.47
EUR,2017,"Production volume share, dry, with preheater and precalciner",percentage,0.48
EUR,2030,"Production volume share, dry, with preheater and precalciner",percentage,0.6
EUR,2150,"Production volume share, dry, with preheater and precalciner",percentage,1
EUR,1990,"Production volume share, dry, with preheater, without precalciner",percentage,0.35
EUR,2000,"Production volume share, dry, with preheater, without precalciner",percentage,0.34
EUR,2005,"Production volume share, dry, with preheater, without precalciner",percentage,0.32
EUR,2006,"Production volume share, dry, with preheater, without precalciner",percentage,0.32
EUR,2007,"Production volume share, dry, with preheater, without precalciner",percentage,0.32
EUR,2008,"Production volume share, dry, with preheater, without precalciner",percentage,0.33
EUR,2009,"Production volume share, dry, with preheater, without precalciner",percentage,0.33
EUR,2010,"Production volume share, dry, with preheater, without precalciner",percentage,0.34
EUR,2011,"Production volume share, dry, with preheater, without precalciner",percentage,0.33
EUR,2012,"Production volume share, dry, with preheater, without precalciner",percentage,0.33
EUR,2013,"Production volume share, dry, with preheater, without precalciner",percentage,0.33
EUR,2014,"Production volume share, dry, with preheater, without precalciner",percentage,0.32
EUR,2015,"Production volume share, dry, with preheater, without precalciner",percentage,0.33
EUR,2016,"Production volume share, dry, with preheater, without precalciner",percentage,0.35
EUR,2017,"Production volume share, dry, with preheater, without precalciner",percentage,0.35
EUR,2030,"Production volume share, dry, with preheater, without precalciner",percentage,0.4
EUR,2150,"Production volume share, dry, with preheater, without precalciner",percentage,0
EUR,1990,"Production volume share, dry, without preheater",percentage,0.04
EUR,2000,"Production volume share, dry, without preheater",percentage,0.03
EUR,2005,"Production volume share, dry, without preheater",percentage,0.03
EUR,2006,"Production volume share, dry, without preheater",percentage,0.03
EUR,2007,"Production volume share, dry, without preheater",percentage,0.03
EUR,2008,"Production volume share, dry, without preheater",percentage,0.03
EUR,2009,"Production volume share, dry, without preheater",percentage,0.02
EUR,2010,"Production volume share, dry, without preheater",percentage,0.04
EUR,2011,"Production volume share, dry, without preheater",percentage,0.04
EUR,2012,"Production volume share, dry, without preheater",percentage,0.05
EUR,2013,"Production volume share, dry, without preheater",percentage,0.04
EUR,2014,"Production volume share, dry, without preheater",percentage,0.05
EUR,2015,"Production volume share, dry, without preheater",percentage,0.05
EUR,2016,"Production volume share, dry, without preheater",percentage,0.04
EUR,2017,"Production volume share, dry, without preheater",percentage,0.05
EUR,2030,"Production volume share, dry, without preheater",percentage,0
EUR,1990,"Production volume share, semi-wet kiln type",percentage,0.27
EUR,2000,"Production volume share, semi-wet kiln type",percentage,0.23
EUR,2005,"Production volume share, semi-wet kiln type",percentage,0.18
EUR,2006,"Production volume share, semi-wet kiln type",percentage,0.18
EUR,2007,"Production volume share, semi-wet kiln type",percentage,0.18
EUR,2008,"Production volume share, semi-wet kiln type",percentage,0.17
EUR,2009,"Production volume share, semi-wet kiln type",percentage,0.15
EUR,2010,"Production volume share, semi-wet kiln type",percentage,0.15
EUR,2011,"Production volume share, semi-wet kiln type",percentage,0.16
EUR,2012,"Production volume share, semi-wet kiln type",percentage,0.14
EUR,2013,"Production volume share, semi-wet kiln type",percentage,0.14
EUR,2014,"Production volume share, semi-wet kiln type",percentage,0.12
EUR,2015,"Production volume share, semi-wet kiln type",percentage,0.12
EUR,2016,"Production volume share, semi-wet kiln type",percentage,0.12
EUR,2017,"Production volume share, semi-wet kiln type",percentage,0.12
EUR,2030,"Production volume share, semi-wet kiln type",percentage,0
EUR,1990,"Production volume share, wet kiln type",percentage,0.11
EUR,2000,"Production volume share, wet kiln type",percentage,0.06
EUR,2005,"Production volume share, wet kiln type",percentage,0.05
EUR,2006,"Production volume share, wet kiln type",percentage,0.05
EUR,2007,"Production volume share, wet kiln type",percentage,0.05
EUR,2008,"Production volume share, wet kiln type",percentage,0.05
EUR,2009,"Production volume share, wet kiln type",percentage,0.04
EUR,2010,"Production volume share, wet kiln type",percentage,0.04
EUR,2011,"Production volume share, wet kiln type",percentage,0.05
EUR,2012,"Production volume share, wet kiln type",percentage,0.03
EUR,2013,"Production volume share, wet kiln type",percentage,0.03
EUR,2014,"Production volume share, wet kiln type",percentage,0.03
EUR,2015,"Production volume share, wet kiln type",percentage,0.02
EUR,2016,"Production volume share, wet kiln type",percentage,0.02
EUR,2017,"Production volume share, wet kiln type",percentage,0.01
EUR,2030,"Production volume share, wet kiln type",percentage,0
EUR,1990,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3705
EUR,2000,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3516
EUR,2005,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3500
EUR,2010,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3576
EUR,2015,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3541
EUR,2016,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3528
EUR,2017,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3347
EUR,2030,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,2800
EUR,1990,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3837
EUR,2000,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3591
EUR,2005,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3619
EUR,2010,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3709
EUR,2015,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3665
EUR,2016,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3748
EUR,2017,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3715
EUR,2030,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3700
EUR,2150,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,2800
EUR,1990,"Thermal energy consumption, dry kiln, without preheater",megajoule,3871
EUR,2000,"Thermal energy consumption, dry kiln, without preheater",megajoule,3936
EUR,2005,"Thermal energy consumption, dry kiln, without preheater",megajoule,3770
EUR,2010,"Thermal energy consumption, dry kiln, without preheater",megajoule,3641
EUR,2015,"Thermal energy consumption, dry kiln, without preheater",megajoule,3831
EUR,2016,"Thermal energy consumption, dry kiln, without preheater",megajoule,3389
EUR,2017,"Thermal energy consumption, dry kiln, without preheater",megajoule,3666
EUR,2030,"Thermal energy consumption, dry kiln, without preheater",megajoule,3600
EUR,1990,"Thermal energy consumption, semi-wet kiln",megajoule,3999
EUR,2000,"Thermal energy consumption, semi-wet kiln",megajoule,3745
EUR,2005,"Thermal energy consumption, semi-wet kiln",megajoule,3782
EUR,2010,"Thermal energy consumption, semi-wet kiln",megajoule,3829
EUR,2015,"Thermal energy consumption, semi-wet kiln",megajoule,4176
EUR,2016,"Thermal energy consumption, semi-wet kiln",megajoule,3954
EUR,2017,"Thermal energy consumption, semi-wet kiln",megajoule,3901
EUR,2030,"Thermal energy consumption, semi-wet kiln",megajoule,3900
EUR,1990,"Thermal energy consumption, wet kiln",megajoule,5810
EUR,2000,"Thermal energy consumption, wet kiln",megajoule,5330
EUR,2005,"Thermal energy consumption, wet kiln",megajoule,5267
EUR,2010,"Thermal energy consumption, wet kiln",megajoule,5044
EUR,2015,"Thermal energy consumption, wet kiln",megajoule,5505
EUR,2016,"Thermal energy consumption, wet kiln",megajoule,5589
EUR,2030,"Thermal energy consumption, wet kiln",megajoule,6000
EUR,2017,"Thermal energy consumption, wet kiln",megajoule,6010
EUR,1990,Share waste fuel,percentage,0.02
EUR,2000,Share waste fuel,percentage,0.08
EUR,2005,Share waste fuel,percentage,0.11
EUR,2006,Share waste fuel,percentage,0.14
EUR,2007,Share waste fuel,percentage,0.15
EUR,2008,Share waste fuel,percentage,0.17
EUR,2009,Share waste fuel,percentage,0.22
EUR,2010,Share waste fuel,percentage,0.24
EUR,2011,Share waste fuel,percentage,0.25
EUR,2012,Share waste fuel,percentage,0.26
EUR,2013,Share waste fuel,percentage,0.25
EUR,2014,Share waste fuel,percentage,0.27
EUR,2015,Share waste fuel,percentage,0.28
EUR,2016,Share waste fuel,percentage,0.3
EUR,2017,Share waste fuel,percentage,0.3
EUR,2030,Share waste fuel,percentage,0.31
EUR,1990,Share biomass fuel,percentage,0
EUR,2000,Share biomass fuel,percentage,0.01
EUR,2005,Share biomass fuel,percentage,0.04
EUR,2006,Share biomass fuel,percentage,0.04
EUR,2007,Share biomass fuel,percentage,0.04
EUR,2008,Share biomass fuel,percentage,0.05
EUR,2009,Share biomass fuel,percentage,0.06
EUR,2010,Share biomass fuel,percentage,0.06
EUR,2011,Share biomass fuel,percentage,0.09
EUR,2012,Share biomass fuel,percentage,0.11
EUR,2013,Share biomass fuel,percentage,0.13
EUR,2014,Share biomass fuel,percentage,0.14
EUR,2015,Share biomass fuel,percentage,0.15
EUR,2016,Share biomass fuel,percentage,0.15
EUR,2017,Share biomass fuel,percentage,0.16
EUR,2030,Share biomass fuel,percentage,0.17
EUR,1990,Share fossil fuel,percentage,0.98
EUR,2000,Share fossil fuel,percentage,0.91
EUR,2005,Share fossil fuel,percentage,0.85
EUR,2006,Share fossil fuel,percentage,0.82
EUR,2007,Share fossil fuel,percentage,0.81
EUR,2008,Share fossil fuel,percentage,0.78
EUR,2009,Share fossil fuel,percentage,0.72
EUR,2010,Share fossil fuel,percentage,0.7
EUR,2011,Share fossil fuel,percentage,0.66
EUR,2012,Share fossil fuel,percentage,0.64
EUR,2013,Share fossil fuel,percentage,0.62
EUR,2014,Share fossil fuel,percentage,0.59
EUR,2015,Share fossil fuel,percentage,0.57
EUR,2016,Share fossil fuel,percentage,0.56
EUR,2017,Share fossil fuel,percentage,0.54
EUR,2030,Share fossil fuel,percentage,0.52
EUR,1990,"Share of recovered energy, per ton clinker",percentage,0.001
EUR,2000,"Share of recovered energy, per ton clinker",percentage,0.001
EUR,2005,"Share of recovered energy, per ton clinker",percentage,0.001
EUR,2006,"Share of recovered energy, per ton clinker",percentage,0.001
EUR,2007,"Share of recovered energy, per ton clinker",percentage,0.001
EUR,2008,"Share of recovered energy, per ton clinker",percentage,0.001
EUR,2009,"Share of recovered energy, per ton clinker",percentage,0.001
EUR,2010,"Share of recovered energy, per ton clinker",percentage,0.001
EUR,2011,"Share of recovered energy, per ton clinker",percentage,0.001
EUR,2012,"Share of recovered energy, per ton clinker",percentage,0.001
EUR,2013,"Share of recovered energy, per ton clinker",percentage,0.001
EUR,2014,"Share of recovered energy, per ton clinker",percentage,0.001
EUR,2015,"Share of recovered energy, per ton clinker",percentage,0.011
EUR,2016,"Share of recovered energy, per ton clinker",percentage,0.012
EUR,2017,"Share of recovered energy, per ton clinker",percentage,0.013
NEU,1990,Power consumption,kilowatt hour,115
NEU,2000,Power consumption,kilowatt hour,108
NEU,2005,Power consumption,kilowatt hour,107
NEU,2006,Power consumption,kilowatt hour,105
NEU,2007,Power consumption,kilowatt hour,106
NEU,2008,Power consumption,kilowatt hour,109
NEU,2009,Power consumption,kilowatt hour,109
NEU,2010,Power consumption,kilowatt hour,113
NEU,2011,Power consumption,kilowatt hour,111
NEU,2012,Power consumption,kilowatt hour,113
NEU,2013,Power consumption,kilowatt hour,116
NEU,2014,Power consumption,kilowatt hour,115
NEU,2015,Power consumption,kilowatt hour,116
NEU,2016,Power consumption,kilowatt hour,118
NEU,2017,Power consumption,kilowatt hour,117
NEU,2030,Power consumption,kilowatt hour,100
NEU,2150,Power consumption,kilowatt hour,100
NEU,2012,Power generation,kilowatt hour,0.26
NEU,2013,Power generation,kilowatt hour,0.29
NEU,2014,Power generation,kilowatt hour,0.46
NEU,2015,Power generation,kilowatt hour,0.58
NEU,2016,Power generation,kilowatt hour,1.39
NEU,2017,Power generation,kilowatt hour,0.63
NEU,2030,Power generation,kilowatt hour,0.63
NEU,2150,Power generation,kilowatt hour,0.63
NEU,1990,"Production volume share, dry, with preheater and precalciner",percentage,0.23
NEU,2000,"Production volume share, dry, with preheater and precalciner",percentage,0.33
NEU,2005,"Production volume share, dry, with preheater and precalciner",percentage,0.42
NEU,2006,"Production volume share, dry, with preheater and precalciner",percentage,0.42
NEU,2007,"Production volume share, dry, with preheater and precalciner",percentage,0.42
NEU,2008,"Production volume share, dry, with preheater and precalciner",percentage,0.42
NEU,2009,"Production volume share, dry, with preheater and precalciner",percentage,0.45
NEU,2010,"Production volume share, dry, with preheater and precalciner",percentage,0.43
NEU,2011,"Production volume share, dry, with preheater and precalciner",percentage,0.42
NEU,2012,"Production volume share, dry, with preheater and precalciner",percentage,0.45
NEU,2013,"Production volume share, dry, with preheater and precalciner",percentage,0.46
NEU,2014,"Production volume share, dry, with preheater and precalciner",percentage,0.47
NEU,2015,"Production volume share, dry, with preheater and precalciner",percentage,0.49
NEU,2016,"Production volume share, dry, with preheater and precalciner",percentage,0.47
NEU,2017,"Production volume share, dry, with preheater and precalciner",percentage,0.48
NEU,2030,"Production volume share, dry, with preheater and precalciner",percentage,0.6
NEU,2150,"Production volume share, dry, with preheater and precalciner",percentage,1
NEU,1990,"Production volume share, dry, with preheater, without precalciner",percentage,0.35
NEU,2000,"Production volume share, dry, with preheater, without precalciner",percentage,0.34
NEU,2005,"Production volume share, dry, with preheater, without precalciner",percentage,0.32
NEU,2006,"Production volume share, dry, with preheater, without precalciner",percentage,0.32
NEU,2007,"Production volume share, dry, with preheater, without precalciner",percentage,0.32
NEU,2008,"Production volume share, dry, with preheater, without precalciner",percentage,0.33
NEU,2009,"Production volume share, dry, with preheater, without precalciner",percentage,0.33
NEU,2010,"Production volume share, dry, with preheater, without precalciner",percentage,0.34
NEU,2011,"Production volume share, dry, with preheater, without precalciner",percentage,0.33
NEU,2012,"Production volume share, dry, with preheater, without precalciner",percentage,0.33
NEU,2013,"Production volume share, dry, with preheater, without precalciner",percentage,0.33
NEU,2014,"Production volume share, dry, with preheater, without precalciner",percentage,0.32
NEU,2015,"Production volume share, dry, with preheater, without precalciner",percentage,0.33
NEU,2016,"Production volume share, dry, with preheater, without precalciner",percentage,0.35
NEU,2017,"Production volume share, dry, with preheater, without precalciner",percentage,0.35
NEU,2030,"Production volume share, dry, with preheater, without precalciner",percentage,0.4
NEU,2150,"Production volume share, dry, with preheater, without precalciner",percentage,0
NEU,1990,"Production volume share, dry, without preheater",percentage,0.04
NEU,2000,"Production volume share, dry, without preheater",percentage,0.03
NEU,2005,"Production volume share, dry, without preheater",percentage,0.03
NEU,2006,"Production volume share, dry, without preheater",percentage,0.03
NEU,2007,"Production volume share, dry, without preheater",percentage,0.03
NEU,2008,"Production volume share, dry, without preheater",percentage,0.03
NEU,2009,"Production volume share, dry, without preheater",percentage,0.02
NEU,2010,"Production volume share, dry, without preheater",percentage,0.04
NEU,2011,"Production volume share, dry, without preheater",percentage,0.04
NEU,2012,"Production volume share, dry, without preheater",percentage,0.05
NEU,2013,"Production volume share, dry, without preheater",percentage,0.04
NEU,2014,"Production volume share, dry, without preheater",percentage,0.05
NEU,2015,"Production volume share, dry, without preheater",percentage,0.05
NEU,2016,"Production volume share, dry, without preheater",percentage,0.04
NEU,2017,"Production volume share, dry, without preheater",percentage,0.05
NEU,2030,"Production volume share, dry, without preheater",percentage,0
NEU,1990,"Production volume share, semi-wet kiln type",percentage,0.27
NEU,2000,"Production volume share, semi-wet kiln type",percentage,0.23
NEU,2005,"Production volume share, semi-wet kiln type",percentage,0.18
NEU,2006,"Production volume share, semi-wet kiln type",percentage,0.18
NEU,2007,"Production volume share, semi-wet kiln type",percentage,0.18
NEU,2008,"Production volume share, semi-wet kiln type",percentage,0.17
NEU,2009,"Production volume share, semi-wet kiln type",percentage,0.15
NEU,2010,"Production volume share, semi-wet kiln type",percentage,0.15
NEU,2011,"Production volume share, semi-wet kiln type",percentage,0.16
NEU,2012,"Production volume share, semi-wet kiln type",percentage,0.14
NEU,2013,"Production volume share, semi-wet kiln type",percentage,0.14
NEU,2014,"Production volume share, semi-wet kiln type",percentage,0.12
NEU,2015,"Production volume share, semi-wet kiln type",percentage,0.12
NEU,2016,"Production volume share, semi-wet kiln type",percentage,0.12
NEU,2017,"Production volume share, semi-wet kiln type",percentage,0.12
NEU,2030,"Production volume share, semi-wet kiln type",percentage,0
NEU,1990,"Production volume share, wet kiln type",percentage,0.11
NEU,2000,"Production volume share, wet kiln type",percentage,0.06
NEU,2005,"Production volume share, wet kiln type",percentage,0.05
NEU,2006,"Production volume share, wet kiln type",percentage,0.05
NEU,2007,"Production volume share, wet kiln type",percentage,0.05
NEU,2008,"Production volume share, wet kiln type",percentage,0.05
NEU,2009,"Production volume share, wet kiln type",percentage,0.04
NEU,2010,"Production volume share, wet kiln type",percentage,0.04
NEU,2011,"Production volume share, wet kiln type",percentage,0.05
NEU,2012,"Production volume share, wet kiln type",percentage,0.03
NEU,2013,"Production volume share, wet kiln type",percentage,0.03
NEU,2014,"Production volume share, wet kiln type",percentage,0.03
NEU,2015,"Production volume share, wet kiln type",percentage,0.02
NEU,2016,"Production volume share, wet kiln type",percentage,0.02
NEU,2017,"Production volume share, wet kiln type",percentage,0.01
NEU,2030,"Production volume share, wet kiln type",percentage,0
NEU,1990,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3705
NEU,2000,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3516
NEU,2005,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3500
NEU,2010,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3576
NEU,2015,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3541
NEU,2016,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3528
NEU,2017,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3347
NEU,2030,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,2800
NEU,1990,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3837
NEU,2000,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3591
NEU,2005,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3619
NEU,2010,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3709
NEU,2015,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3665
NEU,2016,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3748
NEU,2017,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3715
NEU,2030,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3700
NEU,2150,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,2800
NEU,1990,"Thermal energy consumption, dry kiln, without preheater",megajoule,3871
NEU,2000,"Thermal energy consumption, dry kiln, without preheater",megajoule,3936
NEU,2005,"Thermal energy consumption, dry kiln, without preheater",megajoule,3770
NEU,2010,"Thermal energy consumption, dry kiln, without preheater",megajoule,3641
NEU,2015,"Thermal energy consumption, dry kiln, without preheater",megajoule,3831
NEU,2016,"Thermal energy consumption, dry kiln, without preheater",megajoule,3389
NEU,2017,"Thermal energy consumption, dry kiln, without preheater",megajoule,3666
NEU,2030,"Thermal energy consumption, dry kiln, without preheater",megajoule,3600
NEU,1990,"Thermal energy consumption, semi-wet kiln",megajoule,3999
NEU,2000,"Thermal energy consumption, semi-wet kiln",megajoule,3745
NEU,2005,"Thermal energy consumption, semi-wet kiln",megajoule,3782
NEU,2010,"Thermal energy consumption, semi-wet kiln",megajoule,3829
NEU,2015,"Thermal energy consumption, semi-wet kiln",megajoule,4176
NEU,2016,"Thermal energy consumption, semi-wet kiln",megajoule,3954
NEU,2017,"Thermal energy consumption, semi-wet kiln",megajoule,3901
NEU,2030,"Thermal energy consumption, semi-wet kiln",megajoule,3900
NEU,1990,"Thermal energy consumption, wet kiln",megajoule,5810
NEU,2000,"Thermal energy consumption, wet kiln",megajoule,5330
NEU,2005,"Thermal energy consumption, wet kiln",megajoule,5267
NEU,2010,"Thermal energy consumption, wet kiln",megajoule,5044
NEU,2015,"Thermal energy consumption, wet kiln",megajoule,5505
NEU,2016,"Thermal energy consumption, wet kiln",megajoule,5589
NEU,2030,"Thermal energy consumption, wet kiln",megajoule,6000
NEU,2017,"Thermal energy consumption, wet kiln",megajoule,6010
NEU,1990,Share waste fuel,percentage,0.02
NEU,2000,Share waste fuel,percentage,0.08
NEU,2005,Share waste fuel,percentage,0.11
NEU,2006,Share waste fuel,percentage,0.14
NEU,2007,Share waste fuel,percentage,0.15
NEU,2008,Share waste fuel,percentage,0.17
NEU,2009,Share waste fuel,percentage,0.22
NEU,2010,Share waste fuel,percentage,0.24
NEU,2011,Share waste fuel,percentage,0.25
NEU,2012,Share waste fuel,percentage,0.26
NEU,2013,Share waste fuel,percentage,0.25
NEU,2014,Share waste fuel,percentage,0.27
NEU,2015,Share waste fuel,percentage,0.28
NEU,2016,Share waste fuel,percentage,0.3
NEU,2017,Share waste fuel,percentage,0.3
NEU,2030,Share waste fuel,percentage,0.31
NEU,1990,Share biomass fuel,percentage,0
NEU,2000,Share biomass fuel,percentage,0.01
NEU,2005,Share biomass fuel,percentage,0.04
NEU,2006,Share biomass fuel,percentage,0.04
NEU,2007,Share biomass fuel,percentage,0.04
NEU,2008,Share biomass fuel,percentage,0.05
NEU,2009,Share biomass fuel,percentage,0.06
NEU,2010,Share biomass fuel,percentage,0.06
NEU,2011,Share biomass fuel,percentage,0.09
NEU,2012,Share biomass fuel,percentage,0.11
NEU,2013,Share biomass fuel,percentage,0.13
NEU,2014,Share biomass fuel,percentage,0.14
NEU,2015,Share biomass fuel,percentage,0.15
NEU,2016,Share biomass fuel,percentage,0.15
NEU,2017,Share biomass fuel,percentage,0.16
NEU,2030,Share biomass fuel,percentage,0.17
NEU,1990,Share fossil fuel,percentage,0.98
NEU,2000,Share fossil fuel,percentage,0.91
NEU,2005,Share fossil fuel,percentage,0.85
NEU,2006,Share fossil fuel,percentage,0.82
NEU,2007,Share fossil fuel,percentage,0.81
NEU,2008,Share fossil fuel,percentage,0.78
NEU,2009,Share fossil fuel,percentage,0.72
NEU,2010,Share fossil fuel,percentage,0.7
NEU,2011,Share fossil fuel,percentage,0.66
NEU,2012,Share fossil fuel,percentage,0.64
NEU,2013,Share fossil fuel,percentage,0.62
NEU,2014,Share fossil fuel,percentage,0.59
NEU,2015,Share fossil fuel,percentage,0.57
NEU,2016,Share fossil fuel,percentage,0.56
NEU,2017,Share fossil fuel,percentage,0.54
NEU,2030,Share fossil fuel,percentage,0.52
NEU,1990,"Share of recovered energy, per ton clinker",percentage,0.001
NEU,2000,"Share of recovered energy, per ton clinker",percentage,0.001
NEU,2005,"Share of recovered energy, per ton clinker",percentage,0.001
NEU,2006,"Share of recovered energy, per ton clinker",percentage,0.001
NEU,2007,"Share of recovered energy, per ton clinker",percentage,0.001
NEU,2008,"Share of recovered energy, per ton clinker",percentage,0.001
NEU,2009,"Share of recovered energy, per ton clinker",percentage,0.001
NEU,2010,"Share of recovered energy, per ton clinker",percentage,0.001
NEU,2011,"Share of recovered energy, per ton clinker",percentage,0.001
NEU,2012,"Share of recovered energy, per ton clinker",percentage,0.001
NEU,2013,"Share of recovered energy, per ton clinker",percentage,0.001
NEU,2014,"Share of recovered energy, per ton clinker",percentage,0.001
NEU,2015,"Share of recovered energy, per ton clinker",percentage,0.011
NEU,2016,"Share of recovered energy, per ton clinker",percentage,0.012
NEU,2017,"Share of recovered energy, per ton clinker",percentage,0.013
LAM,1990,Power consumption,kilowatt hour,116
LAM,2000,Power consumption,kilowatt hour,108
LAM,2005,Power consumption,kilowatt hour,110
LAM,2006,Power consumption,kilowatt hour,112
LAM,2007,Power consumption,kilowatt hour,111
LAM,2008,Power consumption,kilowatt hour,112
LAM,2009,Power consumption,kilowatt hour,111
LAM,2010,Power consumption,kilowatt hour,110
LAM,2011,Power consumption,kilowatt hour,109
LAM,2012,Power consumption,kilowatt hour,107
LAM,2013,Power consumption,kilowatt hour,104
LAM,2014,Power consumption,kilowatt hour,105
LAM,2015,Power consumption,kilowatt hour,104
LAM,2016,Power consumption,kilowatt hour,105
LAM,2017,Power consumption,kilowatt hour,103
LAM,2030,Power consumption,kilowatt hour,103
LAM,2150,Power consumption,kilowatt hour,103
LAM,2012,Power generation,kilowatt hour,0.00
LAM,2013,Power generation,kilowatt hour,0.00
LAM,2014,Power generation,kilowatt hour,0.00
LAM,2015,Power generation,kilowatt hour,0.00
LAM,2016,Power generation,kilowatt hour,0.00
LAM,2017,Power generation,kilowatt hour,0.10
LAM,2030,Power generation,kilowatt hour,0.10
LAM,2150,Power generation,kilowatt hour,0.10
LAM,1990,"Production volume share, dry, with preheater and precalciner",percentage,0.210219682
LAM,2000,"Production volume share, dry, with preheater and precalciner",percentage,0.400175941
LAM,2005,"Production volume share, dry, with preheater and precalciner",percentage,0.426115093
LAM,2006,"Production volume share, dry, with preheater and precalciner",percentage,0.397625252
LAM,2007,"Production volume share, dry, with preheater and precalciner",percentage,0.401776264
LAM,2008,"Production volume share, dry, with preheater and precalciner",percentage,0.391404243
LAM,2009,"Production volume share, dry, with preheater and precalciner",percentage,0.417757252
LAM,2010,"Production volume share, dry, with preheater and precalciner",percentage,0.425209461
LAM,2011,"Production volume share, dry, with preheater and precalciner",percentage,0.446272463
LAM,2012,"Production volume share, dry, with preheater and precalciner",percentage,0.523554711
LAM,2013,"Production volume share, dry, with preheater and precalciner",percentage,0.551268366
LAM,2014,"Production volume share, dry, with preheater and precalciner",percentage,0.548903153
LAM,2015,"Production volume share, dry, with preheater and precalciner",percentage,0.566471956
LAM,2016,"Production volume share, dry, with preheater and precalciner",percentage,0.643310926
LAM,2017,"Production volume share, dry, with preheater and precalciner",percentage,0.690398704
