Region,EMF30 Sector,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
AFRI_EAST,End_Use_Industry_Bio_Trad,13.235793880861646,13.235793880861646,13.235793880861646,13.235793880861646,13.235793880861646,13.235793880861646,13.235793880861646,13.235793880861646,13.235793880861646,13.235793880861646,13.235793880861646,13.235793880861646,13.235793880861646
AFRI_EAST,End_Use_Industry_Coal,3.096301715997,3.778082772801904,5.695957484118766,5.016031480117634,3.2247660263570856,2.870504133768314,2.830818062327749,2.5003909383606966,2.229804397474106,2.0266034447047168,1.8816618267700649,1.782347525620665,1.7124814060992035
AFRI_EAST,End_Use_Industry_HLF,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172
AFRI_EAST,End_Use_Industry_LLF,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172,1.1630634315411172
AFRI_EAST,End_Use_Industry_NatGas,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112
AFRI_EAST,End_Use_Residential_Bio_Trad_Cook,2.131269128140425,2.131269128140425,2.131269128140425,2.131269128140425,2.131269128140425,2.131269128140425,2.131269128140425,2.131269128140425,2.131269128140425,2.131269128140425,2.131269128140425,2.131269128140425,2.131269128140425
AFRI_EAST,End_Use_Residential_Coal_Heat,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
AFRI_EAST,End_Use_Residential_HLF,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666
AFRI_EAST,End_Use_Residential_LLF,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666,1.352447930754666
AFRI_EAST,End_Use_Transport_AGR_HLF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AFRI_EAST,End_Use_Transport_HDT_HLF,7.312603119129921,7.312603119129921,7.312603119129921,7.312603119129921,7.312603119129921,7.312603119129921,7.312603119129921,7.312603119129921,7.312603119129921,7.312603119129921,7.312603119129921,7.312603119129921,7.312603119129921
AFRI_EAST,End_Use_Transport_LDT_HLF,,5.431865648357977,5.431865648357977,5.431865648357977,5.431865648357977,5.431865648357977,5.431865648357977,5.431865648357977,5.431865648357977,5.431865648357977,5.431865648357977,5.431865648357977,5.431865648357977
AFRI_EAST,End_Use_Transport_LDT_LLF,2.07158377008826,2.07158377008826,3.194248522910285,4.597579463937816,4.2999848550001065,5.505638431587488,6.618281645974851,7.868977002665319,9.088238475225916,9.088238475225916,9.088238475225916,9.088238475225916,9.088238475225916
AFRI_EAST,End_Use_Transport_MC_LLF,2.441522683607344,2.441522683607344,2.441522683607344,2.441522683607344,2.441522683607344,2.441522683607344,2.441522683607344,2.441522683607344,2.441522683607344,2.441522683607344,2.441522683607344,2.441522683607344,2.441522683607344
AFRI_EAST,End_Use_Transport_OFF_HLF,1.0811181726449954,1.0811181726449954,1.0811181726449954,1.0811181726449954,1.0811181726449954,1.0811181726449954,1.0811181726449954,1.0811181726449954,1.0811181726449954,1.0811181726449954,1.0811181726449954,1.0811181726449954,1.0811181726449954
AFRI_EAST,End_Use_Transport_OFF_LLF,1.0745795242598242,1.0745795242598242,1.0745795242598242,1.0745795242598242,1.0745795242598242,1.0745795242598242,1.0745795242598242,1.0745795242598242,1.0745795242598242,1.0745795242598242,1.0745795242598242,1.0745795242598242,1.0745795242598242
AFRI_EAST,NACID,,,13.725078520081553,13.725078520081553,13.725078520081553,13.725078520081553,13.725078520081553,13.725078520081553,13.725078520081553,13.725078520081553,13.725078520081553,13.725078520081553,13.725078520081553
AFRI_EAST,Power_Gen_Bio_Trad_New,,,36.149428133992345,36.149428133992345,36.149428133992345,36.149428133992345,36.149428133992345,36.149428133992345,36.149428133992345,36.149428133992345,36.149428133992345,36.149428133992345,36.149428133992345
AFRI_EAST,Power_Gen_Bio_Trad_Old,39.81116688657725,39.81116688657725,39.81116688657725,39.81116688657725,,39.81116688657725,39.81116688657725,39.81116688657725,39.81116688657725,39.81116688657725,39.81116688657725,39.81116688657725,39.81116688657725
AFRI_EAST,Power_Gen_Coal_New,,,,,1.3734996968489954,1.3734996968489954,1.3734996968489954,1.3734996968489954,1.3734996968489954,1.3734996968489954,1.3734996968489954,1.3734996968489954,1.3734996968489954
AFRI_EAST,Power_Gen_Coal_Old,1.3734996968489954,1.3734996968489954,1.3734996968489954,1.3734996968489954,1.3734996968489954,1.3734996968489954,1.3734996968489954,1.3734996968489954,1.3734996968489954,1.3734996968489954,1.3734996968489954,1.3734996968489954,1.3734996968489954
AFRI_EAST,Power_Gen_HLF,3.406198335678462,3.389980786217075,3.356656396900947,3.227500088200173,3.79579733888538,3.4093131848414817,2.8758628661296086,2.7290137692156504,2.586879599351892,2.4350528162538794,2.320437332542992,2.260284882449908,2.2002762766558464
