dataset name,reference product,dataset location,exchange name,exchange categories,exchange unit,exchange amount,exchange type
"electricity production, at hard coal-fired power plant, ultra-super critical, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Southeast Asia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.1588399839132103e-07,biosphere
"electricity production, at hard coal-fired power plant, ultra-super critical, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Southeast Asia,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.171323556376849e-09,biosphere
"electricity production, at hard coal-fired power plant, ultra-super critical, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Southeast Asia,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,6.677815768788497e-06,biosphere
"electricity production, at hard coal-fired power plant, ultra-super critical, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Taiwan,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.1588399839132103e-07,biosphere
"electricity production, at hard coal-fired power plant, ultra-super critical, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Taiwan,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.171323556376849e-09,biosphere
"electricity production, at hard coal-fired power plant, ultra-super critical, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Taiwan,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,6.677815768788497e-06,biosphere
"electricity production, at hard coal-fired power plant, ultra-super critical, oxy, pipeline 200km, storage 1000m","electricity, high voltage",USA,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.1588399839132103e-07,biosphere
"electricity production, at hard coal-fired power plant, ultra-super critical, oxy, pipeline 200km, storage 1000m","electricity, high voltage",USA,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.171323556376849e-09,biosphere
"electricity production, at hard coal-fired power plant, ultra-super critical, oxy, pipeline 200km, storage 1000m","electricity, high voltage",USA,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,6.677815768788497e-06,biosphere
"electricity production, at hard coal-fired power plant, ultra-super critical, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Ukraine,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.1588399839132103e-07,biosphere
"electricity production, at hard coal-fired power plant, ultra-super critical, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Ukraine,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.171323556376849e-09,biosphere
"electricity production, at hard coal-fired power plant, ultra-super critical, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Ukraine,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,6.677815768788497e-06,biosphere
"electricity production, at hard coal-fired power plant, ultra-super critical, oxy, pipeline 200km, storage 1000m","electricity, high voltage",World,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.1588399839132103e-07,biosphere
"electricity production, at hard coal-fired power plant, ultra-super critical, oxy, pipeline 200km, storage 1000m","electricity, high voltage",World,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.171323556376849e-09,biosphere
"electricity production, at hard coal-fired power plant, ultra-super critical, oxy, pipeline 200km, storage 1000m","electricity, high voltage",World,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,6.677815768788497e-06,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Eastern,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Eastern,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Eastern,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Eastern,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Eastern,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Northern,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Northern,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Northern,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Northern,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Northern,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Southern,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Southern,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Southern,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Southern,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Southern,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Western,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Western,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Western,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Western,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Africa_Western,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Argentina,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Argentina,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Argentina,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Argentina,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Argentina,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Australia_NZ,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Australia_NZ,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Australia_NZ,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Australia_NZ,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Australia_NZ,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Brazil,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Brazil,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Brazil,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Brazil,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Brazil,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Canada,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Canada,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Canada,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Canada,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Canada,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Central America and Caribbean,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Central America and Caribbean,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Central America and Caribbean,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Central America and Caribbean,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Central America and Caribbean,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Central Asia,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Central Asia,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Central Asia,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Central Asia,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Central Asia,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",China,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",China,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",China,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",China,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",China,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Colombia,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Colombia,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Colombia,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Colombia,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Colombia,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",EU-12,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",EU-12,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",EU-12,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",EU-12,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",EU-12,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",EU-15,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",EU-15,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",EU-15,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",EU-15,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",EU-15,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Europe_Non_EU,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Europe_Non_EU,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Europe_Non_EU,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Europe_Non_EU,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Europe_Non_EU,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",European Free Trade Association,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",European Free Trade Association,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",European Free Trade Association,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",European Free Trade Association,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",European Free Trade Association,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",India,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",India,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",India,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",India,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",India,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Indonesia,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Indonesia,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Indonesia,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Indonesia,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Indonesia,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Japan,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Japan,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Japan,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Japan,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Japan,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Mexico,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Mexico,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Mexico,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Mexico,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Mexico,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Middle East,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Middle East,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Middle East,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Middle East,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Middle East,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Pakistan,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Pakistan,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Pakistan,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Pakistan,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Pakistan,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Russia,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Russia,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Russia,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Russia,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Russia,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South Africa,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South Africa,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South Africa,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South Africa,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South Africa,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South America_Northern,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South America_Northern,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South America_Northern,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South America_Northern,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South America_Northern,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South America_Southern,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South America_Southern,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South America_Southern,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South America_Southern,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South America_Southern,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South Asia,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South Asia,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South Asia,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South Asia,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South Asia,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South Korea,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South Korea,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South Korea,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South Korea,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",South Korea,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Southeast Asia,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Southeast Asia,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Southeast Asia,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Southeast Asia,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Southeast Asia,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Taiwan,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Taiwan,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Taiwan,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Taiwan,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Taiwan,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",USA,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",USA,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",USA,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",USA,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",USA,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Ukraine,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Ukraine,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Ukraine,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Ukraine,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",Ukraine,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",World,Ethyl benzene,"('air', 'urban air close to ground')",kilogram,3.832888939973331e-07,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",World,Hexachlorobenzene,"('air', 'urban air close to ground')",kilogram,9.198933779088594e-14,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",World,Calcium II,"('air', 'urban air close to ground')",kilogram,7.474133765811831e-05,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",World,Pentachlorophenol,"('air', 'urban air close to ground')",kilogram,1.0348799891117026e-10,biosphere
"electricity production, at wood burning power plant","electricity, high voltage",World,Sodium I,"('air', 'urban air close to ground')",kilogram,1.6609185931063812e-05,biosphere
