dataset name,reference product,dataset location,exchange name,exchange categories,exchange unit,exchange amount,exchange type
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",Middle East,Propylene,"('air', 'urban air close to ground')",kilogram,5.270288383485422e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",Pakistan,Propylene,"('air', 'low population density, long-term')",kilogram,3.8661887913349346e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",Pakistan,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.31605428776993e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",Pakistan,Propylene,"('air', 'urban air close to ground')",kilogram,5.270288383485422e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",Russia,Propylene,"('air', 'low population density, long-term')",kilogram,3.8661887913349346e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",Russia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.31605428776993e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",Russia,Propylene,"('air', 'urban air close to ground')",kilogram,5.270288383485422e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",South Africa,Propylene,"('air', 'low population density, long-term')",kilogram,3.8661887913349346e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",South Africa,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.31605428776993e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",South Africa,Propylene,"('air', 'urban air close to ground')",kilogram,5.270288383485422e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",South America_Northern,Propylene,"('air', 'low population density, long-term')",kilogram,3.8661887913349346e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",South America_Northern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.31605428776993e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",South America_Northern,Propylene,"('air', 'urban air close to ground')",kilogram,5.270288383485422e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",South America_Southern,Propylene,"('air', 'low population density, long-term')",kilogram,3.8661887913349346e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",South America_Southern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.31605428776993e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",South America_Southern,Propylene,"('air', 'urban air close to ground')",kilogram,5.270288383485422e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",South Asia,Propylene,"('air', 'low population density, long-term')",kilogram,3.8661887913349346e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",South Asia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.31605428776993e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",South Asia,Propylene,"('air', 'urban air close to ground')",kilogram,5.270288383485422e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",South Korea,Propylene,"('air', 'low population density, long-term')",kilogram,3.8661887913349346e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",South Korea,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.31605428776993e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",South Korea,Propylene,"('air', 'urban air close to ground')",kilogram,5.270288383485422e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",Southeast Asia,Propylene,"('air', 'low population density, long-term')",kilogram,3.8661887913349346e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",Southeast Asia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.31605428776993e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",Southeast Asia,Propylene,"('air', 'urban air close to ground')",kilogram,5.270288383485422e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",Taiwan,Propylene,"('air', 'low population density, long-term')",kilogram,3.8661887913349346e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",Taiwan,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.31605428776993e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",Taiwan,Propylene,"('air', 'urban air close to ground')",kilogram,5.270288383485422e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",USA,Propylene,"('air', 'low population density, long-term')",kilogram,3.8661887913349346e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",USA,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.31605428776993e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",USA,Propylene,"('air', 'urban air close to ground')",kilogram,5.270288383485422e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",Ukraine,Propylene,"('air', 'low population density, long-term')",kilogram,3.8661887913349346e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",Ukraine,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.31605428776993e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",Ukraine,Propylene,"('air', 'urban air close to ground')",kilogram,5.270288383485422e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",World,Propylene,"('air', 'low population density, long-term')",kilogram,3.8661887913349346e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",World,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.31605428776993e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Medium, EURO-6","transport, passenger car, EURO-6",World,Propylene,"('air', 'urban air close to ground')",kilogram,5.270288383485422e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Africa_Eastern,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Africa_Eastern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Africa_Eastern,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Africa_Northern,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Africa_Northern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Africa_Northern,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Africa_Southern,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Africa_Southern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Africa_Southern,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Africa_Western,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Africa_Western,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Africa_Western,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Argentina,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Argentina,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Argentina,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Australia_NZ,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Australia_NZ,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Australia_NZ,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Brazil,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Brazil,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Brazil,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Canada,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Canada,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Canada,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Central America and Caribbean,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Central America and Caribbean,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Central America and Caribbean,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Central Asia,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Central Asia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Central Asia,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",China,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",China,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",China,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Colombia,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Colombia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Colombia,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",EU-12,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",EU-12,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",EU-12,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",EU-15,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",EU-15,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",EU-15,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Europe_Non_EU,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Europe_Non_EU,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Europe_Non_EU,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",European Free Trade Association,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",European Free Trade Association,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",European Free Trade Association,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",India,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",India,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",India,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Indonesia,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Indonesia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Indonesia,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Japan,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Japan,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Japan,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Mexico,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Mexico,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Mexico,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Middle East,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Middle East,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Middle East,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Pakistan,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Pakistan,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Pakistan,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Russia,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Russia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Russia,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",South Africa,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",South Africa,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",South Africa,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",South America_Northern,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",South America_Northern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",South America_Northern,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",South America_Southern,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",South America_Southern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",South America_Southern,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",South Asia,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",South Asia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",South Asia,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",South Korea,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",South Korea,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",South Korea,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Southeast Asia,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Southeast Asia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Southeast Asia,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Taiwan,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Taiwan,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Taiwan,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",USA,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",USA,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",USA,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Ukraine,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Ukraine,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",Ukraine,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",World,Propylene,"('air', 'low population density, long-term')",kilogram,1.1173190728186455e-07,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",World,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.7873448377467867e-08,biosphere
"transport, passenger car, gasoline, Medium, EURO-6","transport, passenger car, EURO-6",World,Propylene,"('air', 'urban air close to ground')",kilogram,1.5270107667220145e-07,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Africa_Eastern,Propylene,"('air', 'low population density, long-term')",kilogram,3.1508033515592615e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Africa_Eastern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.080858158530873e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Africa_Eastern,Propylene,"('air', 'urban air close to ground')",kilogram,5.9331803470286104e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Africa_Northern,Propylene,"('air', 'low population density, long-term')",kilogram,3.1508033515592615e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Africa_Northern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.080858158530873e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Africa_Northern,Propylene,"('air', 'urban air close to ground')",kilogram,5.9331803470286104e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Africa_Southern,Propylene,"('air', 'low population density, long-term')",kilogram,3.1508033515592615e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Africa_Southern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.080858158530873e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Africa_Southern,Propylene,"('air', 'urban air close to ground')",kilogram,5.9331803470286104e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Africa_Western,Propylene,"('air', 'low population density, long-term')",kilogram,3.1508033515592615e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Africa_Western,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.080858158530873e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Africa_Western,Propylene,"('air', 'urban air close to ground')",kilogram,5.9331803470286104e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Argentina,Propylene,"('air', 'low population density, long-term')",kilogram,3.1508033515592615e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Argentina,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.080858158530873e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Argentina,Propylene,"('air', 'urban air close to ground')",kilogram,5.9331803470286104e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Australia_NZ,Propylene,"('air', 'low population density, long-term')",kilogram,3.1508033515592615e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Australia_NZ,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.080858158530873e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Australia_NZ,Propylene,"('air', 'urban air close to ground')",kilogram,5.9331803470286104e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Mini, EURO-6","transport, passenger car, EURO-6",Brazil,Propylene,"('air', 'low population density, long-term')",kilogram,3.1508033515592615e-08,biosphere
