dataset;location;Sum of production volume
electricity production, natural gas, combined cycle power plant;PT;7429.136876
electricity production, natural gas, combined cycle power plant;QA;1348.485724
electricity production, natural gas, combined cycle power plant;RFC;155346.455
electricity production, natural gas, combined cycle power plant;SA;3959.821531
electricity production, natural gas, combined cycle power plant;US-SERC;271963.697
electricity production, natural gas, combined cycle power plant;SG;34583.55266
electricity production, natural gas, combined cycle power plant;CN-AH;4603.79017
electricity production, natural gas, combined cycle power plant;CN-BJ;838.1156
electricity production, natural gas, combined cycle power plant;CN-CQ;1006.20415
electricity production, natural gas, combined cycle power plant;CN-FJ;2981.25849
electricity production, natural gas, combined cycle power plant;CN-GS;1706.57809
electricity production, natural gas, combined cycle power plant;CN-HB;5136.07129
electricity production, natural gas, combined cycle power plant;CN-HE;6002.20236
electricity production, natural gas, combined cycle power plant;CN-HL;1869.99526
electricity production, natural gas, combined cycle power plant;CN-HN;1785.95312
electricity production, natural gas, combined cycle power plant;CN-HU;2327.57273
electricity production, natural gas, combined cycle power plant;CN-JL;1470.78442
electricity production, natural gas, combined cycle power plant;CN-JS;9567.10153
electricity production, natural gas, combined cycle power plant;CN-JX;1720.58369
electricity production, natural gas, combined cycle power plant;CN-LN;3154.01415
electricity production, natural gas, combined cycle power plant;CN-NM;7972.58532
electricity production, natural gas, combined cycle power plant;CN-NX;2458.31159
electricity production, natural gas, combined cycle power plant;CN-QH;305.829783
electricity production, natural gas, combined cycle power plant;CN-SA;2894.87639
electricity production, natural gas, combined cycle power plant;CN-SC;1277.01609
electricity production, natural gas, combined cycle power plant;CN-SD;8467.51675
electricity production, natural gas, combined cycle power plant;CN-SH;1867.66384
electricity production, natural gas, combined cycle power plant;CN-SX;5906.48177
electricity production, natural gas, combined cycle power plant;CN-TJ;1412.41779
electricity production, natural gas, combined cycle power plant;CN-XJ;4099.52025
electricity production, natural gas, combined cycle power plant;CN-XZ;7.0037394
electricity production, natural gas, combined cycle power plant;CN-ZJ;5462.91417
electricity production, natural gas, combined cycle power plant;SK;162.2351264
electricity production, natural gas, combined cycle power plant;US-SPP;54858.84
electricity production, natural gas, combined cycle power plant;SY;3668.399868
electricity production, natural gas, combined cycle power plant;TH;62389.98289
electricity production, natural gas, combined cycle power plant;TN;6002.808545
electricity production, natural gas, combined cycle power plant;TR;65633.75759
electricity production, natural gas, combined cycle power plant;US-TRE;104052.675
electricity production, natural gas, combined cycle power plant;TT;787.7223213
electricity production, natural gas, combined cycle power plant;UA;4.96348321
electricity production, natural gas, combined cycle power plant;VE;2365.171584
electricity production, natural gas, combined cycle power plant;VN;37531.71865
electricity production, natural gas, combined cycle power plant;US-WECC;159702.289
electricity production, natural gas, combined cycle power plant;RoW;1
electricity production, natural gas, conventional power plant;AE;50591.06603
electricity production, natural gas, conventional power plant;AM;2389.17
electricity production, natural gas, conventional power plant;AR;12702.16191
electricity production, natural gas, conventional power plant;US-ASCC;1094.776
electricity production, natural gas, conventional power plant;AT;781.2547234
electricity production, natural gas, conventional power plant;AU;27353.26043
electricity production, natural gas, conventional power plant;AZ;9112.869539
electricity production, natural gas, conventional power plant;BD;27139.4141
electricity production, natural gas, conventional power plant;BE;1972.404441
electricity production, natural gas, conventional power plant;BG;4.65
electricity production, natural gas, conventional power plant;BH;6183.687434
electricity production, natural gas, conventional power plant;BN;3089.961115
electricity production, natural gas, conventional power plant;BO;5662.105014
electricity production, natural gas, conventional power plant;NA;3800
electricity production, natural gas, conventional power plant;NA;8570
electricity production, natural gas, conventional power plant;NA;17600
electricity production, natural gas, conventional power plant;BY;9611.229125
electricity production, natural gas, conventional power plant;CA-AB;9869.183928
electricity production, natural gas, conventional power plant;CA-BC;736.1703251
electricity production, natural gas, conventional power plant;CA-MB;11.683
electricity production, natural gas, conventional power plant;CA-NB;1675.354554
electricity production, natural gas, conventional power plant;CA-NS;1244
electricity production, natural gas, conventional power plant;CA-NT;14.205
electricity production, natural gas, conventional power plant;CA-ON;7614.510796
electricity production, natural gas, conventional power plant;CA-SK;4731.151927
electricity production, natural gas, conventional power plant;CA-YK;3.251
electricity production, natural gas, conventional power plant;CI;7883.61
electricity production, natural gas, conventional power plant;CL;4122.253066
electricity production, natural gas, conventional power plant;CO;1228.540886
electricity production, natural gas, conventional power plant;CN-GD;279.809712
electricity production, natural gas, conventional power plant;CN-GX;63.273
electricity production, natural gas, conventional power plant;CN-GZ;104.368224
electricity production, natural gas, conventional power plant;CN-HA;20.5146
electricity production, natural gas, conventional power plant;CN-YN;38.2556025
electricity production, natural gas, conventional power plant;CU;1763.241339
electricity production, natural gas, conventional power plant;CZ;1348.295707
electricity production, natural gas, conventional power plant;DE;6447.861576
electricity production, natural gas, conventional power plant;DO;3507.03
electricity production, natural gas, conventional power plant;DZ;51045.89299
electricity production, natural gas, conventional power plant;EC;1584.72
electricity production, natural gas, conventional power plant;EG;84916.22943
electricity production, natural gas, conventional power plant;ES;812.2088875
electricity production, natural gas, conventional power plant;FI;1.095470211
electricity production, natural gas, conventional power plant;FR;3512.418307
electricity production, natural gas, conventional power plant;US-FRCC;11243.721
electricity production, natural gas, conventional power plant;GA;936.51
electricity production, natural gas, conventional power plant;GB;121161.5174
electricity production, natural gas, conventional power plant;GE;2064.6
electricity production, natural gas, conventional power plant;GH;4782.99
electricity production, natural gas, conventional power plant;GLO;1601587.909
electricity production, natural gas, conventional power plant;GR;2897.175813
electricity production, natural gas, conventional power plant;HK;12110.46
electricity production, natural gas, conventional power plant;HU;974.5239439
electricity production, natural gas, conventional power plant;ID;22571.51021
electricity production, natural gas, conventional power plant;IE;4115.466521
electricity production, natural gas, conventional power plant;IL;20809.84658
electricity production, natural gas, conventional power plant;IN-GA;1.773788575
electricity production, natural gas, conventional power plant;IN-GJ;109.3281057
electricity production, natural gas, conventional power plant;IN-MH;73.56725724
electricity production, natural gas, conventional power plant;IQ;18969.21
electricity production, natural gas, conventional power plant;IR;134753.3705
electricity production, natural gas, conventional power plant;IT;9081.357518
electricity production, natural gas, conventional power plant;JO;6497.909221
electricity production, natural gas, conventional power plant;JP;204461.8298
electricity production, natural gas, conventional power plant;KR;58110.48783
electricity production, natural gas, conventional power plant;KW;16130.36487
electricity production, natural gas, conventional power plant;LU;0.961456103
electricity production, natural gas, conventional power plant;LY;13316.82543
electricity production, natural gas, conventional power plant;MA;1675.623574
electricity production, natural gas, conventional power plant;MD;4401.69
electricity production, natural gas, conventional power plant;MM;3543.541143
electricity production, natural gas, conventional power plant;US-MRO;3605.001
electricity production, natural gas, conventional power plant;MX;28319.30684
electricity production, natural gas, conventional power plant;MY;19353.36008
electricity production, natural gas, conventional power plant;MZ;2869.05
electricity production, natural gas, conventional power plant;NG;16286.10932
electricity production, natural gas, conventional power plant;NL;7792.56559
electricity production, natural gas, conventional power plant;NO;0.852173341
electricity production, natural gas, conventional power plant;US-NPCC;10277.61
electricity production, natural gas, conventional power plant;NZ;953.2128215
electricity production, natural gas, conventional power plant;OM;24078.59035
electricity production, natural gas, conventional power plant;PE;3032.931146
electricity production, natural gas, conventional power plant;PH;2475.068036
electricity production, natural gas, conventional power plant;PK;19300.12153
electricity production, natural gas, conventional power plant;QA;1023.014276
electricity production, natural gas, conventional power plant;RFC;30304.994
electricity production, natural gas, conventional power plant;RO;109.74
electricity production, natural gas, conventional power plant;SA;81927.53847
electricity production, natural gas, conventional power plant;US-SERC;49243.453
electricity production, natural gas, conventional power plant;SG;5705.907344
electricity production, natural gas, conventional power plant;CN-AH;432.17097
electricity production, natural gas, conventional power plant;CN-BJ;78.676031
electricity production, natural gas, conventional power plant;CN-CQ;94.454962
electricity production, natural gas, conventional power plant;CN-FJ;279.858362
electricity production, natural gas, conventional power plant;CN-GS;160.200579
electricity production, natural gas, conventional power plant;CN-HB;482.13424
electricity production, natural gas, conventional power plant;CN-HE;563.44358
electricity production, natural gas, conventional power plant;CN-HL;175.541408
electricity production, natural gas, conventional power plant;CN-HN;167.651729
electricity production, natural gas, conventional power plant;CN-HU;218.495473
electricity production, natural gas, conventional power plant;CN-JL;138.06618
electricity production, natural gas, conventional power plant;CN-JS;898.08775
electricity production, natural gas, conventional power plant;CN-JX;161.515739
electricity production, natural gas, conventional power plant;CN-LN;296.075395
electricity production, natural gas, conventional power plant;CN-NM;748.40717
electricity production, natural gas, conventional power plant;CN-NX;230.76788
electricity production, natural gas, conventional power plant;CN-QH;28.7090034
electricity production, natural gas, conventional power plant;CN-SA;271.749632
electricity production, natural gas, conventional power plant;CN-SC;119.876407
electricity production, natural gas, conventional power plant;CN-SD;794.86904
electricity production, natural gas, conventional power plant;CN-SH;175.322357
electricity production, natural gas, conventional power plant;CN-SX;554.45523
electricity production, natural gas, conventional power plant;CN-TJ;132.587343
electricity production, natural gas, conventional power plant;CN-XJ;384.832469
electricity production, natural gas, conventional power plant;CN-XZ;0.65746044
electricity production, natural gas, conventional power plant;CN-ZJ;512.81846
electricity production, natural gas, conventional power plant;SI;3.57486911
electricity production, natural gas, conventional power plant;SK;123.0749235
electricity production, natural gas, conventional power plant;SN;70.68
electricity production, natural gas, conventional power plant;US-SPP;14505.912
electricity production, natural gas, conventional power plant;SY;6284.460132
electricity production, natural gas, conventional power plant;TH;28720.25711
electricity production, natural gas, conventional power plant;TN;10843.21145
electricity production, natural gas, conventional power plant;TR;5592.829498
electricity production, natural gas, conventional power plant;US-TRE;8271.8
electricity production, natural gas, conventional power plant;TT;8839.637679
electricity production, natural gas, conventional power plant;TW;77111.88
electricity production, natural gas, conventional power plant;TZ;3810.21
electricity production, natural gas, conventional power plant;UA;260.0865168
electricity production, natural gas, conventional power plant;UZ;22001.94
electricity production, natural gas, conventional power plant;VE;20926.67842
electricity production, natural gas, conventional power plant;VN;3857.931346
electricity production, natural gas, conventional power plant;US-WECC;17103.983
electricity production, natural gas, conventional power plant;YE;1466.61
electricity production, natural gas, conventional power plant;RoW;1
electricity production, nuclear, boiling water reactor;CH;3930.348901
electricity production, nuclear, boiling water reactor;DE;16955.59158
electricity production, nuclear, boiling water reactor;ES;10998.03871
electricity production, nuclear, boiling water reactor;FI;13948.49419
electricity production, nuclear, boiling water reactor;US-FRCC;9384.797238
electricity production, nuclear, boiling water reactor;GB;58723.89547
electricity production, nuclear, boiling water reactor;GLO;531568.8258
electricity production, nuclear, boiling water reactor;IN-MH;9111.611486
electricity production, nuclear, boiling water reactor;JP;9707.584832
electricity production, nuclear, boiling water reactor;US-MRO;8934.778623
electricity production, nuclear, boiling water reactor;MX;9932.98
electricity production, nuclear, boiling water reactor;US-NPCC;23789.08696
electricity production, nuclear, boiling water reactor;RFC;88272.86798
electricity production, nuclear, boiling water reactor;RU;79881.74645
electricity production, nuclear, boiling water reactor;SE;41733.65873
electricity production, nuclear, boiling water reactor;US-SERC;91901.57585
electricity production, nuclear, boiling water reactor;US-SPP;2639.405666
electricity production, nuclear, boiling water reactor;US-TRE;13468.85308
electricity production, nuclear, boiling water reactor;TW;18757.12822
electricity production, nuclear, boiling water reactor;US-WECC;19496.38182
electricity production, nuclear, boiling water reactor;RoW;1
electricity production, nuclear, pressure water reactor;AM;2237.2
electricity production, nuclear, pressure water reactor;BE;40911.62
electricity production, nuclear, pressure water reactor;BG;14829.44
electricity production, nuclear, pressure water reactor;NA;15000
electricity production, nuclear, pressure water reactor;CH;4941.595799
electricity production, nuclear, pressure water reactor;CN-GD;22150.27818
electricity production, nuclear, pressure water reactor;CZ;22657.76
electricity production, nuclear, pressure water reactor;DE;62600.36842
electricity production, nuclear, pressure water reactor;ES;44116.98129
electricity production, nuclear, pressure water reactor;FI;7862.32581
electricity production, nuclear, pressure water reactor;FR;379003.3
electricity production, nuclear, pressure water reactor;US-FRCC;19935.22476
electricity production, nuclear, pressure water reactor;GB;8698.544527
electricity production, nuclear, pressure water reactor;GLO;1680206.332
electricity production, nuclear, pressure water reactor;HU;15090.76
electricity production, nuclear, pressure water reactor;IN-TN;9076.789398
electricity production, nuclear, pressure water reactor;IN-TN;13816.19889
electricity production, nuclear, pressure water reactor;IR;6222.8
electricity production, nuclear, pressure water reactor;JP;7268.815168
electricity production, nuclear, pressure water reactor;KR;132550.9656
electricity production, nuclear, pressure water reactor;US-MRO;18979.29338
electricity production, nuclear, pressure water reactor;NL;3722.4
electricity production, nuclear, pressure water reactor;US-NPCC;50532.87604
electricity production, nuclear, pressure water reactor;PK;3980.00302
electricity production, nuclear, pressure water reactor;RFC;187509.588
electricity production, nuclear, pressure water reactor;RU;104935.4135
electricity production, nuclear, pressure water reactor;SE;17581.28127
electricity production, nuclear, pressure water reactor;US-SERC;195217.7041
electricity production, nuclear, pressure water reactor;CN-JS;15570.84963
electricity production, nuclear, pressure water reactor;CN-SH;24283.11424
electricity production, nuclear, pressure water reactor;CN-ZJ;32810.00534
electricity production, nuclear, pressure water reactor;SI;5372.1
electricity production, nuclear, pressure water reactor;SK;13887.56
electricity production, nuclear, pressure water reactor;US-SPP;5606.636334
electricity production, nuclear, pressure water reactor;US-TRE;28610.59292
electricity production, nuclear, pressure water reactor;TW;11004.21178
electricity production, nuclear, pressure water reactor;UA;76093
electricity production, nuclear, pressure water reactor;US-WECC;41414.29418
electricity production, nuclear, pressure water reactor;ZA;14124.44
electricity production, nuclear, pressure water reactor;RoW;1
electricity production, nuclear, pressure water reactor, heavy water moderated;AR;7787.9
electricity production, nuclear, pressure water reactor, heavy water moderated;CA-NB;4544.84
electricity production, nuclear, pressure water reactor, heavy water moderated;CA-ON;90873.275
electricity production, nuclear, pressure water reactor, heavy water moderated;GLO;134136.0464
electricity production, nuclear, pressure water reactor, heavy water moderated;KR;19724.33442
electricity production, nuclear, pressure water reactor, heavy water moderated;PK;596.8569803
electricity production, nuclear, pressure water reactor, heavy water moderated;RO;10608.84
electricity production, nuclear, pressure water reactor, heavy water moderated;RoW;1
electricity production, oil;AE;1485.21
electricity production, oil;AO;3673.5
electricity production, oil;AR;18946.89
electricity production, oil;US-ASCC;565.387
electricity production, oil;AT;179.7862307
electricity production, oil;AU;1228.985994
electricity production, oil;AZ;125.55
electricity production, oil;BA;43.71
electricity production, oil;BD;8989.38
electricity production, oil;BE;6.774035712
electricity production, oil;BG;32.55
electricity production, oil;BH;1.86
electricity production, oil;BJ;203.67
electricity production, oil;BN;41.85
electricity production, oil;BO;178.56
electricity production, oil;NA;1310
electricity production, oil;NA;13100
electricity production, oil;NA;7850
electricity production, oil;NA;3320
electricity production, oil;NA;1670
electricity production, oil;BW;5.58
electricity production, oil;BY;353.4
electricity production, oil;CA-BC;56.35291012
electricity production, oil;CA-MB;15.48213867
electricity production, oil;CA-NB;587.4864191
electricity production, oil;CA-NF;1799.997609
electricity production, oil;CA-NS;151.0291505
electricity production, oil;CA-NT;81.61885876
electricity production, oil;CA-NU;188.3271207
electricity production, oil;CA-ON;108.3121325
electricity production, oil;CA-PE;5.649454545
electricity production, oil;CA-QC;422.6019414
electricity production, oil;CA-SK;0.403959938
electricity production, oil;CA-YK;23.71593939
electricity production, oil;CD;11.16
electricity production, oil;CI;68.82
electricity production, oil;CL;1801.430534
electricity production, oil;CM;360.84
electricity production, oil;CO;1915.8
electricity production, oil;CR;179.49
electricity production, oil;CN-GD;41.260677
electricity production, oil;CN-GX;9.3409419
electricity production, oil;CN-GZ;15.3900372
electricity production, oil;CN-HA;3.02455551
electricity production, oil;CN-YN;5.6411613
electricity production, oil;CU;15307.8
electricity production, oil;CW;171.12
electricity production, oil;CY;4143.15
electricity production, oil;CZ;18.84714428
electricity production, oil;DE;970.7243578
electricity production, oil;DK;10.95670613
electricity production, oil;DO;6117.54
electricity production, oil;DZ;261.33
electricity production, oil;EC;4469.58
electricity production, oil;EE;8038.228111
electricity production, oil;EG;35592.03
electricity production, oil;ER;379.44
electricity production, oil;ES;9672.593779
electricity production, oil;ET;3.72
electricity production, oil;FI;65.21269745
electricity production, oil;FR;1600.002227
electricity production, oil;US-FRCC;2616.673
electricity production, oil;GA;141.36
electricity production, oil;GB;531.3849223
electricity production, oil;GH;2131.56
electricity production, oil;GI;236.22
electricity production, oil;GLO;663538.8033
electricity production, oil;GR;4340.388572
electricity production, oil;GT;964.41
electricity production, oil;US-HICC;5314.33
electricity production, oil;HK;337.59
electricity production, oil;HN;3561.9
electricity production, oil;HR;4.65
electricity production, oil;HT;746.79
electricity production, oil;HU;36.08585339
electricity production, oil;ID;14059.74
electricity production, oil;IE;259.5990898
electricity production, oil;IL;279.1793618
electricity production, oil;IN-TN;191.930328
electricity production, oil;IN-KA;37.63243134
electricity production, oil;IN-KL;62.10383709
electricity production, oil;IN-TN;153.666945
electricity production, oil;IN-TN;302.7829193
electricity production, oil;IQ;52323.66
electricity production, oil;IR;29765.58
electricity production, oil;IS;2.91
electricity production, oil;IT;1928.069006
electricity production, oil;JM;1980.9
electricity production, oil;JO;1493.58
electricity production, oil;JP;54006.55704
electricity production, oil;KE;1878.6
electricity production, oil;KH;352.47
electricity production, oil;KP;876.06
electricity production, oil;KR;12121.2695
electricity production, oil;KW;41663.07
electricity production, oil;LB;11691.03
electricity production, oil;LK;4255.68
electricity production, oil;LY;12666.6
electricity production, oil;MA;2680.26
electricity production, oil;MK;93.93
electricity production, oil;MM;56.73
electricity production, oil;MN;172.98
electricity production, oil;US-MRO;277.609
electricity production, oil;MT;672.39
electricity production, oil;MU;1033.23
electricity production, oil;MX;26466.37403
electricity production, oil;MY;956.04
electricity production, oil;MZ;17.67
electricity production, oil;NA;8.37
electricity production, oil;NE;177.63
electricity production, oil;NI;1990.2
electricity production, oil;NO;29.1
electricity production, oil;US-NPCC;851.734
electricity production, oil;NZ;1.877009646
electricity production, oil;OM;874.2
electricity production, oil;PA;2766.75
electricity production, oil;PE;948.6
electricity production, oil;PH;5264.73
electricity production, oil;PK;34774.56
electricity production, oil;PL;4.527586389
electricity production, oil;PT;842.7367154
electricity production, oil;RFC;472.283
electricity production, oil;SA;109120.62
electricity production, oil;SD;5931.54
electricity production, oil;SE;22.19689769
electricity production, oil;US-SERC;331.241
electricity production, oil;SG;129.27
electricity production, oil;CN-AH;63.727188
electricity production, oil;CN-BJ;11.6015046
electricity production, oil;CN-CQ;13.9282276
electricity production, oil;CN-FJ;41.2676712
electricity production, oil;CN-GS;23.6230918
electricity production, oil;CN-HB;71.0955
electricity production, oil;CN-HE;83.084806
electricity production, oil;CN-HL;25.8852097
electricity production, oil;CN-HN;24.7218055
electricity production, oil;CN-HU;32.2191569
electricity production, oil;CN-JL;20.3591465
electricity production, oil;CN-JS;132.431488
electricity production, oil;CN-JX;23.8169925
electricity production, oil;CN-LN;43.659042
electricity production, oil;CN-NM;110.359431
electricity production, oil;CN-NX;34.0288683
electricity production, oil;CN-QH;4.23341037
electricity production, oil;CN-SA;40.0719858
electricity production, oil;CN-SC;17.6769033
electricity production, oil;CN-SD;117.210646
electricity production, oil;CN-SH;25.8528858
electricity production, oil;CN-SX;81.759825
electricity production, oil;CN-TJ;19.5512625
electricity production, oil;CN-XJ;56.747019
electricity production, oil;CN-XZ;0.096948215
electricity production, oil;CN-ZJ;75.619565
electricity production, oil;SI;3.57486911
electricity production, oil;SN;2941.59
electricity production, oil;US-SPP;12.307
electricity production, oil;SS;172.98
electricity production, oil;SV;2199.45
electricity production, oil;SY;5510.25
electricity production, oil;TG;13.95
electricity production, oil;TH;513.36
electricity production, oil;TN;0.93
electricity production, oil;TR;1018.167934
electricity production, oil;US-TRE;1
electricity production, oil;TT;252.96
electricity production, oil;TW;9716.64
electricity production, oil;TZ;454.77
electricity production, oil;UA;193.44
electricity production, oil;UY;400.83
electricity production, oil;UZ;266.91
electricity production, oil;VE;16674.9
electricity production, oil;VN;699.36
electricity production, oil;US-WECC;83.588
electricity production, oil;XK;13.95
electricity production, oil;YE;2399.4
electricity production, oil;ZA;170.19
electricity production, oil;ZM;319.92
electricity production, oil;ZW;36.27
electricity production, oil;RoW;1
electricity production, peat;BY;28.83
electricity production, peat;EE;42.41361393
electricity production, peat;FI;2424.211144
electricity production, peat;GLO;5546.141986
electricity production, peat;IE;2216.725313
electricity production, peat;RU;636.12
electricity production, peat;SE;197.8419142
electricity production, peat;RoW;1
electricity production, photovoltaic, residential;AU;17627
electricity production, photovoltaic, commercial;AU;17627
electricity production, photovoltaic, residential;AT;2220
electricity production, photovoltaic, commercial;AT;2220
electricity production, photovoltaic, residential;BE;5646
electricity production, photovoltaic, commercial;BE;5646
electricity production, photovoltaic, residential;CA;3325
electricity production, photovoltaic, commercial;CA;3325
electricity production, photovoltaic, residential;CL;3205
electricity production, photovoltaic, commercial;CL;3205
electricity production, photovoltaic, residential;CN;254355
electricity production, photovoltaic, commercial;CN;254355
electricity production, photovoltaic, residential;CZ;2073
electricity production, photovoltaic, commercial;CZ;2073
electricity production, photovoltaic, residential;DK;1300
electricity production, photovoltaic, commercial;DK;1300
electricity production, photovoltaic, residential;FI;391
electricity production, photovoltaic, commercial;FI;391
electricity production, photovoltaic, residential;FR;11733
electricity production, photovoltaic, commercial;FR;11733
electricity production, photovoltaic, residential;DE;53583
electricity production, photovoltaic, commercial;DE;53583
electricity production, photovoltaic, residential;GR;3247
electricity production, photovoltaic, commercial;GR;3247
electricity production, photovoltaic, residential;HU;1953
electricity production, photovoltaic, commercial;HU;1953
electricity production, photovoltaic, residential;IE;36
electricity production, photovoltaic, commercial;IE;36
electricity production, photovoltaic, residential;IL;2249
electricity production, photovoltaic, commercial;IL;2249
electricity production, photovoltaic, residential;IT;21600
electricity production, photovoltaic, commercial;IT;21600
electricity production, photovoltaic, residential;JP;67000
electricity production, photovoltaic, commercial;JP;67000
electricity production, photovoltaic, residential;KR;14575
electricity production, photovoltaic, commercial;KR;14575
electricity production, photovoltaic, residential;LU;195
electricity production, photovoltaic, commercial;LU;195
electricity production, photovoltaic, residential;MY;1493
electricity production, photovoltaic, commercial;MY;1493
electricity production, photovoltaic, residential;MX;5644
electricity production, photovoltaic, commercial;MX;5644
electricity production, photovoltaic, residential;NL;10213
electricity production, photovoltaic, commercial;NL;10213
electricity production, photovoltaic, residential;NZ;142
electricity production, photovoltaic, commercial;NZ;142
electricity production, photovoltaic, residential;NO;152
electricity production, photovoltaic, commercial;NO;152
electricity production, photovoltaic, residential;PT;1025
electricity production, photovoltaic, commercial;PT;1025
electricity production, photovoltaic, residential;ZA;5990
electricity production, photovoltaic, commercial;ZA;5990
electricity production, photovoltaic, residential;ES;14089
electricity production, photovoltaic, commercial;ES;14089
electricity production, photovoltaic, residential;SE;1417
electricity production, photovoltaic, commercial;SE;1417
electricity production, photovoltaic, residential;CH;3118
electricity production, photovoltaic, commercial;CH;3118
electricity production, photovoltaic, residential;TH;2988
electricity production, photovoltaic, commercial;TH;2988
electricity production, photovoltaic, residential;TR;6668
electricity production, photovoltaic, commercial;TR;6668
electricity production, photovoltaic, residential;GB;13563
electricity production, photovoltaic, commercial;GB;13563
electricity production, photovoltaic, residential;US;75572
electricity production, photovoltaic, commercial;US;75572
electricity production, solar thermal parabolic trough, 50 MW;AE;232.29
electricity production, solar thermal parabolic trough, 50 MW;ES;4855.878863
electricity production, solar thermal parabolic trough, 50 MW;GLO;8337.923038
electricity production, solar thermal parabolic trough, 50 MW;MA;356
electricity production, solar thermal parabolic trough, 50 MW;US-WECC;2448.754175
electricity production, solar thermal parabolic trough, 50 MW;ZA;445
electricity production, solar thermal parabolic trough, 50 MW;RoW;1
electricity production, solar tower power plant, 20 MW;AU;3.56
electricity production, solar tower power plant, 20 MW;ES;109.4311374
electricity production, solar tower power plant, 20 MW;GLO;1080.381962
electricity production, solar tower power plant, 20 MW;US-WECC;967.3908246
electricity production, solar tower power plant, 20 MW;RoW;1
electricity production, wind, <1MW turbine, onshore;AR;26.52371975
electricity production, wind, <1MW turbine, onshore;US-ASCC;12.99183686
electricity production, wind, <1MW turbine, onshore;AT;174.2524835
electricity production, wind, <1MW turbine, onshore;AU;132.0867173
electricity production, wind, <1MW turbine, onshore;BE;76.68138972
electricity production, wind, <1MW turbine, onshore;BG;233.3410464
electricity production, wind, <1MW turbine, onshore;CA-AB;178.046515
electricity production, wind, <1MW turbine, onshore;CA-BC;35.45247808
electricity production, wind, <1MW turbine, onshore;CA-MB;28.66950135
electricity production, wind, <1MW turbine, onshore;CA-NB;28.57910635
electricity production, wind, <1MW turbine, onshore;CA-NF;6.373065001
electricity production, wind, <1MW turbine, onshore;CA-NS;31.26795145
electricity production, wind, <1MW turbine, onshore;CA-ON;335.1006137
electricity production, wind, <1MW turbine, onshore;CA-PE;19.59250805
electricity production, wind, <1MW turbine, onshore;CA-QC;279.98836
electricity production, wind, <1MW turbine, onshore;CA-SK;23.98302098
electricity production, wind, <1MW turbine, onshore;CA-YK;0.509
electricity production, wind, <1MW turbine, onshore;CL;39.54874532
electricity production, wind, <1MW turbine, onshore;CN-GD;207.963417
electricity production, wind, <1MW turbine, onshore;CN-GX;14.6239623
electricity production, wind, <1MW turbine, onshore;CN-GZ;117.627651
electricity production, wind, <1MW turbine, onshore;CN-HA;31.7912634
electricity production, wind, <1MW turbine, onshore;CN-YN;403.748943
electricity production, wind, <1MW turbine, onshore;CY;13.67299998
electricity production, wind, <1MW turbine, onshore;CZ;53.16425825
electricity production, wind, <1MW turbine, onshore;DE;10665.35673
electricity production, wind, <1MW turbine, onshore;DK;5117.183078
electricity production, wind, <1MW turbine, onshore;DZ;28.71
electricity production, wind, <1MW turbine, onshore;EE;15.75862998
electricity production, wind, <1MW turbine, onshore;ES;17152.04048
electricity production, wind, <1MW turbine, onshore;FI;171.8191969
electricity production, wind, <1MW turbine, onshore;FR;1204.667866
electricity production, wind, <1MW turbine, onshore;GB;2078.171724
electricity production, wind, <1MW turbine, onshore;GLO;92826.29887
electricity production, wind, <1MW turbine, onshore;GR;1622.385001
electricity production, wind, <1MW turbine, onshore;US-HICC;49.04452179
electricity production, wind, <1MW turbine, onshore;HR;144.400332
electricity production, wind, <1MW turbine, onshore;HU;12.50141507
electricity production, wind, <1MW turbine, onshore;IE;1121.068567
electricity production, wind, <1MW turbine, onshore;IR;218.2183099
electricity production, wind, <1MW turbine, onshore;IS;8.91
electricity production, wind, <1MW turbine, onshore;IT;4912.388102
electricity production, wind, <1MW turbine, onshore;JP;194.9426477
electricity production, wind, <1MW turbine, onshore;KR;117.8839854
electricity production, wind, <1MW turbine, onshore;LT;58.44585834
electricity production, wind, <1MW turbine, onshore;LU;20.25113928
electricity production, wind, <1MW turbine, onshore;LV;66.03882357
electricity production, wind, <1MW turbine, onshore;US-MRO;3421.580384
electricity production, wind, <1MW turbine, onshore;MX;343.7938724
electricity production, wind, <1MW turbine, onshore;NL;1899.244972
electricity production, wind, <1MW turbine, onshore;NO;42.01137727
electricity production, wind, <1MW turbine, onshore;US-NPCC;504.9182273
electricity production, wind, <1MW turbine, onshore;PL;460.8311275
electricity production, wind, <1MW turbine, onshore;PT;448.0340425
electricity production, wind, <1MW turbine, onshore;RFC;1870.259111
electricity production, wind, <1MW turbine, onshore;RO;162.6194832
electricity production, wind, <1MW turbine, onshore;RS;0.756756
electricity production, wind, <1MW turbine, onshore;RU;146.52
electricity production, wind, <1MW turbine, onshore;SE;2153.54614
electricity production, wind, <1MW turbine, onshore;US-SERC;307.2829862
electricity production, wind, <1MW turbine, onshore;CN-AH;189.879214
electricity production, wind, <1MW turbine, onshore;CN-BJ;42.3576741
electricity production, wind, <1MW turbine, onshore;CN-CQ;26.2909451
electricity production, wind, <1MW turbine, onshore;CN-FJ;553.57134
electricity production, wind, <1MW turbine, onshore;CN-GS;1676.77776
electricity production, wind, <1MW turbine, onshore;CN-HB;2392.47673
electricity production, wind, <1MW turbine, onshore;CN-HE;102.242588
electricity production, wind, <1MW turbine, onshore;CN-HL;1045.79559
electricity production, wind, <1MW turbine, onshore;CN-HN;115.38821
