Units,scenario,region,Year,value
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,1990,27.5871312732
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2005,41.6122021432
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2010,48.7586034824
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2015,53.5778487623
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2021,49.96180334465
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2025,48.86378535758
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2030,49.117294251545
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2035,49.4571270852848
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2040,47.6177105736166
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2045,44.5480093561787
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2050,39.71790786984
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2055,35.1509402809949
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2060,30.471154566214
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2065,25.791929717005402
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2070,20.4629954772942
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2075,13.176227229397401
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2080,0.99433644603085
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2085,-9.645136981219252
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2090,-19.14968796246324
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2095,-27.295935312152082
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,2100,-34.202198728990254
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,1975,29.28685081
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,1990,84.2464724391
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2005,117.181117219
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2010,126.574947528
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2015,122.820126958
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2021,117.6822505352
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2025,118.30480818140022
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2030,117.20078836290152
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2035,113.12613425139119
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2040,107.32300217959099
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2045,93.60289627252138
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2050,76.4689848028782
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2055,65.87840352943999
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2060,55.451781873645004
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2065,47.830886719275
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2070,39.0411522955163
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2075,30.04067030830704
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2080,15.058624887850687
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2085,3.5485390399165064
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2090,-7.377343818193549
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2095,-16.699015348313964
