Units,scenario,region,sector,Year,value
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,biomass,2030,0.11302794663108001
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,biomass,2035,0.1894988747163
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,biomass,2040,0.30086787306667
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,biomass,2045,0.45310139090076
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,biomass,2050,0.721171334241194
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,biomass,2055,0.997224957647119
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,biomass,2060,1.193198159477403
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,biomass,2065,1.280184189693482
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,biomass,2070,1.358208944126481
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,biomass,2075,1.4322159877754
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,biomass,2080,1.564290978039511
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,biomass,2085,1.634037494399516
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,biomass,2090,1.6768580539627451
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,biomass,2095,1.6969321618905269
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Argentina,biomass,2100,1.708641888332086
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,biomass,2025,0.0080969983603
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,biomass,2030,0.0200176381792
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,biomass,2035,0.0373804893621
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,biomass,2040,0.06370401794700001
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,biomass,2045,0.101548313456
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,biomass,2050,0.1800799861
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,biomass,2055,0.266689130645
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,biomass,2060,0.341985079905
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,biomass,2065,0.383800079274
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,biomass,2070,0.431460375938
