Units,scenario,region,subsector,technology,output,Year,value
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC CCS),electricity,2045,0.000233936
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC CCS),electricity,2050,0.000568444
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC CCS),electricity,2055,0.000788811
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC CCS),electricity,2060,0.00108106
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC CCS),electricity,2065,0.00140433
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC CCS),electricity,2070,0.00177192
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC CCS),electricity,2075,0.0021873
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC CCS),electricity,2080,0.00269943
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC CCS),electricity,2085,0.00302537
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC CCS),electricity,2090,0.00332748
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC CCS),electricity,2095,0.0036041
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC CCS),electricity,2100,0.00384831
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC),electricity,2030,0.000559504
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC),electricity,2035,0.00116999
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC),electricity,2040,0.00186477
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC),electricity,2045,0.00252133
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC),electricity,2050,0.00314392
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC),electricity,2055,0.00316467
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC),electricity,2060,0.00297295
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC),electricity,2065,0.0024742
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC),electricity,2070,0.00174442
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC),electricity,2075,0.00104493
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC),electricity,2080,0.000551802
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC),electricity,2085,0.000524787
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC),electricity,2090,0.000483968
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC),electricity,2095,0.000440082
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (IGCC),electricity,2100,0.000378463
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul CCS),electricity,2030,0.0021079
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul CCS),electricity,2035,0.00528102
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul CCS),electricity,2040,0.0107303
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul CCS),electricity,2045,0.0276915
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul CCS),electricity,2050,0.071107
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul CCS),electricity,2055,0.0995347
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul CCS),electricity,2060,0.134345
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul CCS),electricity,2065,0.168416
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul CCS),electricity,2070,0.208196
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul CCS),electricity,2075,0.253754
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul CCS),electricity,2080,0.308156
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul CCS),electricity,2085,0.345328
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul CCS),electricity,2090,0.382089
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul CCS),electricity,2095,0.415219
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul CCS),electricity,2100,0.444364
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,1990,0.439004
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2005,0.672505
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2010,0.653752
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2015,0.575346
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2021,0.514265
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2025,0.527601
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2030,0.523929
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2035,0.523798
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2040,0.51544
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2045,0.410524
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2050,0.284596
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2055,0.208457
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2060,0.143563
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2065,0.0922097
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2070,0.0532251
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2075,0.0273988
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2080,0.0124357
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2085,0.0106074
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2090,0.00894312
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2095,0.0070359
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,coal,coal (conv pul),electricity,2100,0.00473916
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC CCS),electricity,2030,0.0061887
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC CCS),electricity,2035,0.0131981
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC CCS),electricity,2040,0.0213798
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC CCS),electricity,2045,0.0348198
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC CCS),electricity,2050,0.0582125
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC CCS),electricity,2055,0.0722068
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC CCS),electricity,2060,0.0870832
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC CCS),electricity,2065,0.10219
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC CCS),electricity,2070,0.119873
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC CCS),electricity,2075,0.135299
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC CCS),electricity,2080,0.157082
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC CCS),electricity,2085,0.169394
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC CCS),electricity,2090,0.17854
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC CCS),electricity,2095,0.177466
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC CCS),electricity,2100,0.185526
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,1990,0.0392082
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2005,0.0563008
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2010,0.0391125
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2015,0.0199359
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2021,0.0162562
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2025,0.0186837
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2030,0.0200575
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2035,0.0214857
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2040,0.0240906
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2045,0.0268128
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2050,0.0322863
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2055,0.0361401
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2060,0.0401377
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2065,0.0428222
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2070,0.0420426
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2075,0.0386542
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2080,0.0328968
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2085,0.0323064
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2090,0.0317637
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2095,0.0295483
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (CC),electricity,2100,0.0284747
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,1990,0.0329218
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2005,0.0523683
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2010,0.140517
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2015,0.176035
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2021,0.150529
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2025,0.113275
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2030,0.0997788
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2035,0.0710341
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2040,0.0508631
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2045,0.0329524
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2050,0.0201156
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2055,0.0158606
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2060,0.0103971
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2065,0.00525293
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2070,0.00283102
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2075,0.00153245
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2080,0.000820614
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2085,0.000615818
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2090,0.000514844
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2095,0.00041526
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,gas,gas (steam/CT),electricity,2100,0.000374129
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,1990,0.00746644
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2005,0.0111491
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2010,0.02102
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2015,0.0293176
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2021,0.0302142
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2025,0.0365201
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2030,0.0449363
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2035,0.0568044
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2040,0.0726336
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2045,0.0951634
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2050,0.107764
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2055,0.126108
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2060,0.14577
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2065,0.161584
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2070,0.174287
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2075,0.183126
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2080,0.183147
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2085,0.185844
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2090,0.187384
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2095,0.188619
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,geothermal,geothermal,electricity,2100,0.188692
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,1990,0.134392
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2005,0.139082
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2010,0.137614
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2015,0.136267
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2021,0.140375
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2025,0.145843
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2030,0.152679
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2035,0.159515
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2040,0.166351
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2045,0.173187
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2050,0.180023
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2055,0.186859
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2060,0.193695
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2065,0.200531
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2070,0.207367
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2075,0.214203
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2080,0.221039
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2085,0.227875
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2090,0.23471
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2095,0.241546
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,hydro,hydro,electricity,2100,0.248382
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,nuclear,Gen_III,electricity,2030,0.000501403
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,nuclear,Gen_III,electricity,2035,0.00168621
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,nuclear,Gen_III,electricity,2040,0.00462716
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,nuclear,Gen_III,electricity,2045,0.0110751
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,nuclear,Gen_III,electricity,2050,0.0268118
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,nuclear,Gen_III,electricity,2055,0.0366397
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,nuclear,Gen_III,electricity,2060,0.0486356
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,nuclear,Gen_III,electricity,2065,0.0611163
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,nuclear,Gen_III,electricity,2070,0.0744297
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,nuclear,Gen_III,electricity,2075,0.0891594
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,nuclear,Gen_III,electricity,2080,0.107259
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,nuclear,Gen_III,electricity,2085,0.119221
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,nuclear,Gen_III,electricity,2090,0.131044
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,nuclear,Gen_III,electricity,2095,0.141732
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,nuclear,Gen_III,electricity,2100,0.150303
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC CCS),electricity,2030,0.000809129
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC CCS),electricity,2035,0.0012218
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC CCS),electricity,2040,0.00175352
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC CCS),electricity,2045,0.00281643
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC CCS),electricity,2050,0.00481892
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC CCS),electricity,2055,0.00405313
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC CCS),electricity,2060,0.00446306
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC CCS),electricity,2065,0.00459163
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC CCS),electricity,2070,0.00498524
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC CCS),electricity,2075,0.00545736
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC CCS),electricity,2080,0.00615882
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC CCS),electricity,2085,0.0053143
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC CCS),electricity,2090,0.00524391
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC CCS),electricity,2095,0.00492993
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC CCS),electricity,2100,0.00478359
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC),electricity,2025,0.000453113
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC),electricity,2030,0.000361223
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC),electricity,2035,0.000600071
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC),electricity,2040,0.000982263
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC),electricity,2045,0.00120801
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC),electricity,2050,0.00178235
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC),electricity,2055,0.00139314
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC),electricity,2060,0.00156634
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC),electricity,2065,0.00152108
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC),electricity,2070,0.00130903
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC),electricity,2075,0.00108318
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC),electricity,2080,0.000887275
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC),electricity,2085,0.000650712
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC),electricity,2090,0.000633686
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC),electricity,2095,0.000595132
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (CC),electricity,2100,0.000558118
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (steam/CT),electricity,1990,0.0128233
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,refined liquids,refined liquids (steam/CT),electricity,2005,0.0102419
