Units,scenario,region,Year,account,value
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2021,gdp-per-capita-ppp,7.47339
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2025,gdp-per-capita-ppp,8.50411
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2030,gdp-per-capita-ppp,9.67189
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2035,gdp-per-capita-ppp,10.9778
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2040,gdp-per-capita-ppp,12.1965
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2045,gdp-per-capita-ppp,13.3297
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2050,gdp-per-capita-ppp,14.4794
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2055,gdp-per-capita-ppp,15.7733
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2060,gdp-per-capita-ppp,17.2964
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2065,gdp-per-capita-ppp,19.0562
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2070,gdp-per-capita-ppp,20.9835
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2075,gdp-per-capita-ppp,23.0377
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2080,gdp-per-capita-ppp,25.2433
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2085,gdp-per-capita-ppp,27.6486
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2090,gdp-per-capita-ppp,30.2912
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2095,gdp-per-capita-ppp,33.1716
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2100,gdp-per-capita-ppp,36.2942
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,1975,gdp-per-capita-ppp,0.350882
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,1990,gdp-per-capita-ppp,0.926142
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2005,gdp-per-capita-ppp,3.29253
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2010,gdp-per-capita-ppp,5.37063
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2015,gdp-per-capita-ppp,7.54382
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2021,gdp-per-capita-ppp,10.1986
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2025,gdp-per-capita-ppp,12.3513
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2030,gdp-per-capita-ppp,14.9347
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2035,gdp-per-capita-ppp,17.4092
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2040,gdp-per-capita-ppp,19.5611
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2045,gdp-per-capita-ppp,21.8155
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2050,gdp-per-capita-ppp,24.2094
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2055,gdp-per-capita-ppp,26.7033
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2060,gdp-per-capita-ppp,29.481
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2065,gdp-per-capita-ppp,32.4924
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2070,gdp-per-capita-ppp,35.4471
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2075,gdp-per-capita-ppp,38.2786
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2080,gdp-per-capita-ppp,41.0854
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2085,gdp-per-capita-ppp,43.9318
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2090,gdp-per-capita-ppp,46.8302
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2095,gdp-per-capita-ppp,49.7459
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",China,2100,gdp-per-capita-ppp,52.6454
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,1975,gdp-per-capita-ppp,3.40354
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,1990,gdp-per-capita-ppp,4.43462
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2005,gdp-per-capita-ppp,5.31304
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2010,gdp-per-capita-ppp,6.22356
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2015,gdp-per-capita-ppp,7.44072
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2021,gdp-per-capita-ppp,7.26978
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2025,gdp-per-capita-ppp,8.46018
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2030,gdp-per-capita-ppp,9.44655
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2035,gdp-per-capita-ppp,10.887
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2040,gdp-per-capita-ppp,12.7555
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2045,gdp-per-capita-ppp,14.9485
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2050,gdp-per-capita-ppp,17.377
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2055,gdp-per-capita-ppp,20.0168
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2060,gdp-per-capita-ppp,22.8454
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2065,gdp-per-capita-ppp,25.8827
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2070,gdp-per-capita-ppp,29.1111
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2075,gdp-per-capita-ppp,32.4945
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2080,gdp-per-capita-ppp,35.9912
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2085,gdp-per-capita-ppp,39.5824
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2090,gdp-per-capita-ppp,43.2592
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2095,gdp-per-capita-ppp,47.0022
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2100,gdp-per-capita-ppp,50.7806
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,1975,gdp-per-capita-ppp,6.43015
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,1990,gdp-per-capita-ppp,8.74964
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2005,gdp-per-capita-ppp,11.2892
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2010,gdp-per-capita-ppp,13.2358
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2015,gdp-per-capita-ppp,15.123
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2021,gdp-per-capita-ppp,18.1494
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2025,gdp-per-capita-ppp,20.6358
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2030,gdp-per-capita-ppp,24.155
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2035,gdp-per-capita-ppp,27.2755
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2040,gdp-per-capita-ppp,30.0759
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2045,gdp-per-capita-ppp,32.408
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2050,gdp-per-capita-ppp,34.5005
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2055,gdp-per-capita-ppp,36.5153
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2060,gdp-per-capita-ppp,38.5694
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2065,gdp-per-capita-ppp,40.7066
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2070,gdp-per-capita-ppp,42.821
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2075,gdp-per-capita-ppp,44.8346
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2080,gdp-per-capita-ppp,46.7126
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2085,gdp-per-capita-ppp,48.4855
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2090,gdp-per-capita-ppp,50.2104
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2095,gdp-per-capita-ppp,51.925
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2100,gdp-per-capita-ppp,53.6217
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,1975,gdp-per-capita-ppp,12.4932
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,1990,gdp-per-capita-ppp,17.8828
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2005,gdp-per-capita-ppp,23.0581
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2010,gdp-per-capita-ppp,23.2753
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2015,gdp-per-capita-ppp,24.1508
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2021,gdp-per-capita-ppp,24.591
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2025,gdp-per-capita-ppp,27.0555
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2030,gdp-per-capita-ppp,29.0608
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2035,gdp-per-capita-ppp,31.1078
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2040,gdp-per-capita-ppp,33.3106
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2045,gdp-per-capita-ppp,35.6137
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2050,gdp-per-capita-ppp,37.9313
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2055,gdp-per-capita-ppp,40.3402
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2060,gdp-per-capita-ppp,42.8564
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2065,gdp-per-capita-ppp,45.4568
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2070,gdp-per-capita-ppp,47.9726
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2075,gdp-per-capita-ppp,50.3547
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2080,gdp-per-capita-ppp,52.6078
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2085,gdp-per-capita-ppp,54.7731
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2090,gdp-per-capita-ppp,56.8839
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2095,gdp-per-capita-ppp,58.9367
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-15,2100,gdp-per-capita-ppp,60.8966
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,1975,gdp-per-capita-ppp,4.4155
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,1990,gdp-per-capita-ppp,6.89874
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2005,gdp-per-capita-ppp,8.71308
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2010,gdp-per-capita-ppp,9.92221
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2015,gdp-per-capita-ppp,12.5197
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2021,gdp-per-capita-ppp,14.7639
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2025,gdp-per-capita-ppp,17.5947
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2030,gdp-per-capita-ppp,20.7162
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2035,gdp-per-capita-ppp,23.7882
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2040,gdp-per-capita-ppp,26.5941
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2045,gdp-per-capita-ppp,29.2723
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2050,gdp-per-capita-ppp,31.8558
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2055,gdp-per-capita-ppp,34.4514
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2060,gdp-per-capita-ppp,37.0831
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2065,gdp-per-capita-ppp,39.6545
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2070,gdp-per-capita-ppp,42.057
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2075,gdp-per-capita-ppp,44.3123
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2080,gdp-per-capita-ppp,46.4497
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2085,gdp-per-capita-ppp,48.5443
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2090,gdp-per-capita-ppp,50.6575
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2095,gdp-per-capita-ppp,52.8165
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Europe_Non_EU,2100,gdp-per-capita-ppp,55.0262
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,1975,gdp-per-capita-ppp,20.9324
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,1990,gdp-per-capita-ppp,28.2002
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2005,gdp-per-capita-ppp,34.1521
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2010,gdp-per-capita-ppp,35.3874
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2015,gdp-per-capita-ppp,36.4551
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2021,gdp-per-capita-ppp,37.3999
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2025,gdp-per-capita-ppp,39.9368
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2030,gdp-per-capita-ppp,41.9139
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2035,gdp-per-capita-ppp,43.8957
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2040,gdp-per-capita-ppp,45.7442
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2045,gdp-per-capita-ppp,47.5203
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2050,gdp-per-capita-ppp,49.196
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2055,gdp-per-capita-ppp,50.949
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2060,gdp-per-capita-ppp,52.8663
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2065,gdp-per-capita-ppp,54.9902
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2070,gdp-per-capita-ppp,57.1061
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2075,gdp-per-capita-ppp,59.1351
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2080,gdp-per-capita-ppp,61.0619
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2085,gdp-per-capita-ppp,62.9143
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2090,gdp-per-capita-ppp,64.7232
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2095,gdp-per-capita-ppp,66.476
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",European Free Trade Association,2100,gdp-per-capita-ppp,68.1341
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,1975,gdp-per-capita-ppp,0.734261
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,1990,gdp-per-capita-ppp,1.05295
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2005,gdp-per-capita-ppp,1.86713
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2010,gdp-per-capita-ppp,2.43894
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2015,gdp-per-capita-ppp,3.13271
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2021,gdp-per-capita-ppp,3.82354
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2025,gdp-per-capita-ppp,4.78846
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2030,gdp-per-capita-ppp,6.10879
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2035,gdp-per-capita-ppp,7.47388
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2040,gdp-per-capita-ppp,8.94097
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2045,gdp-per-capita-ppp,10.5403
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2050,gdp-per-capita-ppp,12.3022
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2055,gdp-per-capita-ppp,14.2436
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2060,gdp-per-capita-ppp,16.3663
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2065,gdp-per-capita-ppp,18.6707
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2070,gdp-per-capita-ppp,21.1027
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2075,gdp-per-capita-ppp,23.6839
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2080,gdp-per-capita-ppp,26.3664
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2085,gdp-per-capita-ppp,29.1327
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2090,gdp-per-capita-ppp,31.9692
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2095,gdp-per-capita-ppp,34.8776
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",India,2100,gdp-per-capita-ppp,37.8667
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,1975,gdp-per-capita-ppp,1.37111
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,1990,gdp-per-capita-ppp,2.6574
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2005,gdp-per-capita-ppp,4.02952
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2010,gdp-per-capita-ppp,4.9947
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2015,gdp-per-capita-ppp,6.15582
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2021,gdp-per-capita-ppp,7.32691
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2025,gdp-per-capita-ppp,8.56652
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2030,gdp-per-capita-ppp,10.2949
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2035,gdp-per-capita-ppp,11.9889
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2040,gdp-per-capita-ppp,13.7756
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2045,gdp-per-capita-ppp,15.602
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2050,gdp-per-capita-ppp,17.4473
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2055,gdp-per-capita-ppp,19.4023
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2060,gdp-per-capita-ppp,21.4603
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2065,gdp-per-capita-ppp,23.5941
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2070,gdp-per-capita-ppp,25.7993
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2075,gdp-per-capita-ppp,28.0721
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2080,gdp-per-capita-ppp,30.3935
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2085,gdp-per-capita-ppp,32.7631
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2090,gdp-per-capita-ppp,35.1673
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2095,gdp-per-capita-ppp,37.5955
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Indonesia,2100,gdp-per-capita-ppp,40.0332
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,1975,gdp-per-capita-ppp,11.1826
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,1990,gdp-per-capita-ppp,19.6204
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2005,gdp-per-capita-ppp,22.8134
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2010,gdp-per-capita-ppp,22.7039
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2015,gdp-per-capita-ppp,24.0807
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2021,gdp-per-capita-ppp,24.5229
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2025,gdp-per-capita-ppp,26.4521
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2030,gdp-per-capita-ppp,28.231
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2035,gdp-per-capita-ppp,30.2725
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2040,gdp-per-capita-ppp,32.2738
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2045,gdp-per-capita-ppp,34.4378
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2050,gdp-per-capita-ppp,36.77
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2055,gdp-per-capita-ppp,39.1347
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2060,gdp-per-capita-ppp,41.497
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2065,gdp-per-capita-ppp,43.9289
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2070,gdp-per-capita-ppp,46.4225
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2075,gdp-per-capita-ppp,48.951
