Units,scenario,region,sector,mode,technology,input,Year,value
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2035,1.68942e-09
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2040,2.34698e-08
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2045,3.09422e-07
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2050,3.80839e-06
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2055,9.60753e-06
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2060,2.19378e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2065,4.43732e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2070,7.94575e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2075,0.000128002
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2080,0.000188696
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2085,0.000237652
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2090,0.000286214
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2095,0.000335214
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2100,0.000388805
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2035,1.0089e-09
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2040,3.66987e-08
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2045,1.0485e-06
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2050,2.20872e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2055,5.76419e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2060,0.000134579
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2065,0.000277661
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2070,0.00050104
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2075,0.000803779
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2080,0.0011823
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2085,0.00152223
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2090,0.00188996
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2095,0.00231309
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2100,0.00348561
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,1975,0.0130899
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,1990,0.0178902
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2005,0.0333888
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2010,0.0415219
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2015,0.0492633
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2021,0.0398136
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2025,0.0429531
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2030,0.0529222
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2035,0.0647966
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2040,0.0811981
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2045,0.101187
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2050,0.125302
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2055,0.15463
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2060,0.18938
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2065,0.229641
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2070,0.27433
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2075,0.323304
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2080,0.375209
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2085,0.437381
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2090,0.504012
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2095,0.574424
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2100,0.647615
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2035,4.33035e-07
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2040,1.71051e-06
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2045,7.62359e-06
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2050,2.96041e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2055,7.98313e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2060,0.000156165
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2065,0.000256883
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2070,0.000407632
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2075,0.000651991
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2080,0.00102166
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2085,0.00119561
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2090,0.00136771
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2095,0.0015408
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2100,0.00170483
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2035,1.35906e-08
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2040,5.38628e-08
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2045,3.34716e-07
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2050,1.89927e-06
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2055,5.71223e-06
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2060,1.20337e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2065,2.11206e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2070,3.45489e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2075,5.52433e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2080,8.62657e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2085,0.000108255
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2090,0.000135941
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2095,0.000174866
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2100,0.000423736
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2025,0.000152312
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2030,0.000865138
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2035,0.00289744
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2040,0.00418999
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2045,0.00486293
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2050,0.00531153
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2055,0.00576389
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2060,0.00623527
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2065,0.00668762
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2070,0.00699719
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2075,0.0070973
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2080,0.00692241
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2085,0.00755037
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2090,0.00820943
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2095,0.00886822
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2100,0.00949767
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,1975,0.00318133
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,1990,0.0049208
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2005,0.000844195
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2010,0.00139179
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2015,0.00202659
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2021,0.00415127
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2025,0.00378871
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2030,0.00370114
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2035,0.00283852
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2040,0.0019529
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2045,0.00169371
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2050,0.00157488
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2055,0.00162799
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2060,0.00170099
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2065,0.00176441
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2070,0.00176792
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2075,0.00170757
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2080,0.0015714
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2085,0.00176869
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2090,0.00199196
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2095,0.00223293
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2100,0.00239142
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2030,5.99966e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2035,0.000253547
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2040,0.000466931
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2045,0.000605681
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2050,0.000722781
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2055,0.000857846
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2060,0.00100981
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2065,0.00118022
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2070,0.00136768
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2075,0.00157208
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2080,0.00178653
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2085,0.00200737
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2090,0.00223693
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2095,0.00247352
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2100,0.00275292
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Coal,delivered coal,1975,0.000920878
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2005,5.49996e-06
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2021,2.09998e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2025,2.54826e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2030,2.68285e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2035,1.98733e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2040,1.34003e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2045,1.32669e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2050,1.4992e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2055,1.77857e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2060,2.0928e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2065,2.44525e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2070,2.83265e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2075,3.25396e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2080,3.69752e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2085,4.1538e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2090,4.62832e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2095,5.11748e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2100,5.69198e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2030,6.52909e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2035,0.000282278
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2040,0.000519931
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2045,0.000687442
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2050,0.000838514
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2055,0.00100195
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2060,0.00118502
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2065,0.00139076
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2070,0.00161517
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2075,0.00185729
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2080,0.00211109
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2085,0.00238257
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2090,0.00267037
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2095,0.00297653
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2100,0.00346508
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2030,0.000134969
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2035,0.000566957
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2040,0.00101258
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2045,0.00127521
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2050,0.00147951
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2055,0.00172029
