year;region;powertrain;construction_year;size;vintage_demand_vkm
2015;CAZ;BEV;1996-2000;Large;49
2015;CAZ;BEV;1996-2000;Large SUV;180
2015;CAZ;BEV;1996-2000;Lower medium;6
2015;CAZ;BEV;1996-2000;Medium;49
2015;CAZ;BEV;1996-2000;Van;18
2015;CAZ;BEV;2001-2005;Large;85
2015;CAZ;BEV;2001-2005;Large SUV;300
2015;CAZ;BEV;2001-2005;Lower medium;10
2015;CAZ;BEV;2001-2005;Medium;85
2015;CAZ;BEV;2001-2005;Van;30
2015;CAZ;BEV;2006-2010;Large;211
2015;CAZ;BEV;2006-2010;Large SUV;722
2015;CAZ;BEV;2006-2010;Lower medium;26
2015;CAZ;BEV;2006-2010;Medium;206
2015;CAZ;BEV;2006-2010;Van;72
2015;CAZ;BEV;2011-2015;Large;588
2015;CAZ;BEV;2011-2015;Large SUV;1985
2015;CAZ;BEV;2011-2015;Lower medium;63
2015;CAZ;BEV;2011-2015;Medium;466
2015;CAZ;BEV;2011-2015;Van;166
2015;CAZ;FCEV;1996-2000;Large;43
2015;CAZ;FCEV;1996-2000;Large SUV;157
2015;CAZ;FCEV;1996-2000;Lower medium;1
2015;CAZ;FCEV;1996-2000;Medium;36
2015;CAZ;FCEV;1996-2000;Van;12
2015;CAZ;FCEV;2001-2005;Large;75
2015;CAZ;FCEV;2001-2005;Large SUV;265
2015;CAZ;FCEV;2001-2005;Lower medium;5
2015;CAZ;FCEV;2001-2005;Medium;60
2015;CAZ;FCEV;2001-2005;Van;20
2015;CAZ;FCEV;2006-2010;Large;185
2015;CAZ;FCEV;2006-2010;Large SUV;638
2015;CAZ;FCEV;2006-2010;Lower medium;19
2015;CAZ;FCEV;2006-2010;Medium;151
2015;CAZ;FCEV;2006-2010;Van;55
2015;CAZ;FCEV;2011-2015;Large;261
2015;CAZ;FCEV;2011-2015;Large SUV;898
2015;CAZ;FCEV;2011-2015;Lower medium;24
2015;CAZ;FCEV;2011-2015;Medium;194
2015;CAZ;FCEV;2011-2015;Van;74
2015;CAZ;ICEV-d;1996-2000;13m single deck urban bus;223
2015;CAZ;ICEV-d;1996-2000;18t;349
2015;CAZ;ICEV-d;1996-2000;26t;973
2015;CAZ;ICEV-d;1996-2000;3.5t;1063
2015;CAZ;ICEV-d;1996-2000;7.5t;708
2015;CAZ;ICEV-d;1996-2000;Large;2508
2015;CAZ;ICEV-d;1996-2000;Large SUV;5310
2015;CAZ;ICEV-d;1996-2000;Lower medium;1596
2015;CAZ;ICEV-d;1996-2000;Medium;11724
2015;CAZ;ICEV-d;1996-2000;Van;3558
2015;CAZ;ICEV-d;2001-2005;13m single deck urban bus;375
2015;CAZ;ICEV-d;2001-2005;18t;585
2015;CAZ;ICEV-d;2001-2005;26t;1625
2015;CAZ;ICEV-d;2001-2005;3.5t;1775
2015;CAZ;ICEV-d;2001-2005;7.5t;1180
2015;CAZ;ICEV-d;2001-2005;Large;4180
2015;CAZ;ICEV-d;2001-2005;Large SUV;8850
2015;CAZ;ICEV-d;2001-2005;Lower medium;2660
2015;CAZ;ICEV-d;2001-2005;Medium;19540
2015;CAZ;ICEV-d;2001-2005;Van;5930
2015;CAZ;ICEV-d;2006-2010;13m single deck urban bus;900
2015;CAZ;ICEV-d;2006-2010;18t;1406
2015;CAZ;ICEV-d;2006-2010;26t;3902
2015;CAZ;ICEV-d;2006-2010;3.5t;4260
2015;CAZ;ICEV-d;2006-2010;7.5t;2837
2015;CAZ;ICEV-d;2006-2010;Large;10039
2015;CAZ;ICEV-d;2006-2010;Large SUV;21242
2015;CAZ;ICEV-d;2006-2010;Lower medium;6389
2015;CAZ;ICEV-d;2006-2010;Medium;46898
2015;CAZ;ICEV-d;2006-2010;Van;14239
2015;CAZ;ICEV-d;2011-2015;13m single deck urban bus;2176
2015;CAZ;ICEV-d;2011-2015;18t;3189
2015;CAZ;ICEV-d;2011-2015;26t;8838
2015;CAZ;ICEV-d;2011-2015;3.5t;9604
2015;CAZ;ICEV-d;2011-2015;7.5t;6421
2015;CAZ;ICEV-d;2011-2015;Large;11638
2015;CAZ;ICEV-d;2011-2015;Large SUV;24539
2015;CAZ;ICEV-d;2011-2015;Lower medium;7130
2015;CAZ;ICEV-d;2011-2015;Medium;52385
2015;CAZ;ICEV-d;2011-2015;Van;15803
2015;CAZ;ICEV-g;1996-2000;13m single deck urban bus;18
2015;CAZ;ICEV-g;1996-2000;Large;25
2015;CAZ;ICEV-g;1996-2000;Large SUV;90
2015;CAZ;ICEV-g;1996-2000;Lower medium;6
2015;CAZ;ICEV-g;1996-2000;Medium;66
2015;CAZ;ICEV-g;1996-2000;Van;18
2015;CAZ;ICEV-g;2001-2005;13m single deck urban bus;30
2015;CAZ;ICEV-g;2001-2005;Large;45
2015;CAZ;ICEV-g;2001-2005;Large SUV;150
2015;CAZ;ICEV-g;2001-2005;Lower medium;10
2015;CAZ;ICEV-g;2001-2005;Medium;110
2015;CAZ;ICEV-g;2001-2005;Van;30
2015;CAZ;ICEV-g;2006-2010;13m single deck urban bus;74
2015;CAZ;ICEV-g;2006-2010;Large;115
2015;CAZ;ICEV-g;2006-2010;Large SUV;367
2015;CAZ;ICEV-g;2006-2010;Lower medium;31
2015;CAZ;ICEV-g;2006-2010;Medium;264
2015;CAZ;ICEV-g;2006-2010;Van;74
2015;CAZ;ICEV-g;2011-2015;13m single deck urban bus;181
2015;CAZ;ICEV-g;2011-2015;Large;152
2015;CAZ;ICEV-g;2011-2015;Large SUV;475
2015;CAZ;ICEV-g;2011-2015;Lower medium;42
2015;CAZ;ICEV-g;2011-2015;Medium;333
2015;CAZ;ICEV-g;2011-2015;Van;93
2015;CAZ;ICEV-d;1996-2000;13m single deck urban bus;307
2015;CAZ;ICEV-d;1996-2000;18t;486
2015;CAZ;ICEV-d;1996-2000;26t;1345
2015;CAZ;ICEV-d;1996-2000;3.5t;1470
2015;CAZ;ICEV-d;1996-2000;7.5t;978
2015;CAZ;ICEV-p;1996-2000;Large;3463
2015;CAZ;ICEV-p;1996-2000;Large SUV;7332
2015;CAZ;ICEV-p;1996-2000;Lower medium;2203
2015;CAZ;ICEV-p;1996-2000;Medium;16189
2015;CAZ;ICEV-p;1996-2000;Van;4915
2015;CAZ;ICEV-d;2001-2005;13m single deck urban bus;515
2015;CAZ;ICEV-d;2001-2005;18t;810
2015;CAZ;ICEV-d;2001-2005;26t;2245
2015;CAZ;ICEV-d;2001-2005;3.5t;2450
2015;CAZ;ICEV-d;2001-2005;7.5t;1630
2015;CAZ;ICEV-p;2001-2005;Large;5775
2015;CAZ;ICEV-p;2001-2005;Large SUV;12220
2015;CAZ;ICEV-p;2001-2005;Lower medium;3675
2015;CAZ;ICEV-p;2001-2005;Medium;26985
2015;CAZ;ICEV-p;2001-2005;Van;8195
2015;CAZ;ICEV-d;2006-2010;13m single deck urban bus;1241
2015;CAZ;ICEV-d;2006-2010;18t;1944
2015;CAZ;ICEV-d;2006-2010;26t;5390
2015;CAZ;ICEV-d;2006-2010;3.5t;5882
2015;CAZ;ICEV-d;2006-2010;7.5t;3919
2015;CAZ;ICEV-p;2006-2010;Large;13865
2015;CAZ;ICEV-p;2006-2010;Large SUV;29335
2015;CAZ;ICEV-p;2006-2010;Lower medium;8825
2015;CAZ;ICEV-p;2006-2010;Medium;64764
2015;CAZ;ICEV-p;2006-2010;Van;19668
2015;CAZ;ICEV-d;2011-2015;13m single deck urban bus;2895
2015;CAZ;ICEV-d;2011-2015;18t;4244
2015;CAZ;ICEV-d;2011-2015;26t;11763
2015;CAZ;ICEV-d;2011-2015;3.5t;12782
2015;CAZ;ICEV-d;2011-2015;7.5t;8546
2015;CAZ;ICEV-p;2011-2015;Large;15509
2015;CAZ;ICEV-p;2011-2015;Large SUV;32701
2015;CAZ;ICEV-p;2011-2015;Lower medium;9506
2015;CAZ;ICEV-p;2011-2015;Medium;69825
2015;CAZ;ICEV-p;2011-2015;Van;21066
2015;CAZ;PHEV-d;1996-2000;Large;175
2015;CAZ;PHEV-d;1996-2000;Large SUV;582
2015;CAZ;PHEV-d;1996-2000;Lower medium;19
2015;CAZ;PHEV-d;1996-2000;Medium;145
2015;CAZ;PHEV-d;1996-2000;Van;54
2015;CAZ;PHEV-d;2001-2005;Large;295
2015;CAZ;PHEV-d;2001-2005;Large SUV;970
2015;CAZ;PHEV-d;2001-2005;Lower medium;35
2015;CAZ;PHEV-d;2001-2005;Medium;245
2015;CAZ;PHEV-d;2001-2005;Van;90
2015;CAZ;PHEV-d;2006-2010;Large;715
2015;CAZ;PHEV-d;2006-2010;Large SUV;2330
2015;CAZ;PHEV-d;2006-2010;Lower medium;84
2015;CAZ;PHEV-d;2006-2010;Medium;595
2015;CAZ;PHEV-d;2006-2010;Van;216
2015;CAZ;PHEV-d;2011-2015;Large;1182
2015;CAZ;PHEV-d;2011-2015;Large SUV;3837
2015;CAZ;PHEV-d;2011-2015;Lower medium;122
2015;CAZ;PHEV-d;2011-2015;Medium;866
2015;CAZ;PHEV-d;2011-2015;Van;321
2015;CAZ;PHEV-p;1996-2000;Large;246
2015;CAZ;PHEV-p;1996-2000;Large SUV;804
2015;CAZ;PHEV-p;1996-2000;Lower medium;25
2015;CAZ;PHEV-p;1996-2000;Medium;204
2015;CAZ;PHEV-p;1996-2000;Van;73
2015;CAZ;PHEV-p;2001-2005;Large;410
2015;CAZ;PHEV-p;2001-2005;Large SUV;1340
2015;CAZ;PHEV-p;2001-2005;Lower medium;45
2015;CAZ;PHEV-p;2001-2005;Medium;340
2015;CAZ;PHEV-p;2001-2005;Van;125
2015;CAZ;PHEV-p;2006-2010;Large;986
2015;CAZ;PHEV-p;2006-2010;Large SUV;3218
2015;CAZ;PHEV-p;2006-2010;Lower medium;115
2015;CAZ;PHEV-p;2006-2010;Medium;823
2015;CAZ;PHEV-p;2006-2010;Van;300
2015;CAZ;PHEV-p;2011-2015;Large;1573
2015;CAZ;PHEV-p;2011-2015;Large SUV;5103
2015;CAZ;PHEV-p;2011-2015;Lower medium;162
2015;CAZ;PHEV-p;2011-2015;Medium;1153
2015;CAZ;PHEV-p;2011-2015;Van;427
2015;CHA;BEV;1996-2000;Lower medium;1
2015;CHA;BEV;1996-2000;Medium SUV;6
2015;CHA;BEV;2001-2005;Lower medium;5
2015;CHA;BEV;2001-2005;Medium SUV;10
2015;CHA;BEV;2006-2010;Lower medium;17
2015;CHA;BEV;2006-2010;Medium SUV;31
2015;CHA;BEV;2011-2015;Lower medium;91
2015;CHA;BEV;2011-2015;Medium SUV;160
2015;CHA;BEV;2011-2015;Small;13
2015;CHA;FCEV;1996-2000;Lower medium;1
2015;CHA;FCEV;1996-2000;Medium SUV;1
2015;CHA;FCEV;2001-2005;Lower medium;5
2015;CHA;FCEV;2001-2005;Medium SUV;5
2015;CHA;FCEV;2006-2010;Lower medium;12
2015;CHA;FCEV;2006-2010;Medium SUV;19
2015;CHA;FCEV;2011-2015;Lower medium;29
2015;CHA;FCEV;2011-2015;Medium SUV;55
2015;CHA;FCEV;2011-2015;Small;5
2015;CHA;ICEV-d;1996-2000;13m single deck urban bus;4290
2015;CHA;ICEV-d;1996-2000;18t;3318
2015;CHA;ICEV-d;1996-2000;3.5t;26004
2015;CHA;ICEV-d;1996-2000;7.5t;3007
2015;CHA;ICEV-d;1996-2000;Lower medium;6828
2015;CHA;ICEV-d;1996-2000;Medium SUV;2724
2015;CHA;ICEV-d;1996-2000;Mini;3840
2015;CHA;ICEV-d;1996-2000;Small;6372
2015;CHA;ICEV-d;2001-2005;13m single deck urban bus;7150
2015;CHA;ICEV-d;2001-2005;18t;5530
2015;CHA;ICEV-d;2001-2005;3.5t;43340
2015;CHA;ICEV-d;2001-2005;7.5t;5015
2015;CHA;ICEV-d;2001-2005;Lower medium;11380
2015;CHA;ICEV-d;2001-2005;Medium SUV;4540
2015;CHA;ICEV-d;2001-2005;Mini;6400
2015;CHA;ICEV-d;2001-2005;Small;10620
2015;CHA;ICEV-d;2006-2010;13m single deck urban bus;17167
2015;CHA;ICEV-d;2006-2010;18t;13277
2015;CHA;ICEV-d;2006-2010;3.5t;104016
2015;CHA;ICEV-d;2006-2010;7.5t;12036
2015;CHA;ICEV-d;2006-2010;Lower medium;27319
2015;CHA;ICEV-d;2006-2010;Medium SUV;10901
2015;CHA;ICEV-d;2006-2010;Mini;15367
2015;CHA;ICEV-d;2006-2010;Small;25495
2015;CHA;ICEV-d;2011-2015;13m single deck urban bus;57317
2015;CHA;ICEV-d;2011-2015;18t;32795
2015;CHA;ICEV-d;2011-2015;3.5t;254891
2015;CHA;ICEV-d;2011-2015;7.5t;29925
2015;CHA;ICEV-d;2011-2015;Lower medium;55474
2015;CHA;ICEV-d;2011-2015;Medium SUV;22406
2015;CHA;ICEV-d;2011-2015;Mini;29035
2015;CHA;ICEV-d;2011-2015;Small;50047
2015;CHA;ICEV-g;1996-2000;13m single deck urban bus;1027
2015;CHA;ICEV-g;1996-2000;Lower medium;1
2015;CHA;ICEV-g;1996-2000;Medium SUV;7
2015;CHA;ICEV-g;2001-2005;13m single deck urban bus;1715
2015;CHA;ICEV-g;2001-2005;Lower medium;5
2015;CHA;ICEV-g;2001-2005;Medium SUV;15
2015;CHA;ICEV-g;2006-2010;13m single deck urban bus;4116
2015;CHA;ICEV-g;2006-2010;18t;5
2015;CHA;ICEV-g;2006-2010;Lower medium;19
2015;CHA;ICEV-g;2006-2010;Medium SUV;41
2015;CHA;ICEV-g;2011-2015;13m single deck urban bus;14255
2015;CHA;ICEV-g;2011-2015;18t;44
2015;CHA;ICEV-g;2011-2015;3.5t;10
2015;CHA;ICEV-g;2011-2015;7.5t;12
2015;CHA;ICEV-g;2011-2015;Lower medium;52
2015;CHA;ICEV-g;2011-2015;Medium SUV;106
2015;CHA;ICEV-g;2011-2015;Small;6
2015;CHA;ICEV-d;1996-2000;13m single deck urban bus;3108
2015;CHA;ICEV-d;1996-2000;18t;2401
2015;CHA;ICEV-d;1996-2000;3.5t;18828
2015;CHA;ICEV-d;1996-2000;7.5t;2178
2015;CHA;ICEV-p;1996-2000;Lower medium;4944
2015;CHA;ICEV-p;1996-2000;Medium SUV;1969
2015;CHA;ICEV-p;1996-2000;Mini;2779
2015;CHA;ICEV-p;1996-2000;Small;4614
2015;CHA;ICEV-d;2001-2005;13m single deck urban bus;5180
2015;CHA;ICEV-d;2001-2005;18t;4005
2015;CHA;ICEV-d;2001-2005;3.5t;31380
2015;CHA;ICEV-d;2001-2005;7.5t;3630
2015;CHA;ICEV-p;2001-2005;Lower medium;8240
2015;CHA;ICEV-p;2001-2005;Medium SUV;3285
2015;CHA;ICEV-p;2001-2005;Mini;4635
2015;CHA;ICEV-p;2001-2005;Small;7690
2015;CHA;ICEV-d;2006-2010;13m single deck urban bus;12432
2015;CHA;ICEV-d;2006-2010;18t;9614
2015;CHA;ICEV-d;2006-2010;3.5t;75319
2015;CHA;ICEV-d;2006-2010;7.5t;8717
2015;CHA;ICEV-p;2006-2010;Lower medium;19783
2015;CHA;ICEV-p;2006-2010;Medium SUV;7891
2015;CHA;ICEV-p;2006-2010;Mini;11129
2015;CHA;ICEV-p;2006-2010;Small;18463
2015;CHA;ICEV-d;2011-2015;13m single deck urban bus;43113
2015;CHA;ICEV-d;2011-2015;18t;24655
2015;CHA;ICEV-d;2011-2015;3.5t;191588
2015;CHA;ICEV-d;2011-2015;7.5t;22499
2015;CHA;ICEV-p;2011-2015;Lower medium;41691
2015;CHA;ICEV-p;2011-2015;Medium SUV;16842
2015;CHA;ICEV-p;2011-2015;Mini;21792
2015;CHA;ICEV-p;2011-2015;Small;37591
2015;CHA;PHEV-d;1996-2000;Lower medium;19
2015;CHA;PHEV-d;1996-2000;Medium SUV;31
2015;CHA;PHEV-d;1996-2000;Small;1
2015;CHA;PHEV-d;2001-2005;Lower medium;35
2015;CHA;PHEV-d;2001-2005;Medium SUV;55
2015;CHA;PHEV-d;2001-2005;Small;5
2015;CHA;PHEV-d;2006-2010;Lower medium;86
2015;CHA;PHEV-d;2006-2010;Medium SUV;134
2015;CHA;PHEV-d;2006-2010;Small;14
2015;CHA;PHEV-d;2011-2015;Lower medium;256
2015;CHA;PHEV-d;2011-2015;Medium SUV;386
2015;CHA;PHEV-d;2011-2015;Mini;7
2015;CHA;PHEV-d;2011-2015;Small;47
2015;CHA;PHEV-p;1996-2000;Lower medium;13
2015;CHA;PHEV-p;1996-2000;Medium SUV;24
2015;CHA;PHEV-p;1996-2000;Small;1
2015;CHA;PHEV-p;2001-2005;Lower medium;25
2015;CHA;PHEV-p;2001-2005;Medium SUV;40
2015;CHA;PHEV-p;2001-2005;Small;5
2015;CHA;PHEV-p;2006-2010;Lower medium;62
2015;CHA;PHEV-p;2006-2010;Medium SUV;96
2015;CHA;PHEV-p;2006-2010;Small;12
2015;CHA;PHEV-p;2011-2015;Lower medium;192
2015;CHA;PHEV-p;2011-2015;Medium SUV;291
2015;CHA;PHEV-p;2011-2015;Mini;5
2015;CHA;PHEV-p;2011-2015;Small;34
2015;EUR;BEV;1996-2000;Lower medium;85
2015;EUR;BEV;1996-2000;Medium;73
2015;EUR;BEV;1996-2000;Medium SUV;324
2015;EUR;BEV;1996-2000;Small;60
2015;EUR;BEV;2001-2005;Lower medium;145
2015;EUR;BEV;2001-2005;Medium;125
2015;EUR;BEV;2001-2005;Medium SUV;540
2015;EUR;BEV;2001-2005;Small;100
2015;EUR;BEV;2006-2010;Lower medium;355
2015;EUR;BEV;2006-2010;Medium;300
2015;EUR;BEV;2006-2010;Medium SUV;1303
2015;EUR;BEV;2006-2010;Small;240
2015;EUR;BEV;2006-2010;Van;5
2015;EUR;BEV;2011-2015;Lower medium;918
2015;EUR;BEV;2011-2015;Medium;775
2015;EUR;BEV;2011-2015;Medium SUV;2938
2015;EUR;BEV;2011-2015;Small;644
2015;EUR;BEV;2011-2015;Van;11
2015;EUR;FCEV;1996-2000;Lower medium;61
2015;EUR;FCEV;1996-2000;Medium;49
2015;EUR;FCEV;1996-2000;Medium SUV;217
2015;EUR;FCEV;1996-2000;Small;43
2015;EUR;FCEV;2001-2005;Lower medium;105
2015;EUR;FCEV;2001-2005;Medium;85
2015;EUR;FCEV;2001-2005;Medium SUV;365
2015;EUR;FCEV;2001-2005;Small;75
2015;EUR;FCEV;2006-2010;Lower medium;257
2015;EUR;FCEV;2006-2010;Medium;204
2015;EUR;FCEV;2006-2010;Medium SUV;876
2015;EUR;FCEV;2006-2010;Small;185
2015;EUR;FCEV;2006-2010;Van;2
2015;EUR;FCEV;2011-2015;Lower medium;363
2015;EUR;FCEV;2011-2015;Medium;302
2015;EUR;FCEV;2011-2015;Medium SUV;1231
2015;EUR;FCEV;2011-2015;Small;262
2015;EUR;FCEV;2011-2015;Van;5
2015;EUR;ICEV-d;1996-2000;13m single deck urban bus;4026
2015;EUR;ICEV-d;1996-2000;18t;2538
2015;EUR;ICEV-d;1996-2000;26t;3079
2015;EUR;ICEV-d;1996-2000;3.5t;15648
2015;EUR;ICEV-d;1996-2000;40t;5274
2015;EUR;ICEV-d;1996-2000;7.5t;14659
2015;EUR;ICEV-d;1996-2000;Lower medium;45432
2015;EUR;ICEV-d;1996-2000;Medium;24811
2015;EUR;ICEV-d;1996-2000;Medium SUV;21595
2015;EUR;ICEV-d;1996-2000;Small;63547
2015;EUR;ICEV-d;1996-2000;Van;282
2015;EUR;ICEV-d;2001-2005;13m single deck urban bus;6710
2015;EUR;ICEV-d;2001-2005;18t;4230
2015;EUR;ICEV-d;2001-2005;26t;5135
2015;EUR;ICEV-d;2001-2005;3.5t;26080
2015;EUR;ICEV-d;2001-2005;40t;8790
2015;EUR;ICEV-d;2001-2005;7.5t;24435
2015;EUR;ICEV-d;2001-2005;Lower medium;75720
2015;EUR;ICEV-d;2001-2005;Medium;41355
2015;EUR;ICEV-d;2001-2005;Medium SUV;35995
2015;EUR;ICEV-d;2001-2005;Small;105915
2015;EUR;ICEV-d;2001-2005;Van;470
2015;EUR;ICEV-d;2006-2010;13m single deck urban bus;16111
2015;EUR;ICEV-d;2006-2010;18t;10154
2015;EUR;ICEV-d;2006-2010;26t;12326
2015;EUR;ICEV-d;2006-2010;3.5t;62599
2015;EUR;ICEV-d;2006-2010;40t;21103
2015;EUR;ICEV-d;2006-2010;7.5t;58646
2015;EUR;ICEV-d;2006-2010;Lower medium;181728
2015;EUR;ICEV-d;2006-2010;Medium;99259
2015;EUR;ICEV-d;2006-2010;Medium SUV;86390
2015;EUR;ICEV-d;2006-2010;Small;254203
2015;EUR;ICEV-d;2006-2010;Van;1130
2015;EUR;ICEV-d;2011-2015;13m single deck urban bus;43990
2015;EUR;ICEV-d;2011-2015;18t;22347
2015;EUR;ICEV-d;2011-2015;26t;26987
2015;EUR;ICEV-d;2011-2015;3.5t;137325
2015;EUR;ICEV-d;2011-2015;40t;46516
2015;EUR;ICEV-d;2011-2015;7.5t;128276
2015;EUR;ICEV-d;2011-2015;Lower medium;227767
2015;EUR;ICEV-d;2011-2015;Medium;124366
2015;EUR;ICEV-d;2011-2015;Medium SUV;111870
2015;EUR;ICEV-d;2011-2015;Small;317991
2015;EUR;ICEV-d;2011-2015;Van;1344
2015;EUR;ICEV-g;1996-2000;13m single deck urban bus;78
2015;EUR;ICEV-g;1996-2000;3.5t;42
2015;EUR;ICEV-g;1996-2000;Lower medium;97
2015;EUR;ICEV-g;1996-2000;Medium;90
2015;EUR;ICEV-g;1996-2000;Medium SUV;379
2015;EUR;ICEV-g;1996-2000;Small;66
2015;EUR;ICEV-g;2001-2005;13m single deck urban bus;130
2015;EUR;ICEV-g;2001-2005;3.5t;70
2015;EUR;ICEV-g;2001-2005;Lower medium;165
2015;EUR;ICEV-g;2001-2005;Medium;150
2015;EUR;ICEV-g;2001-2005;Medium SUV;635
2015;EUR;ICEV-g;2001-2005;Small;110
2015;EUR;ICEV-g;2006-2010;13m single deck urban bus;319
2015;EUR;ICEV-g;2006-2010;3.5t;173
2015;EUR;ICEV-g;2006-2010;Lower medium;403
2015;EUR;ICEV-g;2006-2010;Medium;360
2015;EUR;ICEV-g;2006-2010;Medium SUV;1529
2015;EUR;ICEV-g;2006-2010;Small;266
2015;EUR;ICEV-g;2006-2010;Van;5
2015;EUR;ICEV-g;2011-2015;13m single deck urban bus;843
2015;EUR;ICEV-g;2011-2015;3.5t;383
2015;EUR;ICEV-g;2011-2015;Lower medium;560
2015;EUR;ICEV-g;2011-2015;Medium;509
2015;EUR;ICEV-g;2011-2015;Medium SUV;2093
2015;EUR;ICEV-g;2011-2015;Small;370
2015;EUR;ICEV-g;2011-2015;Van;5
2015;EUR;ICEV-d;1996-2000;13m single deck urban bus;1891
2015;EUR;ICEV-d;1996-2000;18t;1194
2015;EUR;ICEV-d;1996-2000;26t;1447
2015;EUR;ICEV-d;1996-2000;3.5t;7363
2015;EUR;ICEV-d;1996-2000;40t;2479
2015;EUR;ICEV-d;1996-2000;7.5t;6895
2015;EUR;ICEV-p;1996-2000;Lower medium;21378
2015;EUR;ICEV-p;1996-2000;Medium;11676
2015;EUR;ICEV-p;1996-2000;Medium SUV;10159
2015;EUR;ICEV-p;1996-2000;Small;29904
2015;EUR;ICEV-p;1996-2000;Van;132
2015;EUR;ICEV-d;2001-2005;13m single deck urban bus;3155
2015;EUR;ICEV-d;2001-2005;18t;1990
2015;EUR;ICEV-d;2001-2005;26t;2415
2015;EUR;ICEV-d;2001-2005;3.5t;12275
2015;EUR;ICEV-d;2001-2005;40t;4135
2015;EUR;ICEV-d;2001-2005;7.5t;11495
2015;EUR;ICEV-p;2001-2005;Lower medium;35630
2015;EUR;ICEV-p;2001-2005;Medium;19460
2015;EUR;ICEV-p;2001-2005;Medium SUV;16935
2015;EUR;ICEV-p;2001-2005;Small;49840
2015;EUR;ICEV-p;2001-2005;Van;220
2015;EUR;ICEV-d;2006-2010;13m single deck urban bus;7579
2015;EUR;ICEV-d;2006-2010;18t;4778
2015;EUR;ICEV-d;2006-2010;26t;5798
2015;EUR;ICEV-d;2006-2010;3.5t;29460
2015;EUR;ICEV-d;2006-2010;40t;9929
2015;EUR;ICEV-d;2006-2010;7.5t;27595
2015;EUR;ICEV-p;2006-2010;Lower medium;85519
2015;EUR;ICEV-p;2006-2010;Medium;46709
2015;EUR;ICEV-p;2006-2010;Medium SUV;40651
2015;EUR;ICEV-p;2006-2010;Small;119623
2015;EUR;ICEV-p;2006-2010;Van;530
2015;EUR;ICEV-d;2011-2015;13m single deck urban bus;18600
2015;EUR;ICEV-d;2011-2015;18t;9458
2015;EUR;ICEV-d;2011-2015;26t;11424
2015;EUR;ICEV-d;2011-2015;3.5t;58136
2015;EUR;ICEV-d;2011-2015;40t;19690
2015;EUR;ICEV-d;2011-2015;7.5t;54307
2015;EUR;ICEV-p;2011-2015;Lower medium;96762
2015;EUR;ICEV-p;2011-2015;Medium;52833
2015;EUR;ICEV-p;2011-2015;Medium SUV;47507
2015;EUR;ICEV-p;2011-2015;Small;135096
2015;EUR;ICEV-p;2011-2015;Van;570
2015;EUR;PHEV-d;1996-2000;Lower medium;426
2015;EUR;PHEV-d;1996-2000;Medium;342
2015;EUR;PHEV-d;1996-2000;Medium SUV;1122
2015;EUR;PHEV-d;1996-2000;Small;318
2015;EUR;PHEV-d;1996-2000;Van;6
2015;EUR;PHEV-d;2001-2005;Lower medium;710
2015;EUR;PHEV-d;2001-2005;Medium;570
2015;EUR;PHEV-d;2001-2005;Medium SUV;1870
2015;EUR;PHEV-d;2001-2005;Small;530
2015;EUR;PHEV-d;2001-2005;Van;10
2015;EUR;PHEV-d;2006-2010;Lower medium;1704
2015;EUR;PHEV-d;2006-2010;Medium;1373
2015;EUR;PHEV-d;2006-2010;Medium SUV;4488
2015;EUR;PHEV-d;2006-2010;Small;1279
2015;EUR;PHEV-d;2006-2010;Van;24
2015;EUR;PHEV-d;2011-2015;Lower medium;2804
2015;EUR;PHEV-d;2011-2015;Medium;2293
2015;EUR;PHEV-d;2011-2015;Medium SUV;7090
2015;EUR;PHEV-d;2011-2015;Small;2131
2015;EUR;PHEV-d;2011-2015;Van;37
2015;EUR;PHEV-p;1996-2000;Lower medium;198
2015;EUR;PHEV-p;1996-2000;Medium;157
2015;EUR;PHEV-p;1996-2000;Medium SUV;528
2015;EUR;PHEV-p;1996-2000;Small;150
2015;EUR;PHEV-p;2001-2005;Lower medium;330
2015;EUR;PHEV-p;2001-2005;Medium;265
2015;EUR;PHEV-p;2001-2005;Medium SUV;880
2015;EUR;PHEV-p;2001-2005;Small;250
2015;EUR;PHEV-p;2006-2010;Lower medium;799
2015;EUR;PHEV-p;2006-2010;Medium;643
2015;EUR;PHEV-p;2006-2010;Medium SUV;2112
2015;EUR;PHEV-p;2006-2010;Small;600
2015;EUR;PHEV-p;2006-2010;Van;7
2015;EUR;PHEV-p;2011-2015;Lower medium;1185
2015;EUR;PHEV-p;2011-2015;Medium;969
2015;EUR;PHEV-p;2011-2015;Medium SUV;3002
2015;EUR;PHEV-p;2011-2015;Small;900
2015;EUR;PHEV-p;2011-2015;Van;15
2015;IND;ICEV-d;1996-2000;13m single deck urban bus;1543
2015;IND;ICEV-d;1996-2000;18t;1039
2015;IND;ICEV-d;1996-2000;3.5t;1440
2015;IND;ICEV-d;1996-2000;7.5t;5557
2015;IND;ICEV-d;1996-2000;Lower medium;595
2015;IND;ICEV-d;1996-2000;Mini;1614
2015;IND;ICEV-d;1996-2000;Small;3714
2015;IND;ICEV-d;2001-2005;13m single deck urban bus;2575
2015;IND;ICEV-d;2001-2005;18t;1735
2015;IND;ICEV-d;2001-2005;3.5t;2400
2015;IND;ICEV-d;2001-2005;7.5t;9265
2015;IND;ICEV-d;2001-2005;Lower medium;995
2015;IND;ICEV-d;2001-2005;Mini;2690
