year;region;powertrain;construction_year;size;vintage_demand_vkm
2050;RUS;PHEV-d;2040;40t;280.5921182
2060;RUS;PHEV-d;2050;40t;323.7146738
2005;SAF;FCEV;2000;40t;0
2010;SAF;FCEV;2000;40t;0
2015;SAF;FCEV;2005;40t;0
2020;SAF;FCEV;2010;40t;0
2025;SAF;FCEV;2015;40t;0
2030;SAF;FCEV;2020;40t;0
2035;SAF;FCEV;2025;40t;1.06216E-07
2040;SAF;FCEV;2030;40t;0.019058479
2045;SAF;FCEV;2035;40t;0.155016693
2050;SAF;FCEV;2040;40t;0.375257202
2060;SAF;FCEV;2050;40t;0.766370911
2005;SAF;HEV-d;2000;26t;0.000578744
2010;SAF;HEV-d;2000;26t;0.001128966
2015;SAF;HEV-d;2005;26t;0.439072807
2020;SAF;HEV-d;2010;26t;0.809839767
2025;SAF;HEV-d;2015;26t;3.072864522
2030;SAF;HEV-d;2020;26t;4.732875568
2035;SAF;HEV-d;2025;26t;5.160112178
2040;SAF;HEV-d;2030;26t;4.383866142
2045;SAF;HEV-d;2035;26t;3.54716275
2050;SAF;HEV-d;2040;26t;3.213515686
2060;SAF;HEV-d;2050;26t;3.12013768
2005;SAF;HEV-d;2000;40t;0.00034274
2010;SAF;HEV-d;2000;40t;0.000739832
2015;SAF;HEV-d;2005;40t;1.174760422
2020;SAF;HEV-d;2010;40t;2.179663879
2025;SAF;HEV-d;2015;40t;17.17553547
2030;SAF;HEV-d;2020;40t;24.27481933
2035;SAF;HEV-d;2025;40t;27.89078403
2040;SAF;HEV-d;2030;40t;28.1947417
2045;SAF;HEV-d;2035;40t;26.93557385
2050;SAF;HEV-d;2040;40t;26.57081665
2060;SAF;HEV-d;2050;40t;27.18381812
2005;SAF;ICEV-d;2000;26t;33.83760149
2010;SAF;ICEV-d;2000;26t;35.89745562
2015;SAF;ICEV-d;2005;26t;39.75172466
2020;SAF;ICEV-d;2010;26t;41.21979985
2025;SAF;ICEV-d;2015;26t;30.41646657
2030;SAF;ICEV-d;2020;26t;23.71901633
2035;SAF;ICEV-d;2025;26t;17.19117529
2040;SAF;ICEV-d;2030;26t;11.11193506
2045;SAF;ICEV-d;2035;26t;5.983552246
2050;SAF;ICEV-d;2040;26t;3.940344421
2060;SAF;ICEV-d;2050;26t;3.302835144
2005;SAF;ICEV-d;2000;40t;136.067572
2010;SAF;ICEV-d;2000;40t;144.7974182
2015;SAF;ICEV-d;2005;40t;168.9852629
2020;SAF;ICEV-d;2010;40t;178.6388498
2025;SAF;ICEV-d;2015;40t;166.2122181
2030;SAF;ICEV-d;2020;40t;152.728807
2035;SAF;ICEV-d;2025;40t;125.8254272
2040;SAF;ICEV-d;2030;40t;87.78797119
2045;SAF;ICEV-d;2035;40t;53.23879199
2050;SAF;ICEV-d;2040;40t;37.61940759
2060;SAF;ICEV-d;2050;40t;32.18580103
2005;SAF;PHEV-d;2000;26t;9.64803E-08
2010;SAF;PHEV-d;2000;26t;3.30288E-05
2015;SAF;PHEV-d;2005;26t;1.693525614
2020;SAF;PHEV-d;2010;26t;3.167020822
2025;SAF;PHEV-d;2015;26t;16.21963927
2030;SAF;PHEV-d;2020;26t;27.89739847
2035;SAF;PHEV-d;2025;26t;40.75853165
2040;SAF;PHEV-d;2030;26t;54.43045673
2045;SAF;PHEV-d;2035;26t;66.04208813
2050;SAF;PHEV-d;2040;26t;73.68962207
2060;SAF;PHEV-d;2050;26t;85.30688086
2005;SAF;PHEV-d;2000;40t;5.83297E-08
2010;SAF;PHEV-d;2000;40t;1.43862E-07
2015;SAF;PHEV-d;2005;40t;2.731123661
2020;SAF;PHEV-d;2010;40t;5.101310037
2025;SAF;PHEV-d;2015;40t;19.98399299
2030;SAF;PHEV-d;2020;40t;52.64232504
2035;SAF;PHEV-d;2025;40t;102.4197631
2040;SAF;PHEV-d;2030;40t;167.161958
2045;SAF;PHEV-d;2035;40t;225.7018418
2050;SAF;PHEV-d;2040;40t;262.8201582
2060;SAF;PHEV-d;2050;40t;311.3875684
2005;SEAS;FCEV;2000;26t;0
2010;SEAS;FCEV;2000;26t;0
2015;SEAS;FCEV;2005;26t;0
2020;SEAS;FCEV;2010;26t;0
2025;SEAS;FCEV;2015;26t;0
2030;SEAS;FCEV;2020;26t;0
2035;SEAS;FCEV;2025;26t;2.00285E-08
2040;SEAS;FCEV;2030;26t;0.003603043
2045;SEAS;FCEV;2035;26t;0.031039049
2050;SEAS;FCEV;2040;26t;0.109261703
2060;SEAS;FCEV;2050;26t;0.145951599
2005;SEAS;FCEV;2000;40t;0
2010;SEAS;FCEV;2000;40t;0
2015;SEAS;FCEV;2005;40t;1.66762E-36
2020;SEAS;FCEV;2010;40t;5.24053E-30
2025;SEAS;FCEV;2015;40t;7.10569E-23
2030;SEAS;FCEV;2020;40t;4.45118E-17
2035;SEAS;FCEV;2025;40t;7.77423E-11
2040;SEAS;FCEV;2030;40t;0.029831186
2045;SEAS;FCEV;2035;40t;0.299725353
2050;SEAS;FCEV;2040;40t;1.19392763
2060;SEAS;FCEV;2050;40t;2.080823162
2005;SEAS;HEV-d;2000;26t;1.50374E-07
2010;SEAS;HEV-d;2000;26t;0.000130533
2015;SEAS;HEV-d;2005;26t;1.073962067
2020;SEAS;HEV-d;2010;26t;2.24189559
2025;SEAS;HEV-d;2015;26t;15.70414455
2030;SEAS;HEV-d;2020;26t;27.83160548
2035;SEAS;HEV-d;2025;26t;41.86338994
2040;SEAS;HEV-d;2030;26t;52.90176332
2045;SEAS;HEV-d;2035;26t;54.81892453
2050;SEAS;HEV-d;2040;26t;51.64675793
2060;SEAS;HEV-d;2050;26t;48.84282114
2005;SEAS;HEV-d;2000;40t;5.80817E-07
2010;SEAS;HEV-d;2000;40t;0.000114926
2015;SEAS;HEV-d;2005;40t;3.634183594
2020;SEAS;HEV-d;2010;40t;7.603096069
2025;SEAS;HEV-d;2015;40t;73.62860536
2030;SEAS;HEV-d;2020;40t;127.413229
2035;SEAS;HEV-d;2025;40t;215.2212549
2040;SEAS;HEV-d;2030;40t;340.815842
2045;SEAS;HEV-d;2035;40t;434.8007271
2050;SEAS;HEV-d;2040;40t;476.4029624
2060;SEAS;HEV-d;2050;40t;508.1811011
2005;SEAS;ICEV-d;2000;26t;113.1352894
2010;SEAS;ICEV-d;2000;26t;131.6225405
2015;SEAS;ICEV-d;2005;26t;187.5353843
2020;SEAS;ICEV-d;2010;26t;223.9000344
2025;SEAS;ICEV-d;2015;26t;248.3469048
2030;SEAS;ICEV-d;2020;26t;246.357415
2035;SEAS;ICEV-d;2025;26t;218.5837527
2040;SEAS;ICEV-d;2030;26t;165.5065706
2045;SEAS;ICEV-d;2035;26t;108.1967922
2050;SEAS;ICEV-d;2040;26t;73.96432623
2060;SEAS;ICEV-d;2050;26t;56.87146829
2005;SEAS;ICEV-d;2000;40t;641.2454902
2010;SEAS;ICEV-d;2000;40t;750.5439143
2015;SEAS;ICEV-d;2005;40t;1100.34639
2020;SEAS;ICEV-d;2010;40t;1322.494744
2025;SEAS;ICEV-d;2015;40t;1498.062873
2030;SEAS;ICEV-d;2020;40t;1599.148054
2035;SEAS;ICEV-d;2025;40t;1567.97551
2040;SEAS;ICEV-d;2030;40t;1328.004826
2045;SEAS;ICEV-d;2035;40t;992.6140225
2050;SEAS;ICEV-d;2040;40t;774.6995664
2060;SEAS;ICEV-d;2050;40t;660.3252378
2005;SEAS;PHEV-d;2000;26t;5.81862E-10
2010;SEAS;PHEV-d;2000;26t;1.33823E-07
2015;SEAS;PHEV-d;2005;26t;1.774139743
2020;SEAS;PHEV-d;2010;26t;3.721758067
2025;SEAS;PHEV-d;2015;26t;8.871181404
2030;SEAS;PHEV-d;2020;26t;36.9541751
2035;SEAS;PHEV-d;2025;26t;88.70475983
2040;SEAS;PHEV-d;2030;26t;172.5748424
2045;SEAS;PHEV-d;2035;26t;266.8294409
2050;SEAS;PHEV-d;2040;26t;340.6424697
2060;SEAS;PHEV-d;2050;26t;430.9914277
2005;SEAS;PHEV-d;2000;40t;5.39614E-10
2010;SEAS;PHEV-d;2000;40t;1.62989E-07
2015;SEAS;PHEV-d;2005;40t;3.29509198
2020;SEAS;PHEV-d;2010;40t;6.916214671
2025;SEAS;PHEV-d;2015;40t;16.64674223
2030;SEAS;PHEV-d;2020;40t;86.45645086
2035;SEAS;PHEV-d;2025;40t;250.0055953
2040;SEAS;PHEV-d;2030;40t;602.4816311
2045;SEAS;PHEV-d;2035;40t;1065.1616
2050;SEAS;PHEV-d;2040;40t;1450.813637
2060;SEAS;PHEV-d;2050;40t;1938.332742
2005;STAN;HEV-d;2000;26t;4.10404E-08
2010;STAN;HEV-d;2000;26t;2.90222E-05
2015;STAN;HEV-d;2005;26t;0.173507908
2020;STAN;HEV-d;2010;26t;0.373997231
2025;STAN;HEV-d;2015;26t;2.472706711
2030;STAN;HEV-d;2020;26t;4.412147064
2035;STAN;HEV-d;2025;26t;6.868860657
2040;STAN;HEV-d;2030;26t;8.591270813
2045;STAN;HEV-d;2035;26t;8.361304382
2050;STAN;HEV-d;2040;26t;6.952099548
2060;STAN;HEV-d;2050;26t;5.610369202
2005;STAN;HEV-d;2000;40t;5.79875E-08
2010;STAN;HEV-d;2000;40t;1.48076E-05
2015;STAN;HEV-d;2005;40t;0.385287659
2020;STAN;HEV-d;2010;40t;0.833133011
2025;STAN;HEV-d;2015;40t;5.887885468
2030;STAN;HEV-d;2020;40t;11.64874927
2035;STAN;HEV-d;2025;40t;21.75731921
2040;STAN;HEV-d;2030;40t;35.2234209
2045;STAN;HEV-d;2035;40t;43.33694678
2050;STAN;HEV-d;2040;40t;43.54737305
2060;STAN;HEV-d;2050;40t;42.14147412
2005;STAN;ICEV-d;2000;26t;17.57313971
2010;STAN;ICEV-d;2000;26t;21.21490546
2015;STAN;ICEV-d;2005;26t;29.65142822
2020;STAN;ICEV-d;2010;26t;36.53543066
2025;STAN;ICEV-d;2015;26t;38.83226538
2030;STAN;ICEV-d;2020;26t;39.98727319
2035;STAN;ICEV-d;2025;26t;37.246677
2040;STAN;ICEV-d;2030;26t;28.20091797
2045;STAN;ICEV-d;2035;26t;17.29985669
2050;STAN;ICEV-d;2040;26t;10.3368761
2060;STAN;ICEV-d;2050;26t;6.62500824
2005;STAN;ICEV-d;2000;40t;66.18466485
2010;STAN;ICEV-d;2000;40t;80.51719558
2015;STAN;ICEV-d;2005;40t;116.2283693
2020;STAN;ICEV-d;2010;40t;144.3663391
2025;STAN;ICEV-d;2015;40t;158.6033542
2030;STAN;ICEV-d;2020;40t;171.1155828
2035;STAN;ICEV-d;2025;40t;171.445542
2040;STAN;ICEV-d;2030;40t;144.6318226
2045;STAN;ICEV-d;2035;40t;103.5754721
2050;STAN;ICEV-d;2040;40t;73.6201615
2060;STAN;ICEV-d;2050;40t;55.80384438
2005;STAN;PHEV-d;2000;26t;1.46182E-10
2010;STAN;PHEV-d;2000;26t;6.81765E-09
2015;STAN;PHEV-d;2005;26t;0.311674066
2020;STAN;PHEV-d;2010;26t;0.675362208
2025;STAN;PHEV-d;2015;26t;1.3317124
2030;STAN;PHEV-d;2020;26t;3.868767431
2035;STAN;PHEV-d;2025;26t;9.807684981
2040;STAN;PHEV-d;2030;26t;22.09073653
2045;STAN;PHEV-d;2035;26t;36.53679633
2050;STAN;PHEV-d;2040;26t;46.41273547
2060;STAN;PHEV-d;2050;26t;58.21731445
2005;STAN;PHEV-d;2000;40t;4.49406E-11
2010;STAN;PHEV-d;2000;40t;1.54482E-09
2015;STAN;PHEV-d;2005;40t;0.398036031
2020;STAN;PHEV-d;2010;40t;0.8636659
2025;STAN;PHEV-d;2015;40t;1.304852089
2030;STAN;PHEV-d;2020;40t;5.148421243
2035;STAN;PHEV-d;2025;40t;16.77096395
2040;STAN;PHEV-d;2030;40t;49.01124179
2045;STAN;PHEV-d;2035;40t;94.16826965
2050;STAN;PHEV-d;2040;40t;129.3265293
2060;STAN;PHEV-d;2050;40t;174.1000205
2005;TUR;FCEV;2000;40t;0
2010;TUR;FCEV;2000;40t;0
2015;TUR;FCEV;2005;40t;4.23606E-21
2020;TUR;FCEV;2010;40t;3.05137E-18
2025;TUR;FCEV;2015;40t;4.80422E-12
2030;TUR;FCEV;2020;40t;1.48307E-09
2035;TUR;FCEV;2025;40t;1.26723E-06
2040;TUR;FCEV;2030;40t;0.0254634
2045;TUR;FCEV;2035;40t;0.275413917
2050;TUR;FCEV;2040;40t;0.750809044
2060;TUR;FCEV;2050;40t;1.381218201
2005;TUR;HEV-d;2000;40t;0.02042523
2010;TUR;HEV-d;2000;40t;0.02810632
2015;TUR;HEV-d;2005;40t;1.063615082
2020;TUR;HEV-d;2010;40t;2.076558087
2025;TUR;HEV-d;2015;40t;4.960806603
2030;TUR;HEV-d;2020;40t;4.729715698
2035;TUR;HEV-d;2025;40t;2.901797562
2040;TUR;HEV-d;2030;40t;1.668232742
2045;TUR;HEV-d;2035;40t;2.432301514
2050;TUR;HEV-d;2040;40t;3.047631475
2060;TUR;HEV-d;2050;40t;2.184923744
2005;TUR;ICEV-d;2000;26t;10.40297975
2010;TUR;ICEV-d;2000;26t;13.0630194
2015;TUR;ICEV-d;2005;26t;18.69661255
2020;TUR;ICEV-d;2010;26t;19.91356354
2025;TUR;ICEV-d;2015;26t;11.77345178
2030;TUR;ICEV-d;2020;26t;4.809842102
2035;TUR;ICEV-d;2025;26t;1.072160913
2040;TUR;ICEV-d;2030;26t;0.598637247
2045;TUR;ICEV-d;2035;26t;0.282883265
2050;TUR;ICEV-d;2040;26t;0.142162856
2060;TUR;ICEV-d;2050;26t;0.081608357
2005;TUR;ICEV-d;2000;40t;105.1920177
2010;TUR;ICEV-d;2000;40t;132.3970126
2015;TUR;ICEV-d;2005;40t;198.9825698
2020;TUR;ICEV-d;2010;40t;218.1935459
2025;TUR;ICEV-d;2015;40t;140.1303818
2030;TUR;ICEV-d;2020;40t;67.50351074
2035;TUR;ICEV-d;2025;40t;25.78116547
2040;TUR;ICEV-d;2030;40t;14.32519149
2045;TUR;ICEV-d;2035;40t;6.803640358
2050;TUR;ICEV-d;2040;40t;3.640153593
2060;TUR;ICEV-d;2050;40t;2.182847398
2005;TUR;PHEV-d;2000;26t;0.000774702
2010;TUR;PHEV-d;2000;26t;0.001188234
2015;TUR;PHEV-d;2005;26t;2.267520952
2020;TUR;PHEV-d;2010;26t;4.571670769
2025;TUR;PHEV-d;2015;26t;16.69652446
2030;TUR;PHEV-d;2020;26t;28.31438753
2035;TUR;PHEV-d;2025;26t;37.45263808
2040;TUR;PHEV-d;2030;26t;43.0384502
2045;TUR;PHEV-d;2035;26t;48.16677588
2050;TUR;PHEV-d;2040;26t;52.54354938
2060;TUR;PHEV-d;2050;26t;58.40313953
2005;TUR;PHEV-d;2000;40t;0.001826452
2010;TUR;PHEV-d;2000;40t;0.002807242
2015;TUR;PHEV-d;2005;40t;16.20802791
2020;TUR;PHEV-d;2010;40t;32.86942425
2025;TUR;PHEV-d;2015;40t;148.5461186
2030;TUR;PHEV-d;2020;40t;267.3781548
2035;TUR;PHEV-d;2025;40t;364.1208681
2040;TUR;PHEV-d;2030;40t;428.9572207
2045;TUR;PHEV-d;2035;40t;484.7865664
2050;TUR;PHEV-d;2040;40t;530.8910234
2060;TUR;PHEV-d;2050;40t;591.3128223
2005;UKR;HEV-d;2000;26t;9.50862E-06
2010;UKR;HEV-d;2000;26t;6.06681E-05
2015;UKR;HEV-d;2005;26t;0.045111871
2020;UKR;HEV-d;2010;26t;0.086034821
2025;UKR;HEV-d;2015;26t;0.397952522
2030;UKR;HEV-d;2020;26t;0.724385727
2035;UKR;HEV-d;2025;26t;0.953038391
2040;UKR;HEV-d;2030;26t;0.892628815
2045;UKR;HEV-d;2035;26t;0.654753616
2050;UKR;HEV-d;2040;26t;0.462845985
2060;UKR;HEV-d;2050;26t;0.276070194
2005;UKR;HEV-d;2000;40t;6.04254E-08
2010;UKR;HEV-d;2000;40t;5.82092E-05
2015;UKR;HEV-d;2005;40t;0.132210842
2020;UKR;HEV-d;2010;40t;0.254140667
2025;UKR;HEV-d;2015;40t;2.056604004
2030;UKR;HEV-d;2020;40t;3.150457062
2035;UKR;HEV-d;2025;40t;4.169173828
2040;UKR;HEV-d;2030;40t;4.575196533
2045;UKR;HEV-d;2035;40t;4.07586853
2050;UKR;HEV-d;2040;40t;3.468317932
2060;UKR;HEV-d;2050;40t;2.564823761
2005;UKR;ICEV-d;2000;26t;4.595340973
2010;UKR;ICEV-d;2000;26t;5.604017075
2015;UKR;ICEV-d;2005;26t;4.691480804
2020;UKR;ICEV-d;2010;26t;5.042850037
2025;UKR;ICEV-d;2015;26t;4.025343445
2030;UKR;ICEV-d;2020;26t;3.494752441
2035;UKR;ICEV-d;2025;26t;2.954733521
2040;UKR;ICEV-d;2030;26t;2.052626144
2045;UKR;ICEV-d;2035;26t;1.091671883
2050;UKR;ICEV-d;2040;26t;0.586452911
2060;UKR;ICEV-d;2050;26t;0.293706951
2005;UKR;ICEV-d;2000;40t;17.37991019
2010;UKR;ICEV-d;2000;40t;21.40397546
2015;UKR;ICEV-d;2005;40t;18.58980298
2020;UKR;ICEV-d;2010;40t;20.34313525
2025;UKR;ICEV-d;2015;40t;18.90988306
2030;UKR;ICEV-d;2020;40t;18.14962939
2035;UKR;ICEV-d;2025;40t;16.60951685
2040;UKR;ICEV-d;2030;40t;12.64528662
2045;UKR;ICEV-d;2035;40t;7.717906128
2050;UKR;ICEV-d;2040;40t;4.89990509
2060;UKR;ICEV-d;2050;40t;2.994259308
2005;UKR;PHEV-d;2000;26t;7.48047E-10
2010;UKR;PHEV-d;2000;26t;9.23099E-07
2015;UKR;PHEV-d;2005;26t;0.166675304
2020;UKR;PHEV-d;2010;26t;0.322041938
2025;UKR;PHEV-d;2015;26t;1.632750909
2030;UKR;PHEV-d;2020;26t;2.578429114
2035;UKR;PHEV-d;2025;26t;3.743869705
2040;UKR;PHEV-d;2030;26t;5.551807549
2045;UKR;PHEV-d;2035;26t;7.499350281
2050;UKR;PHEV-d;2040;26t;8.938456055
2060;UKR;PHEV-d;2050;26t;10.3163924
2005;UKR;PHEV-d;2000;40t;3.51045E-10
2010;UKR;PHEV-d;2000;40t;1.15465E-08
2015;UKR;PHEV-d;2005;40t;0.308565414
2020;UKR;PHEV-d;2010;40t;0.596941042
2025;UKR;PHEV-d;2015;40t;2.516424588
2030;UKR;PHEV-d;2020;40t;5.028100087
2035;UKR;PHEV-d;2025;40t;8.810658365
2040;UKR;PHEV-d;2030;40t;15.57354259
2045;UKR;PHEV-d;2035;40t;23.84460156
2050;UKR;PHEV-d;2040;40t;30.10027307
2060;UKR;PHEV-d;2050;40t;36.32473584
2005;USA;FCEV;2000;40t;0
2010;USA;FCEV;2000;40t;0
2015;USA;FCEV;2005;40t;2.49002E-41
2020;USA;FCEV;2010;40t;1.20631E-37
2025;USA;FCEV;2015;40t;3.69771E-27
2030;USA;FCEV;2020;40t;5.11616E-20
2035;USA;FCEV;2025;40t;8.99466E-13
2040;USA;FCEV;2030;40t;0.01537829
2045;USA;FCEV;2035;40t;0.489247725
2050;USA;FCEV;2040;40t;1.789625296
2060;USA;FCEV;2050;40t;2.736400303
2005;USA;HEV-d;2000;26t;8.00582E-07
2010;USA;HEV-d;2000;26t;8.19045E-07
2015;USA;HEV-d;2005;26t;0.776286163
2020;USA;HEV-d;2010;26t;1.491074936
2025;USA;HEV-d;2015;26t;5.051592195
2030;USA;HEV-d;2020;26t;20.14275215
2035;USA;HEV-d;2025;26t;44.82695787
2040;USA;HEV-d;2030;26t;70.87918597
2045;USA;HEV-d;2035;26t;79.22311664
2050;USA;HEV-d;2040;26t;75.03661389
2060;USA;HEV-d;2050;26t;61.43226447
2005;USA;HEV-d;2000;40t;6.85777E-06
2010;USA;HEV-d;2000;40t;8.05215E-06
2015;USA;HEV-d;2005;40t;5.210905548
2020;USA;HEV-d;2010;40t;10.09720349
2025;USA;HEV-d;2015;40t;37.95853894
2030;USA;HEV-d;2020;40t;149.9761987
2035;USA;HEV-d;2025;40t;371.9558727
2040;USA;HEV-d;2030;40t;707.9741002
2045;USA;HEV-d;2035;40t;948.6560352
2050;USA;HEV-d;2040;40t;1037.928573
2060;USA;HEV-d;2050;40t;1004.685129
2005;USA;ICEV-d;2000;26t;223.8281148
2010;USA;ICEV-d;2000;26t;231.8861614
2015;USA;ICEV-d;2005;26t;288.8890166
2020;USA;ICEV-d;2010;26t;321.0198857
2025;USA;ICEV-d;2015;26t;352.194811
2030;USA;ICEV-d;2020;26t;351.3503433
2035;USA;ICEV-d;2025;26t;319.4417296
2040;USA;ICEV-d;2030;26t;250.4628937
2045;USA;ICEV-d;2035;26t;166.513775
2050;USA;ICEV-d;2040;26t;112.4634995
2060;USA;ICEV-d;2050;26t;72.95049251
2005;USA;ICEV-d;2000;40t;2248.106921
2010;USA;ICEV-d;2000;40t;2339.681152
2015;USA;ICEV-d;2005;40t;2953.77451
2020;USA;ICEV-d;2010;40t;3293.329203
2025;USA;ICEV-d;2015;40t;3632.793177
2030;USA;ICEV-d;2020;40t;3738.774704
2035;USA;ICEV-d;2025;40t;3599.746482
2040;USA;ICEV-d;2030;40t;3068.770642
2045;USA;ICEV-d;2035;40t;2292.558852
2050;USA;ICEV-d;2040;40t;1759.167217
2060;USA;ICEV-d;2050;40t;1331.802109
2005;USA;PHEV-d;2000;26t;1.15431E-08
2010;USA;PHEV-d;2000;26t;6.98185E-08
2015;USA;PHEV-d;2005;26t;0.625070435
2020;USA;PHEV-d;2010;26t;1.185283655
2025;USA;PHEV-d;2015;26t;2.294722743
2030;USA;PHEV-d;2020;26t;12.12087103
2035;USA;PHEV-d;2025;26t;39.9760734
2040;USA;PHEV-d;2030;26t;102.2191521
2045;USA;PHEV-d;2035;26t;193.150324
2050;USA;PHEV-d;2040;26t;265.5061714
2060;USA;PHEV-d;2050;26t;348.9338955
2005;USA;PHEV-d;2000;40t;1.34109E-08
2010;USA;PHEV-d;2000;40t;1.32425E-07
2015;USA;PHEV-d;2005;40t;2.576630783
2020;USA;PHEV-d;2010;40t;5.004246798
2025;USA;PHEV-d;2015;40t;10.07917087
2030;USA;PHEV-d;2020;40t;53.12743459
2035;USA;PHEV-d;2025;40t;195.2320177
2040;USA;PHEV-d;2030;40t;595.8078224
2045;USA;PHEV-d;2035;40t;1293.290797
2050;USA;PHEV-d;2040;40t;1886.469242
2060;USA;PHEV-d;2050;40t;2649.020023
2005;WAF;FCEV;2000;26t;0
2010;WAF;FCEV;2000;26t;0
2015;WAF;FCEV;2005;26t;0
2020;WAF;FCEV;2010;26t;0
2025;WAF;FCEV;2015;26t;0
2030;WAF;FCEV;2020;26t;0
2035;WAF;FCEV;2025;26t;2.4286E-08
2040;WAF;FCEV;2030;26t;0.004383564
2045;WAF;FCEV;2035;26t;0.038428379
2050;WAF;FCEV;2040;26t;0.085397087
2060;WAF;FCEV;2050;26t;0.123420799
2005;WAF;FCEV;2000;40t;0
2010;WAF;FCEV;2000;40t;0
2015;WAF;FCEV;2005;40t;0
2020;WAF;FCEV;2010;40t;0
2025;WAF;FCEV;2015;40t;0
2030;WAF;FCEV;2020;40t;0
2035;WAF;FCEV;2025;40t;0
2040;WAF;FCEV;2030;40t;0.017353161
2045;WAF;FCEV;2035;40t;0.176620102
2050;WAF;FCEV;2040;40t;0.464912201
2060;WAF;FCEV;2050;40t;0.890132385
2005;WAF;HEV-d;2000;26t;2.06575E-08
2010;WAF;HEV-d;2000;26t;2.76272E-05
2015;WAF;HEV-d;2005;26t;0.078181683
2020;WAF;HEV-d;2010;26t;0.161086484
2025;WAF;HEV-d;2015;26t;0.992343781
2030;WAF;HEV-d;2020;26t;1.894712128
2035;WAF;HEV-d;2025;26t;2.79259216
2040;WAF;HEV-d;2030;26t;2.930069656
2045;WAF;HEV-d;2035;26t;2.743160492
2050;WAF;HEV-d;2040;26t;2.707600647
2060;WAF;HEV-d;2050;26t;3.342597427
2005;WAF;HEV-d;2000;40t;2.22822E-08
2010;WAF;HEV-d;2000;40t;1.17764E-05
2015;WAF;HEV-d;2005;40t;0.183733879
2020;WAF;HEV-d;2010;40t;0.379047291
2025;WAF;HEV-d;2015;40t;2.623942795
2030;WAF;HEV-d;2020;40t;5.424729797
2035;WAF;HEV-d;2025;40t;9.740376257
2040;WAF;HEV-d;2030;40t;13.83795122
2045;WAF;HEV-d;2035;40t;16.85664777
2050;WAF;HEV-d;2040;40t;19.52173877
2060;WAF;HEV-d;2050;40t;26.43689618
2005;WAF;ICEV-d;2000;26t;6.601200146
2010;WAF;ICEV-d;2000;26t;7.670833463
2015;WAF;ICEV-d;2005;26t;9.562735609
2020;WAF;ICEV-d;2010;26t;11.20486183
2025;WAF;ICEV-d;2015;26t;11.76501327
2030;WAF;ICEV-d;2020;26t;12.67452022
2035;WAF;ICEV-d;2025;26t;12.13870911
2040;WAF;ICEV-d;2030;26t;9.142372864
2045;WAF;ICEV-d;2035;26t;5.533610657
2050;WAF;ICEV-d;2040;26t;3.771507019
2060;WAF;ICEV-d;2050;26t;3.797566025
2005;WAF;ICEV-d;2000;40t;26.21366097
2010;WAF;ICEV-d;2000;40t;30.62080322
2015;WAF;ICEV-d;2005;40t;39.86225323
2020;WAF;ICEV-d;2010;40t;47.1478277
2025;WAF;ICEV-d;2015;40t;52.97046916
2030;WAF;ICEV-d;2020;40t;60.83250881
2035;WAF;ICEV-d;2025;40t;63.68533264
2040;WAF;ICEV-d;2030;40t;54.40189526
2045;WAF;ICEV-d;2035;40t;39.38369019
2050;WAF;ICEV-d;2040;40t;31.3781499
2060;WAF;ICEV-d;2050;40t;33.77108728
2005;WAF;PHEV-d;2000;26t;1.04226E-10
2010;WAF;PHEV-d;2000;26t;4.09049E-09
2015;WAF;PHEV-d;2005;26t;0.187204782
2020;WAF;PHEV-d;2010;26t;0.38874365
2025;WAF;PHEV-d;2015;26t;1.095904457
2030;WAF;PHEV-d;2020;26t;2.447423294
2035;WAF;PHEV-d;2025;26t;5.89006557
2040;WAF;PHEV-d;2030;26t;13.58521046
2045;WAF;PHEV-d;2035;26t;23.06303967
2050;WAF;PHEV-d;2040;26t;31.68295447
2060;WAF;PHEV-d;2050;26t;49.01059131
2005;WAF;PHEV-d;2000;40t;1.53218E-11
2010;WAF;PHEV-d;2000;40t;9.02501E-10
2015;WAF;PHEV-d;2005;40t;0.223355174
2020;WAF;PHEV-d;2010;40t;0.462597722
2025;WAF;PHEV-d;2015;40t;0.920459267
2030;WAF;PHEV-d;2020;40t;3.091353067
2035;WAF;PHEV-d;2025;40t;11.13417721
2040;WAF;PHEV-d;2030;40t;35.28916928
2045;WAF;PHEV-d;2035;40t;69.72205322
2050;WAF;PHEV-d;2040;40t;102.2484263
2060;WAF;PHEV-d;2050;40t;165.002124
2005;WEU;FCEV;2000;40t;0
2010;WEU;FCEV;2000;40t;0
2015;WEU;FCEV;2005;40t;7.08057E-23
2020;WEU;FCEV;2010;40t;3.26937E-20
2025;WEU;FCEV;2015;40t;1.09728E-13
2030;WEU;FCEV;2020;40t;6.71315E-11
2035;WEU;FCEV;2025;40t;1.37972E-06
2040;WEU;FCEV;2030;40t;0.03559109
2045;WEU;FCEV;2035;40t;0.368430206
2050;WEU;FCEV;2040;40t;0.729930449
2060;WEU;FCEV;2050;40t;0.655116112
2005;WEU;HEV-d;2000;26t;0.004459958
2010;WEU;HEV-d;2000;26t;0.005587977
2015;WEU;HEV-d;2005;26t;0.700842712
2020;WEU;HEV-d;2010;26t;1.219616104
2025;WEU;HEV-d;2015;26t;3.701551862
2030;WEU;HEV-d;2020;26t;5.296340199
2035;WEU;HEV-d;2025;26t;4.706784144
2040;WEU;HEV-d;2030;26t;3.097613388
2045;WEU;HEV-d;2035;26t;1.788708862
