year;region;powertrain;construction_year;size;vintage_demand_vkm
2050;NAF;HEV-d;2040;40t;64.04682767
2060;NAF;HEV-d;2050;40t;94.90259924
2005;NAF;ICEV-d;2000;26t;31.55019771
2010;NAF;ICEV-d;2000;26t;34.05707358
2015;NAF;ICEV-d;2005;26t;42.70279883
2020;NAF;ICEV-d;2010;26t;51.93934949
2025;NAF;ICEV-d;2015;26t;57.90787561
2030;NAF;ICEV-d;2020;26t;65.60890646
2035;NAF;ICEV-d;2025;26t;72.32380283
2040;NAF;ICEV-d;2030;26t;73.8902016
2045;NAF;ICEV-d;2035;26t;69.62111786
2050;NAF;ICEV-d;2040;26t;64.15957043
2060;NAF;ICEV-d;2050;26t;52.36619946
2005;NAF;ICEV-d;2000;40t;82.38381
2010;NAF;ICEV-d;2000;40t;90.40682135
2015;NAF;ICEV-d;2005;40t;114.9289313
2020;NAF;ICEV-d;2010;40t;139.3036699
2025;NAF;ICEV-d;2015;40t;154.3395785
2030;NAF;ICEV-d;2020;40t;175.562199
2035;NAF;ICEV-d;2025;40t;195.4317356
2040;NAF;ICEV-d;2030;40t;204.0638346
2045;NAF;ICEV-d;2035;40t;198.0027664
2050;NAF;ICEV-d;2040;40t;188.2289976
2060;NAF;ICEV-d;2050;40t;170.2647959
2005;NAF;PHEV-d;2000;26t;1.37514E-12
2010;NAF;PHEV-d;2000;26t;4.75119E-12
2015;NAF;PHEV-d;2005;26t;0.008696091
2020;NAF;PHEV-d;2010;26t;0.018409083
2025;NAF;PHEV-d;2015;26t;0.012500259
2030;NAF;PHEV-d;2020;26t;0.004561889
2035;NAF;PHEV-d;2025;26t;0.029605303
2040;NAF;PHEV-d;2030;26t;0.388558103
2045;NAF;PHEV-d;2035;26t;1.794831765
2050;NAF;PHEV-d;2040;26t;4.870309626
2060;NAF;PHEV-d;2050;26t;23.18427711
2005;NAF;PHEV-d;2000;40t;1.33301E-12
2010;NAF;PHEV-d;2000;40t;4.72862E-12
2015;NAF;PHEV-d;2005;40t;0.003644107
2020;NAF;PHEV-d;2010;40t;0.007684323
2025;NAF;PHEV-d;2015;40t;0.005192059
2030;NAF;PHEV-d;2020;40t;0.002263066
2035;NAF;PHEV-d;2025;40t;0.023401383
2040;NAF;PHEV-d;2030;40t;0.423703802
2045;NAF;PHEV-d;2035;40t;2.084310105
2050;NAF;PHEV-d;2040;40t;5.725261337
2060;NAF;PHEV-d;2050;40t;30.29052274
2005;OCE;FCEV;2000;40t;0
2010;OCE;FCEV;2000;40t;0
2015;OCE;FCEV;2005;40t;0
2020;OCE;FCEV;2010;40t;0
2025;OCE;FCEV;2015;40t;0
2030;OCE;FCEV;2020;40t;0
2035;OCE;FCEV;2025;40t;6.40938E-08
2040;OCE;FCEV;2030;40t;0.01550225
2045;OCE;FCEV;2035;40t;0.124837799
2050;OCE;FCEV;2040;40t;0.260588501
2060;OCE;FCEV;2050;40t;0.342418396
2005;OCE;HEV-d;2000;26t;0.000330788
2010;OCE;HEV-d;2000;26t;0.000625374
2015;OCE;HEV-d;2005;26t;0.281316124
2020;OCE;HEV-d;2010;26t;0.53626821
2025;OCE;HEV-d;2015;26t;2.522221393
2030;OCE;HEV-d;2020;26t;4.272263638
2035;OCE;HEV-d;2025;26t;4.773325022
2040;OCE;HEV-d;2030;26t;3.273343857
2045;OCE;HEV-d;2035;26t;1.987356018
2050;OCE;HEV-d;2040;26t;1.512486679
2060;OCE;HEV-d;2050;26t;1.498986404
2005;OCE;HEV-d;2000;40t;7.53564E-05
2010;OCE;HEV-d;2000;40t;0.000169167
2015;OCE;HEV-d;2005;40t;0.418770576
2020;OCE;HEV-d;2010;40t;0.802840286
2025;OCE;HEV-d;2015;40t;8.190467593
2030;OCE;HEV-d;2020;40t;12.00360852
2035;OCE;HEV-d;2025;40t;14.37948984
2040;OCE;HEV-d;2030;40t;12.126117
2045;OCE;HEV-d;2035;40t;9.285149597
2050;OCE;HEV-d;2040;40t;7.921584351
2060;OCE;HEV-d;2050;40t;8.345475464
2005;OCE;ICEV-d;2000;26t;24.18241754
2010;OCE;ICEV-d;2000;26t;25.72850792
2015;OCE;ICEV-d;2005;26t;31.86092644
2020;OCE;ICEV-d;2010;26t;34.28650256
2025;OCE;ICEV-d;2015;26t;28.0084014
2030;OCE;ICEV-d;2020;26t;22.3063124
2035;OCE;ICEV-d;2025;26t;15.88037672
2040;OCE;ICEV-d;2030;26t;8.748599243
2045;OCE;ICEV-d;2035;26t;3.60011441
2050;OCE;ICEV-d;2040;26t;1.807842194
2060;OCE;ICEV-d;2050;26t;1.53198764
2005;OCE;ICEV-d;2000;40t;56.21269988
2010;OCE;ICEV-d;2000;40t;60.10347076
2015;OCE;ICEV-d;2005;40t;78.64644267
2020;OCE;ICEV-d;2010;40t;86.27472969
2025;OCE;ICEV-d;2015;40t;86.65014429
2030;OCE;ICEV-d;2020;40t;80.31139071
2035;OCE;ICEV-d;2025;40t;65.89907599
2040;OCE;ICEV-d;2030;40t;40.76976587
2045;OCE;ICEV-d;2035;40t;19.96720996
2050;OCE;ICEV-d;2040;40t;11.24794116
2060;OCE;ICEV-d;2050;40t;9.632900452
2005;OCE;PHEV-d;2000;26t;7.13387E-08
2010;OCE;PHEV-d;2000;26t;1.29402E-05
2015;OCE;PHEV-d;2005;26t;1.173838471
2020;OCE;PHEV-d;2010;26t;2.267155348
2025;OCE;PHEV-d;2015;26t;11.31805829
2030;OCE;PHEV-d;2020;26t;19.36811172
2035;OCE;PHEV-d;2025;26t;29.76124373
2040;OCE;PHEV-d;2030;26t;43.27250165
2045;OCE;PHEV-d;2035;26t;53.92972168
2050;OCE;PHEV-d;2040;26t;60.05215723
2060;OCE;PHEV-d;2050;26t;69.76309619
2005;OCE;PHEV-d;2000;40t;1.26772E-08
2010;OCE;PHEV-d;2000;40t;6.34753E-08
2015;OCE;PHEV-d;2005;40t;0.783399705
2020;OCE;PHEV-d;2010;40t;1.510170614
2025;OCE;PHEV-d;2015;40t;4.590320582
2030;OCE;PHEV-d;2020;40t;16.24329178
2035;OCE;PHEV-d;2025;40t;38.0770926
2040;OCE;PHEV-d;2030;40t;76.22677942
2045;OCE;PHEV-d;2035;40t;109.5169248
2050;OCE;PHEV-d;2040;40t;128.4613525
2060;OCE;PHEV-d;2050;40t;151.61996
2005;RCAM;FCEV;2000;26t;0
2010;RCAM;FCEV;2000;26t;0
2015;RCAM;FCEV;2005;26t;0
2020;RCAM;FCEV;2010;26t;0
2025;RCAM;FCEV;2015;26t;0
2030;RCAM;FCEV;2020;26t;0
2035;RCAM;FCEV;2025;26t;5.3391E-07
2040;RCAM;FCEV;2030;26t;0.01103335
2045;RCAM;FCEV;2035;26t;0.098828659
2050;RCAM;FCEV;2040;26t;0.233488098
2060;RCAM;FCEV;2050;26t;0.325797699
2005;RCAM;FCEV;2000;40t;0
2010;RCAM;FCEV;2000;40t;0
2015;RCAM;FCEV;2005;40t;9.10046E-29
2020;RCAM;FCEV;2010;40t;2.25303E-23
2025;RCAM;FCEV;2015;40t;2.29004E-15
2030;RCAM;FCEV;2020;40t;2.37052E-11
2035;RCAM;FCEV;2025;40t;5.37016E-07
2040;RCAM;FCEV;2030;40t;0.062804171
2045;RCAM;FCEV;2035;40t;0.634932934
2050;RCAM;FCEV;2040;40t;1.710215455
2060;RCAM;FCEV;2050;40t;2.981553579
2005;RCAM;HEV-d;2000;26t;2.6937E-05
2010;RCAM;HEV-d;2000;26t;0.000816496
2015;RCAM;HEV-d;2005;26t;1.446237457
2020;RCAM;HEV-d;2010;26t;2.748427933
2025;RCAM;HEV-d;2015;26t;19.42162245
2030;RCAM;HEV-d;2020;26t;25.73272251
2035;RCAM;HEV-d;2025;26t;24.95596548
2040;RCAM;HEV-d;2030;26t;18.90112836
2045;RCAM;HEV-d;2035;26t;13.07967322
2050;RCAM;HEV-d;2040;26t;9.958219971
2060;RCAM;HEV-d;2050;26t;9.666682373
2005;RCAM;HEV-d;2000;40t;7.60659E-07
2010;RCAM;HEV-d;2000;40t;0.000930585
2015;RCAM;HEV-d;2005;40t;4.404131165
2020;RCAM;HEV-d;2010;40t;8.413304336
2025;RCAM;HEV-d;2015;40t;82.56726823
2030;RCAM;HEV-d;2020;40t;114.1267623
2035;RCAM;HEV-d;2025;40t;125.5562772
2040;RCAM;HEV-d;2030;40t;115.1062914
2045;RCAM;HEV-d;2035;40t;96.04202051
2050;RCAM;HEV-d;2040;40t;84.24704883
2060;RCAM;HEV-d;2050;40t;90.72744238
2005;RCAM;ICEV-d;2000;26t;107.0964982
2010;RCAM;ICEV-d;2000;26t;128.5383581
2015;RCAM;ICEV-d;2005;26t;158.4735529
2020;RCAM;ICEV-d;2010;26t;170.4816318
2025;RCAM;ICEV-d;2015;26t;140.4458823
2030;RCAM;ICEV-d;2020;26t;109.5284605
2035;RCAM;ICEV-d;2025;26t;76.11392932
2040;RCAM;ICEV-d;2030;26t;45.90484521
2045;RCAM;ICEV-d;2035;26t;21.79340747
2050;RCAM;ICEV-d;2040;26t;11.83959729
2060;RCAM;ICEV-d;2050;26t;9.832823792
2005;RCAM;ICEV-d;2000;40t;427.9417996
2010;RCAM;ICEV-d;2000;40t;516.539831
2015;RCAM;ICEV-d;2005;40t;659.3314323
2020;RCAM;ICEV-d;2010;40t;718.8991741
2025;RCAM;ICEV-d;2015;40t;680.6916352
2030;RCAM;ICEV-d;2020;40t;608.7346069
2035;RCAM;ICEV-d;2025;40t;489.6241201
2040;RCAM;ICEV-d;2030;40t;331.5913457
2045;RCAM;ICEV-d;2035;40t;183.8704297
2050;RCAM;ICEV-d;2040;40t;115.0605522
2060;RCAM;ICEV-d;2050;40t;103.571001
2005;RCAM;PHEV-d;2000;26t;5.98361E-09
2010;RCAM;PHEV-d;2000;26t;1.28308E-07
2015;RCAM;PHEV-d;2005;26t;4.332328041
2020;RCAM;PHEV-d;2010;26t;8.311119236
2025;RCAM;PHEV-d;2015;26t;43.79745588
2030;RCAM;PHEV-d;2020;26t;93.60802886
2035;RCAM;PHEV-d;2025;26t;156.3374152
2040;RCAM;PHEV-d;2030;26t;229.3680239
2045;RCAM;PHEV-d;2035;26t;294.6241914
2050;RCAM;PHEV-d;2040;26t;342.5619512
2060;RCAM;PHEV-d;2050;26t;411.6916758
2005;RCAM;PHEV-d;2000;40t;1.98676E-09
2010;RCAM;PHEV-d;2000;40t;2.35715E-07
2015;RCAM;PHEV-d;2005;40t;8.429349297
2020;RCAM;PHEV-d;2010;40t;16.19780406
2025;RCAM;PHEV-d;2015;40t;69.88968495
2030;RCAM;PHEV-d;2020;40t;211.7972262
2035;RCAM;PHEV-d;2025;40t;433.5717186
2040;RCAM;PHEV-d;2030;40t;750.9723311
2045;RCAM;PHEV-d;2035;40t;1062.585066
2050;RCAM;PHEV-d;2040;40t;1287.034719
2060;RCAM;PHEV-d;2050;40t;1564.170883
2005;RSAF;FCEV;2000;26t;0
2010;RSAF;FCEV;2000;26t;0
2015;RSAF;FCEV;2005;26t;0
2020;RSAF;FCEV;2010;26t;0
2025;RSAF;FCEV;2015;26t;0
2030;RSAF;FCEV;2020;26t;0
2035;RSAF;FCEV;2025;26t;9.35521E-09
2040;RSAF;FCEV;2030;26t;0.000984409
2045;RSAF;FCEV;2035;26t;0.02432793
2050;RSAF;FCEV;2040;26t;0.082061882
2060;RSAF;FCEV;2050;26t;0.136137604
2005;RSAF;FCEV;2000;40t;0
2010;RSAF;FCEV;2000;40t;0
2015;RSAF;FCEV;2005;40t;0
2020;RSAF;FCEV;2010;40t;0
2025;RSAF;FCEV;2015;40t;0
2030;RSAF;FCEV;2020;40t;0
2035;RSAF;FCEV;2025;40t;0
2040;RSAF;FCEV;2030;40t;0.005885412
2045;RSAF;FCEV;2035;40t;0.143015305
2050;RSAF;FCEV;2040;40t;0.534155029
2060;RSAF;FCEV;2050;40t;1.11083606
2005;RSAF;HEV-d;2000;26t;4.14912E-05
2010;RSAF;HEV-d;2000;26t;0.000162906
2015;RSAF;HEV-d;2005;26t;0.198392155
2020;RSAF;HEV-d;2010;26t;0.408146001
2025;RSAF;HEV-d;2015;26t;2.303121747
2030;RSAF;HEV-d;2020;26t;4.070613569
2035;RSAF;HEV-d;2025;26t;5.249632395
2040;RSAF;HEV-d;2030;26t;5.397039038
2045;RSAF;HEV-d;2035;26t;4.776886963
2050;RSAF;HEV-d;2040;26t;4.396732361
2060;RSAF;HEV-d;2050;26t;5.020384125
2005;RSAF;HEV-d;2000;40t;1.45335E-07
2010;RSAF;HEV-d;2000;40t;8.77167E-05
2015;RSAF;HEV-d;2005;40t;0.46333297
2020;RSAF;HEV-d;2010;40t;0.955434799
2025;RSAF;HEV-d;2015;40t;8.487274053
2030;RSAF;HEV-d;2020;40t;14.87667289
2035;RSAF;HEV-d;2025;40t;21.94341225
2040;RSAF;HEV-d;2030;40t;28.61066303
2045;RSAF;HEV-d;2035;40t;31.75985181
2050;RSAF;HEV-d;2040;40t;33.87187598
2060;RSAF;HEV-d;2050;40t;42.33117395
2005;RSAF;ICEV-d;2000;26t;11.66907189
2010;RSAF;ICEV-d;2000;26t;15.0225754
2015;RSAF;ICEV-d;2005;26t;20.15587017
2020;RSAF;ICEV-d;2010;26t;23.48029106
2025;RSAF;ICEV-d;2015;26t;21.78393018
2030;RSAF;ICEV-d;2020;26t;21.30835325
2035;RSAF;ICEV-d;2025;26t;18.76985699
2040;RSAF;ICEV-d;2030;26t;14.19457941
2045;RSAF;ICEV-d;2035;26t;8.61661972
2050;RSAF;ICEV-d;2040;26t;5.813257141
2060;RSAF;ICEV-d;2050;26t;5.570719086
2005;RSAF;ICEV-d;2000;40t;46.73187496
2010;RSAF;ICEV-d;2000;40t;60.08746702
2015;RSAF;ICEV-d;2005;40t;84.05776263
2020;RSAF;ICEV-d;2010;40t;99.23528353
2025;RSAF;ICEV-d;2015;40t;108.9526336
2030;RSAF;ICEV-d;2020;40t;117.5214467
2035;RSAF;ICEV-d;2025;40t;113.7924824
2040;RSAF;ICEV-d;2030;40t;94.5864585
2045;RSAF;ICEV-d;2035;40t;66.96222803
2050;RSAF;ICEV-d;2040;40t;51.60946069
2060;RSAF;ICEV-d;2050;40t;52.63252173
2005;RSAF;PHEV-d;2000;26t;7.21811E-09
2010;RSAF;PHEV-d;2000;26t;2.21076E-06
2015;RSAF;PHEV-d;2005;26t;0.531428925
2020;RSAF;PHEV-d;2010;26t;1.097277539
2025;RSAF;PHEV-d;2015;26t;5.949282703
2030;RSAF;PHEV-d;2020;26t;10.99215003
2035;RSAF;PHEV-d;2025;26t;19.66857848
2040;RSAF;PHEV-d;2030;26t;33.33772397
2045;RSAF;PHEV-d;2035;26t;50.66075244
2050;RSAF;PHEV-d;2040;26t;67.23305078
2060;RSAF;PHEV-d;2050;26t;98.25674902
2005;RSAF;PHEV-d;2000;40t;7.80597E-10
2010;RSAF;PHEV-d;2000;40t;1.89621E-08
2015;RSAF;PHEV-d;2005;40t;0.687217821
2020;RSAF;PHEV-d;2010;40t;1.423885153
2025;RSAF;PHEV-d;2015;40t;4.482630651
2030;RSAF;PHEV-d;2020;40t;14.79867406
2035;RSAF;PHEV-d;2025;40t;40.34979923
2040;RSAF;PHEV-d;2030;40t;89.1292016
2045;RSAF;PHEV-d;2035;40t;157.4409092
2050;RSAF;PHEV-d;2040;40t;223.776208
2060;RSAF;PHEV-d;2050;40t;339.3504805
2005;RSAM;FCEV;2000;40t;0
2010;RSAM;FCEV;2000;40t;0
2015;RSAM;FCEV;2005;40t;0
2020;RSAM;FCEV;2010;40t;0
2025;RSAM;FCEV;2015;40t;0
2030;RSAM;FCEV;2020;40t;0
2035;RSAM;FCEV;2025;40t;0
2040;RSAM;FCEV;2030;40t;0.002859674
2045;RSAM;FCEV;2035;40t;0.040881611
2050;RSAM;FCEV;2040;40t;0.163392502
2060;RSAM;FCEV;2050;40t;0.278119995
2005;RSAM;HEV-d;2000;26t;1.88035E-07
2010;RSAM;HEV-d;2000;26t;6.6875E-05
2015;RSAM;HEV-d;2005;26t;0.690885971
2020;RSAM;HEV-d;2010;26t;1.26696904
2025;RSAM;HEV-d;2015;26t;9.049277405
2030;RSAM;HEV-d;2020;26t;16.34212695
2035;RSAM;HEV-d;2025;26t;26.34813086
2040;RSAM;HEV-d;2030;26t;36.29033911
2045;RSAM;HEV-d;2035;26t;39.96166064
2050;RSAM;HEV-d;2040;26t;39.5102688
2060;RSAM;HEV-d;2050;26t;37.87015356
2005;RSAM;HEV-d;2000;40t;4.55479E-07
2010;RSAM;HEV-d;2000;40t;1.14944E-06
2015;RSAM;HEV-d;2005;40t;1.615775635
2020;RSAM;HEV-d;2010;40t;2.967098267
2025;RSAM;HEV-d;2015;40t;10.32498459
2030;RSAM;HEV-d;2020;40t;36.68069602
2035;RSAM;HEV-d;2025;40t;84.77691935
2040;RSAM;HEV-d;2030;40t;152.730726
2045;RSAM;HEV-d;2035;40t;206.3931918
2050;RSAM;HEV-d;2040;40t;236.3923441
2060;RSAM;HEV-d;2050;40t;257.4582249
2005;RSAM;ICEV-d;2000;26t;114.4601524
2010;RSAM;ICEV-d;2000;26t;134.5669953
2015;RSAM;ICEV-d;2005;26t;140.8274035
2020;RSAM;ICEV-d;2010;26t;147.8868957
2025;RSAM;ICEV-d;2015;26t;159.694525
2030;RSAM;ICEV-d;2020;26t;162.0143171
2035;RSAM;ICEV-d;2025;26t;150.4239359
2040;RSAM;ICEV-d;2030;26t;119.6416311
2045;RSAM;ICEV-d;2035;26t;82.06427981
2050;RSAM;ICEV-d;2040;26t;58.79924383
2060;RSAM;ICEV-d;2050;26t;45.58579649
2005;RSAM;ICEV-d;2000;40t;456.9245928
2010;RSAM;ICEV-d;2000;40t;540.3129146
2015;RSAM;ICEV-d;2005;40t;578.4546268
2020;RSAM;ICEV-d;2010;40t;610.4476586
2025;RSAM;ICEV-d;2015;40t;689.6963747
2030;RSAM;ICEV-d;2020;40t;729.0754819
2035;RSAM;ICEV-d;2025;40t;721.476154
2040;RSAM;ICEV-d;2030;40t;630.1645329
2045;RSAM;ICEV-d;2035;40t;491.201979
2050;RSAM;ICEV-d;2040;40t;399.5604754
2060;RSAM;ICEV-d;2050;40t;346.808115
2005;RSAM;PHEV-d;2000;26t;3.0717E-10
2010;RSAM;PHEV-d;2000;26t;4.70522E-08
2015;RSAM;PHEV-d;2005;26t;1.023201453
2020;RSAM;PHEV-d;2010;26t;1.884248101
2025;RSAM;PHEV-d;2015;26t;3.749288511
2030;RSAM;PHEV-d;2020;26t;14.12379463
2035;RSAM;PHEV-d;2025;26t;36.75888859
2040;RSAM;PHEV-d;2030;26t;81.22613431
2045;RSAM;PHEV-d;2035;26t;137.384853
2050;RSAM;PHEV-d;2040;26t;183.0485845
2060;RSAM;PHEV-d;2050;26t;234.5075342
2005;RSAM;PHEV-d;2000;40t;3.71382E-10
2010;RSAM;PHEV-d;2000;40t;1.71536E-08
2015;RSAM;PHEV-d;2005;40t;1.386908013
2020;RSAM;PHEV-d;2010;40t;2.553894924
2025;RSAM;PHEV-d;2015;40t;4.658514789
2030;RSAM;PHEV-d;2020;40t;21.63180314
2035;RSAM;PHEV-d;2025;40t;67.38311537
2040;RSAM;PHEV-d;2030;40t;185.8744481
2045;RSAM;PHEV-d;2035;40t;360.9505054
2050;RSAM;PHEV-d;2040;40t;511.7914609
2060;RSAM;PHEV-d;2050;40t;690.4835234
2005;RSAS;FCEV;2000;26t;0
2010;RSAS;FCEV;2000;26t;0
2015;RSAS;FCEV;2005;26t;0
2020;RSAS;FCEV;2010;26t;0
2025;RSAS;FCEV;2015;26t;0
2030;RSAS;FCEV;2020;26t;0
2035;RSAS;FCEV;2025;26t;2.09989E-08
2040;RSAS;FCEV;2030;26t;0.002164418
2045;RSAS;FCEV;2035;26t;0.016786261
2050;RSAS;FCEV;2040;26t;0.03183201
2060;RSAS;FCEV;2050;26t;0.02633
2005;RSAS;FCEV;2000;40t;0
2010;RSAS;FCEV;2000;40t;0
2015;RSAS;FCEV;2005;40t;5.83962E-40
2020;RSAS;FCEV;2010;40t;2.79999E-32
2025;RSAS;FCEV;2015;40t;1.48042E-21
2030;RSAS;FCEV;2020;40t;3.49782E-16
2035;RSAS;FCEV;2025;40t;1.32381E-10
2040;RSAS;FCEV;2030;40t;0.017131454
2045;RSAS;FCEV;2035;40t;0.158403162
2050;RSAS;FCEV;2040;40t;0.375655684
2060;RSAS;FCEV;2050;40t;0.514074066
2005;RSAS;HEV-d;2000;26t;5.13702E-06
2010;RSAS;HEV-d;2000;26t;0.000128034
2015;RSAS;HEV-d;2005;26t;0.456998657
2020;RSAS;HEV-d;2010;26t;0.979543015
2025;RSAS;HEV-d;2015;26t;6.336949585
2030;RSAS;HEV-d;2020;26t;11.48323279
2035;RSAS;HEV-d;2025;26t;17.05378971
2040;RSAS;HEV-d;2030;26t;20.24495821
2045;RSAS;HEV-d;2035;26t;20.86414879
2050;RSAS;HEV-d;2040;26t;21.13587405
2060;RSAS;HEV-d;2050;26t;23.97590556
2005;RSAS;HEV-d;2000;40t;2.2574E-07
2010;RSAS;HEV-d;2000;40t;0.000182621
2015;RSAS;HEV-d;2005;40t;1.627652664
2020;RSAS;HEV-d;2010;40t;3.497971008
2025;RSAS;HEV-d;2015;40t;27.22878564
2030;RSAS;HEV-d;2020;40t;51.48752734
2035;RSAS;HEV-d;2025;40t;87.56315705
2040;RSAS;HEV-d;2030;40t;131.5938069
2045;RSAS;HEV-d;2035;40t;169.0528419
2050;RSAS;HEV-d;2040;40t;199.812218
2060;RSAS;HEV-d;2050;40t;252.5679119
2005;RSAS;ICEV-d;2000;26t;31.72892907
2010;RSAS;ICEV-d;2000;26t;41.40178083
2015;RSAS;ICEV-d;2005;26t;60.1162159
2020;RSAS;ICEV-d;2010;26t;73.52517196
2025;RSAS;ICEV-d;2015;26t;74.93082383
2030;RSAS;ICEV-d;2020;26t;78.76815029
2035;RSAS;ICEV-d;2025;26t;75.51181238
2040;RSAS;ICEV-d;2030;26t;60.03953345
2045;RSAS;ICEV-d;2035;26t;40.14224896
2050;RSAS;ICEV-d;2040;26t;29.62861403
2060;RSAS;ICEV-d;2050;26t;27.79942593
2005;RSAS;ICEV-d;2000;40t;179.2436065
2010;RSAS;ICEV-d;2000;40t;235.0795966
2015;RSAS;ICEV-d;2005;40t;351.5459693
2020;RSAS;ICEV-d;2010;40t;433.4292349
2025;RSAS;ICEV-d;2015;40t;474.1766456
2030;RSAS;ICEV-d;2020;40t;529.6562488
2035;RSAS;ICEV-d;2025;40t;546.7271598
2040;RSAS;ICEV-d;2030;40t;481.2312927
2045;RSAS;ICEV-d;2035;40t;373.3276921
2050;RSAS;ICEV-d;2040;40t;317.1334063
2060;RSAS;ICEV-d;2050;40t;326.2652985
2005;RSAS;PHEV-d;2000;26t;1.17201E-09
2010;RSAS;PHEV-d;2000;26t;2.52695E-08
2015;RSAS;PHEV-d;2005;26t;0.79782622
2020;RSAS;PHEV-d;2010;26t;1.720958146
2025;RSAS;PHEV-d;2015;26t;7.187434872
2030;RSAS;PHEV-d;2020;26t;16.09395376
2035;RSAS;PHEV-d;2025;26t;33.96575489
2040;RSAS;PHEV-d;2030;26t;71.13399493
2045;RSAS;PHEV-d;2035;26t;117.3958364
2050;RSAS;PHEV-d;2040;26t;157.4383213
2060;RSAS;PHEV-d;2050;26t;218.2943047
2005;RSAS;PHEV-d;2000;40t;3.27667E-10
2010;RSAS;PHEV-d;2000;40t;4.074E-08
2015;RSAS;PHEV-d;2005;40t;1.79169332
2020;RSAS;PHEV-d;2010;40t;3.866462442
2025;RSAS;PHEV-d;2015;40t;10.68265363
2030;RSAS;PHEV-d;2020;40t;34.8523109
2035;RSAS;PHEV-d;2025;40t;98.07988813
2040;RSAS;PHEV-d;2030;40t;261.5412019
2045;RSAS;PHEV-d;2035;40t;486.4240342
2050;RSAS;PHEV-d;2040;40t;683.5765059
2060;RSAS;PHEV-d;2050;40t;976.649168
2005;RUS;FCEV;2000;40t;0
2010;RUS;FCEV;2000;40t;0
2015;RUS;FCEV;2005;40t;3.63673E-30
2020;RUS;FCEV;2010;40t;5.01104E-27
2025;RUS;FCEV;2015;40t;2.129E-19
2030;RUS;FCEV;2020;40t;2.10663E-14
2035;RUS;FCEV;2025;40t;4.03135E-09
2040;RUS;FCEV;2030;40t;0.016787961
2045;RUS;FCEV;2035;40t;0.115861076
2050;RUS;FCEV;2040;40t;0.327849838
2060;RUS;FCEV;2050;40t;0.7073237
2005;RUS;HEV-d;2000;26t;6.34281E-05
2010;RUS;HEV-d;2000;26t;0.000296478
2015;RUS;HEV-d;2005;26t;0.469496689
2020;RUS;HEV-d;2010;26t;0.85411792
2025;RUS;HEV-d;2015;26t;5.052540405
2030;RUS;HEV-d;2020;26t;8.26175293
2035;RUS;HEV-d;2025;26t;10.19056958
2040;RUS;HEV-d;2030;26t;8.728172119
2045;RUS;HEV-d;2035;26t;6.420669617
2050;RUS;HEV-d;2040;26t;4.916543396
2060;RUS;HEV-d;2050;26t;3.787426422
2005;RUS;HEV-d;2000;40t;5.39252E-07
2010;RUS;HEV-d;2000;40t;0.000241305
2015;RUS;HEV-d;2005;40t;1.318618683
2020;RUS;HEV-d;2010;40t;2.409500824
2025;RUS;HEV-d;2015;40t;16.73818896
2030;RUS;HEV-d;2020;40t;27.56949316
2035;RUS;HEV-d;2025;40t;38.98906721
2040;RUS;HEV-d;2030;40t;43.74818341
2045;RUS;HEV-d;2035;40t;42.90732208
2050;RUS;HEV-d;2040;40t;40.29796594
2060;RUS;HEV-d;2050;40t;36.01622348
2005;RUS;ICEV-d;2000;26t;46.92453987
2010;RUS;ICEV-d;2000;26t;54.05211312
2015;RUS;ICEV-d;2005;26t;60.83396346
2020;RUS;ICEV-d;2010;26t;62.68698737
2025;RUS;ICEV-d;2015;26t;57.53445245
2030;RUS;ICEV-d;2020;26t;52.21626069
2035;RUS;ICEV-d;2025;26t;42.23533603
2040;RUS;ICEV-d;2030;26t;26.43460211
2045;RUS;ICEV-d;2035;26t;12.91151099
2050;RUS;ICEV-d;2040;26t;6.927846954
2060;RUS;ICEV-d;2050;26t;4.286880562
2005;RUS;ICEV-d;2000;40t;178.9892769
2010;RUS;ICEV-d;2000;40t;207.7790546
2015;RUS;ICEV-d;2005;40t;242.8411761
2020;RUS;ICEV-d;2010;40t;253.5565472
2025;RUS;ICEV-d;2015;40t;255.6091401
2030;RUS;ICEV-d;2020;40t;251.5485973
2035;RUS;ICEV-d;2025;40t;223.855067
2040;RUS;ICEV-d;2030;40t;159.1742915
2045;RUS;ICEV-d;2035;40t;94.59562769
2050;RUS;ICEV-d;2040;40t;62.06130408
2060;RUS;ICEV-d;2050;40t;44.53348438
2005;RUS;PHEV-d;2000;26t;6.63056E-09
2010;RUS;PHEV-d;2000;26t;5.47966E-08
2015;RUS;PHEV-d;2005;26t;1.617976043
2020;RUS;PHEV-d;2010;26t;2.96955973
2025;RUS;PHEV-d;2015;26t;9.477143307
2030;RUS;PHEV-d;2020;26t;17.63857569
2035;RUS;PHEV-d;2025;26t;31.72766298
2040;RUS;PHEV-d;2030;26t;55.11057312
2045;RUS;PHEV-d;2035;26t;75.28975342
2050;RUS;PHEV-d;2040;26t;86.46109619
2060;RUS;PHEV-d;2050;26t;95.93238721
2005;RUS;PHEV-d;2000;40t;2.47514E-09
2010;RUS;PHEV-d;2000;40t;5.39793E-08
2015;RUS;PHEV-d;2005;40t;2.665584383
2020;RUS;PHEV-d;2010;40t;4.895409874
2025;RUS;PHEV-d;2015;40t;10.43842097
2030;RUS;PHEV-d;2020;40t;27.31176029
2035;RUS;PHEV-d;2025;40t;66.54148287
2040;RUS;PHEV-d;2030;40t;149.364297
2045;RUS;PHEV-d;2035;40t;231.5061421
