remind;Biomass CHP;SE|Heat|Biomass|CHP
remind;Biomass;SE|Heat|Biomass
remind;Coal CHP;SE|Heat|Coal|CHP
remind;Coal;SE|Heat|Coal
remind;Gas CHP;SE|Heat|Gas|CHP
remind;Gas;SE|Heat|Gas
remind;Geothermal;SE|Heat|Geothermal
