Units,scenario,region,sector,subsector,output,Year,value
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,biomass,district heat,2095,8.35817e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,biomass,district heat,2100,4.89301e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,1975,0.168726
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,1990,1.37231
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2005,0.535514
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2010,0.451468
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2015,0.351119
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2021,0.412407
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2025,0.8422
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2030,0.804776
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2035,0.80495
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2040,0.0993938
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2045,0.0395213
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2050,0.0132526
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2055,0.00586935
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2060,0.00275911
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2065,0.00146217
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2070,0.000790832
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2075,0.000441663
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2080,0.000260231
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2085,0.000157225
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2090,9.56115e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2095,5.75991e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,coal,district heat,2100,3.42737e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,1975,0.634679
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,1990,1.92755
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2005,2.02445
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2010,2.08454
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2015,1.46473
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2021,1.55131
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2025,3.25906
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2030,3.2482
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2035,3.19242
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2040,1.91739
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2045,0.900417
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2050,0.316315
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2055,0.139318
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2060,0.0670155
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2065,0.0362304
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2070,0.0199605
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2075,0.0114524
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2080,0.00679897
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2085,0.0041315
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2090,0.00253383
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2095,0.00153725
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,gas,district heat,2100,0.000920459
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,1975,0.0423861
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,1990,0.548073
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2005,0.301463
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2010,0.248222
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2015,0.20051
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2021,0.103612
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2025,0.188671
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2030,0.174204
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2035,0.153311
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2040,0.257139
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2045,0.120889
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2050,0.041406
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2055,0.0185335
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2060,0.00883959
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2065,0.0054149
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2070,0.00330882
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2075,0.0018093
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2080,0.00103574
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2085,0.000600766
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2090,0.000360083
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2095,0.000221007
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Russia,district heat,refined liquids,district heat,2100,0.000134572
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,1975,0.0825414
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2010,0.00221025
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2015,0.000904163
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2021,0.0500646
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2025,0.0559301
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2030,0.0611828
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2035,0.0649254
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2040,0.066301
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2045,0.025613
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2050,0.00770143
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2055,0.0030294
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2060,0.00114488
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2065,0.000532838
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2070,0.000271769
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2075,0.000144324
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2080,8.15616e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2085,4.96654e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2090,3.05329e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2095,1.83045e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,biomass,district heat,2100,1.09172e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,1975,0.0225472
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,1990,0.0313782
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2005,0.0116874
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2010,0.0380425
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2015,0.0218008
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2021,0.0136631
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2025,0.0152478
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2030,0.0161521
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2035,0.016953
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2040,0.00166907
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2045,0.000792289
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2050,0.000260612
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2055,0.000105491
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2060,4.08433e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2065,1.90374e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2070,9.75057e-06
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2075,5.25074e-06
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2080,3.01859e-06
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2085,1.86679e-06
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2090,1.16505e-06
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2095,7.07923e-07
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,coal,district heat,2100,4.29077e-07
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,1975,0.271885
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,1990,1.3288
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2005,0.578409
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2010,0.309999
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2015,0.165599
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2021,0.164996
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2025,0.167368
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2030,0.19136
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2035,0.209872
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2040,0.108377
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2045,0.0587005
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2050,0.0197561
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2055,0.00804468
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2060,0.00319067
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2065,0.00151955
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2070,0.000793441
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2075,0.000434933
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2080,0.000252859
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2085,0.000157898
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2090,9.93596e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2095,6.07138e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,gas,district heat,2100,3.69992e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,1975,0.00158226
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,1990,0.291379
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2005,3.35202e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2010,0.00331529
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2015,0.00468834
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2021,0.000937681
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2025,0.00120978
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2030,0.00120813
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2035,0.00123381
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2040,0.00154166
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2045,0.000907294
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2050,0.000312296
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2055,0.000127472
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2060,5.07146e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2065,2.82231e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2070,1.63806e-05
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2075,8.66456e-06
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2080,4.85105e-06
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2085,2.88567e-06
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2090,1.77728e-06
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2095,1.10024e-06
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,district heat,refined liquids,district heat,2100,6.82989e-07
