Units,scenario,region,sector,subsector,technology,GHG,Year,value
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement,CO2,2080,6.864722300000001e-08
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement,CO2,2085,1.0421524e-08
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement,CO2,2090,2.960196e-09
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement,CO2,2095,7.00594e-10
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement,CO2,2100,2.66278e-10
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement CCS,CO2,2030,0.00142532
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement CCS,CO2,2035,0.003437
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement CCS,CO2,2040,0.017451170000000002
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement CCS,CO2,2045,0.0741223
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement CCS,CO2,2050,0.106727505
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement CCS,CO2,2055,0.11794954399999999
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement CCS,CO2,2060,0.12253035400000001
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement CCS,CO2,2065,0.1233181213
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement CCS,CO2,2070,0.1230901692
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement CCS,CO2,2075,0.122132704
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement CCS,CO2,2080,0.12024444000000001
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement CCS,CO2,2085,0.117972725
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement CCS,CO2,2090,0.115252684
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement CCS,CO2,2095,0.111875744
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Northern,cement,cement,cement CCS,CO2,2100,0.108080421
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,1975,0.62
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,1990,1.08
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2005,2.096
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2010,2.618
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2015,2.618
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2021,2.618
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2025,2.6199296
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2030,2.9759786999999998
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2035,3.2952288
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2040,2.11456202
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2045,0.865651815
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2050,0.2508737759
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2055,0.07652899004000001
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2060,0.014306048665000001
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2065,0.002191563226
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2070,0.00025797148
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2075,1.05795422e-06
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2080,1.4008573999999998e-07
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2085,2.4846002e-08
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2090,7.679568e-09
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2095,2.4444129999999995e-09
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement,CO2,2100,7.70931e-10
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement CCS,CO2,2030,0.00156175
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement CCS,CO2,2035,0.004754700000000001
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement CCS,CO2,2040,0.03950775
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement CCS,CO2,2045,0.16194589999999998
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement CCS,CO2,2050,0.23600465199999998
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement CCS,CO2,2055,0.26737210699999997
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement CCS,CO2,2060,0.2850956375
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement CCS,CO2,2065,0.2948983229
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement CCS,CO2,2070,0.30127723030000003
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement CCS,CO2,2075,0.304639164
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement CCS,CO2,2080,0.30446292
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement CCS,CO2,2085,0.301834694
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement CCS,CO2,2090,0.297025579
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement CCS,CO2,2095,0.290032873
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South America_Southern,cement,cement,cement CCS,CO2,2100,0.281686015
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,1975,0.097
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,1990,0.13
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2005,0.968
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2010,1.01
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2015,1.01
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2021,1.01
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2025,1.2169729999999999
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2030,1.742836
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2035,2.356949
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2040,1.7336340719999999
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2045,0.964344515
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2050,0.4024529532
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2055,0.15394868450000002
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2060,0.035704159490000005
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2065,0.006101459460000001
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2070,0.0008010902160000001
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2075,7.200353e-06
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2080,1.8778952e-06
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2085,5.161070999999999e-07
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2090,1.6876598e-07
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2095,5.6208538e-08
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement,CO2,2100,1.9524219e-08
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement CCS,CO2,2040,0.00675943
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement CCS,CO2,2045,0.10404729
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement CCS,CO2,2050,0.19531684
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement CCS,CO2,2055,0.26015679
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement CCS,CO2,2060,0.31526506
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement CCS,CO2,2065,0.36388908
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement CCS,CO2,2070,0.410188185
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement CCS,CO2,2075,0.45046150490000003
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement CCS,CO2,2080,0.4818831
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement CCS,CO2,2085,0.50380746
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement CCS,CO2,2090,0.517426594
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement CCS,CO2,2095,0.524327497
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Asia,cement,cement,cement CCS,CO2,2100,0.52631533
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,1975,1.378
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,1990,4.57
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2005,6.989
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2010,6.817
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2015,6.817
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2021,6.817
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2025,5.87962
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2030,5.73858
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2035,5.63638
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2040,3.04673
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2045,2.30301
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2050,1.92728
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2055,1.7420878
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2060,1.5763152999999999
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2065,1.424196
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2070,1.2876026
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2075,1.1601218
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2080,1.04276912
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2085,0.9360334299999999
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2090,0.83787195
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2095,0.7475864720000001
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",South Korea,cement,cement,cement,CO2,2100,0.6667973
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,1975,2.593
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,1990,6.971
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2005,14.831
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2010,16.476
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2015,16.476
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2021,16.476
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2025,17.58743
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2030,19.88484
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2035,21.78029
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2040,13.999358
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2045,6.37635761
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2050,2.081194852
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2055,0.6672923622
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2060,0.13348866109000002
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2065,0.02130398291
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2070,0.00257390668
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2075,1.2219259e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2080,2.3340998e-06
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2085,3.8988655e-07
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2090,1.1189877e-07
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2095,3.4737315e-08
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement,CO2,2100,1.0733027e-08
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement CCS,CO2,2045,0.688446
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement CCS,CO2,2050,1.141751
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement CCS,CO2,2055,1.3222939999999999
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement CCS,CO2,2060,1.40321
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement CCS,CO2,2065,1.429749
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement CCS,CO2,2070,1.438706
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement CCS,CO2,2075,1.435429
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement CCS,CO2,2080,1.41967516
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement CCS,CO2,2085,1.39355704
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement CCS,CO2,2090,1.35953461
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement CCS,CO2,2095,1.31925399
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Southeast Asia,cement,cement,cement CCS,CO2,2100,1.27374194
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,1975,0.924
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,1990,2.516
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2005,2.705
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2010,2.165
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2015,2.165
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2021,2.165
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2025,1.84339
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2030,1.80538
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2035,1.75858
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2040,0.979028
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2045,0.4945351
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2050,0.3663074
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2055,0.3678348
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2060,0.3642328
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2065,0.37188120999999996
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2070,0.38177756
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2075,0.36644854
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2080,0.335766834
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2085,0.30200775
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2090,0.263722
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2095,0.21668991199999998
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement,CO2,2100,0.166312655
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement CCS,CO2,2045,0.0285804
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement CCS,CO2,2050,0.025062195
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement CCS,CO2,2055,0.019394695
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement CCS,CO2,2060,0.01471299561
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement CCS,CO2,2065,0.00927888054
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement CCS,CO2,2070,0.00388964007
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement CCS,CO2,2075,0.0012195458599999999
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement CCS,CO2,2080,0.00045549572
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement CCS,CO2,2085,0.000386159007
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement CCS,CO2,2090,0.0011956553309999999
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement CCS,CO2,2095,0.0034489305622000003
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Taiwan,cement,cement,cement CCS,CO2,2100,0.0065404511104
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,1975,8.602
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,1990,9.71
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2005,13.723
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2010,8.822
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2015,8.822
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2021,8.822
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2025,8.850065
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2030,9.566513
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2035,10.064992
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2040,6.24476169
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2045,2.71254658
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2050,0.974013814
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2055,0.3350423858
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2060,0.0676284958
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2065,0.010738645739999999
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2070,0.001246738666
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2075,1.3969869000000002e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2080,2.0723553e-06
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2085,3.3735070000000004e-07
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2090,7.641109e-08
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2095,1.9253148999999998e-08
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement,CO2,2100,5.2506499999999994e-09
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement CCS,CO2,2030,0.00595925
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement CCS,CO2,2035,0.023362099999999997
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement CCS,CO2,2040,0.11987942
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement CCS,CO2,2045,0.42583885
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement CCS,CO2,2050,0.6046007600000001
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement CCS,CO2,2055,0.69320499
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement CCS,CO2,2060,0.7484136530000001
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement CCS,CO2,2065,0.781705225
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement CCS,CO2,2070,0.811538732
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement CCS,CO2,2075,0.83832284
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement CCS,CO2,2080,0.85675577
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement CCS,CO2,2085,0.87047169
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement CCS,CO2,2090,0.87729009
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement CCS,CO2,2095,0.87650324
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",USA,cement,cement,cement CCS,CO2,2100,0.87028232
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Ukraine,cement,cement,cement,CO2,1975,3.21192
