Units,scenario,region,sector,subsector,technology,GHG,Year,value
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR,CO2,2021,0.00110017
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR,CO2,2025,0.030467815999999998
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR,CO2,2030,0.129101802
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR,CO2,2035,0.333808962
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR,CO2,2040,0.27474772000000003
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR,CO2,2045,0.12337768
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR,CO2,2050,0.02186526
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR,CO2,2055,0.0040921840000000004
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR,CO2,2060,0.002322694
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR,CO2,2065,0.0016552357
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR,CO2,2070,0.0011319385900000001
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR,CO2,2075,0.00074992198
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR,CO2,2080,0.00049582725
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR,CO2,2085,0.00031551993099999997
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR,CO2,2090,0.000199845562
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR,CO2,2095,0.0001231324241
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR,CO2,2100,7.230738449999999e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2040,0.0264351
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2045,0.0735558
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2050,0.136962
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2055,0.21036111000000002
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2060,0.29119668
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2065,0.37401419999999996
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2070,0.4420011
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2075,0.487624
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2080,0.5153269
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2085,0.522481
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2090,0.5145891
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2095,0.4927333
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2100,0.45288090000000003
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2030,0.00336687
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2035,0.01245491
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2040,0.012923170000000001
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2045,0.008090183
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2050,0.002909668
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2055,0.0012804399999999999
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2060,0.0008374524
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2065,0.0006141085
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2070,0.00043114385999999997
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2075,0.00029499254999999997
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2080,0.00020162195999999999
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2085,0.000132666543
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2090,8.6733714e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2095,5.5083233e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2100,3.32350914e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,Biomass-based,CO2,2030,0.00546192
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,Biomass-based,CO2,2035,0.02046912
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,Biomass-based,CO2,2040,0.028030100000000002
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,Biomass-based,CO2,2045,0.021416076
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,Biomass-based,CO2,2050,0.00978129
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,Biomass-based,CO2,2055,0.003908499
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,Biomass-based,CO2,2060,0.001853901
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,Biomass-based,CO2,2065,0.0011778036
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,Biomass-based,CO2,2070,0.0007535768
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,Biomass-based,CO2,2075,0.00047443398
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,Biomass-based,CO2,2080,0.00030110755000000003
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,Biomass-based,CO2,2085,0.00018658916
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,Biomass-based,CO2,2090,0.00011565722
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,Biomass-based,CO2,2095,7.0122841e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,BLASTFUR,Biomass-based,CO2,2100,4.0384091200000004e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI,CO2,2021,0.000273855
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI,CO2,2025,0.011516998
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI,CO2,2030,0.054562379999999994
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI,CO2,2035,0.14651245940000002
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI,CO2,2040,0.17998551000000002
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI,CO2,2045,0.16684573
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI,CO2,2050,0.132498
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI,CO2,2055,0.1104838
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI,CO2,2060,0.10502857
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI,CO2,2065,0.10340585
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI,CO2,2070,0.09566129000000001
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI,CO2,2075,0.08026057
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI,CO2,2080,0.061748990000000004
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI,CO2,2085,0.04356558
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI,CO2,2090,0.0284164
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI,CO2,2095,0.01696337
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI,CO2,2100,0.009213079999999998
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI CCS,CO2,2040,0.0122086
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI CCS,CO2,2045,0.0384453
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI CCS,CO2,2050,0.08191181
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI CCS,CO2,2055,0.13745804
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI CCS,CO2,2060,0.20536315
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI CCS,CO2,2065,0.29455932
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI CCS,CO2,2070,0.3967488
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI CCS,CO2,2075,0.4866763
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI CCS,CO2,2080,0.5586813
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI CCS,CO2,2085,0.5990508999999999
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI CCS,CO2,2090,0.6183558
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI CCS,CO2,2095,0.6277102999999999
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with DRI,EAF with DRI CCS,CO2,2100,0.6198864
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,1990,0.000551446
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2005,0.000551446
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2010,0.000551446
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2015,0.000551446
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2021,0.00529594
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2025,0.01062581
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2030,0.018926320000000003
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2035,0.02956043
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2040,0.05215206
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2045,0.08120237
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2050,0.11757312
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2055,0.15738109
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2060,0.20103531
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2065,0.2489703
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2070,0.292818
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2075,0.32749090000000003
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2080,0.35505030000000004
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2085,0.3715587
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2090,0.3806621
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2095,0.3831253
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,iron and steel,EAF with scrap,EAF with scrap,CO2,2100,0.37379
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,1975,0.000121869
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,1990,0.000926674
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2005,0.00141962
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2010,0.000290446
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2015,0.000276935
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2021,0.000251186
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2025,0.00033446400000000003
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2030,0.0004282001
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2035,0.0005287588
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2040,0.0006832052
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2045,0.0008363416
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2050,0.0009856529
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2055,0.0011789152
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2060,0.0014188815
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2065,0.0016691967
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2070,0.001878351
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2075,0.002087402
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2080,0.002313738
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2085,0.002579206
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2090,0.002852336
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2095,0.003109261
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR,CO2,2100,0.0033100409999999997
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2030,1.01685e-07
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2035,3.610648e-07
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2040,1.74770676e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2045,3.9078608e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2050,6.53232942e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2055,9.041194e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2060,0.00011394097
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2065,0.00013552666
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2070,0.00015306582
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2075,0.00017089539999999998
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2080,0.00019041240000000002
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2085,0.0002133705
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2090,0.0002371845
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2095,0.00026004450000000003
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR CCS,CO2,2100,0.0002787009
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2030,7.70791e-06
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2035,1.945207e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2040,2.9478350000000002e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2045,3.754016e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2050,4.792389e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2055,6.107539e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2060,7.671573e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2065,9.253812000000001e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2070,0.00010578063
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2075,0.00011903511
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2080,0.00013338862
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2085,0.00014998223
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2090,0.00016704654999999998
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2095,0.00018366930000000001
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,BLASTFUR with hydrogen,CO2,2100,0.0001969901
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,Biomass-based,CO2,2030,0.00808468
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,Biomass-based,CO2,2035,0.020487329999999998
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,Biomass-based,CO2,2040,0.01700229
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,Biomass-based,CO2,2045,0.008417642
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,Biomass-based,CO2,2050,0.0017024522999999998
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,Biomass-based,CO2,2055,0.0001663624
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,Biomass-based,CO2,2060,3.680504e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,Biomass-based,CO2,2065,1.5510412e-05
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,Biomass-based,CO2,2070,7.111830000000001e-06
MTC,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Northern,iron and steel,BLASTFUR,Biomass-based,CO2,2075,3.4218129e-06
