Units,scenario,region,sector,output,Year,value
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,OtherGrain,biomass,2005,0.0230413220343
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,OtherGrain,biomass,2010,0.043128790383
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,OtherGrain,biomass,2015,0.082132155977
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,OtherGrain,biomass,2021,0.09952202208
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,OtherGrain,biomass,2025,0.105680389381
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,OtherGrain,biomass,2030,0.10464806218799999
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,OtherGrain,biomass,2035,0.112805693582
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,OtherGrain,biomass,2040,0.121306152728
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,OtherGrain,biomass,2045,0.113456143632
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,OtherGrain,biomass,2050,0.10130199289
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,OtherGrain,biomass,2055,0.101789844224
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,OtherGrain,biomass,2060,0.106191104813
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,OtherGrain,biomass,2065,0.10198276423500001
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,OtherGrain,biomass,2070,0.094506144335
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,OtherGrain,biomass,2075,0.089680983697
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,OtherGrain,biomass,2080,0.0842566869839
EJ,"GCAM_SSP2,date=2025-4-8T10:48:46-06:00",Africa_Eastern,OtherGrain,biomass,2085,0.0789813586292
