,year,vintage_year,IAM_region,powertrain,size,vintage_demand_tkm
28,2015,2010,CAZ,ICEV-d,3.5t,17870
29,2020,2010,CAZ,ICEV-d,3.5t,7229
30,2025,2010,CAZ,ICEV-d,3.5t,282
140,2015,2010,CAZ,ICEV-d,3.5t,6478
141,2020,2010,CAZ,ICEV-d,3.5t,2620
142,2025,2010,CAZ,ICEV-d,3.5t,102
196,2015,2010,CAZ,ICEV-d,7.5t,7978
197,2020,2010,CAZ,ICEV-d,7.5t,3227
198,2025,2010,CAZ,ICEV-d,7.5t,126
364,2015,2010,CAZ,ICEV-d,7.5t,13208
365,2020,2010,CAZ,ICEV-d,7.5t,5342
366,2025,2010,CAZ,ICEV-d,7.5t,208
476,2015,2010,CAZ,ICEV-d,18t,18788
477,2020,2010,CAZ,ICEV-d,18t,7599
478,2025,2010,CAZ,ICEV-d,18t,297
532,2015,2010,CAZ,ICEV-d,26t,125039
533,2020,2010,CAZ,ICEV-d,26t,50577
534,2025,2010,CAZ,ICEV-d,26t,1978
1204,2015,2011,CAZ,ICEV-d,3.5t,2998
1205,2020,2011,CAZ,ICEV-d,3.5t,2698
1206,2025,2011,CAZ,ICEV-d,3.5t,1034
1316,2015,2011,CAZ,ICEV-d,3.5t,1087
1317,2020,2011,CAZ,ICEV-d,3.5t,977
1318,2025,2011,CAZ,ICEV-d,3.5t,374
1372,2015,2011,CAZ,ICEV-d,7.5t,1333
1373,2020,2011,CAZ,ICEV-d,7.5t,1199
1374,2025,2011,CAZ,ICEV-d,7.5t,460
1540,2015,2011,CAZ,ICEV-d,7.5t,2208
1541,2020,2011,CAZ,ICEV-d,7.5t,1986
1542,2025,2011,CAZ,ICEV-d,7.5t,761
1652,2015,2011,CAZ,ICEV-d,18t,3122
1653,2020,2011,CAZ,ICEV-d,18t,2808
1654,2025,2011,CAZ,ICEV-d,18t,1077
1708,2015,2011,CAZ,ICEV-d,26t,20765
1709,2020,2011,CAZ,ICEV-d,26t,18679
1710,2025,2011,CAZ,ICEV-d,26t,7162
2380,2015,2012,CAZ,ICEV-d,3.5t,3044
2381,2020,2012,CAZ,ICEV-d,3.5t,2856
2382,2025,2012,CAZ,ICEV-d,3.5t,1577
2492,2015,2012,CAZ,ICEV-d,3.5t,1103
2493,2020,2012,CAZ,ICEV-d,3.5t,1035
2494,2025,2012,CAZ,ICEV-d,3.5t,571
2548,2015,2012,CAZ,ICEV-d,7.5t,1349
2549,2020,2012,CAZ,ICEV-d,7.5t,1265
2550,2025,2012,CAZ,ICEV-d,7.5t,699
2716,2015,2012,CAZ,ICEV-d,7.5t,2233
2717,2020,2012,CAZ,ICEV-d,7.5t,2095
2718,2025,2012,CAZ,ICEV-d,7.5t,1157
2828,2015,2012,CAZ,ICEV-d,18t,3139
2829,2020,2012,CAZ,ICEV-d,18t,2945
2830,2025,2012,CAZ,ICEV-d,18t,1626
2884,2015,2012,CAZ,ICEV-d,26t,20862
2885,2020,2012,CAZ,ICEV-d,26t,19573
2886,2025,2012,CAZ,ICEV-d,26t,10809
3556,2015,2013,CAZ,ICEV-d,3.5t,3085
3557,2020,2013,CAZ,ICEV-d,3.5t,2977
3558,2025,2013,CAZ,ICEV-d,3.5t,2020
3668,2015,2013,CAZ,ICEV-d,3.5t,1118
3669,2020,2013,CAZ,ICEV-d,3.5t,1079
3670,2025,2013,CAZ,ICEV-d,3.5t,732
3724,2015,2013,CAZ,ICEV-d,7.5t,1362
3725,2020,2013,CAZ,ICEV-d,7.5t,1314
3726,2025,2013,CAZ,ICEV-d,7.5t,891
3892,2015,2013,CAZ,ICEV-d,7.5t,2255
3893,2020,2013,CAZ,ICEV-d,7.5t,2175
3894,2025,2013,CAZ,ICEV-d,7.5t,1476
4004,2015,2013,CAZ,ICEV-d,18t,3151
4005,2020,2013,CAZ,ICEV-d,18t,3040
4006,2025,2013,CAZ,ICEV-d,18t,2062
4060,2015,2013,CAZ,ICEV-d,26t,20928
4061,2020,2013,CAZ,ICEV-d,26t,20192
4062,2025,2013,CAZ,ICEV-d,26t,13699
4732,2015,2014,CAZ,ICEV-d,3.5t,3125
4733,2020,2014,CAZ,ICEV-d,3.5t,3069
4734,2025,2014,CAZ,ICEV-d,3.5t,2375
4844,2015,2014,CAZ,ICEV-d,3.5t,1133
4845,2020,2014,CAZ,ICEV-d,3.5t,1112
4846,2025,2014,CAZ,ICEV-d,3.5t,860
4900,2015,2014,CAZ,ICEV-d,7.5t,1375
4901,2020,2014,CAZ,ICEV-d,7.5t,1350
4902,2025,2014,CAZ,ICEV-d,7.5t,1045
5068,2015,2014,CAZ,ICEV-d,7.5t,2276
5069,2020,2014,CAZ,ICEV-d,7.5t,2234
5070,2025,2014,CAZ,ICEV-d,7.5t,1729
5180,2015,2014,CAZ,ICEV-d,18t,3162
5181,2020,2014,CAZ,ICEV-d,18t,3105
5182,2025,2014,CAZ,ICEV-d,18t,2403
5236,2015,2014,CAZ,ICEV-d,26t,20985
5237,2020,2014,CAZ,ICEV-d,26t,20606
5238,2025,2014,CAZ,ICEV-d,26t,15947
5906,2020,2015,CAZ,ICEV-d,3.5t,3140
5907,2025,2015,CAZ,ICEV-d,3.5t,2657
5908,2030,2015,CAZ,ICEV-d,3.5t,401
6010,2020,2015,CAZ,ICEV-d,3.5t,1138
6011,2025,2015,CAZ,ICEV-d,3.5t,963
6012,2030,2015,CAZ,ICEV-d,3.5t,145
6062,2020,2015,CAZ,ICEV-d,7.5t,1377
6063,2025,2015,CAZ,ICEV-d,7.5t,1165
6064,2030,2015,CAZ,ICEV-d,7.5t,176
6218,2020,2015,CAZ,ICEV-d,7.5t,2279
6219,2025,2015,CAZ,ICEV-d,7.5t,1928
6220,2030,2015,CAZ,ICEV-d,7.5t,291
6322,2020,2015,CAZ,ICEV-d,18t,3148
6323,2025,2015,CAZ,ICEV-d,18t,2663
6324,2030,2015,CAZ,ICEV-d,18t,402
6374,2020,2015,CAZ,ICEV-d,26t,20878
6375,2025,2015,CAZ,ICEV-d,26t,17662
6376,2030,2015,CAZ,ICEV-d,26t,2669
6998,2020,2016,CAZ,ICEV-d,3.5t,3407
6999,2025,2016,CAZ,ICEV-d,3.5t,3065
7000,2030,2016,CAZ,ICEV-d,3.5t,1175
7102,2020,2016,CAZ,ICEV-d,3.5t,1232
7103,2025,2016,CAZ,ICEV-d,3.5t,1108
7104,2030,2016,CAZ,ICEV-d,3.5t,425
7154,2020,2016,CAZ,ICEV-d,7.5t,1525
7155,2025,2016,CAZ,ICEV-d,7.5t,1372
7156,2030,2016,CAZ,ICEV-d,7.5t,526
7310,2020,2016,CAZ,ICEV-d,7.5t,2514
7311,2025,2016,CAZ,ICEV-d,7.5t,2262
7312,2030,2016,CAZ,ICEV-d,7.5t,867
7414,2020,2016,CAZ,ICEV-d,18t,3568
7415,2025,2016,CAZ,ICEV-d,18t,3209
7416,2030,2016,CAZ,ICEV-d,18t,1230
7466,2020,2016,CAZ,ICEV-d,26t,23014
7467,2025,2016,CAZ,ICEV-d,26t,20702
7468,2030,2016,CAZ,ICEV-d,26t,7938
8090,2020,2017,CAZ,ICEV-d,3.5t,3355
8091,2025,2017,CAZ,ICEV-d,3.5t,3148
8092,2030,2017,CAZ,ICEV-d,3.5t,1739
8194,2020,2017,CAZ,ICEV-d,3.5t,1211
8195,2025,2017,CAZ,ICEV-d,3.5t,1136
8196,2030,2017,CAZ,ICEV-d,3.5t,627
8246,2020,2017,CAZ,ICEV-d,7.5t,1535
8247,2025,2017,CAZ,ICEV-d,7.5t,1440
8248,2030,2017,CAZ,ICEV-d,7.5t,795
8402,2020,2017,CAZ,ICEV-d,7.5t,2521
8403,2025,2017,CAZ,ICEV-d,7.5t,2365
8404,2030,2017,CAZ,ICEV-d,7.5t,1306
8506,2020,2017,CAZ,ICEV-d,18t,3673
8507,2025,2017,CAZ,ICEV-d,18t,3446
8508,2030,2017,CAZ,ICEV-d,18t,1903
8558,2020,2017,CAZ,ICEV-d,26t,23054
8559,2025,2017,CAZ,ICEV-d,26t,21630
8560,2030,2017,CAZ,ICEV-d,26t,11945
9182,2020,2018,CAZ,ICEV-d,3.5t,3301
9183,2025,2018,CAZ,ICEV-d,3.5t,3186
9184,2030,2018,CAZ,ICEV-d,3.5t,2161
9286,2020,2018,CAZ,ICEV-d,3.5t,1188
9287,2025,2018,CAZ,ICEV-d,3.5t,1147
9288,2030,2018,CAZ,ICEV-d,3.5t,778
9338,2020,2018,CAZ,ICEV-d,7.5t,1545
9339,2025,2018,CAZ,ICEV-d,7.5t,1490
9340,2030,2018,CAZ,ICEV-d,7.5t,1011
9494,2020,2018,CAZ,ICEV-d,7.5t,2528
9495,2025,2018,CAZ,ICEV-d,7.5t,2439
9496,2030,2018,CAZ,ICEV-d,7.5t,1655
9598,2020,2018,CAZ,ICEV-d,18t,3780
9599,2025,2018,CAZ,ICEV-d,18t,3647
9600,2030,2018,CAZ,ICEV-d,18t,2474
9650,2020,2018,CAZ,ICEV-d,26t,23097
9651,2025,2018,CAZ,ICEV-d,26t,22285
9652,2030,2018,CAZ,ICEV-d,26t,15119
10274,2020,2019,CAZ,ICEV-d,3.5t,3251
10275,2025,2019,CAZ,ICEV-d,3.5t,3192
10276,2030,2019,CAZ,ICEV-d,3.5t,2471
10378,2020,2019,CAZ,ICEV-d,3.5t,1167
10379,2025,2019,CAZ,ICEV-d,3.5t,1146
10380,2030,2019,CAZ,ICEV-d,3.5t,887
10430,2020,2019,CAZ,ICEV-d,7.5t,1557
10431,2025,2019,CAZ,ICEV-d,7.5t,1529
10432,2030,2019,CAZ,ICEV-d,7.5t,1183
10586,2020,2019,CAZ,ICEV-d,7.5t,2539
10587,2025,2019,CAZ,ICEV-d,7.5t,2493
10588,2030,2019,CAZ,ICEV-d,7.5t,1929
10690,2020,2019,CAZ,ICEV-d,18t,3896
10691,2025,2019,CAZ,ICEV-d,18t,3825
10692,2030,2019,CAZ,ICEV-d,18t,2960
10742,2020,2019,CAZ,ICEV-d,26t,23178
10743,2025,2019,CAZ,ICEV-d,26t,22759
10744,2030,2019,CAZ,ICEV-d,26t,17613
11364,2025,2020,CAZ,ICEV-d,3.5t,3181
11365,2030,2020,CAZ,ICEV-d,3.5t,2691
11366,2035,2020,CAZ,ICEV-d,3.5t,406
11460,2025,2020,CAZ,ICEV-d,3.5t,1139
11461,2030,2020,CAZ,ICEV-d,3.5t,963
11462,2035,2020,CAZ,ICEV-d,3.5t,145
11508,2025,2020,CAZ,ICEV-d,7.5t,1562
11509,2030,2020,CAZ,ICEV-d,7.5t,1321
11510,2035,2020,CAZ,ICEV-d,7.5t,199
11652,2025,2020,CAZ,ICEV-d,7.5t,2537
11653,2030,2020,CAZ,ICEV-d,7.5t,2146
11654,2035,2020,CAZ,ICEV-d,7.5t,324
11748,2025,2020,CAZ,ICEV-d,18t,3992
11749,2030,2020,CAZ,ICEV-d,18t,3377
11750,2035,2020,CAZ,ICEV-d,18t,510
11796,2025,2020,CAZ,ICEV-d,26t,23139
11797,2030,2020,CAZ,ICEV-d,26t,19575
11798,2035,2020,CAZ,ICEV-d,26t,2958
12372,2025,2021,CAZ,ICEV-d,3.5t,3323
12373,2030,2021,CAZ,ICEV-d,3.5t,2989
12374,2035,2021,CAZ,ICEV-d,3.5t,1146
12468,2025,2021,CAZ,ICEV-d,3.5t,1186
12469,2030,2021,CAZ,ICEV-d,3.5t,1067
12470,2035,2021,CAZ,ICEV-d,3.5t,409
12516,2025,2021,CAZ,ICEV-d,7.5t,1676
12517,2030,2021,CAZ,ICEV-d,7.5t,1507
12518,2035,2021,CAZ,ICEV-d,7.5t,578
12660,2025,2021,CAZ,ICEV-d,7.5t,2712
12661,2030,2021,CAZ,ICEV-d,7.5t,2439
12662,2035,2021,CAZ,ICEV-d,7.5t,935
12756,2025,2021,CAZ,ICEV-d,18t,4526
12757,2030,2021,CAZ,ICEV-d,18t,4072
12758,2035,2021,CAZ,ICEV-d,18t,1561
12804,2025,2021,CAZ,ICEV-d,26t,24781
12805,2030,2021,CAZ,ICEV-d,26t,22292
12806,2035,2021,CAZ,ICEV-d,26t,8547
13380,2025,2022,CAZ,ICEV-d,3.5t,3268
13381,2030,2022,CAZ,ICEV-d,3.5t,3066
13382,2035,2022,CAZ,ICEV-d,3.5t,1693
13476,2025,2022,CAZ,ICEV-d,3.5t,1162
13477,2030,2022,CAZ,ICEV-d,3.5t,1090
13478,2035,2022,CAZ,ICEV-d,3.5t,602
13524,2025,2022,CAZ,ICEV-d,7.5t,1700
13525,2030,2022,CAZ,ICEV-d,7.5t,1595
13526,2035,2022,CAZ,ICEV-d,7.5t,880
13668,2025,2022,CAZ,ICEV-d,7.5t,2739
13669,2030,2022,CAZ,ICEV-d,7.5t,2570
13670,2035,2022,CAZ,ICEV-d,7.5t,1419
13764,2025,2022,CAZ,ICEV-d,18t,4846
13765,2030,2022,CAZ,ICEV-d,18t,4546
13766,2035,2022,CAZ,ICEV-d,18t,2511
13812,2025,2022,CAZ,ICEV-d,26t,25093
13813,2030,2022,CAZ,ICEV-d,26t,23543
13814,2035,2022,CAZ,ICEV-d,26t,13002
14388,2025,2023,CAZ,ICEV-d,3.5t,3211
14389,2030,2023,CAZ,ICEV-d,3.5t,3098
14390,2035,2023,CAZ,ICEV-d,3.5t,2102
14484,2025,2023,CAZ,ICEV-d,3.5t,1137
14485,2030,2023,CAZ,ICEV-d,3.5t,1097
14486,2035,2023,CAZ,ICEV-d,3.5t,744
14532,2025,2023,CAZ,ICEV-d,7.5t,1730
14533,2030,2023,CAZ,ICEV-d,7.5t,1669
14534,2035,2023,CAZ,ICEV-d,7.5t,1132
14676,2025,2023,CAZ,ICEV-d,7.5t,2775
14677,2030,2023,CAZ,ICEV-d,7.5t,2678
14678,2035,2023,CAZ,ICEV-d,7.5t,1816
14772,2025,2023,CAZ,ICEV-d,18t,5200
14773,2030,2023,CAZ,ICEV-d,18t,5018
14774,2035,2023,CAZ,ICEV-d,18t,3404
14820,2025,2023,CAZ,ICEV-d,26t,25506
14821,2030,2023,CAZ,ICEV-d,26t,24609
14822,2035,2023,CAZ,ICEV-d,26t,16695
14832,2025,2023,CAZ,ICEV-g,26t,105
14833,2030,2023,CAZ,ICEV-g,26t,101
15396,2025,2024,CAZ,ICEV-d,3.5t,3155
15397,2030,2024,CAZ,ICEV-d,3.5t,3098
15398,2035,2024,CAZ,ICEV-d,3.5t,2398
15492,2025,2024,CAZ,ICEV-d,3.5t,1112
15493,2030,2024,CAZ,ICEV-d,3.5t,1092
15494,2035,2024,CAZ,ICEV-d,3.5t,845
15540,2025,2024,CAZ,ICEV-d,7.5t,1769
15541,2030,2024,CAZ,ICEV-d,7.5t,1737
15542,2035,2024,CAZ,ICEV-d,7.5t,1344
15684,2025,2024,CAZ,ICEV-d,7.5t,2826
15685,2030,2024,CAZ,ICEV-d,7.5t,2775
15686,2035,2024,CAZ,ICEV-d,7.5t,2147
15780,2025,2024,CAZ,ICEV-d,18t,5606
15781,2030,2024,CAZ,ICEV-d,18t,5505
15782,2035,2024,CAZ,ICEV-d,18t,4260
15828,2025,2024,CAZ,ICEV-d,26t,26071
15829,2030,2024,CAZ,ICEV-d,26t,25599
15830,2035,2024,CAZ,ICEV-d,26t,19811
15840,2025,2024,CAZ,ICEV-g,26t,145
15841,2030,2024,CAZ,ICEV-g,26t,143
15842,2035,2024,CAZ,ICEV-g,26t,110
16402,2030,2025,CAZ,ICEV-d,3.5t,3078
16403,2035,2025,CAZ,ICEV-d,3.5t,2604
16404,2040,2025,CAZ,ICEV-d,3.5t,393
16490,2030,2025,CAZ,ICEV-d,3.5t,1079
16491,2035,2025,CAZ,ICEV-d,3.5t,912
16492,2040,2025,CAZ,ICEV-d,3.5t,137
16534,2030,2025,CAZ,ICEV-d,7.5t,1806
16535,2035,2025,CAZ,ICEV-d,7.5t,1528
16536,2040,2025,CAZ,ICEV-d,7.5t,231
16666,2030,2025,CAZ,ICEV-d,7.5t,2872
16667,2035,2025,CAZ,ICEV-d,7.5t,2429
16668,2040,2025,CAZ,ICEV-d,7.5t,367
16754,2030,2025,CAZ,ICEV-d,18t,6031
16755,2035,2025,CAZ,ICEV-d,18t,5102
16756,2040,2025,CAZ,ICEV-d,18t,771
16798,2030,2025,CAZ,ICEV-d,26t,26616
16799,2035,2025,CAZ,ICEV-d,26t,22516
16800,2040,2025,CAZ,ICEV-d,26t,3402
16809,2030,2025,CAZ,ICEV-g,26t,188
16810,2035,2025,CAZ,ICEV-g,26t,159
17326,2030,2026,CAZ,ICEV-d,3.5t,3165
17327,2035,2026,CAZ,ICEV-d,3.5t,2847
17328,2040,2026,CAZ,ICEV-d,3.5t,1091
17414,2030,2026,CAZ,ICEV-d,3.5t,1108
17415,2035,2026,CAZ,ICEV-d,3.5t,997
17416,2040,2026,CAZ,ICEV-d,3.5t,382
17458,2030,2026,CAZ,ICEV-d,7.5t,1853
17459,2035,2026,CAZ,ICEV-d,7.5t,1667
17460,2040,2026,CAZ,ICEV-d,7.5t,639
17590,2030,2026,CAZ,ICEV-d,7.5t,2941
17591,2035,2026,CAZ,ICEV-d,7.5t,2645
17592,2040,2026,CAZ,ICEV-d,7.5t,1014
17678,2030,2026,CAZ,ICEV-d,18t,6186
17679,2035,2026,CAZ,ICEV-d,18t,5565
17680,2040,2026,CAZ,ICEV-d,18t,2133
17722,2030,2026,CAZ,ICEV-d,26t,27028
17723,2035,2026,CAZ,ICEV-d,26t,24313
17724,2040,2026,CAZ,ICEV-d,26t,9322
17733,2030,2026,CAZ,ICEV-g,26t,226
17734,2035,2026,CAZ,ICEV-g,26t,203
18250,2030,2027,CAZ,ICEV-d,3.5t,3313
18251,2035,2027,CAZ,ICEV-d,3.5t,3108
18252,2040,2027,CAZ,ICEV-d,3.5t,1716
18338,2030,2027,CAZ,ICEV-d,3.5t,1160
18339,2035,2027,CAZ,ICEV-d,3.5t,1088
18340,2040,2027,CAZ,ICEV-d,3.5t,601
18382,2030,2027,CAZ,ICEV-d,7.5t,1936
18383,2035,2027,CAZ,ICEV-d,7.5t,1817
18384,2040,2027,CAZ,ICEV-d,7.5t,1003
18514,2030,2027,CAZ,ICEV-d,7.5t,3068
18515,2035,2027,CAZ,ICEV-d,7.5t,2878
18516,2040,2027,CAZ,ICEV-d,7.5t,1589
18602,2030,2027,CAZ,ICEV-d,18t,6465
18603,2035,2027,CAZ,ICEV-d,18t,6065
18604,2040,2027,CAZ,ICEV-d,18t,3349
18646,2030,2027,CAZ,ICEV-d,26t,27962
18647,2035,2027,CAZ,ICEV-d,26t,26235
18648,2040,2027,CAZ,ICEV-d,26t,14488
18657,2030,2027,CAZ,ICEV-g,26t,271
18658,2035,2027,CAZ,ICEV-g,26t,254
18659,2040,2027,CAZ,ICEV-g,26t,140
19174,2030,2028,CAZ,ICEV-d,3.5t,3390
19175,2035,2028,CAZ,ICEV-d,3.5t,3271
19176,2040,2028,CAZ,ICEV-d,3.5t,2219
19262,2030,2028,CAZ,ICEV-d,3.5t,1186
19263,2035,2028,CAZ,ICEV-d,3.5t,1144
19264,2040,2028,CAZ,ICEV-d,3.5t,776
19306,2030,2028,CAZ,ICEV-d,7.5t,1979
19307,2035,2028,CAZ,ICEV-d,7.5t,1909
19308,2040,2028,CAZ,ICEV-d,7.5t,1295
19438,2030,2028,CAZ,ICEV-d,7.5t,3129
19439,2035,2028,CAZ,ICEV-d,7.5t,3019
19440,2040,2028,CAZ,ICEV-d,7.5t,2048
19526,2030,2028,CAZ,ICEV-d,18t,6608
19527,2035,2028,CAZ,ICEV-d,18t,6376
19528,2040,2028,CAZ,ICEV-d,18t,4325
19548,2030,2028,CAZ,BEV,26t,112
19549,2035,2028,CAZ,BEV,26t,108
19570,2030,2028,CAZ,ICEV-d,26t,28297
19571,2035,2028,CAZ,ICEV-d,26t,27302
19572,2040,2028,CAZ,ICEV-d,26t,18523
19581,2030,2028,CAZ,ICEV-g,26t,312
19582,2035,2028,CAZ,ICEV-g,26t,301
19583,2040,2028,CAZ,ICEV-g,26t,204
20098,2030,2029,CAZ,ICEV-d,3.5t,3476
20099,2035,2029,CAZ,ICEV-d,3.5t,3414
20100,2040,2029,CAZ,ICEV-d,3.5t,2642
20186,2030,2029,CAZ,ICEV-d,3.5t,1215
20187,2035,2029,CAZ,ICEV-d,3.5t,1193
20188,2040,2029,CAZ,ICEV-d,3.5t,923
20230,2030,2029,CAZ,ICEV-d,7.5t,2027
20231,2035,2029,CAZ,ICEV-d,7.5t,1991
20232,2040,2029,CAZ,ICEV-d,7.5t,1540
20362,2030,2029,CAZ,ICEV-d,7.5t,3200
20363,2035,2029,CAZ,ICEV-d,7.5t,3143
20364,2040,2029,CAZ,ICEV-d,7.5t,2432
20450,2030,2029,CAZ,ICEV-d,18t,6773
20451,2035,2029,CAZ,ICEV-d,18t,6650
20452,2040,2029,CAZ,ICEV-d,18t,5147
20461,2030,2029,CAZ,ICEV-g,18t,101
20472,2030,2029,CAZ,BEV,26t,139
20473,2035,2029,CAZ,BEV,26t,137
20474,2040,2029,CAZ,BEV,26t,106
20483,2030,2029,CAZ,FCEV,26t,107
20484,2035,2029,CAZ,FCEV,26t,105
20494,2030,2029,CAZ,ICEV-d,26t,28713
20495,2035,2029,CAZ,ICEV-d,26t,28194
20496,2040,2029,CAZ,ICEV-d,26t,21819
20505,2030,2029,CAZ,ICEV-g,26t,355
20506,2035,2029,CAZ,ICEV-g,26t,348
20507,2040,2029,CAZ,ICEV-g,26t,269
21020,2035,2030,CAZ,ICEV-d,3.5t,3548
21021,2040,2030,CAZ,ICEV-d,3.5t,3001
21022,2045,2030,CAZ,ICEV-d,3.5t,453
21100,2035,2030,CAZ,ICEV-d,3.5t,1239
21101,2040,2030,CAZ,ICEV-d,3.5t,1048
21102,2045,2030,CAZ,ICEV-d,3.5t,158
21140,2035,2030,CAZ,ICEV-d,7.5t,2068
21141,2040,2030,CAZ,ICEV-d,7.5t,1749
21142,2045,2030,CAZ,ICEV-d,7.5t,264
21260,2035,2030,CAZ,ICEV-d,7.5t,3259
21261,2040,2030,CAZ,ICEV-d,7.5t,2757
21262,2045,2030,CAZ,ICEV-d,7.5t,416
21340,2035,2030,CAZ,ICEV-d,18t,6912
21341,2040,2030,CAZ,ICEV-d,18t,5847
21342,2045,2030,CAZ,ICEV-d,18t,883
21350,2035,2030,CAZ,ICEV-g,18t,113
21360,2035,2030,CAZ,BEV,26t,167
21361,2040,2030,CAZ,BEV,26t,141
21370,2035,2030,CAZ,FCEV,26t,128
21371,2040,2030,CAZ,FCEV,26t,108
21380,2035,2030,CAZ,ICEV-d,26t,29010
21381,2040,2030,CAZ,ICEV-d,26t,24541
21382,2045,2030,CAZ,ICEV-d,26t,3708
21390,2035,2030,CAZ,ICEV-g,26t,398
21391,2040,2030,CAZ,ICEV-g,26t,336
21860,2035,2031,CAZ,ICEV-d,3.5t,3752
21861,2040,2031,CAZ,ICEV-d,3.5t,3375
21862,2045,2031,CAZ,ICEV-d,3.5t,1294
21940,2035,2031,CAZ,ICEV-d,3.5t,1313
21941,2040,2031,CAZ,ICEV-d,3.5t,1181
21942,2045,2031,CAZ,ICEV-d,3.5t,453
21980,2035,2031,CAZ,ICEV-d,7.5t,2143
21981,2040,2031,CAZ,ICEV-d,7.5t,1927
21982,2045,2031,CAZ,ICEV-d,7.5t,739
22100,2035,2031,CAZ,ICEV-d,7.5t,3379
22101,2040,2031,CAZ,ICEV-d,7.5t,3040
22102,2045,2031,CAZ,ICEV-d,7.5t,1165
22180,2035,2031,CAZ,ICEV-d,18t,6943
22181,2040,2031,CAZ,ICEV-d,18t,6245
22182,2045,2031,CAZ,ICEV-d,18t,2394
22190,2035,2031,CAZ,ICEV-g,18t,129
22191,2040,2031,CAZ,ICEV-g,18t,116
22200,2035,2031,CAZ,BEV,26t,200
22201,2040,2031,CAZ,BEV,26t,180
22210,2035,2031,CAZ,FCEV,26t,171
22211,2040,2031,CAZ,FCEV,26t,154
22220,2035,2031,CAZ,ICEV-d,26t,29735
22221,2040,2031,CAZ,ICEV-d,26t,26748
22222,2045,2031,CAZ,ICEV-d,26t,10256
22230,2035,2031,CAZ,ICEV-g,26t,462
22231,2040,2031,CAZ,ICEV-g,26t,415
22232,2045,2031,CAZ,ICEV-g,26t,159
22700,2035,2032,CAZ,ICEV-d,3.5t,3961
22701,2040,2032,CAZ,ICEV-d,3.5t,3716
22702,2045,2032,CAZ,ICEV-d,3.5t,2052
22780,2035,2032,CAZ,ICEV-d,3.5t,1389
22781,2040,2032,CAZ,ICEV-d,3.5t,1303
22782,2045,2032,CAZ,ICEV-d,3.5t,719
22820,2035,2032,CAZ,ICEV-d,7.5t,2217
22821,2040,2032,CAZ,ICEV-d,7.5t,2080
22822,2045,2032,CAZ,ICEV-d,7.5t,1149
22940,2035,2032,CAZ,ICEV-d,7.5t,3501
22941,2040,2032,CAZ,ICEV-d,7.5t,3284
22942,2045,2032,CAZ,ICEV-d,7.5t,1814
23020,2035,2032,CAZ,ICEV-d,18t,6963
23021,2040,2032,CAZ,ICEV-d,18t,6533
23022,2045,2032,CAZ,ICEV-d,18t,3608
23030,2035,2032,CAZ,ICEV-g,18t,145
23031,2040,2032,CAZ,ICEV-g,18t,136
23040,2035,2032,CAZ,BEV,26t,234
23041,2040,2032,CAZ,BEV,26t,220
23042,2045,2032,CAZ,BEV,26t,121
23050,2035,2032,CAZ,FCEV,26t,217
23051,2040,2032,CAZ,FCEV,26t,203
23052,2045,2032,CAZ,FCEV,26t,112
23060,2035,2032,CAZ,ICEV-d,26t,30444
23061,2040,2032,CAZ,ICEV-d,26t,28563
23062,2045,2032,CAZ,ICEV-d,26t,15774
23070,2035,2032,CAZ,ICEV-g,26t,528
23071,2040,2032,CAZ,ICEV-g,26t,495
23072,2045,2032,CAZ,ICEV-g,26t,273
23540,2035,2033,CAZ,ICEV-d,3.5t,4149
23541,2040,2033,CAZ,ICEV-d,3.5t,4003
23542,2045,2033,CAZ,ICEV-d,3.5t,2716
23620,2035,2033,CAZ,ICEV-d,3.5t,1457
23621,2040,2033,CAZ,ICEV-d,3.5t,1406
23622,2045,2033,CAZ,ICEV-d,3.5t,954
23660,2035,2033,CAZ,ICEV-d,7.5t,2279
23661,2040,2033,CAZ,ICEV-d,7.5t,2198
23662,2045,2033,CAZ,ICEV-d,7.5t,1491
23780,2035,2033,CAZ,ICEV-d,7.5t,3601
23781,2040,2033,CAZ,ICEV-d,7.5t,3474
23782,2045,2033,CAZ,ICEV-d,7.5t,2357
23860,2035,2033,CAZ,ICEV-d,18t,6932
23861,2040,2033,CAZ,ICEV-d,18t,6688
23862,2045,2033,CAZ,ICEV-d,18t,4537
23870,2035,2033,CAZ,ICEV-g,18t,161
23871,2040,2033,CAZ,ICEV-g,18t,155
23872,2045,2033,CAZ,ICEV-g,18t,105
23880,2035,2033,CAZ,BEV,26t,268
23881,2040,2033,CAZ,BEV,26t,259
23882,2045,2033,CAZ,BEV,26t,175
23890,2035,2033,CAZ,FCEV,26t,262
23891,2040,2033,CAZ,FCEV,26t,253
23892,2045,2033,CAZ,FCEV,26t,172
23900,2035,2033,CAZ,ICEV-d,26t,30956
23901,2040,2033,CAZ,ICEV-d,26t,29867
23902,2045,2033,CAZ,ICEV-d,26t,20263
23910,2035,2033,CAZ,ICEV-g,26t,593
23911,2040,2033,CAZ,ICEV-g,26t,572
23912,2045,2033,CAZ,ICEV-g,26t,388
24380,2035,2034,CAZ,ICEV-d,3.5t,4356
24381,2040,2034,CAZ,ICEV-d,3.5t,4277
24382,2045,2034,CAZ,ICEV-d,3.5t,3310
24460,2035,2034,CAZ,ICEV-d,3.5t,1532
24461,2040,2034,CAZ,ICEV-d,3.5t,1505
24462,2045,2034,CAZ,ICEV-d,3.5t,1164
