,year,vintage_year,IAM_region,powertrain,size,vintage_demand_tkm
71300,2060,2057,CHA,BEV,3.5t,2687
71305,2060,2057,CHA,FCEV,3.5t,2524
71310,2060,2057,CHA,ICEV-d,3.5t,13174
71315,2060,2057,CHA,ICEV-g,3.5t,651
71330,2060,2057,CHA,BEV,3.5t,40764
71335,2060,2057,CHA,FCEV,3.5t,40054
71340,2060,2057,CHA,ICEV-d,3.5t,229646
71345,2060,2057,CHA,ICEV-g,3.5t,9973
71410,2060,2057,CHA,BEV,18t,2928
71415,2060,2057,CHA,FCEV,18t,2068
71420,2060,2057,CHA,ICEV-d,18t,17722
71425,2060,2057,CHA,ICEV-g,18t,1922
71430,2060,2057,CHA,BEV,18t,5462
71435,2060,2057,CHA,FCEV,18t,3927
71440,2060,2057,CHA,ICEV-d,18t,34900
71445,2060,2057,CHA,ICEV-g,18t,3925
71550,2060,2058,CHA,BEV,3.5t,3146
71555,2060,2058,CHA,FCEV,3.5t,2944
71560,2060,2058,CHA,ICEV-d,3.5t,14069
71565,2060,2058,CHA,ICEV-g,3.5t,718
71580,2060,2058,CHA,BEV,3.5t,47112
71585,2060,2058,CHA,FCEV,3.5t,46154
71590,2060,2058,CHA,ICEV-d,3.5t,242542
71595,2060,2058,CHA,ICEV-g,3.5t,10868
71660,2060,2058,CHA,BEV,18t,3513
71665,2060,2058,CHA,FCEV,18t,2460
71670,2060,2058,CHA,ICEV-d,18t,19064
71675,2060,2058,CHA,ICEV-g,18t,2147
71680,2060,2058,CHA,BEV,18t,6472
71685,2060,2058,CHA,FCEV,18t,4615
71690,2060,2058,CHA,ICEV-d,18t,37073
71695,2060,2058,CHA,ICEV-g,18t,4319
71800,2060,2059,CHA,BEV,3.5t,3666
71805,2060,2059,CHA,FCEV,3.5t,3418
71810,2060,2059,CHA,ICEV-d,3.5t,15028
71815,2060,2059,CHA,ICEV-g,3.5t,793
71830,2060,2059,CHA,BEV,3.5t,54258
71835,2060,2059,CHA,FCEV,3.5t,53005
71840,2060,2059,CHA,ICEV-d,3.5t,256123
71845,2060,2059,CHA,ICEV-g,3.5t,11848
71910,2060,2059,CHA,BEV,18t,4175
71915,2060,2059,CHA,FCEV,18t,2902
71920,2060,2059,CHA,ICEV-d,18t,20515
71925,2060,2059,CHA,ICEV-g,18t,2398
71930,2060,2059,CHA,BEV,18t,7612
71935,2060,2059,CHA,FCEV,18t,5389
71940,2060,2059,CHA,ICEV-d,18t,39386
71945,2060,2059,CHA,ICEV-g,18t,4753
77134,2015,2010,EUR,ICEV-d,3.5t,28843
77135,2020,2010,EUR,ICEV-d,3.5t,11668
77136,2025,2010,EUR,ICEV-d,3.5t,456
77190,2015,2010,EUR,ICEV-d,26t,168177
77191,2020,2010,EUR,ICEV-d,26t,68082
77192,2025,2010,EUR,ICEV-d,26t,2665
77246,2015,2010,EUR,ICEV-d,26t,289333
77247,2020,2010,EUR,ICEV-d,26t,117081
77248,2025,2010,EUR,ICEV-d,26t,4581
77358,2015,2010,EUR,ICEV-d,26t,107
77414,2015,2010,EUR,ICEV-d,40t,369929
77415,2020,2010,EUR,ICEV-d,40t,149694
77416,2025,2010,EUR,ICEV-d,40t,5857
77946,2015,2011,EUR,ICEV-d,3.5t,4004
77947,2020,2011,EUR,ICEV-d,3.5t,3602
77948,2025,2011,EUR,ICEV-d,3.5t,1381
78002,2015,2011,EUR,ICEV-d,26t,22933
78003,2020,2011,EUR,ICEV-d,26t,20646
78004,2025,2011,EUR,ICEV-d,26t,7922
78058,2015,2011,EUR,ICEV-d,26t,39648
78059,2020,2011,EUR,ICEV-d,26t,35680
78060,2025,2011,EUR,ICEV-d,26t,13686
78226,2015,2011,EUR,ICEV-d,40t,50313
78227,2020,2011,EUR,ICEV-d,40t,45277
78228,2025,2011,EUR,ICEV-d,40t,17367
78758,2015,2012,EUR,ICEV-d,3.5t,4097
78759,2020,2012,EUR,ICEV-d,3.5t,3844
78760,2025,2012,EUR,ICEV-d,3.5t,2123
78814,2015,2012,EUR,ICEV-d,26t,23047
78815,2020,2012,EUR,ICEV-d,26t,21641
78816,2025,2012,EUR,ICEV-d,26t,11960
78870,2015,2012,EUR,ICEV-d,26t,40042
78871,2020,2012,EUR,ICEV-d,26t,37584
78872,2025,2012,EUR,ICEV-d,26t,20763
79038,2015,2012,EUR,ICEV-d,40t,50433
79039,2020,2012,EUR,ICEV-d,40t,47337
79040,2025,2012,EUR,ICEV-d,40t,26151
79570,2015,2013,EUR,ICEV-d,3.5t,4184
79571,2020,2013,EUR,ICEV-d,3.5t,4038
79572,2025,2013,EUR,ICEV-d,3.5t,2739
79626,2015,2013,EUR,ICEV-d,26t,23128
79627,2020,2013,EUR,ICEV-d,26t,22333
79628,2025,2013,EUR,ICEV-d,26t,15162
79682,2015,2013,EUR,ICEV-d,26t,40377
79683,2020,2013,EUR,ICEV-d,26t,38973
79684,2025,2013,EUR,ICEV-d,26t,26450
79850,2015,2013,EUR,ICEV-d,40t,50477
79851,2020,2013,EUR,ICEV-d,40t,48722
79852,2025,2013,EUR,ICEV-d,40t,33066
80382,2015,2014,EUR,ICEV-d,3.5t,4271
80383,2020,2014,EUR,ICEV-d,3.5t,4194
80384,2025,2014,EUR,ICEV-d,3.5t,3246
80438,2015,2014,EUR,ICEV-d,26t,23196
80439,2020,2014,EUR,ICEV-d,26t,22795
80440,2025,2014,EUR,ICEV-d,26t,17653
80494,2015,2014,EUR,ICEV-d,26t,40693
80495,2020,2014,EUR,ICEV-d,26t,39974
80496,2025,2014,EUR,ICEV-d,26t,30946
80662,2015,2014,EUR,ICEV-d,40t,50495
80663,2020,2014,EUR,ICEV-d,40t,49602
80664,2025,2014,EUR,ICEV-d,40t,38400
81188,2020,2015,EUR,ICEV-d,3.5t,4323
81189,2025,2015,EUR,ICEV-d,3.5t,3657
81190,2030,2015,EUR,ICEV-d,3.5t,552
81240,2020,2015,EUR,ICEV-d,26t,23095
81241,2025,2015,EUR,ICEV-d,26t,19551
81242,2030,2015,EUR,ICEV-d,26t,2956
81292,2020,2015,EUR,ICEV-d,26t,40695
81293,2025,2015,EUR,ICEV-d,26t,34439
81294,2030,2015,EUR,ICEV-d,26t,5206
81448,2020,2015,EUR,ICEV-d,40t,50125
81449,2025,2015,EUR,ICEV-d,40t,42418
81450,2030,2015,EUR,ICEV-d,40t,6412
81942,2020,2016,EUR,ICEV-d,3.5t,4366
81943,2025,2016,EUR,ICEV-d,3.5t,3928
81944,2030,2016,EUR,ICEV-d,3.5t,1506
81994,2020,2016,EUR,ICEV-d,26t,24171
81995,2025,2016,EUR,ICEV-d,26t,21758
81996,2030,2016,EUR,ICEV-d,26t,8347
82046,2020,2016,EUR,ICEV-d,26t,41127
82047,2025,2016,EUR,ICEV-d,26t,37009
82048,2030,2016,EUR,ICEV-d,26t,14194
82202,2020,2016,EUR,ICEV-d,40t,52906
82203,2025,2016,EUR,ICEV-d,40t,47609
82204,2030,2016,EUR,ICEV-d,40t,18260
82696,2020,2017,EUR,ICEV-d,3.5t,4223
82697,2025,2017,EUR,ICEV-d,3.5t,3963
82698,2030,2017,EUR,ICEV-d,3.5t,2188
82748,2020,2017,EUR,ICEV-d,26t,24280
82749,2025,2017,EUR,ICEV-d,26t,22796
82750,2030,2017,EUR,ICEV-d,26t,12597
82800,2020,2017,EUR,ICEV-d,26t,39837
82801,2025,2017,EUR,ICEV-d,26t,37390
82802,2030,2017,EUR,ICEV-d,26t,20655
82956,2020,2017,EUR,ICEV-d,40t,53594
82957,2025,2017,EUR,ICEV-d,40t,50300
82958,2030,2017,EUR,ICEV-d,40t,27787
83450,2020,2018,EUR,ICEV-d,3.5t,4072
83451,2025,2018,EUR,ICEV-d,3.5t,3929
83452,2030,2018,EUR,ICEV-d,3.5t,2665
83502,2020,2018,EUR,ICEV-d,26t,24366
83503,2025,2018,EUR,ICEV-d,26t,23526
83504,2030,2018,EUR,ICEV-d,26t,15970
83554,2020,2018,EUR,ICEV-d,26t,38495
83555,2025,2018,EUR,ICEV-d,26t,37154
83556,2030,2018,EUR,ICEV-d,26t,25214
83710,2020,2018,EUR,ICEV-d,40t,54235
83711,2025,2018,EUR,ICEV-d,40t,52347
83712,2030,2018,EUR,ICEV-d,40t,35524
84204,2020,2019,EUR,ICEV-d,3.5t,3916
84205,2025,2019,EUR,ICEV-d,3.5t,3846
84206,2030,2019,EUR,ICEV-d,3.5t,2976
84256,2020,2019,EUR,ICEV-d,26t,24459
84257,2025,2019,EUR,ICEV-d,26t,24034
84258,2030,2019,EUR,ICEV-d,26t,18611
84308,2020,2019,EUR,ICEV-d,26t,37148
84309,2025,2019,EUR,ICEV-d,26t,36489
84310,2030,2019,EUR,ICEV-d,26t,28247
84464,2020,2019,EUR,ICEV-d,40t,54895
84465,2025,2019,EUR,ICEV-d,40t,53922
84466,2030,2019,EUR,ICEV-d,40t,41742
84952,2025,2020,EUR,ICEV-d,3.5t,3729
84953,2030,2020,EUR,ICEV-d,3.5t,3155
84954,2035,2020,EUR,ICEV-d,3.5t,476
85000,2025,2020,EUR,ICEV-d,26t,24397
85001,2030,2020,EUR,ICEV-d,26t,20651
85002,2035,2020,EUR,ICEV-d,26t,3122
85048,2025,2020,EUR,ICEV-d,26t,35545
85049,2030,2020,EUR,ICEV-d,26t,30078
85050,2035,2020,EUR,ICEV-d,26t,4546
85192,2025,2020,EUR,ICEV-d,40t,55187
85193,2030,2020,EUR,ICEV-d,40t,46699
85194,2035,2020,EUR,ICEV-d,40t,7059
85648,2025,2021,EUR,ICEV-d,3.5t,3656
85649,2030,2021,EUR,ICEV-d,3.5t,3289
85650,2035,2021,EUR,ICEV-d,3.5t,1261
85696,2025,2021,EUR,ICEV-d,26t,25745
85697,2030,2021,EUR,ICEV-d,26t,23173
85698,2035,2021,EUR,ICEV-d,26t,8889
85744,2025,2021,EUR,ICEV-d,26t,34838
85745,2030,2021,EUR,ICEV-d,26t,31348
85746,2035,2021,EUR,ICEV-d,26t,12022
85888,2025,2021,EUR,ICEV-d,40t,59830
85889,2030,2021,EUR,ICEV-d,40t,53836
85890,2035,2021,EUR,ICEV-d,40t,20647
85900,2025,2021,EUR,ICEV-g,40t,104
86344,2025,2022,EUR,ICEV-d,3.5t,3369
86345,2030,2022,EUR,ICEV-d,3.5t,3161
86346,2035,2022,EUR,ICEV-d,3.5t,1746
86392,2025,2022,EUR,ICEV-d,26t,25875
86393,2030,2022,EUR,ICEV-d,26t,24291
86394,2035,2022,EUR,ICEV-d,26t,13421
86440,2025,2022,EUR,ICEV-d,26t,32270
86441,2030,2022,EUR,ICEV-d,26t,30285
86442,2035,2022,EUR,ICEV-d,26t,16729
86584,2025,2022,EUR,ICEV-d,40t,61771
86585,2030,2022,EUR,ICEV-d,40t,57971
86586,2035,2022,EUR,ICEV-d,40t,32022
86596,2025,2022,EUR,ICEV-g,40t,212
86597,2030,2022,EUR,ICEV-g,40t,199
86598,2035,2022,EUR,ICEV-g,40t,109
87040,2025,2023,EUR,ICEV-d,3.5t,3056
87041,2030,2023,EUR,ICEV-d,3.5t,2949
87042,2035,2023,EUR,ICEV-d,3.5t,2001
87088,2025,2023,EUR,ICEV-d,26t,26020
87089,2030,2023,EUR,ICEV-d,26t,25120
87090,2035,2023,EUR,ICEV-d,26t,17049
87100,2025,2023,EUR,ICEV-g,26t,117
87101,2030,2023,EUR,ICEV-g,26t,113
87136,2025,2023,EUR,ICEV-d,26t,29629
87137,2030,2023,EUR,ICEV-d,26t,28595
87138,2035,2023,EUR,ICEV-d,26t,19404
87256,2025,2023,EUR,BEV,40t,122
87257,2030,2023,EUR,BEV,40t,118
87268,2025,2023,EUR,FCEV,40t,102
87280,2025,2023,EUR,ICEV-d,40t,63801
87281,2030,2023,EUR,ICEV-d,40t,61575
87282,2035,2023,EUR,ICEV-d,40t,41783
87292,2025,2023,EUR,ICEV-g,40t,323
87293,2030,2023,EUR,ICEV-g,40t,312
87294,2035,2023,EUR,ICEV-g,40t,212
87736,2025,2024,EUR,ICEV-d,3.5t,2719
87737,2030,2024,EUR,ICEV-d,3.5t,2670
87738,2035,2024,EUR,ICEV-d,3.5t,2066
87784,2025,2024,EUR,ICEV-d,26t,26216
87785,2030,2024,EUR,ICEV-d,26t,25757
87786,2035,2024,EUR,ICEV-d,26t,19942
87796,2025,2024,EUR,ICEV-g,26t,160
87797,2030,2024,EUR,ICEV-g,26t,157
87798,2035,2024,EUR,ICEV-g,26t,121
87832,2025,2024,EUR,ICEV-d,26t,26945
87833,2030,2024,EUR,ICEV-d,26t,26466
87834,2035,2024,EUR,ICEV-d,26t,20486
87844,2025,2024,EUR,ICEV-g,26t,117
87845,2030,2024,EUR,ICEV-g,26t,115
87952,2025,2024,EUR,BEV,40t,166
87953,2030,2024,EUR,BEV,40t,163
87954,2035,2024,EUR,BEV,40t,126
87964,2025,2024,EUR,FCEV,40t,139
87965,2030,2024,EUR,FCEV,40t,137
87966,2035,2024,EUR,FCEV,40t,106
87976,2025,2024,EUR,ICEV-d,40t,66019
87977,2030,2024,EUR,ICEV-d,40t,64844
87978,2035,2024,EUR,ICEV-d,40t,50193
87988,2025,2024,EUR,ICEV-g,40t,440
87989,2030,2024,EUR,ICEV-g,40t,432
87990,2035,2024,EUR,ICEV-g,40t,334
88426,2030,2025,EUR,ICEV-d,3.5t,2338
88427,2035,2025,EUR,ICEV-d,3.5t,1978
88428,2040,2025,EUR,ICEV-d,3.5t,298
88470,2030,2025,EUR,ICEV-d,26t,26292
88471,2035,2025,EUR,ICEV-d,26t,22251
88472,2040,2025,EUR,ICEV-d,26t,3363
88481,2030,2025,EUR,ICEV-g,26t,202
88482,2035,2025,EUR,ICEV-g,26t,171
88514,2030,2025,EUR,ICEV-d,26t,24034
88515,2035,2025,EUR,ICEV-d,26t,20336
88516,2040,2025,EUR,ICEV-d,26t,3073
88525,2030,2025,EUR,ICEV-g,26t,148
88526,2035,2025,EUR,ICEV-g,26t,125
88624,2030,2025,EUR,BEV,40t,212
88625,2035,2025,EUR,BEV,40t,179
88635,2030,2025,EUR,FCEV,40t,176
88636,2035,2025,EUR,FCEV,40t,149
88646,2030,2025,EUR,ICEV-d,40t,67973
88647,2035,2025,EUR,ICEV-d,40t,57515
88648,2040,2025,EUR,ICEV-d,40t,8693
88657,2030,2025,EUR,ICEV-g,40t,558
88658,2035,2025,EUR,ICEV-g,40t,472
89064,2030,2026,EUR,ICEV-d,3.5t,2205
89065,2035,2026,EUR,ICEV-d,3.5t,1984
89066,2040,2026,EUR,ICEV-d,3.5t,760
89108,2030,2026,EUR,ICEV-d,26t,25394
89109,2035,2026,EUR,ICEV-d,26t,22853
89110,2040,2026,EUR,ICEV-d,26t,8764
89119,2030,2026,EUR,ICEV-g,26t,221
89120,2035,2026,EUR,ICEV-g,26t,199
89152,2030,2026,EUR,ICEV-d,26t,22464
89153,2035,2026,EUR,ICEV-d,26t,20212
89154,2040,2026,EUR,ICEV-d,26t,7750
89163,2030,2026,EUR,ICEV-g,26t,158
89164,2035,2026,EUR,ICEV-g,26t,142
89262,2030,2026,EUR,BEV,40t,303
89263,2035,2026,EUR,BEV,40t,272
89264,2040,2026,EUR,BEV,40t,104
89273,2030,2026,EUR,FCEV,40t,255
89274,2035,2026,EUR,FCEV,40t,229
89284,2030,2026,EUR,ICEV-d,40t,66439
89285,2035,2026,EUR,ICEV-d,40t,59778
89286,2040,2026,EUR,ICEV-d,40t,22923
89295,2030,2026,EUR,ICEV-g,40t,616
89296,2035,2026,EUR,ICEV-g,40t,554
89297,2040,2026,EUR,ICEV-g,40t,212
89702,2030,2027,EUR,ICEV-d,3.5t,2177
89703,2035,2027,EUR,ICEV-d,3.5t,2042
89704,2040,2027,EUR,ICEV-d,3.5t,1128
89724,2030,2027,EUR,BEV,26t,132
89725,2035,2027,EUR,BEV,26t,124
89735,2030,2027,EUR,FCEV,26t,109
89736,2035,2027,EUR,FCEV,26t,103
89746,2030,2027,EUR,ICEV-d,26t,25748
89747,2035,2027,EUR,ICEV-d,26t,24167
89748,2040,2027,EUR,ICEV-d,26t,13349
89757,2030,2027,EUR,ICEV-g,26t,251
89758,2035,2027,EUR,ICEV-g,26t,235
89759,2040,2027,EUR,ICEV-g,26t,130
89790,2030,2027,EUR,ICEV-d,26t,22004
89791,2035,2027,EUR,ICEV-d,26t,20649
89792,2040,2027,EUR,ICEV-d,26t,11405
89801,2030,2027,EUR,ICEV-g,26t,176
89802,2035,2027,EUR,ICEV-g,26t,165
89900,2030,2027,EUR,BEV,40t,409
89901,2035,2027,EUR,BEV,40t,384
89902,2040,2027,EUR,BEV,40t,212
89911,2030,2027,EUR,FCEV,40t,346
89912,2035,2027,EUR,FCEV,40t,325
89913,2040,2027,EUR,FCEV,40t,179
89922,2030,2027,EUR,ICEV-d,40t,68176
89923,2035,2027,EUR,ICEV-d,40t,63978
89924,2040,2027,EUR,ICEV-d,40t,35336
89933,2030,2027,EUR,ICEV-g,40t,704
89934,2035,2027,EUR,ICEV-g,40t,661
89935,2040,2027,EUR,ICEV-g,40t,365
90340,2030,2028,EUR,ICEV-d,3.5t,2120
90341,2035,2028,EUR,ICEV-d,3.5t,2046
90342,2040,2028,EUR,ICEV-d,3.5t,1388
90362,2030,2028,EUR,BEV,26t,166
90363,2035,2028,EUR,BEV,26t,160
90364,2040,2028,EUR,BEV,26t,109
90373,2030,2028,EUR,FCEV,26t,138
90374,2035,2028,EUR,FCEV,26t,133
90384,2030,2028,EUR,ICEV-d,26t,25849
90385,2035,2028,EUR,ICEV-d,26t,24950
90386,2040,2028,EUR,ICEV-d,26t,16931
90395,2030,2028,EUR,ICEV-g,26t,279
90396,2035,2028,EUR,ICEV-g,26t,269
90397,2040,2028,EUR,ICEV-g,26t,182
90428,2030,2028,EUR,ICEV-d,26t,21300
90429,2035,2028,EUR,ICEV-d,26t,20556
90430,2040,2028,EUR,ICEV-d,26t,13947
90439,2030,2028,EUR,ICEV-g,26t,192
90440,2035,2028,EUR,ICEV-g,26t,185
90441,2040,2028,EUR,ICEV-g,26t,126
90538,2030,2028,EUR,BEV,40t,516
90539,2035,2028,EUR,BEV,40t,498
90540,2040,2028,EUR,BEV,40t,338
90549,2030,2028,EUR,FCEV,40t,437
90550,2035,2028,EUR,FCEV,40t,422
90551,2040,2028,EUR,FCEV,40t,286
90560,2030,2028,EUR,ICEV-d,40t,69272
90561,2035,2028,EUR,ICEV-d,40t,66850
90562,2040,2028,EUR,ICEV-d,40t,45358
90571,2030,2028,EUR,ICEV-g,40t,788
90572,2035,2028,EUR,ICEV-g,40t,760
90573,2040,2028,EUR,ICEV-g,40t,516
90978,2030,2029,EUR,ICEV-d,3.5t,2060
90979,2035,2029,EUR,ICEV-d,3.5t,2023
90980,2040,2029,EUR,ICEV-d,3.5t,1565
91000,2030,2029,EUR,BEV,26t,202
91001,2035,2029,EUR,BEV,26t,198
91002,2040,2029,EUR,BEV,26t,153
91011,2030,2029,EUR,FCEV,26t,167
91012,2035,2029,EUR,FCEV,26t,164
91013,2040,2029,EUR,FCEV,26t,127
91022,2030,2029,EUR,ICEV-d,26t,25979
91023,2035,2029,EUR,ICEV-d,26t,25520
91024,2040,2029,EUR,ICEV-d,26t,19754
91033,2030,2029,EUR,ICEV-g,26t,308
91034,2035,2029,EUR,ICEV-g,26t,303
91035,2040,2029,EUR,ICEV-g,26t,234
91044,2030,2029,EUR,BEV,26t,101
91066,2030,2029,EUR,ICEV-d,26t,20600
91067,2035,2029,EUR,ICEV-d,26t,20232
91068,2040,2029,EUR,ICEV-d,26t,15659
91077,2030,2029,EUR,ICEV-g,26t,209
91078,2035,2029,EUR,ICEV-g,26t,206
91079,2040,2029,EUR,ICEV-g,26t,159
91176,2030,2029,EUR,BEV,40t,627
91177,2035,2029,EUR,BEV,40t,616
91178,2040,2029,EUR,BEV,40t,476
91187,2030,2029,EUR,FCEV,40t,531
91188,2035,2029,EUR,FCEV,40t,521
91189,2040,2029,EUR,FCEV,40t,403
91198,2030,2029,EUR,ICEV-d,40t,70469
91199,2035,2029,EUR,ICEV-d,40t,69210
91200,2040,2029,EUR,ICEV-d,40t,53566
91209,2030,2029,EUR,ICEV-g,40t,875
91210,2035,2029,EUR,ICEV-g,40t,860
91211,2040,2029,EUR,ICEV-g,40t,665
91610,2035,2030,EUR,ICEV-d,3.5t,1981
91611,2040,2030,EUR,ICEV-d,3.5t,1676
91612,2045,2030,EUR,ICEV-d,3.5t,253
91630,2035,2030,EUR,BEV,26t,237
91631,2040,2030,EUR,BEV,26t,200
91640,2035,2030,EUR,FCEV,26t,196
91641,2040,2030,EUR,FCEV,26t,166
91650,2035,2030,EUR,ICEV-d,26t,25961
91651,2040,2030,EUR,ICEV-d,26t,21967
91652,2045,2030,EUR,ICEV-d,26t,3319
91660,2035,2030,EUR,ICEV-g,26t,336
91661,2040,2030,EUR,ICEV-g,26t,284
91670,2035,2030,EUR,BEV,26t,118
91690,2035,2030,EUR,ICEV-d,26t,19759
91691,2040,2030,EUR,ICEV-d,26t,16717
91692,2045,2030,EUR,ICEV-d,26t,2526
91700,2035,2030,EUR,ICEV-g,26t,226
91701,2040,2030,EUR,ICEV-g,26t,191
91790,2035,2030,EUR,BEV,40t,737
91791,2040,2030,EUR,BEV,40t,624
91800,2035,2030,EUR,FCEV,40t,623
91801,2040,2030,EUR,FCEV,40t,527
91810,2035,2030,EUR,ICEV-d,40t,71266
91811,2040,2030,EUR,ICEV-d,40t,60295
91812,2045,2030,EUR,ICEV-d,40t,9112
91820,2035,2030,EUR,ICEV-g,40t,959
91821,2040,2030,EUR,ICEV-g,40t,812
91822,2045,2030,EUR,ICEV-g,40t,122
92190,2035,2031,EUR,ICEV-d,3.5t,2018
92191,2040,2031,EUR,ICEV-d,3.5t,1815
92192,2045,2031,EUR,ICEV-d,3.5t,696
92210,2035,2031,EUR,BEV,26t,270
92211,2040,2031,EUR,BEV,26t,243
92220,2035,2031,EUR,FCEV,26t,249
92221,2040,2031,EUR,FCEV,26t,224
92230,2035,2031,EUR,ICEV-d,26t,25322
92231,2040,2031,EUR,ICEV-d,26t,22783
92232,2045,2031,EUR,ICEV-d,26t,8736
92240,2035,2031,EUR,ICEV-g,26t,374
92241,2040,2031,EUR,ICEV-g,26t,337
92242,2045,2031,EUR,ICEV-g,26t,129
92250,2035,2031,EUR,BEV,26t,138
92251,2040,2031,EUR,BEV,26t,124
92260,2035,2031,EUR,FCEV,26t,120
92261,2040,2031,EUR,FCEV,26t,108
92270,2035,2031,EUR,ICEV-d,26t,19768
92271,2040,2031,EUR,ICEV-d,26t,17784
92272,2045,2031,EUR,ICEV-d,26t,6819
92280,2035,2031,EUR,ICEV-g,26t,257
92281,2040,2031,EUR,ICEV-g,26t,231
92370,2035,2031,EUR,BEV,40t,837
92371,2040,2031,EUR,BEV,40t,753
92372,2045,2031,EUR,BEV,40t,289
92380,2035,2031,EUR,FCEV,40t,784
92381,2040,2031,EUR,FCEV,40t,705
92382,2045,2031,EUR,FCEV,40t,270
92390,2035,2031,EUR,ICEV-d,40t,69192
92391,2040,2031,EUR,ICEV-d,40t,62248
92392,2045,2031,EUR,ICEV-d,40t,23868
92400,2035,2031,EUR,ICEV-g,40t,1064
92401,2040,2031,EUR,ICEV-g,40t,958
92402,2045,2031,EUR,ICEV-g,40t,367
92770,2035,2032,EUR,ICEV-d,3.5t,2130
92771,2040,2032,EUR,ICEV-d,3.5t,1999
92772,2045,2032,EUR,ICEV-d,3.5t,1104
92790,2035,2032,EUR,BEV,26t,313
92791,2040,2032,EUR,BEV,26t,294
92792,2045,2032,EUR,BEV,26t,162
92800,2035,2032,EUR,FCEV,26t,311
92801,2040,2032,EUR,FCEV,26t,292
92802,2045,2032,EUR,FCEV,26t,161
92810,2035,2032,EUR,ICEV-d,26t,25626
92811,2040,2032,EUR,ICEV-d,26t,24048
92812,2045,2032,EUR,ICEV-d,26t,13281
92820,2035,2032,EUR,ICEV-g,26t,426
92821,2040,2032,EUR,ICEV-g,26t,400
92822,2045,2032,EUR,ICEV-g,26t,221
92830,2035,2032,EUR,BEV,26t,163
92831,2040,2032,EUR,BEV,26t,153
92840,2035,2032,EUR,FCEV,26t,154
92841,2040,2032,EUR,FCEV,26t,144
92850,2035,2032,EUR,ICEV-d,26t,20511
92851,2040,2032,EUR,ICEV-d,26t,19246
92852,2045,2032,EUR,ICEV-d,26t,10629
92860,2035,2032,EUR,ICEV-g,26t,297
92861,2040,2032,EUR,ICEV-g,26t,279
92862,2045,2032,EUR,ICEV-g,26t,154
92950,2035,2032,EUR,BEV,40t,969
92951,2040,2032,EUR,BEV,40t,909
92952,2045,2032,EUR,BEV,40t,502
92960,2035,2032,EUR,FCEV,40t,973
92961,2040,2032,EUR,FCEV,40t,913
92962,2045,2032,EUR,FCEV,40t,504
92970,2035,2032,EUR,ICEV-d,40t,69698
92971,2040,2032,EUR,ICEV-d,40t,65400
92972,2045,2032,EUR,ICEV-d,40t,36118
92980,2035,2032,EUR,ICEV-g,40t,1208
92981,2040,2032,EUR,ICEV-g,40t,1134
92982,2045,2032,EUR,ICEV-g,40t,626
93350,2035,2033,EUR,ICEV-d,3.5t,2237
93351,2040,2033,EUR,ICEV-d,3.5t,2158
93352,2045,2033,EUR,ICEV-d,3.5t,1464
93370,2035,2033,EUR,BEV,26t,356
93371,2040,2033,EUR,BEV,26t,344
93372,2045,2033,EUR,BEV,26t,233
93380,2035,2033,EUR,FCEV,26t,373
93381,2040,2033,EUR,FCEV,26t,360
93382,2045,2033,EUR,FCEV,26t,244
93390,2035,2033,EUR,ICEV-d,26t,25825
93391,2040,2033,EUR,ICEV-d,26t,24922
93392,2045,2033,EUR,ICEV-d,26t,16909
93400,2035,2033,EUR,ICEV-g,26t,477
93401,2040,2033,EUR,ICEV-g,26t,461
93402,2045,2033,EUR,ICEV-g,26t,312
93410,2035,2033,EUR,BEV,26t,188
93411,2040,2033,EUR,BEV,26t,181
93412,2045,2033,EUR,BEV,26t,123
93420,2035,2033,EUR,FCEV,26t,188
93421,2040,2033,EUR,FCEV,26t,181
93422,2045,2033,EUR,FCEV,26t,123
93430,2035,2033,EUR,ICEV-d,26t,21182
93431,2040,2033,EUR,ICEV-d,26t,20439
93432,2045,2033,EUR,ICEV-d,26t,13867
93440,2035,2033,EUR,ICEV-g,26t,338
93441,2040,2033,EUR,ICEV-g,26t,326
93442,2045,2033,EUR,ICEV-g,26t,221
93530,2035,2033,EUR,BEV,40t,1100
93531,2040,2033,EUR,BEV,40t,1061
93532,2045,2033,EUR,BEV,40t,720
93540,2035,2033,EUR,FCEV,40t,1163
93541,2040,2033,EUR,FCEV,40t,1123
93542,2045,2033,EUR,FCEV,40t,761
93550,2035,2033,EUR,ICEV-d,40t,69907
93551,2040,2033,EUR,ICEV-d,40t,67456
93552,2045,2033,EUR,ICEV-d,40t,45765
93560,2035,2033,EUR,ICEV-g,40t,1351
93561,2040,2033,EUR,ICEV-g,40t,1304
93562,2045,2033,EUR,ICEV-g,40t,884
93930,2035,2034,EUR,ICEV-d,3.5t,2349
93931,2040,2034,EUR,ICEV-d,3.5t,2307
93932,2045,2034,EUR,ICEV-d,3.5t,1785
93950,2035,2034,EUR,BEV,26t,401
93951,2040,2034,EUR,BEV,26t,394
93952,2045,2034,EUR,BEV,26t,305
93960,2035,2034,EUR,FCEV,26t,437
93961,2040,2034,EUR,FCEV,26t,429
93962,2045,2034,EUR,FCEV,26t,332
93970,2035,2034,EUR,ICEV-d,26t,26061
93971,2040,2034,EUR,ICEV-d,26t,25595
93972,2045,2034,EUR,ICEV-d,26t,19809
93980,2035,2034,EUR,ICEV-g,26t,530
93981,2040,2034,EUR,ICEV-g,26t,521
93982,2045,2034,EUR,ICEV-g,26t,403
93990,2035,2034,EUR,BEV,26t,214
