remind;production - secondary;Production|Industry|Steel|Secondary
remind;production - primary;Production|Industry|Steel|Primary
remind;energy use - primary;FE|Industry|Steel|Primary
remind;energy use - secondary;FE|Industry|Steel|Secondary
image;production - primary;Production|Steel
image;production - secondary;Production|Steel
image;energy use - primary;Final Energy|Industry|Steel|Electricity
image;energy use - primary;Final Energy|Industry|Steel|Gases
image;energy use - primary;Final Energy|Industry|Steel|Heat
image;energy use - primary;Final Energy|Industry|Steel|Hydrogen
image;energy use - primary;Final Energy|Industry|Steel|Liquids
image;energy use - primary;Final Energy|Industry|Steel|Solids
image;energy use - secondary;Final Energy|Industry|Steel|Electricity
image;energy use - secondary;Final Energy|Industry|Steel|Gases
image;energy use - secondary;Final Energy|Industry|Steel|Heat
image;energy use - secondary;Final Energy|Industry|Steel|Hydrogen
image;energy use - secondary;Final Energy|Industry|Steel|Liquids
image;energy use - secondary;Final Energy|Industry|Steel|Solids
