Units,scenario,region,sector,Year,value
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Brazil,biomass,2060,2.20614883938
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Brazil,biomass,2065,2.203507688148
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Brazil,biomass,2070,2.2200000061700003
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Brazil,biomass,2075,2.259931875452
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Brazil,biomass,2080,2.31216858764
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Brazil,biomass,2085,2.3817257327
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Brazil,biomass,2090,2.5064380868
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Brazil,biomass,2095,2.599369859274
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Brazil,biomass,2100,2.736779641476
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Canada,biomass,2025,0.308382618263967
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Canada,biomass,2030,0.594660327622092
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Canada,biomass,2035,0.937115840437922
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Canada,biomass,2040,3.58888434612233
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Canada,biomass,2045,4.02558193253732
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Canada,biomass,2050,4.3288702672964
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Canada,biomass,2055,4.65073896353971
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Canada,biomass,2060,4.85086022895448
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Canada,biomass,2065,4.91382228627754
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Canada,biomass,2070,4.92376375727616
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Canada,biomass,2075,4.8484675932952905
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Canada,biomass,2080,4.7442764642276405
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Canada,biomass,2085,4.6184990088163005
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Canada,biomass,2090,4.49489053612346
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Canada,biomass,2095,4.37401287725847
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Canada,biomass,2100,4.30768519320912
