Units,scenario,region,Year,value
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2005,388.508470137
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2010,501.038532346
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2015,588.125786353
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2021,607.3209548250001
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2025,619.5179006607
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2030,645.9277283192
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2035,681.6840100013
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2040,489.15793242977674
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2045,337.2656939306884
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2050,235.2637537830471
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2055,154.2736843558435
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2060,85.90809533535148
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2065,37.28571549225971
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2070,-0.3110933780161824
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2075,-26.219791854505505
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2080,-41.43571816060101
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2085,-64.76006557495293
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2090,-95.01078795294856
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2095,-120.49200677066146
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Middle East,2100,-134.88278558991735
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,1975,3.7073918285
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,1990,18.004178865
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2005,35.53882558
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2010,42.3510094222
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2015,48.648677713
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2021,62.947113303
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2025,69.309386406
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2030,84.7170997713
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2035,103.7394607089
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2040,79.55034132616663
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2045,62.369378466433304
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2050,55.82930654560868
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2055,59.33549923812058
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2060,61.01608165654263
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2065,65.45691571510717
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2070,67.19615155009836
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2075,62.88349897522617
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2080,55.86037525242316
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2085,47.47571031016815
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2090,38.531881299295705
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2095,30.453420463493764
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Pakistan,2100,22.917240189837567
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,1975,299.24237394
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,1990,689.9881405
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2005,470.07978173600003
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2010,486.430444919
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2015,489.98965413999997
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2021,546.263885011
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2025,588.7277551761
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2030,588.4122547203
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2035,591.6226627709
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2040,221.05940052086
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2045,118.04964596783068
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2050,63.09758800163742
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2055,10.4007085223732
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2060,-31.282703505762026
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2065,-57.92751067387742
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2070,-71.4606380553327
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2075,-81.86958062487402
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2080,-98.71386174142853
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2085,-122.90688298969428
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2090,-139.35382183722805
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2095,-150.3907985642646
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Russia,2100,-161.80899850095378
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,1975,30.6799432
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,1990,111.091547888352
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2005,136.320796525
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2010,143.7346250946
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2015,141.7703061473
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2021,128.87830533254998
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2025,124.81825569464
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2030,123.29565510512231
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2035,122.6985872387188
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2040,53.198100778235
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2045,34.136892570394856
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2050,26.75515706548108
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2055,24.8418181213399
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2060,22.579713148169734
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2065,19.981223308267985
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2070,16.994239963578856
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2075,14.33148736304582
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2080,11.515002594943148
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2085,8.966024557977708
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2090,8.609674361448615
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2095,6.5204945530131235
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Africa,2100,5.0230931343076515
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,1975,10.4999246633
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,1990,30.526308404537
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2005,48.447463061338
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2010,53.48845419328
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2015,52.081331997129
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2021,18.8934201023796
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2025,21.5899657802328
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2030,28.305324993938
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2035,37.7309884864162
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2040,20.3871822015429
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2045,14.2321235675455
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2050,10.438124055169963
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2055,7.3871983812773285
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2060,4.004673089037043
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2065,0.6984613404522624
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2070,-2.702780629914919
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2075,-6.305562996868397
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2080,-9.506563744148567
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2085,-14.411680339055474
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2090,-21.893641081491783
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2095,-28.736234389379053
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Northern,2100,-37.08049227745099
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,1975,11.140687830000001
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,1990,24.094670319
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2005,40.8691796131
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2010,54.105418385
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2015,61.425480547999996
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2021,63.562396851
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2025,67.67987878785
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2030,69.28031488634
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2035,71.97786793942
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2040,31.0126997726025
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2045,11.590145921911802
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2050,-4.57330054923735
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2055,-19.747530179454504
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2060,-33.80818491615519
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2065,-45.25941250677859
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2070,-57.9293703333792
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2075,-72.1718027102698
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2080,-88.51431772137333
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2085,-111.53902344826602
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2090,-137.0754457639094
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2095,-163.70034156667873
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South America_Southern,2100,-190.26730692677663
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,1975,3.1148930041000003
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,1990,7.62235648322
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2005,19.00970764024
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2010,25.2807926606
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2015,34.86366746
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2021,46.036315605
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2025,50.34600700032
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2030,61.30501390622
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2035,73.51887703328
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2040,47.58898015631059
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2045,37.12948094582137
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2050,30.10716165665923
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2055,28.19239768043192
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2060,27.766086197931727
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2065,27.01833101246332
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2070,25.25662918107847
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2075,22.91328020455089
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2080,21.940232791524565
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2085,18.29405714453439
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2090,14.278205643354372
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2095,10.637888767618474
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Asia,2100,7.519061029555161
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,1975,10.67685026
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,1990,76.444830001452
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2005,144.7140606732
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2010,169.81910517803
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2015,182.233588030905
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2021,175.684081942998
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2025,177.4392963020035
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2030,174.77768674068707
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2035,171.08477618046027
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2040,119.433330030011
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2045,87.55819695017188
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2050,69.87164141676296
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2055,59.2295397426653
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2060,50.438368586184964
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2065,42.9533016117083
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2070,35.70936828952965
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2075,30.388776429119076
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2080,26.336426138178936
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2085,22.87811682134046
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2090,20.02094164729559
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2095,17.74225544600758
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",South Korea,2100,15.873268846951897
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,1975,36.76990316
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,1990,120.82200030437501
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2005,233.00299861103142
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2010,286.3061332203409
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2015,328.1676309439272
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2021,384.7846333041183
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2025,409.1349515082217
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2030,444.998469243266
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2035,476.49465784131297
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2040,233.93900547736123
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2045,125.57608321272534
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2050,48.58843980759231
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2055,-10.985753066194995
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2060,-54.454204993965625
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2065,-83.69602777485095
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2070,-104.44993531838563
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2075,-113.76205395118672
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2080,-115.25005587917278
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2085,-116.72737932444885
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2090,-118.30184638425571
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2095,-122.01291577503191
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Southeast Asia,2100,-121.31997097093405
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,1975,6.7345662938999995
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,1990,35.3351190809
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2005,78.66162216849
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2010,77.92614730137001
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2015,80.559486531576
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2021,81.177959502977
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2025,77.127423409904
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2030,75.35397825878937
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2035,71.92005158032907
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2040,49.7268908528239
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2045,32.138760628468276
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2050,23.57468646237333
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2055,18.987979374105155
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2060,14.757996237225411
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2065,11.170583941565003
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2070,7.992970153967071
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2075,5.555553944609983
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2080,3.405485176147516
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2085,0.692989882837999
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2090,-1.9055540593509577
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2095,-3.6963491154675414
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Taiwan,2100,-4.767550614521398
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,1975,516.9936186
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,1990,1400.6891308
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2005,1638.91332928
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2010,1529.4101229999999
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2015,1438.06798541
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2021,1332.99193917
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2025,1292.0998880832
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2030,1265.5225853502
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2035,1226.6668507922
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2040,722.5466785196
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2045,430.0603145843
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2050,197.59362524634582
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2055,30.632564607912403
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2060,-114.82770936490223
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2065,-223.24426805693525
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2070,-333.28120980281
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2075,-429.0130690527428
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2080,-528.0705096888206
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2085,-651.2764043280414
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2090,-766.5994770976006
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2095,-844.3037622498205
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",USA,2100,-926.8221247838543
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,1975,91.95284384
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,1990,210.80527056
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2005,100.781637089
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2010,87.12979062078
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2015,62.31136040854
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2021,52.30090783331
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2025,50.38967054566
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2030,54.28903742533
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2035,58.06529480089
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2040,28.095540736981
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2045,17.247189228068997
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2050,11.059815769625342
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2055,7.75222049673956
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2060,5.313555273422687
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2065,3.8872627917337317
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2070,3.6110462069490934
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2075,3.773915802552625
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2080,3.721605635769954
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2085,3.2041331114376703
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2090,2.387762702658748
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2095,1.3822827668919102
MTC,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Ukraine,2100,0.3580857297832861
