Units,scenario,region,subsector,technology,output,Year,value
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,biomass (conv),electricity,2065,6.82338e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,biomass (conv),electricity,2070,2.94022e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,biomass (conv),electricity,2075,1.29708e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,biomass (conv),electricity,2080,5.92824e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,biomass (conv),electricity,2085,1.28379e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,biomass (conv),electricity,2090,3.25006e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,biomass (conv),electricity,2095,4.34394e-10
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC CCS),electricity,2030,3.69714e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC CCS),electricity,2035,7.01677e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC CCS),electricity,2040,0.000100513
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC CCS),electricity,2045,0.000228201
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC CCS),electricity,2050,0.000401499
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC CCS),electricity,2055,0.000660844
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC CCS),electricity,2060,0.000920911
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC CCS),electricity,2065,0.00117602
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC CCS),electricity,2070,0.00146891
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC CCS),electricity,2075,0.00166505
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC CCS),electricity,2080,0.00178343
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC CCS),electricity,2085,0.00185588
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC CCS),electricity,2090,0.00184495
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC CCS),electricity,2095,0.00178797
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC CCS),electricity,2100,0.00184941
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC),electricity,2030,0.000106685
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC),electricity,2035,0.000226491
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC),electricity,2040,0.000102635
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC),electricity,2045,9.12894e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC),electricity,2050,2.16139e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC),electricity,2055,1.13304e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC),electricity,2060,5.03745e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC),electricity,2065,2.35003e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC),electricity,2070,1.08567e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC),electricity,2075,4.69001e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC),electricity,2080,2.31291e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC),electricity,2085,1.06573e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC),electricity,2090,3.53638e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC),electricity,2095,1.11657e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (IGCC),electricity,2100,4.06237e-10
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul CCS),electricity,2030,0.000246073
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul CCS),electricity,2035,0.000516048
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul CCS),electricity,2040,0.00581439
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul CCS),electricity,2045,0.0114363
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul CCS),electricity,2050,0.0171787
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul CCS),electricity,2055,0.0253028
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul CCS),electricity,2060,0.0323025
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul CCS),electricity,2065,0.0371043
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul CCS),electricity,2070,0.0403011
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul CCS),electricity,2075,0.0383119
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul CCS),electricity,2080,0.0334509
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul CCS),electricity,2085,0.0280183
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul CCS),electricity,2090,0.0229848
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul CCS),electricity,2095,0.0183718
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul CCS),electricity,2100,0.0165409
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,1990,0.000154799
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2005,0.0166762
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2010,0.0190606
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2015,0.0316218
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2021,0.0347968
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2025,0.0405161
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2030,0.044941
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2035,0.0502585
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2040,0.00533968
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2045,0.000362153
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2050,8.20438e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2055,3.85636e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2060,1.73799e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2065,7.82565e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2070,3.31192e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2075,1.40062e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2080,6.27772e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2085,1.65982e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2090,4.56229e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2095,1.58164e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,coal,coal (conv pul),electricity,2100,3.41151e-10
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC CCS),electricity,2030,0.00440185
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC CCS),electricity,2035,0.00974869
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC CCS),electricity,2040,0.0325907
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC CCS),electricity,2045,0.0575872
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC CCS),electricity,2050,0.0863384
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC CCS),electricity,2055,0.126769
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC CCS),electricity,2060,0.165113
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC CCS),electricity,2065,0.199569
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC CCS),electricity,2070,0.238955
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC CCS),electricity,2075,0.267212
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC CCS),electricity,2080,0.286889
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC CCS),electricity,2085,0.294647
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC CCS),electricity,2090,0.294446
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC CCS),electricity,2095,0.287998
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC CCS),electricity,2100,0.276218
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2005,0.00338393
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2021,0.0115791
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2025,0.0166355
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2030,0.0181366
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2035,0.0216194
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2040,0.0163781
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2045,0.00734086
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2050,0.00334826
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2055,0.00191831
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2060,0.00103474
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2065,0.000513133
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2070,0.000160043
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2075,5.54186e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2080,5.2635e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2085,1.20747e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2090,4.1673e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2095,1.64516e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (CC),electricity,2100,6.6849e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,1990,0.0128933
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2005,0.0407839
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2010,0.0599005
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2015,0.0766674
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2021,0.0642729
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2025,0.0641417
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2030,0.0644854
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2035,0.0646422
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2040,0.0138651
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2045,0.00240872
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2050,0.00078856
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2055,0.00038137
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2060,0.000180484
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2065,7.08785e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2070,1.5155e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2075,4.23483e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2080,1.49056e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2085,2.45101e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2090,8.21918e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2095,3.25728e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,gas,gas (steam/CT),electricity,2100,1.39785e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,1990,0.00289799
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2005,0.00948957
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2010,0.0117865
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2015,0.0138853
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2021,0.0164084
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2025,0.0220306
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2030,0.0253405
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2035,0.029332
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2040,0.0357023
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2045,0.0357282
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2050,0.0357715
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2055,0.0357667
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2060,0.0357681
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2065,0.0357682
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2070,0.0357615
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2075,0.0357609
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2080,0.0357588
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2085,0.0357508
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2090,0.0357497
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2095,0.0357514
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,geothermal,geothermal,electricity,2100,0.035743
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,1990,0.049018
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2005,0.071734
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2010,0.0846028
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2015,0.0854949
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2021,0.112816
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2025,0.117002
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2030,0.122238
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2035,0.127474
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2040,0.132711
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2045,0.137947
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2050,0.143183
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2055,0.14842
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2060,0.153656
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2065,0.158892
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2070,0.164129
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2075,0.169365
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2080,0.174601
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2085,0.179838
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2090,0.185074
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2095,0.19031
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,hydro,hydro,electricity,2100,0.195547
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,nuclear,Gen_III,electricity,2040,0.00465071
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,nuclear,Gen_III,electricity,2045,0.0152279
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,nuclear,Gen_III,electricity,2050,0.0348279
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,nuclear,Gen_III,electricity,2055,0.0635376
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,nuclear,Gen_III,electricity,2060,0.0913859
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,nuclear,Gen_III,electricity,2065,0.118399
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,nuclear,Gen_III,electricity,2070,0.151362
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,nuclear,Gen_III,electricity,2075,0.183258
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,nuclear,Gen_III,electricity,2080,0.214884
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,nuclear,Gen_III,electricity,2085,0.253511
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,nuclear,Gen_III,electricity,2090,0.291875
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,nuclear,Gen_III,electricity,2095,0.327538
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,nuclear,Gen_III,electricity,2100,0.367846
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC CCS),electricity,2030,0.00622223
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC CCS),electricity,2035,0.0107299
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC CCS),electricity,2040,0.0382338
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC CCS),electricity,2045,0.054527
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC CCS),electricity,2050,0.0674911
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC CCS),electricity,2055,0.0839026
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC CCS),electricity,2060,0.0920634
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC CCS),electricity,2065,0.0993659
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC CCS),electricity,2070,0.105369
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC CCS),electricity,2075,0.0978677
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC CCS),electricity,2080,0.0914942
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC CCS),electricity,2085,0.088814
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC CCS),electricity,2090,0.0813268
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC CCS),electricity,2095,0.0724924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC CCS),electricity,2100,0.0669472
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC),electricity,2025,0.00569606
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC),electricity,2030,0.00475539
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC),electricity,2035,0.00847265
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC),electricity,2040,0.00251128
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,refined liquids,refined liquids (CC),electricity,2045,0.000583732
