Units,scenario,region,subsector,technology,output,Year,value
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,biomass (conv),electricity,2025,0.00830012
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,biomass (conv),electricity,2030,0.00832758
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,biomass (conv),electricity,2035,0.00985622
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,biomass (conv),electricity,2040,0.00410257
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,biomass (conv),electricity,2045,7.69091e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,biomass (conv),electricity,2050,8.98212e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,biomass (conv),electricity,2055,3.24869e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,biomass (conv),electricity,2060,1.55913e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,biomass (conv),electricity,2065,8.09721e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,biomass (conv),electricity,2070,3.89113e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,biomass (conv),electricity,2075,1.78808e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,biomass (conv),electricity,2080,7.93489e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,biomass (conv),electricity,2085,1.02382e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,biomass,biomass (conv),electricity,2090,2.22363e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC CCS),electricity,2030,9.79778e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC CCS),electricity,2035,1.89735e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC CCS),electricity,2040,2.10693e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC CCS),electricity,2045,5.38405e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC CCS),electricity,2050,1.08773e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC CCS),electricity,2055,2.04759e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC CCS),electricity,2060,2.12208e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC CCS),electricity,2065,2.16046e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC CCS),electricity,2070,2.64957e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC CCS),electricity,2075,2.83572e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC CCS),electricity,2080,3.49303e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC CCS),electricity,2085,4.89752e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC CCS),electricity,2090,3.74362e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC CCS),electricity,2095,3.41256e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC CCS),electricity,2100,4.35617e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC),electricity,2030,2.5516e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC),electricity,2035,5.02964e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC),electricity,2040,1.20173e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC),electricity,2045,1.36621e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC),electricity,2050,4.98367e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC),electricity,2055,6.17457e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC),electricity,2060,2.9451e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC),electricity,2065,1.98007e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC),electricity,2070,1.50498e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC),electricity,2075,7.60403e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC),electricity,2080,5.08558e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC),electricity,2085,3.10703e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC),electricity,2090,7.91215e-10
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC),electricity,2095,3.04828e-10
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (IGCC),electricity,2100,1.29441e-10
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul CCS),electricity,2030,6.23346e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul CCS),electricity,2035,1.26604e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul CCS),electricity,2040,0.000121008
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul CCS),electricity,2045,0.000244796
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul CCS),electricity,2050,0.000358423
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul CCS),electricity,2055,0.000463539
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul CCS),electricity,2060,0.00035253
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul CCS),electricity,2065,0.000276495
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul CCS),electricity,2070,0.000276338
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul CCS),electricity,2075,0.000249707
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul CCS),electricity,2080,0.000257469
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul CCS),electricity,2085,0.000329456
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul CCS),electricity,2090,0.000227675
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul CCS),electricity,2095,0.000184682
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul CCS),electricity,2100,0.000229667
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,1990,0.000338403
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2005,0.000475199
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2010,0.000485968
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2015,0.000543545
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2021,0.000691163
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2025,0.00116581
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2030,0.00120777
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2035,0.00127937
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2040,5.54343e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2045,3.94113e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2050,9.15566e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2055,4.69228e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2060,2.2907e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2065,1.19698e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2070,6.25195e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2075,2.85176e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2080,1.38426e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2085,4.16202e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2090,1.00361e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2095,2.68893e-10
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,coal,coal (conv pul),electricity,2100,1.05783e-10
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC CCS),electricity,2030,8.67932e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC CCS),electricity,2035,1.81895e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC CCS),electricity,2040,0.000231304
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC CCS),electricity,2045,0.000930923
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC CCS),electricity,2050,0.00221416
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC CCS),electricity,2055,0.00463559
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC CCS),electricity,2060,0.00606159
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC CCS),electricity,2065,0.00748538
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC CCS),electricity,2070,0.00991045
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC CCS),electricity,2075,0.0123709
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC CCS),electricity,2080,0.015503
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC CCS),electricity,2085,0.020261
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC CCS),electricity,2090,0.0215434
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC CCS),electricity,2095,0.0243964
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC CCS),electricity,2100,0.027562
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2010,0.00854989
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2015,0.000363443
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2021,0.000612288
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2025,0.00102074
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2030,0.00101376
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2035,0.00105359
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2040,0.000411027
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2045,0.000171305
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2050,7.72741e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2055,4.80419e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2060,2.82803e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2065,1.66509e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2070,5.96255e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2075,2.55516e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2080,1.13483e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2085,5.34345e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2090,1.41685e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2095,4.81322e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (CC),electricity,2100,1.84657e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,1990,0.000712806
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2005,0.0023004
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2010,0.00328974
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2015,0.000720047
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2021,0.00055405
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2025,0.000548802
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2030,0.000359008
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2035,0.000349554
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2040,6.69289e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2045,1.86252e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2050,7.11672e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2055,5.20827e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2060,2.41284e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2065,1.25048e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2070,4.36125e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2075,1.49471e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2080,5.44528e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2085,2.12019e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2090,4.61784e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2095,1.38667e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,gas,gas (steam/CT),electricity,2100,4.49348e-10
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,1990,0.00108001
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2005,0.00596879
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2010,0.016073
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2015,0.018009
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2021,0.0208861
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2025,0.0239191
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2030,0.0232765
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2035,0.0245748
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2040,0.025295
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2045,0.0253063
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2050,0.0253476
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2055,0.0253465
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2060,0.0253533
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2065,0.0253569
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2070,0.0253573
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2075,0.0253575
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2080,0.0253528
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2085,0.0253462
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2090,0.0253497
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2095,0.0253508
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,geothermal,geothermal,electricity,2100,0.0253496
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,1990,0.558479
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2005,0.626162
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2010,0.595411
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2015,0.681624
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2021,0.700924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2025,0.700924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2030,0.700924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2035,0.700924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2040,0.700924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2045,0.700924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2050,0.700924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2055,0.700924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2060,0.700924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2065,0.700924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2070,0.700924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2075,0.700924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2080,0.700924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2085,0.700924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2090,0.700924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2095,0.700924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,hydro,hydro,electricity,2100,0.700924
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_III,electricity,2030,0.00057089
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_III,electricity,2035,0.00153853
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_III,electricity,2040,0.00499602
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_III,electricity,2045,0.0109254
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_III,electricity,2050,0.0216791
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_III,electricity,2055,0.0404634
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_III,electricity,2060,0.0523754
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_III,electricity,2065,0.0633321
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_III,electricity,2070,0.077982
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_III,electricity,2075,0.0920815
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_III,electricity,2080,0.108786
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_III,electricity,2085,0.13154
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_III,electricity,2090,0.145149
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_III,electricity,2095,0.156005
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_III,electricity,2100,0.166807
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_II_LWR,electricity,1990,0.0850903
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_II_LWR,electricity,2005,0.0840275
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_II_LWR,electricity,2010,0.0948143
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_II_LWR,electricity,2015,0.0831119
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_II_LWR,electricity,2021,0.0697067
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_II_LWR,electricity,2025,0.0677523
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_II_LWR,electricity,2030,0.0644158
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_II_LWR,electricity,2035,0.0597602
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_II_LWR,electricity,2040,0.0535102
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_II_LWR,electricity,2045,0.0456677
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_II_LWR,electricity,2050,0.0367047
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_II_LWR,electricity,2055,0.0279741
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",European Free Trade Association,nuclear,Gen_II_LWR,electricity,2060,0.0201487
