Units,scenario,region,sector,mode,technology,input,Year,value
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2035,1.45697e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2040,2.67367e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2045,4.78352e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2050,8.46994e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2055,2.66598e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2060,7.63635e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2065,0.000198785
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2070,0.000484081
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2075,0.0011195
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2080,0.00243087
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2085,0.00506236
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2090,0.00984271
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2095,0.017131
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2100,0.025762
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2035,1.10305e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2040,4.77359e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2045,1.86017e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2050,6.02226e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2055,0.00020314
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2060,0.000626833
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2065,0.00174753
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2070,0.00451579
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2075,0.0109576
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2080,0.0247918
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2085,0.0537188
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2090,0.107426
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2095,0.191209
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2100,0.292761
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,1975,0.0130899
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,1990,0.0178902
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2005,0.0333888
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2010,0.0415219
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2015,0.0492633
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2021,0.0398136
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2025,0.0426441
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2030,0.0525512
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2035,0.0643919
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2040,0.07429
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2045,0.0857582
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2050,0.0992535
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2055,0.11837
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2060,0.140001
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2065,0.163175
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2070,0.185136
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2075,0.202867
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2080,0.212331
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2085,0.205007
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2090,0.172987
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2095,0.115657
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2100,0.0512326
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2035,2.77615e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2040,3.80671e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2045,6.30156e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2050,0.000652498
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2055,0.00152761
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2060,0.002093
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2065,0.00246757
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2070,0.00278751
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2075,0.00310582
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2080,0.0034382
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2085,0.00377853
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2090,0.00414763
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2095,0.00453707
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,BEV,elect_td_trn,2100,0.00502527
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2035,1.52809e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2040,1.40888e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2045,2.99548e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2050,5.23169e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2055,0.000147693
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2060,0.000247494
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2065,0.000351035
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2070,0.000467812
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2075,0.000598093
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2080,0.000748547
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2085,0.000930886
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2090,0.00112135
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2095,0.00133131
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,FCEV,H2 wholesale dispensing,2100,0.00160545
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2025,0.000116007
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2030,0.000706148
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2035,0.00241777
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2040,0.00287444
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2045,0.00268702
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2050,0.0015251
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2055,0.000554211
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2060,0.000158296
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2065,4.14271e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2070,8.3747e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2075,1.23206e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2080,1.48741e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2085,1.31845e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,refined liquids enduse,2090,8.44618e-10
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,1975,0.00318133
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,1990,0.0049208
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2005,0.000844195
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2010,0.00139179
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2015,0.00202659
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2021,0.00415127
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2025,0.00279908
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2030,0.00292604
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2035,0.00229748
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2040,0.000842419
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2045,0.000372869
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2050,0.00011499
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2055,3.20264e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2060,7.15736e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2065,1.45533e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2070,2.18889e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2075,2.28726e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2080,1.92871e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2085,1.15386e-10
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2030,4.92095e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2035,0.000211124
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2040,0.000425617
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2045,0.000594025
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2050,0.000702219
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2055,0.000817451
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2060,0.000941596
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2065,0.00107872
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2070,0.00123063
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2075,0.00140381
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2080,0.00160305
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2085,0.00183397
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2090,0.00210454
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2095,0.00242666
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,BEV,elect_td_trn,2100,0.00287675
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Coal,delivered coal,1975,0.000920878
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2005,5.49996e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2021,2.09998e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2025,1.99224e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2030,2.21947e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2035,1.67755e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2040,1.24527e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2045,1.33418e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2050,1.49827e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2055,1.74597e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2060,2.01339e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2065,2.30905e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2070,2.63589e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2075,3.00772e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2080,3.43451e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2085,3.92796e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2090,4.50516e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2095,5.19029e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Electric,elect_td_trn,2100,6.1417e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2030,5.45504e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2035,0.000242744
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2040,0.000478357
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2045,0.000677316
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2050,0.000825264
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2055,0.000971564
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2060,0.00113269
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2065,0.00131208
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2070,0.00151176
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2075,0.00173886
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2080,0.00200043
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2085,0.0023057
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2090,0.00266091
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2095,0.00308364
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2100,0.00367345
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2030,0.000110663
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2035,0.000479282
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2040,0.000862531
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2045,0.00106969
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2050,0.00111751
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2055,0.00120641
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2060,0.00129042
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2065,0.00136475
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2070,0.0014139
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2075,0.00143796
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2080,0.00144668
