Units,scenario,region,sector,output,Year,value
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Legumes,biomass,2065,0.034768943076
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Legumes,biomass,2070,0.036496419189
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Legumes,biomass,2075,0.037642447371
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Legumes,biomass,2080,0.038596378913
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Legumes,biomass,2085,0.039469637394
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Legumes,biomass,2090,0.040382853204
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Legumes,biomass,2095,0.040852103983
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Legumes,biomass,2100,0.041725343182
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,1975,7.195283602e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,1990,4.620785554e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2005,1.825721324e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2010,1.971060649e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2015,1.737800388e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2021,1.8675683769999999e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2025,2.5877001890000004e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2030,2.818713409e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2035,3.048703949e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2040,6.739879404e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2045,7.248861491e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2050,8.779187516e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2055,9.900966457e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2060,1.0763135363e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2065,1.1186130945e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2070,1.1449194779e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2075,1.1497068201e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2080,1.1462189915e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2085,1.1399658318000001e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2090,1.13113376e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2095,1.1108900381e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,MiscCrop,biomass,2100,1.1033480982e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,1975,0.0116091
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,1990,0.00869725
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2005,0.0140024
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2010,0.0147139
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2015,0.0169218
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2021,0.0185219
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2025,0.0251273
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2030,0.0261564
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2035,0.0283364
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2040,0.0329953
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2045,0.0345154
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2050,0.0370158
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2055,0.0388992
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2060,0.0404114
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2065,0.0416914
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2070,0.0428744
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2075,0.0438653
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2080,0.0447332
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2085,0.0454483
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2090,0.0460296
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2095,0.0464248
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NonFoodDemand_sawnwood,biomass,2100,0.0468586
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,1975,0.000122398227811
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,1990,0.000133996157918
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2005,0.00032975420326899997
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2010,0.0005263150239040001
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2015,0.000838623327215
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2021,0.0015624614155960001
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2025,0.00178033414242
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2030,0.00192603976556
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2035,0.0021515130891
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2040,0.00484550824958
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2045,0.00523985027882
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2050,0.00654073906152
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2055,0.00723859797162
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2060,0.007627440937559999
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2065,0.00781621333856
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2070,0.0079302795527
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2075,0.00792547367086
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2080,0.00788664198928
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2085,0.00783044476692
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2090,0.00778183234358
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2095,0.0076876946356
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,NutsSeeds,biomass,2100,0.007682434206379999
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,1975,7.677036301e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,1990,0.000109978783804
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2005,0.0016886601347900002
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2010,0.0016472633307
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2015,0.004406918613
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2021,0.0117648825415
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2025,0.017216726277900003
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2030,0.0224636466057
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2035,0.023455062324500002
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2040,0.04694602900461
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2045,0.0479888724946
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2050,0.0581002845883
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2055,0.0697216833153
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2060,0.07946038681369999
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2065,0.0864051560213
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2070,0.0924388159728
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2075,0.0957533737952
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2080,0.0989994453394
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2085,0.1034721948803
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2090,0.1083759107146
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2095,0.11129666523699999
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OilCrop,biomass,2100,0.114624130768
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,1975,0.0007079164802
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,1990,0.001258086201
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2005,0.003940351446
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2010,0.0032708105749999997
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2015,0.004641748827539
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2021,0.0076462262753
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2025,0.0103036774227
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2030,0.012731785750999999
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2035,0.015392528859
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2040,0.035419516923
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2045,0.041242661823900004
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2050,0.055128334126199996
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2055,0.0604350901444
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2060,0.063529946639
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2065,0.064992068874
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2070,0.06610529773900001
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2075,0.066225315553
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2080,0.066255125666283
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2085,0.06630096573265
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2090,0.06655035958023
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2095,0.06619395737166
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,OtherGrain,biomass,2100,0.06676752267491
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,1975,0.0012524524703000002
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,1990,0.0020615141072
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2005,0.0017277404387000001
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2010,0.0010062364334000001
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2015,0.0019064891108000002
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2021,0.001331868542
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2025,0.0013514138914
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2030,0.0013791612747999999
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2035,0.0015138387150000002
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2040,0.0032276058604
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2045,0.0033138108098
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2050,0.0040547343909
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2055,0.0044545399118000005
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2060,0.0046973186827999995
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2065,0.0048485275225
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2070,0.0049622949715
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2075,0.0049839002172000005
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2080,0.0050012964244
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2085,0.005002580287299999
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2090,0.0050086217413
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2095,0.0049445994967
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Rice,biomass,2100,0.004953888823299999
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,1975,0.0002593987719
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,1990,0.0002969775316
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2005,0.0004370324433
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2010,0.00047317944349999997
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2015,0.0004659313746
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2021,0.0005130780396999999
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2025,0.0005865494442
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2030,0.0005994076683
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2035,0.0006366691259
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2040,0.0013798817076
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2045,0.0014477896594
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2050,0.001781261948
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2055,0.001959940651
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2060,0.002047974546
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2065,0.002088253808
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2070,0.002121645769
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2075,0.002127358943
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2080,0.002129817618
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2085,0.002127245278
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2090,0.002125302155
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2095,0.002105857897
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,RootTuber,biomass,2100,0.002114155646
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,1975,2.073705e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,1990,2.603025e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2005,2.288081e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2010,2.502911e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2015,8.771247e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2021,2.036017e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2025,3.594048e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2030,5.734747e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2035,6.595191e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2040,0.00015599140000000002
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2045,0.0001732997
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2050,0.00022560130000000002
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2055,0.0002528348
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2060,0.0002778007
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2065,0.0002893781
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2070,0.00029572329999999995
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2075,0.0002973591
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2080,0.00029653139999999997
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2085,0.0002974701
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2090,0.0003007996
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2095,0.00030265719999999997
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Soybean,biomass,2100,0.0003070236
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,1975,0.00731808268
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,1990,0.00598742388
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2005,0.01054957966
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2010,0.009116861930000001
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2015,0.010470468640000001
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2021,0.01043553576
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2025,0.01293256885
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2030,0.01444675304
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2035,0.015929653791
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2040,0.034186119832999996
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2045,0.037417082337
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2050,0.04746082226
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2055,0.054523171814
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2060,0.059649447746000006
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2065,0.062636573752
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2070,0.064754954897
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2075,0.065412730096
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2080,0.066268842799
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2085,0.06815626410600001
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2090,0.070556408146
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2095,0.071881727438
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,SugarCrop,biomass,2100,0.07359365260800001
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Vegetables,biomass,1975,7.35058088e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Vegetables,biomass,1990,0.00011738560032
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Vegetables,biomass,2005,0.0002277660579
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Vegetables,biomass,2010,0.0002590027997
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Vegetables,biomass,2015,0.00027816480020000003
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Vegetables,biomass,2021,0.0002823736531
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Vegetables,biomass,2025,0.0003238068118
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Vegetables,biomass,2030,0.00034036096779999997
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Vegetables,biomass,2035,0.0003726073536
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Vegetables,biomass,2040,0.0008250036614
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Vegetables,biomass,2045,0.0008859155172
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Australia_NZ,Vegetables,biomass,2050,0.0011164340965
