Units,scenario,region,LandLeaf,Year,value
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,1975,31.966277599999998
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,1990,34.9113508
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2005,47.9468642
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2010,60.839262
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2015,68.5730244
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2021,64.468125
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2025,66.9469503
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2030,69.85506769999999
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2035,72.1025805
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2040,72.95330080000001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2045,74.41610242
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2050,75.10063358
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2055,76.20427192999999
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2060,77.82452321
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2065,78.86691243
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2070,79.44916083
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2075,79.71085395
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2080,79.69261727
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2085,79.52520196
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2090,79.25807919
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2095,78.85070262
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,CornC4,2100,78.31915823
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,1975,14.1589484
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,1990,8.0305122
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2005,7.9391238
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2010,6.82036822074
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2015,6.6499756
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2021,7.7974684001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2025,7.9915546682
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2030,8.56815800633
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2035,9.02798963147
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2040,9.34859472888
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2045,9.80480381527
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2050,10.15670681751
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2055,10.72449151214
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2060,11.30010899178
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2065,11.79461889388
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2070,12.21959400024
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2075,12.55879311985
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2080,12.801443468390001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2085,12.991809806300001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2090,13.13418965862
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2095,13.21781033413
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FiberCrop,2100,13.160267113014001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,1975,0.0
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,1990,1.1997828000000001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2005,1.5062502
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2010,1.53973999148
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2015,1.5396433999999999
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2021,1.5395552204799998
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2025,1.7367942813100001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2030,2.06042976172
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2035,2.3995282841
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2040,2.73206039137
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2045,3.0733960494200003
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2050,3.40336352588
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2055,3.73195591181
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2060,4.02775377552
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2065,4.28563252708
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2070,4.5052733062
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2075,4.68580160489
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2080,4.8345436488189995
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2085,4.954339001256
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2090,5.048569462144
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2095,5.1238486287130005
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderGrass,2100,5.1843654871750005
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,1975,0.0
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,1990,0.0
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2005,0.0078352
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2010,0.00994291014
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2015,0.009939799999999999
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2021,0.009804868420000001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2025,0.00961899368
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2030,0.00892294071
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2035,0.008247887014
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2040,0.007866829227000001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2045,0.007155476151
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2050,0.00642176327
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2055,0.005866231542
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2060,0.005258528678
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2065,0.004689257471
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2070,0.004219656927
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2075,0.00382544813
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2080,0.003517245833
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2085,0.003273433716
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2090,0.003072842657
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2095,0.002902481935
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FodderHerb,2100,0.0027643477149999996
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,1975,0.149537
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,1990,0.1938768
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2005,0.32374519999999996
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2010,0.3033645356
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2015,0.3304034
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2021,0.3605733146
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2025,0.3675222265
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2030,0.38261583099999996
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2035,0.41218345019999997
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2040,0.44297283530000003
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2045,0.4658651378
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2050,0.4883945719
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2055,0.5301341781
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2060,0.5706462232
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2065,0.6109567574
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2070,0.6507805367
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2075,0.6884814548899999
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2080,0.7236692501399999
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2085,0.75562891029
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2090,0.7839600815
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2095,0.80888856652
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Fruits,2100,0.83046210527
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,1975,19.328943
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,1990,26.322323
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2005,30.270113199999997
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2010,23.490878580000004
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2015,26.5681002
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2021,40.61585986
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2025,42.76525722
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2030,46.75144543
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2035,51.44236564
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2040,55.78754868
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2045,60.35166547
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2050,64.84568543
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2055,71.28062457
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2060,77.81700976
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2065,84.31412071999999
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2070,90.65035692000001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2075,96.59910244000001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2080,102.113782872
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2085,107.11283716
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2090,111.501372068
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2095,115.299309995
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,FruitsTree,2100,118.58937766
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,1975,1191.2482
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,1990,1089.50285
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2005,1090.70157
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2010,1064.4292619999999
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2015,971.647
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2021,955.906031
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2025,926.020839
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2030,877.118379
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2035,825.172779
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2040,770.736067
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2045,717.9721850000001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2050,666.3994604000001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2055,614.871923
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2060,566.7698659
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2065,524.8912432
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2070,489.438968
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2075,460.3633104
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2080,436.5012523
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2085,416.996965
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2090,401.3228368
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2095,388.9084853
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Grassland,2100,379.5693515
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,1975,1.3041753999999999
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,1990,1.816842
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2005,2.3875189
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2010,2.9724582
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2015,3.9526475000000003
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2021,4.0263463
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2025,4.242613100000001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2030,4.495779
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2035,4.7138308
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2040,4.9161103
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2045,5.0310227
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2050,5.0962511
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2055,5.1071933
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2060,5.078344599999999
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2065,5.0284236
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2070,4.9690207
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2075,4.9095197
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2080,4.8516770000000005
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2085,4.7981633
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2090,4.7521702999999995
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2095,4.713229
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Hardwood_Forest,2100,4.685654
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,1975,31.020651400000002
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,1990,37.148386
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2005,45.70532
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2010,48.055801254
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2015,58.3549292
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2021,59.258460046
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2025,62.431050614
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2030,68.712061247
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2035,74.299582797
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2040,78.54556874
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2045,83.430731164
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2050,87.186866587
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2055,90.924123593
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2060,95.78539758
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2065,99.951685853
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2070,102.973270374
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2075,105.219407767
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2080,106.869766582
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2085,108.0934678122
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2090,108.9700771198
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2095,109.4859083951
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,Legumes,2100,109.92064236120001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,1975,1.6778762
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,1990,2.0657416
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2005,3.4261748
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2010,5.9038410186
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2015,6.9632022
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2021,7.9750887424000005
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2025,8.1895351868
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2030,8.3200499927
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2035,8.6087060525
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2040,8.9705713001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2045,9.2081302643
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2050,9.3847941981
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2055,9.6787465776
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2060,9.9391350078
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2065,10.16497442521
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2070,10.368761954330001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2075,10.54292359039
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2080,10.694261171059999
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2085,10.82082165381
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2090,10.917659224600001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2095,10.989680833780001
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCrop,2100,11.04399921665
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCropTree,1975,11.5204244
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCropTree,1990,11.439404399999999
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCropTree,2005,10.8355948
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCropTree,2010,12.4057674416
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCropTree,2015,14.957646
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCropTree,2021,19.4572696602
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCropTree,2025,20.8011771405
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCropTree,2030,22.0810333993
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCropTree,2035,23.1617483656
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCropTree,2040,23.0954330703
thous km2,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,MiscCropTree,2045,23.9176200465
