Units,scenario,region,sector,subsector,technology,fuel,Year,value
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,H2 central production,gas,natural gas steam reforming,elect_td_ind,2045,7.691189e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,H2 central production,gas,natural gas steam reforming,elect_td_ind,2050,2.4824657000000002e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,H2 central production,gas,natural gas steam reforming,elect_td_ind,2055,1.3333149e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,H2 central production,gas,natural gas steam reforming,elect_td_ind,2060,7.321302400000001e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,H2 central production,gas,natural gas steam reforming,elect_td_ind,2065,4.2027984e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,H2 central production,gas,natural gas steam reforming,elect_td_ind,2070,2.1290524999999997e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,H2 central production,gas,natural gas steam reforming,elect_td_ind,2075,9.7316027e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,H2 central production,gas,natural gas steam reforming,elect_td_ind,2080,5.0283301e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,H2 central production,gas,natural gas steam reforming,elect_td_ind,2085,2.05858764e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,H2 central production,gas,natural gas steam reforming,elect_td_ind,2090,8.2072462e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,H2 central production,gas,natural gas steam reforming,elect_td_ind,2095,3.3333966e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,H2 central production,gas,natural gas steam reforming,elect_td_ind,2100,2.11539e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,H2 central production,gas,natural gas steam reforming,regional natural gas,2025,0.000527688
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Eastern,H2 central production,gas,natural gas steam reforming,regional natural gas,2030,0.004769153999999999
