market,technology,input group,input process,input location,input key,contribution type,score,share of market (%),physical amount,physical unit,method,impact category,unit
Generic,PEM electrolysis,Infrastructure,"electrolyzer production, 1MWe, PEM, Stack",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '4b10c19428e14b8f8d007e30ec00b854')",Upstream input,0.01734082487938773,2.9409495594363726,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,PEM electrolysis,Infrastructure,"electrolyzer production, 1MWe, PEM, Balance of Plant",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'd3ccbd883a7f4693af1ca38b327f11a1')",Upstream input,0.0034535790828300623,0.5857161901335318,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,PEM electrolysis,Waste treatment,"treatment of electrolyzer stack, 1MWe, PEM",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '13e729a7f3fc4f6182834436182fefe6')",Upstream input,4.765249443555027e-05,0.008081713729942468,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,PEM electrolysis,Waste treatment,"treatment of electrolyzer balance of plant, 1MWe, PEM",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '4f96e300894a475a8c1971ce79fbca2c')",Upstream input,0.0004336724366286783,0.07354948627379494,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,PEM electrolysis,Water,"deionized water production, via reverse osmosis, from brackish water",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '4e0a52c5b9864dfebab5c43621971720')",Upstream input,0.00022295881964054263,0.03781311713572067,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,PEM electrolysis,Electricity,"market group for electricity, low voltage",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '13f887da454449da9d91f12bd7f18f05')",Upstream input,0.38746819891061884,65.71339234480658,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,PEM electrolysis,Other direct emissions,Oxygen,biosphere,"('biosphere-3.12', '9ec076d9-6d9f-4a0b-9851-730626ed4319')",Other direct emissions,0.0,0.0,5.297587840298096,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,PEM electrolysis,Other direct emissions,"Occupation, industrial area",biosphere,"('biosphere-3.12', 'fe9c3a98-a6d2-452d-a9a4-a13e64f1b95b')",Other direct emissions,0.0,0.0,0.0004022534096710235,square meter-year,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,PEM electrolysis,Other direct emissions,"Transformation, from industrial area",biosphere,"('biosphere-3.12', 'b6dcefd8-3848-4338-9c3e-fe6e91f20937')",Other direct emissions,0.0,0.0,2.0112669760831963e-05,square meter,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,PEM electrolysis,Other direct emissions,"Transformation, to industrial area",biosphere,"('biosphere-3.12', '4624deff-2016-41d4-b2bf-3db8dab88779')",Other direct emissions,0.0,0.0,2.0112669760831963e-05,square meter,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Biomass gasification,Infrastructure,"market for liquid storage tank, chemicals, organics",GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '65328045d6934aea9218657932fe4f18')",Upstream input,7.965895151598674e-09,1.3509908553691378e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Biomass gasification,Water,"market for water, deionised",Europe without Switzerland,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'a3b3af9d63ee4c50a4506512784991e4')",Upstream input,7.051067455410121e-09,1.1958389448470523e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Biomass gasification,Biomass feedstock,"market for lignocellulosic biomass, used as fuel",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '89cba6c9714f4f4bb98cf9b3e82f439a')",Upstream input,4.517839236865482e-07,7.662113772371493e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Biomass gasification,Infrastructure,synthetic gas factory construction,RoW,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '2d99aa9618294621ad0ab6a287164682')",Upstream input,3.66742724935756e-10,6.219841690508948e-08,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Biomass gasification,Water,"treatment of wastewater, average, wastewater treatment",Europe without Switzerland,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'db7e3c0fc9d3451395736c9985715bb8')",Upstream input,7.320680974422325e-09,1.2415645527966223e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Biomass gasification,Other direct emissions,"Carbon dioxide, non-fossil",biosphere,"('biosphere-3.12', 'eba59fd6-f37e-41dc-9ca3-c7ea22d602c7')",Other direct emissions,0.0,0.0,7.70229301991037e-05,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Biomass gasification with CCS,CO2 capture and storage,"carbon dioxide, captured at hydrogen production plant, pre, pipeline 200km, storage 1000m",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f35934f4c5ec445c8e063cf6d8b1795b')",Upstream input,0.02432679253423312,4.125747782107756,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Biomass gasification with CCS,Infrastructure,"market for liquid storage tank, chemicals, organics",GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '65328045d6934aea9218657932fe4f18')",Upstream input,0.0007304207590957928,0.12387707185829092,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Biomass gasification with CCS,Water,"market for water, deionised",Europe without Switzerland,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'a3b3af9d63ee4c50a4506512784991e4')",Upstream input,0.0006473808590467447,0.10979376502810792,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Biomass gasification with CCS,Biomass feedstock,"market for lignocellulosic biomass, used as fuel",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '89cba6c9714f4f4bb98cf9b3e82f439a')",Upstream input,0.0414256464849626,7.025659830296336,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Biomass gasification with CCS,Infrastructure,synthetic gas factory construction,RoW,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '2d99aa9618294621ad0ab6a287164682')",Upstream input,3.3627921839603216e-05,0.005703190165797565,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Biomass gasification with CCS,Water,"treatment of wastewater, average, wastewater treatment",Europe without Switzerland,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'db7e3c0fc9d3451395736c9985715bb8')",Upstream input,0.0006712588168277055,0.11384339184255253,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Biomass gasification with CCS,Other direct emissions,"Carbon dioxide, non-fossil",biosphere,"('biosphere-3.12', 'eba59fd6-f37e-41dc-9ca3-c7ea22d602c7')",Other direct emissions,0.0,0.0,0.5076820659435527,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Infrastructure,"chemical factory construction, organics",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '8e7d31369cdb4b2688a5e8bf919310c0')",Upstream input,2.7872975525777917e-08,4.727169304970898e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Other raw materials,"limestone production, milled, packed",Europe without Switzerland,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'bdc114f35c9742219f056ea4203192d8')",Upstream input,3.018766238419765e-09,5.119732942736153e-07,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Infrastructure,"liquid storage tank production, chemicals, organics",RoW,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '00ec9ef702ab4db28b3eb182865fdafb')",Upstream input,3.743857123226691e-09,6.349464361544847e-07,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,BE,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '1e18d48334e340d5a242914af00668fd')",Upstream input,3.6027318637850734e-08,6.110120343906152e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,FI,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'ea7b7b7a5c3b4e759380ba049bd77910')",Upstream input,3.376148875754923e-08,5.72584269652899e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,IT,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '9ef9602812a34373b85be42d2ca62ebb')",Upstream input,1.423699835665528e-07,2.4145503074926423e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,DE,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '5775c4cf27024a1d88f0c5dac4340be0')",Upstream input,4.85566488405376e-07,8.235055483723205e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,DK,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'bcb55ab7692c4e0bbfa618d75aff9557')",Upstream input,2.1879732177084955e-08,3.7107340137706174e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,FR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '00dc1da922a34fb6860a0db19dfc97ee')",Upstream input,8.574249565063652e-08,1.4541658575218711e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,AT,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'a0d571e40ba74907bb7fcfc3bc96e9b5')",Upstream input,2.718169313849393e-08,4.6099299783258585e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,CZ,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '4ad0cba393304ef195ebbf921e07db45')",Upstream input,5.892615591208757e-08,9.993691388633168e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,SE,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '2a697fb10c3d42ddb4a13eb359e7e9fe')",Upstream input,1.9459662550589923e-08,3.3002977887726978e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,IE,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'b92b9e8ad3844979a15b4b92c92cf146')",Upstream input,1.631522674746837e-08,2.767011330130322e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,EE,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '98b10ecd77444b3a8d91976aaef07588')",Upstream input,3.898398871131264e-11,6.611562323190677e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,LV,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '5bdbe2e35e534ea381876f11ee515563')",Upstream input,2.5441035536616663e-10,4.314719903662371e-08,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,BG,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '53945b28aa8a4680b66f815ed50472a6')",Upstream input,8.834063444663876e-09,1.4982294773358272e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,PT,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'a7bae5d2f0164f3bbd69f12c54a1ac01')",Upstream input,2.7646336381306407e-11,4.688732016276702e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,NL,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '2978d6563e55427d957b45a645996356')",Upstream input,9.163623877054021e-08,1.5541218939415408e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,GB,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '3e3b2c2ae54c4e2eaf4a7e14ad9e54f3')",Upstream input,6.931474038632598e-08,1.175556276125715e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,ES,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'd584a79ce0364d2eb929aa16062cdd63')",Upstream input,6.826015390084115e-08,1.1576708198025804e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,SK,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'ca5af9df10c24ade910fb2258af2df58')",Upstream input,2.963710176580613e-08,5.026359587122245e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,PL,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'cc24e06b42be4d93be6730e28f75e09c')",Upstream input,6.970717435285539e-07,0.00011822118332229119,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,market for hard coal,HR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '99858cf830aa4370989bf7d099c6b6cd')",Upstream input,8.356386712427689e-09,1.4172170004211406e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Transport services,"market for transport, freight, train",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'b45e6c68ddb84d1ba5a1ef63110282ba')",Upstream input,7.340350267709337e-09,1.2449004033013824e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Other raw materials,"methanol production, from coal gasification",CN,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '36f7de9581d640eab90f302044b48024')",Upstream input,1.2551816439386274e-08,2.128748735097234e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Water,"transport, freight, inland waterways, barge, diesel",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '65accb569ab7402d9ed0783570ba6837')",Upstream input,5.4496208519854245e-09,9.242386192823191e-07,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",BE,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '58783f3c42814ab5818f4273b0980078')",Upstream input,1.6101020946307494e-12,2.7306826974998406e-10,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",IT,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '6d1b0d66637b4907910280714b323d66')",Upstream input,2.0897234499564286e-11,3.5441054864687673e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",DE,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f3e0c5c73d6f4615a84f491ffcaf1112')",Upstream input,4.5052626042189584e-11,7.640784197510869e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",FR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '1dd3f98d2e4647439a33618292794a79')",Upstream input,7.590327333834593e-12,1.2872957303751327e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",AT,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '27808455427d47fba451c9f49d6148b5')",Upstream input,1.4471099806868272e-12,2.4542531798563254e-10,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",CZ,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '8c2ba8852edb4d7e8e8dfa3c07351c8d')",Upstream input,6.650522687522429e-11,1.1279078073811488e-08,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",PT,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '49c29cc8572e4399b9589694fbbec48a')",Upstream input,4.857920544474069e-12,8.238881013111505e-10,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",NL,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'cecefb1df95d46c08435fe6d0b060412')",Upstream input,7.668232775195917e-12,1.3005082491014837e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",ES,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'ae319a3e8a52445a97dfd6068775a21f')",Upstream input,5.132519070693187e-10,8.704591508617359e-08,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",SK,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '575be8dc4e1f4e39bd938cf4095f60e4')",Upstream input,1.130342039530657e-11,1.9170246780598766e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",PL,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '38ab4dfee94d48a3a2aacae6712936ae')",Upstream input,9.54861311419877e-10,1.6194148621390589e-07,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",HR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '9674a8eac898427989f9a803bc3039d1')",Upstream input,1.0789705702676112e-11,1.8299002759927428e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Waste treatment,"treatment of waste gypsum, inert material landfill",Europe without Switzerland,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'fb1f9abf63a149e68b084549a51e0345')",Upstream input,7.039397445421946e-10,1.1938597477228061e-07,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Water,"treatment of wastewater, average, wastewater treatment",Europe without Switzerland,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'db7e3c0fc9d3451395736c9985715bb8')",Upstream input,8.900355757051333e-09,1.5094724457797133e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,CO2 capture and storage,"carbon dioxide, captured at hydrogen production plant, pre, pipeline 200km, storage 1000m",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f35934f4c5ec445c8e063cf6d8b1795b')",Upstream input,6.238490650069396e-08,1.0580284649940665e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Water,"water production, deionised",Europe without Switzerland,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'd8ec6354f9a7473da79499703b97a362')",Upstream input,1.3673158513073783e-09,2.3189248368989833e-07,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Other raw materials,"market for nitrogen, liquid",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '33f71c3c6dae4e40bc89e0d449024a5a')",Upstream input,6.82816230663266e-11,1.1580349301215246e-08,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Other raw materials,"market for ammonia, anhydrous, liquid",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f182f94f3ddb4531a1841fcf43b8a2a9')",Upstream input,1.9808596202437832e-11,3.359475842689523e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Electricity,"market group for electricity, medium voltage",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '1f68882440364dbcaec11614acdb8a39')",Upstream input,8.878232931343906e-08,1.5057204838649672e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Other raw materials,"market for aluminium oxide, metallurgical","IAI Area, Western and Central Europe","('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '25a7ad1d1ee14c438339ef0f94f9d6ca')",Upstream input,5.751182822234855e-10,9.753825844463997e-08,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Generic,Coal gasification with CCS,Ammonia leakage,Ammonia,biosphere,"('biosphere-3.12', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')",Ammonia leakage,0.0,0.0,7.580944643323931e-09,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
