Model,Scenario,Region,Variable,Unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
WITCH 5.0,ssp2_bau,brazil,Gross Emissions|co2|Energy,NA,272.4240823,337.3060336,432.4668379,373.4230705,1210.113136,1253.694925,1371.928887,1540.708135,1770.739608,1930.245827,2011.44891,2103.532794,2210.452918,2281.172012,2191.288584,2087.005134,1973.241447,1897.05345,1836.456373,1753.95399
WITCH 5.0,ssp2_bau,brazil,Gross Emissions|co2|Energy and Industrial Processes,NA,364.391199,432.814685,516.3476818,466.8035275,645.8475438,666.4838513,717.3056029,786.520826,894.0510184,979.3442407,1054.023578,1127.798781,1210.379593,1285.148,1341.84707,1375.494943,1395.262116,1413.783654,1422.681391,1431.477438
WITCH 5.0,ssp2_bau,brazil,Gross Emissions|co2|Energy|Demand,NA,242.8604934,286.312021,320.5105095,302.6270072,1133.949119,1186.244463,1311.620779,1491.137967,1725.479337,1889.408942,1973.922892,2067.003394,2165.829576,2213.404032,2092.056733,1962.664114,1827.340815,1734.399632,1661.579631,1570.639449
WITCH 5.0,ssp2_bau,brazil,Gross Emissions|co2|Energy|Demand|Industry,NA,75.3801583,86.56140926,88.65749194,81.41262767,79.87182006,85.39089107,93.27962084,103.25691,116.4820501,128.9563547,142.2094072,154.4670591,166.4477906,175.6795378,187.5643929,195.6238886,200.4749557,204.3807579,206.6784766,211.0412106
WITCH 5.0,ssp2_bau,brazil,Gross Emissions|co2|Energy|Supply|Electricity,NA,28.04993473,43.92375081,99.16736186,60.48012375,64.52257686,53.63741432,45.72981951,34.81117138,30.00576204,24.35560259,19.79712391,16.11476623,13.13630128,10.23486794,8.351738805,6.825177215,5.452488797,4.394916131,2.977469639,2.397727543
WITCH 5.0,ssp2_bau,brazil,Import|Energy,NA,3.118188461,4.928263035,7.855654529,5.370646351,7.273908118,7.678331043,14.1240782,25.84003692,43.59978125,63.1493799,77.91148309,90.34011089,99.45952104,98.97639323,92.17698914,88.32277736,82.12562455,79.43902995,79.49438514,80.63074081
WITCH 5.0,ssp2_bau,brazil,Infrastructure/RD|Expenditure|RD,NA,1.57420224,1.027063937,1.232811057,1.3458849,1.388754474,1.386678876,1.370559074,1.356928214,1.349472179,1.346614933,1.347508197,1.351959317,1.357551095,1.363869158,1.45412316,2.027569605,2.040418835,2.227297535,2.724142434,2.202026253
WITCH 5.0,ssp2_bau,brazil,Interest rate,NA,6.686667423,5.368879637,2.925532124,1.439172456,2.826570014,2.33557493,2.771937633,3.15204072,3.374206737,3.285322799,3.170051408,2.997042886,2.832467356,2.596786067,2.432831515,2.253836736,2.117426383,1.999065041,1.882646359,1.808495444
WITCH 5.0,ssp2_bau,brazil,Interest rate|Real,NA,6.686667423,5.368879637,2.925532124,1.439172456,2.826570014,2.33557493,2.771937633,3.15204072,3.374206737,3.285322799,3.170051408,2.997042886,2.832467356,2.596786067,2.432831515,2.253836736,2.117426383,1.999065041,1.882646359,1.808495444
WITCH 5.0,ssp2_bau,brazil,Investment,billion US$2005/yr,425.4124306,511.5709945,506.1952483,477.3286799,595.1330471,649.2233305,759.4488059,889.0219372,1028.554135,1188.930929,1359.162855,1534.723139,1715.987076,1904.544538,2089.460628,2269.114586,2440.845609,2607.313197,2776.952967,2939.80114
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Demand,billion US$2005/yr,72.51935224,71.98414662,50.08843543,91.41673914,85.63470503,112.3105629,140.122711,172.0359822,169.0258022,192.8995112,211.002086,230.046359,224.7868144,253.9489848,267.528918,290.5423655,305.4374613,312.1582352,333.7616315,348.9223467
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Demand|Transportation,NA,72.51935224,71.98414662,50.08843543,91.41673914,85.63470503,112.3105629,140.122711,172.0359822,169.0258022,192.8995112,211.002086,230.046359,224.7868144,253.9489848,267.528918,290.5423655,305.4374613,312.1582352,333.7616315,348.9223467
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Demand|Transportation|Freight|Road,NA,28.08739719,20.8203609,20.13906089,31.25213349,28.37329767,35.90198915,43.43935876,51.79834182,60.81508143,70.48357379,80.63520538,92.02560445,103.6206587,132.8717557,147.2374392,162.2855568,178.0239081,194.2404409,210.4857417,227.5131441
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Demand|Transportation|Freight|Road|HDT|EV,NA,0.00367651,0,0,0,0,0,0,0,0,0,0,0,0,132.8717557,147.2374392,162.2855568,178.0239081,194.2404409,210.4857417,227.5131441
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Demand|Transportation|Freight|Road|HDT|ICE,NA,28.08372068,20.8203609,20.13906089,31.25213349,28.37329767,35.90198915,43.43935876,51.79834182,60.81508143,70.48357379,80.63520538,92.02560445,103.6206587,0,0,0,0,0,0,0
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Demand|Transportation|Passenger|Road,NA,44.43195505,51.16378572,29.94937453,60.16460564,57.26140736,76.40857374,96.68335227,120.2376404,108.2107208,122.4159374,130.3668806,138.0207546,121.1661556,121.0772291,120.2914788,128.2568086,127.4135532,117.9177943,123.2758898,121.4092026
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Demand|Transportation|Passenger|Road|LDV|EV,NA,7.74E-05,0.00054775,0,0,0,0,0,0,0,0,0,0,0,0,0,128.2568086,127.4135532,117.9177943,123.2758898,121.4092026
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Demand|Transportation|Passenger|Road|LDV|FCV,NA,4.63E-05,3.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Demand|Transportation|Passenger|Road|LDV|ICE,NA,44.43183134,51.16320654,29.94937453,60.16460564,57.26140736,76.40857374,96.68335227,120.2376404,108.2107208,122.4159374,130.3668806,138.0207546,121.1661556,121.0772291,120.2914788,0,0,0,0,0
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply,billion US$2005/yr,19.48300785,23.95429158,9.052866041,17.3638336,19.98833378,18.77364688,17.67386418,17.02448902,16.24437857,17.5146231,19.50687414,24.93088892,35.22970007,44.72110741,45.89615867,49.23709082,50.40610695,50.58836901,51.25704639,53.33322543
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|CO2 Transport and Storage,NA,1.83E-14,0,1.83E-14,1.83E-14,0,1.83E-14,1.83E-14,1.83E-14,1.83E-14,1.83E-14,0,0,0,0,0,0,0,0,0,1.83E-14
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|Extraction,NA,19.48300785,23.95429158,9.052777344,17.36377435,19.98762277,18.74889895,17.58268502,16.89037391,15.9987968,17.19827148,19.09659181,24.53176081,34.70158216,44.12524756,45.23637954,48.61339142,49.75838277,50.06245699,50.58172884,52.69834385
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|Extraction|Fossil,NA,19.48300785,23.95429158,9.052777344,17.36377435,19.98762277,18.74889895,17.58268502,16.89037391,15.9987968,17.19827148,19.09659181,24.53176081,34.70158216,44.12524756,45.23637954,48.61339142,49.75838277,50.06245699,50.58172884,52.69834385
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|Extraction|oil,NA,19.48300785,23.95429158,9.052777344,17.36377435,19.98762277,18.74889895,17.58268502,16.89037391,15.9987968,17.19827148,19.09659181,24.53176081,34.70158216,44.12524756,45.23637954,48.61339142,49.75838277,50.06245699,50.58172884,52.69834385
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|Hydrogen,NA,0,0,8.87E-05,5.93E-05,0.000711012,0.024747926,0.091179158,0.134115105,0.245581765,0.316351619,0.410282336,0.399128106,0.528117915,0.595859851,0.659779134,0.623699401,0.647724184,0.525912021,0.675317553,0.63488158
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|Hydrogen|Renewable,NA,0,0,8.87E-05,5.93E-05,0.000711012,0.024747926,0.091179158,0.134115105,0.245581765,0.316351619,0.410282336,0.399128106,0.528117915,0.595859851,0.659779134,0.623699401,0.647724184,0.525912021,0.675317553,0.63488158
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|Biomass,NA,0.630158149,0.606264961,3.239060846,1.841048389,0.805924382,0,0,0,0.150882919,0.253883005,0.177523725,0.274127441,0.088922734,0.151259664,0.023488513,1.792585193,1.974115222,1.736571488,0.287611568,0.864915846
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|Biomass|w/o CCS,NA,0.630158149,0.606264961,3.239060846,1.841048389,0.805924382,0,0,0,0.150882919,0.253883005,0.177523725,0.274127441,0.088922734,0.151259664,0.023488513,1.792585193,1.974115222,1.736571488,0.287611568,0.864915846
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|Coal|w/o CCS,NA,0.00023477,0.453388314,0.067448392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|Fossil,NA,0.32059111,0.868552365,0.529792811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|Gas|w/o CCS,NA,0.000102774,0.20619425,0.462344419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|Hydro,NA,0.000265407,3.467160637,7.021405913,6.460428911,6.460428911,6.460428911,6.460428911,6.460428911,6.460428911,6.460428911,6.460428911,6.460428911,6.460428911,6.460428911,6.460428911,6.460428911,6.460428911,6.460428911,6.460428911,6.460428911
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|Non-Biomass Renewables,NA,0.452706823,6.318185782,14.29287134,7.876541463,10.93917297,14.07220868,16.53849138,15.97049764,18.15538169,20.74184724,22.6323294,22.92697788,25.64416877,28.01430311,29.6780891,30.21190268,30.28203303,29.53113905,31.69472958,31.56439285
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|Non-fossil,NA,1.083619879,7.036834199,17.73944152,10.46887128,13.37212918,15.62000701,17.49165686,17.74333018,20.46544319,23.39169616,25.39488486,26.42324098,28.73272297,32.31766077,33.57517846,35.97703473,36.58541839,36.35486129,37.60723945,38.29488807
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|Oil|w/o CCS,NA,0.320253566,0.208969801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|Solar|CSP,NA,0.012544006,0.009976108,0.007408209,0.044540879,0.170996943,0.437524744,1.819348548,1.082371694,1.515158073,1.794284653,2.081179641,2.618592905,2.702500568,3.06674515,3.397896483,3.46748245,3.625498868,4.291453458,3.97812236,3.96739334
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|Solar|PV,NA,0.008921152,0.155893105,3.204241776,0.618432152,1.035126488,1.930660154,3.549994988,2.44150627,3.689928897,4.333729518,4.955173822,6.025420169,6.236408364,7.741029108,7.655511372,7.844059497,8.077500749,9.164322582,7.948626511,8.440895026
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|Wind,NA,0.430976258,2.685155933,4.059815437,0.753139521,3.272620633,5.243594875,4.708718937,5.986190762,6.489865806,8.15340416,9.135547029,7.822535894,10.24483092,10.74609995,12.16425233,12.43993182,12.1186045,9.614934099,13.3075518,12.69567557
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|Wind|Offshore,NA,0.004537502,0.007197469,0.007095315,0.005146222,0.004539564,0.00412838,0.003856436,0.003693171,0.003565013,0.003460777,0.003379645,0.003311537,0.003256084,0.003206863,0.003158307,0.003115165,0.003077659,0.003044284,0.003013896,0.002985592
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|Wind|Onshore,NA,0.426438756,2.677958463,4.052720122,0.747993298,3.268081069,5.239466495,4.704862501,5.982497591,6.486300794,8.149943382,9.132167384,7.819224357,10.24157484,10.74289308,12.16109402,12.43681666,12.11552684,9.611889815,13.3045379,12.69268998
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|coal,NA,0.00023477,0.453388314,0.067448392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|gas,NA,0.000102774,0.20619425,0.462344419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|nuclear,NA,0.000754907,0.112383455,0.207509338,0.75128143,1.627031821,1.54779833,0.953165479,1.772832545,2.159178581,2.395965913,2.585031727,3.222135658,2.999631464,4.152097993,3.873600846,3.972546855,4.329270146,5.087150754,5.624898299,5.865579374
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|oil,NA,0.320253566,0.208969801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WITCH 5.0,ssp2_bau,brazil,Investment|Energy Supply|electricity|solar,NA,0.021465158,0.165869212,3.211649985,0.662973031,1.206123431,2.368184898,5.369343537,3.523877964,5.205086971,6.128014171,7.036353463,8.644013074,8.938908932,10.80777426,11.05340785,11.31154195,11.70299962,13.45577604,11.92674887,12.40828837
WITCH 5.0,ssp2_bau,brazil,Investment|Energy efficiency,NA,0.085260868,0.1105553,0.120783857,0.133764594,0.149126084,0.159728453,0.173674353,0.192025532,0.212373271,0.231974223,0.250594562,0.267801459,0.282531033,0.295279248,0.302699872,0.306667259,0.308291139,0.307953414,0.304793449,0.299247707
WITCH 5.0,ssp2_bau,brazil,Investment|Final Good,billion US$2005/yr,322.9857343,400.7431135,419.0689609,349.8049706,465.7999827,488.7584622,566.3077938,664.779321,802.8332617,932.8217955,1079.195647,1228.817605,1399.520953,1543.839781,1711.884646,1860.764102,2016.237313,2176.819259,2318.680779,2466.040297
WITCH 5.0,ssp2_bau,brazil,Investment|Infrastructure|transport,NA,0,0,0,0,0,1.03E-07,9.01E-07,1.37E-06,2.64E-06,3.50E-06,4.64E-06,4.52E-06,6.16E-06,7.03E-06,7.87E-06,7.40E-06,7.74E-06,6.10E-06,8.20E-06,7.65E-06
WITCH 5.0,ssp2_bau,brazil,Investment|RnD,billion US$2005/yr,1.110116604,0.740945222,0.884228371,0.96576322,0.999844357,1.001541668,0.994250529,0.990267175,0.991376034,0.995413435,1.001560105,1.009882258,1.018266172,1.026570173,1.118223565,1.692649898,1.706182338,1.893536003,2.390710435,1.86882257
WITCH 5.0,ssp2_bau,brazil,Investment|RnD|Energy Supply,NA,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07
WITCH 5.0,ssp2_bau,brazil,Investment|RnD|Energy efficiency,NA,0.085260868,0.1105553,0.120783857,0.133764594,0.149126084,0.159728453,0.173674353,0.192025532,0.212373271,0.231974223,0.250594562,0.267801459,0.282531033,0.295279248,0.302699872,0.306667259,0.308291139,0.307953414,0.304793449,0.299247707
WITCH 5.0,ssp2_bau,brazil,Investment|RnD|electricity,NA,1.024855636,0.630389821,0.763444414,0.831998526,0.850718173,0.841813116,0.820576077,0.798241543,0.779002663,0.763439112,0.750965443,0.742080698,0.735735039,0.731290824,0.815523593,1.38598254,1.397891099,1.585582489,2.085916886,1.569574764
WITCH 5.0,ssp2_bau,brazil,LCOE|Liquids|Biomass|w/o CCS,NA,350,350,350,363.7244805,377.9864419,392.8066764,408.206711,424.2087908,440.8358642,458.1115524,476.0600982,494.7062868,514.0753278,534.1926857,555.0838419,576.773964,599.2874528,622.6473281,646.8744007,671.9861699
WITCH 5.0,ssp2_bau,brazil,LCOE|Liquids|oil,NA,13.43923201,12.57255254,15.05810903,12.72929757,26.56806146,28.24672743,29.7232291,31.08050888,32.8173482,35.11724255,36.92961788,38.68813984,40.71765591,42.31347908,44.89640269,46.65726166,48.75031281,50.45858838,52.77406704,53.62111643
WITCH 5.0,ssp2_bau,brazil,LCOE|electricity,NA,29.18627702,24.27422997,27.66518841,28.62020848,29.78400083,28.89972506,27.18835192,24.80886972,23.59191451,22.66555972,21.81059916,21.0540775,20.68379177,20.06012545,19.77940244,19.41228427,19.10719147,18.8985799,18.86679035,18.8460715
WITCH 5.0,ssp2_bau,brazil,LCOE|electricity|Biomass,NA,34.04029418,23.41169367,20.84689656,19.3827523,19.76428198,19.81237658,20.01861709,20.03745895,19.86429157,19.55236828,19.20183848,18.86047153,18.52895647,18.23869513,17.99029088,17.79295453,17.54920734,17.41289448,17.32278285,17.27892931
WITCH 5.0,ssp2_bau,brazil,LCOE|electricity|Biomass|w/o CCS,NA,20.5506085,19.357931,18.70256344,18.84695734,19.40458292,19.50892664,19.71177437,19.73030286,19.55997725,19.27381041,18.96341409,18.65013039,18.3563035,18.07955446,17.85195388,17.65932695,17.50747953,17.3916249,17.30902428,17.26613882
WITCH 5.0,ssp2_bau,brazil,LCOE|electricity|Coal|w/o CCS,NA,0.000238397,0.000172564,7.20E-05,4.78E-16,3.100671071,6.53E-16,3.183034978,8.92E-16,3.212289407,3.207284894,3.197464649,3.184030219,3.170044876,2.28E-15,2.66E-15,3.11E-15,3.64E-15,4.26E-15,3.105233798,3.101400108
WITCH 5.0,ssp2_bau,brazil,LCOE|electricity|Coal|w/o CCS|w/ Carbon Price,NA,0.000238397,0.000172564,7.20E-05,4.78E-16,3.100671071,6.53E-16,3.183034978,8.92E-16,3.212289407,3.207284894,3.197464649,3.184030219,3.170044876,2.28E-15,2.66E-15,3.11E-15,3.64E-15,4.26E-15,3.105233798,3.101400108
WITCH 5.0,ssp2_bau,brazil,LCOE|electricity|Gas|w/o CCS,NA,44.41715102,33.77008656,32.62283893,33.08404815,37.16311363,37.31376984,37.72990189,38.41538843,38.61308881,38.98244935,39.35406571,39.75240012,40.19974116,40.69464383,41.26291606,41.91892767,42.68017688,43.57186896,47.13130901,48.86338173
WITCH 5.0,ssp2_bau,brazil,LCOE|electricity|Non-Biomass Renewables,NA,27.51132541,22.45524234,26.84485948,28.9403822,28.54552238,26.37860371,23.9173573,21.76104466,20.36014726,19.29588708,18.42627471,17.7183597,17.20343204,16.715334,16.36203083,16.10569762,15.91793339,15.77792417,15.66591934,15.60759569
WITCH 5.0,ssp2_bau,brazil,LCOE|electricity|Oil|w/o CCS,NA,38.75802983,39.70156108,38.70799335,39.87222294,70.6330463,74.38133581,77.72938835,80.72973046,84.47970401,89.41741344,93.26935346,97.00125714,101.3394585,104.7295664,110.3181171,114.1107567,118.0966955,121.0708712,103.9162386,105.4178028
WITCH 5.0,ssp2_bau,brazil,LCOE|electricity|Solar|Average,NA,278.8925917,246.3884238,239.4104773,144.7521078,67.05407448,34.20081937,22.35893347,16.69231522,15.55033827,14.77682156,14.28873004,13.94243623,13.68719747,13.47602476,13.31978472,13.22988599,13.15479922,13.10190392,13.08221041,13.07548032
WITCH 5.0,ssp2_bau,brazil,LCOE|electricity|Solar|CSP|Average,NA,298.8742241,258.7788127,226.0116858,202.6298127,114.4998323,54.24152573,32.27026548,21.14222762,19.94685471,18.95372227,18.24250833,17.67881378,17.20260322,16.8142798,16.59475531,16.5566852,16.50437123,16.46723033,16.48388245,16.4655268
WITCH 5.0,ssp2_bau,brazil,LCOE|electricity|Solar|PV|Average,NA,247.2852492,226.8459419,245.1063076,143.9551646,66.28844279,33.45594416,21.64386197,15.91621161,14.73528756,13.98285169,13.52214394,13.20436619,12.97396012,12.78861193,12.66003887,12.55286472,12.46943452,12.40829208,12.37013947,12.34613946
WITCH 5.0,ssp2_bau,brazil,LCOE|electricity|Wind|Average,NA,45.78533937,59.69548145,45.72840851,38.98338158,38.1937847,23.67989796,17.90444572,16.00823437,14.68371208,14.11367938,13.8249765,13.60653322,13.39828994,13.25310458,13.25591126,13.30130817,13.34289863,13.35900265,13.30199856,13.37102646
WITCH 5.0,ssp2_bau,brazil,LCOE|electricity|Wind|Offshore|Average,NA,0,46.20069462,50.17621697,61.38010284,67.86149651,71.00925495,73.09872906,73.77408993,73.35700762,72.21704232,70.85582098,69.40060452,67.95952566,66.58258019,65.37086416,64.27995111,63.32422394,62.50490506,61.80013429,61.25077285
WITCH 5.0,ssp2_bau,brazil,LCOE|electricity|Wind|Onshore|Average,NA,65.60337156,60.30969169,45.70344252,38.93298715,38.12702995,23.63486297,17.87957883,15.9901182,14.67061158,14.10332842,13.81679524,13.59985748,13.39231746,13.24799781,13.25140082,13.29732757,13.3392999,13.35565918,13.29871082,13.36797674
WITCH 5.0,ssp2_bau,brazil,LCOE|electricity|nuclear,NA,66.75280233,59.56713799,61.36549518,67.4201367,77.62691461,87.59403277,95.30766264,101.2090259,105.1698218,107.4734639,108.4581098,108.3566811,107.2865894,105.3637281,102.8612256,99.91975426,96.69076954,93.34280444,90.02268878,86.86628104
WITCH 5.0,ssp2_bau,brazil,Lifetime|electricity|Biomass,NA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
WITCH 5.0,ssp2_bau,brazil,Lifetime|electricity|Biomass|w/ CCS,NA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
WITCH 5.0,ssp2_bau,brazil,Lifetime|electricity|Biomass|w/o CCS,NA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
WITCH 5.0,ssp2_bau,brazil,Lifetime|electricity|Coal|w/ CCS,NA,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
WITCH 5.0,ssp2_bau,brazil,Lifetime|electricity|Coal|w/o CCS,NA,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
WITCH 5.0,ssp2_bau,brazil,Lifetime|electricity|Gas|w/ CCS,NA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
WITCH 5.0,ssp2_bau,brazil,Lifetime|electricity|Gas|w/o CCS,NA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
WITCH 5.0,ssp2_bau,brazil,Lifetime|electricity|Hydro,NA,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
WITCH 5.0,ssp2_bau,brazil,Lifetime|electricity|Solar|CSP,NA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
WITCH 5.0,ssp2_bau,brazil,Lifetime|electricity|Solar|PV,NA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
WITCH 5.0,ssp2_bau,brazil,Lifetime|electricity|Wind,NA,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
WITCH 5.0,ssp2_bau,brazil,Lifetime|electricity|Wind|Offshore,NA,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
WITCH 5.0,ssp2_bau,brazil,Lifetime|electricity|Wind|Onshore,NA,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
WITCH 5.0,ssp2_bau,brazil,Lifetime|electricity|coal,NA,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
WITCH 5.0,ssp2_bau,brazil,Lifetime|electricity|gas,NA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
WITCH 5.0,ssp2_bau,brazil,Lifetime|electricity|nuclear,NA,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
WITCH 5.0,ssp2_bau,brazil,Lifetime|electricity|solar,NA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
WITCH 5.0,ssp2_bau,brazil,OM Cost|Fixed|Electricity|Biomass|w/ CCS,NA,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8
WITCH 5.0,ssp2_bau,brazil,OM Cost|Fixed|Electricity|Biomass|w/o CCS,NA,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6
WITCH 5.0,ssp2_bau,brazil,OM Cost|Fixed|Electricity|Coal|w/ CCS,NA,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
WITCH 5.0,ssp2_bau,brazil,OM Cost|Fixed|Electricity|Coal|w/o CCS,NA,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6
WITCH 5.0,ssp2_bau,brazil,OM Cost|Fixed|Electricity|Gas|w/ CCS,NA,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
WITCH 5.0,ssp2_bau,brazil,OM Cost|Fixed|Electricity|Gas|w/o CCS,NA,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7
WITCH 5.0,ssp2_bau,brazil,OM Cost|Fixed|Electricity|Hydro,NA,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5
WITCH 5.0,ssp2_bau,brazil,OM Cost|Fixed|Electricity|Nuclear,NA,187.6505076,186.9689304,186.6401713,186.9321412,187.3467844,187.2678287,186.5757294,184.9097916,183.866649,183.2375794,182.9655737,182.6783902,182.5470304,182.493974,182.674304,182.7789134,182.9575256,183.1589844,183.3895117,183.6178441
WITCH 5.0,ssp2_bau,brazil,OM Cost|Fixed|Electricity|Solar|CSP,NA,0.022999663,0.022233007,0.019166386,0.0159081,0.0159081,0.0159081,0.0159081,0.0159081,0.0159081,0.0159081,0.0159081,0.0159081,0.0159081,0.0159081,0.0159081,0.0159081,0.0159081,0.0159081,0.0159081,0.0159081
WITCH 5.0,ssp2_bau,brazil,OM Cost|Fixed|Electricity|Solar|PV,NA,18.94362371,16.60033692,9.412613031,7.307354849,7.307354849,7.307354849,7.307354849,7.307354849,7.307354849,7.307354849,7.307354849,7.307354849,7.307354849,7.307354849,7.307354849,7.307354849,7.307354849,7.307354849,7.307354849,7.307354849
WITCH 5.0,ssp2_bau,brazil,OM Cost|Fixed|Electricity|Wind|Offshore,NA,76.54407956,51.02938637,38.27203978,38.27203978,38.27203978,38.27203978,38.27203978,38.27203978,38.27203978,38.27203978,38.27203978,38.27203978,38.27203978,38.27203978,38.27203978,38.27203978,38.27203978,38.27203978,38.27203978,38.27203978
WITCH 5.0,ssp2_bau,brazil,OM Cost|Fixed|Electricity|Wind|Onshore,NA,32.43645891,31.10686554,25.78849205,20.31745849,20.31745849,20.31745849,20.31745849,20.31745849,20.31745849,20.31745849,20.31745849,20.31745849,20.31745849,20.31745849,20.31745849,20.31745849,20.31745849,20.31745849,20.31745849,20.31745849
WITCH 5.0,ssp2_bau,brazil,Operating Expenditures|electricity|Biomass|w/ CCS,NA,0,-1.05E-05,-3.69E-06,-2.23E-05,-1.61E-05,-1.78E-05,-1.92E-05,-2.03E-05,-2.11E-05,-1.55E-05,-1.49E-05,-1.44E-05,-1.46E-05,-1.48E-05,-1.49E-05,-1.50E-05,-1.51E-05,-2.13E-05,-2.14E-05,-3.83E-06
