Model,Scenario,Region,Variable,Unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
WITCH 5.0,ssp2_bau,oceania,Emissions|CO|Energy|Supply,NA,0.063305069,0.042597494,0.035701425,0.030821144,0.088331907,0.116645429,0.12395991,0.106773838,0.095204741,0.086776625,0.087076172,0.090192922,0.097148913,0.112828209,0.144887248,0.154892554,0.148782383,0.164276144,0.190897978,0.206177383
WITCH 5.0,ssp2_bau,oceania,Emissions|CO|Other,NA,0.002004599,0.002289196,0.002160429,0.002031663,0.001902896,0.001774129,0.00167507,0.00157601,0.001476951,0.001377891,0.001367106,0.00135632,0.001345535,0.001334749,0.001323964,0.001313178,0.001302392,0.001291607,0.001280821,0.001270036
WITCH 5.0,ssp2_bau,oceania,Emissions|CO|waste,NA,0.077281122,0.065465284,0.061782881,0.058100478,0.054418075,0.050735672,0.047902816,0.045069961,0.042237105,0.03940425,0.039095811,0.038787371,0.038478932,0.038170493,0.037862053,0.037553614,0.037245175,0.036936735,0.036628296,0.036319857
WITCH 5.0,ssp2_bau,oceania,Emissions|Kyoto Gases,NA,874.0611048,900.1443418,909.5384739,960.5963384,983.7559339,984.1875562,958.4545789,922.3265676,901.030799,887.132435,869.6021041,857.129226,853.3666142,865.9709275,904.6080932,945.8893816,1004.438404,1102.352378,1225.084634,1310.060721
WITCH 5.0,ssp2_bau,oceania,Emissions|NH3,NA,0.361543446,0.355327865,0.353149251,0.351119113,0.349401645,0.347785485,0.350906171,0.353879385,0.356288064,0.358617863,0.359866046,0.36108248,0.359831957,0.358608635,0.354806338,0.351087316,0.348363053,0.345688763,0.30216527,0.342876874
WITCH 5.0,ssp2_bau,oceania,Emissions|NH3|AFOLU,NA,0.344451089,0.341426354,0.341336874,0.341253493,0.340934016,0.340633384,0.34440104,0.347990653,0.350939505,0.353791788,0.35542423,0.35701515,0.356088013,0.355181042,0.351654052,0.348204307,0.345735657,0.34331229,0.295879168,0.340779634
WITCH 5.0,ssp2_bau,oceania,Emissions|NH3|Energy,NA,0.017092357,0.013901511,0.011812376,0.009865621,0.00846763,0.007152102,0.006505131,0.005888732,0.005348559,0.004826075,0.004441816,0.00406733,0.003743944,0.003427592,0.003152286,0.002883008,0.002627396,0.002376473,0.006286102,0.00209724
WITCH 5.0,ssp2_bau,oceania,Emissions|NH3|Energy|Demand,NA,0.016390438,0.013391405,0.011368812,0.009484063,0.008113342,0.006823476,0.00619967,0.005605343,0.005083785,0.004579307,0.004211721,0.003853485,0.003545626,0.003244465,0.002971185,0.002703891,0.002449937,0.002200641,0.006011429,0.001923817
WITCH 5.0,ssp2_bau,oceania,Emissions|NH3|Energy|Demand|Industry,NA,0.001414975,0.001242058,0.0010328,0.000837803,0.000765049,0.000696586,0.000584786,0.000478268,0.00041248,0.000348846,0.000317709,0.000287363,0.000268404,0.000249857,0.00023266,0.000215839,0.000181881,0.000148545,0.000529971,0.000140626
WITCH 5.0,ssp2_bau,oceania,Emissions|NH3|Energy|Demand|Residential and Commercial,NA,0.001392176,0.001351117,0.001291487,0.00123592,0.001176404,0.001120399,0.00089618,0.000682557,0.00054984,0.00042147,0.00037592,0.000331529,0.000313899,0.000296653,0.000268124,0.00024022,0.00023474,0.00022936,0.000610158,0.000205806
WITCH 5.0,ssp2_bau,oceania,Emissions|NH3|Energy|Demand|Transportation,NA,0.013583288,0.01079823,0.009044526,0.00741034,0.006171889,0.005006491,0.004718704,0.004444517,0.004121464,0.003808991,0.003518092,0.003234592,0.002963323,0.002697955,0.002470401,0.002247832,0.002033317,0.001822736,0.0048713,0.001577385
WITCH 5.0,ssp2_bau,oceania,Emissions|NH3|Energy|Supply,NA,0.000701919,0.000510106,0.000443564,0.000381557,0.000354287,0.000328626,0.000305461,0.00028339,0.000264774,0.000246768,0.000230095,0.000213846,0.000198318,0.000183128,0.0001811,0.000179117,0.000177459,0.000175832,0.000274673,0.000173423
WITCH 5.0,ssp2_bau,oceania,Emissions|NOx,NA,1.117951482,1.084164795,1.037363969,1.227774341,0.890423698,0.783455367,0.680238503,0.579550271,0.492396218,0.411774335,0.367200625,0.351872159,0.333466103,0.315908838,0.297875159,0.280158875,0.262390203,0.245820062,0.229872539,0.215361942
WITCH 5.0,ssp2_bau,oceania,Emissions|NOx|AFOLU,NA,0.080438021,0.078180607,0.074047427,0.069914247,0.065781066,0.061647886,0.056411194,0.051174502,0.045937811,0.040701119,0.039693773,0.038686427,0.037679081,0.036671734,0.035664388,0.034657042,0.033649696,0.03264235,0.031635004,0.030627658
WITCH 5.0,ssp2_bau,oceania,Emissions|NOx|Energy,NA,1.0291901,0.998947772,0.956652121,1.151567668,0.818722201,0.716259044,0.618750185,0.523769958,0.44232391,0.367410032,0.323934331,0.309703875,0.292395828,0.275936572,0.259000903,0.242382627,0.225711965,0.210239833,0.195390319,0.181977732
WITCH 5.0,ssp2_bau,oceania,Emissions|NOx|Energy|Demand,NA,0.759281166,0.730450803,0.716480923,0.931525341,0.631885101,0.557256453,0.506259868,0.447962927,0.393744013,0.339366721,0.299365119,0.28800976,0.273022881,0.258341317,0.242733259,0.227349519,0.211821773,0.197122161,0.182774876,0.169816967
WITCH 5.0,ssp2_bau,oceania,Emissions|NOx|Energy|Demand|Industry,NA,0.20328686,0.218708678,0.223203294,0.261340015,0.218929706,0.214257882,0.199428758,0.1812206,0.164753913,0.148558333,0.115531602,0.111712186,0.107401925,0.102880221,0.099070527,0.094690028,0.089946778,0.085189092,0.080451916,0.075898977
WITCH 5.0,ssp2_bau,oceania,Emissions|NOx|Energy|Demand|Residential and Commercial,NA,0.093165412,0.114340286,0.120444436,0.154360034,0.108994461,0.080548179,0.073849588,0.065277219,0.057611298,0.049881357,0.048502338,0.046453711,0.044112657,0.041399293,0.038978329,0.036167579,0.033123444,0.030061918,0.027019831,0.024079678
WITCH 5.0,ssp2_bau,oceania,Emissions|NOx|Energy|Demand|Transportation,NA,0.462828895,0.397401838,0.372833192,0.515825291,0.303960933,0.262450392,0.232981522,0.201465108,0.171378802,0.140927031,0.135331179,0.129843863,0.121508299,0.114061803,0.104684404,0.096491913,0.088751552,0.081871151,0.07530313,0.069838312
WITCH 5.0,ssp2_bau,oceania,Emissions|NOx|Energy|Supply,NA,0.269908934,0.26849697,0.240171198,0.220042328,0.1868371,0.159002591,0.112490317,0.075807031,0.048579897,0.028043311,0.024569212,0.021694115,0.019372946,0.017595255,0.016267643,0.015033108,0.013890191,0.013117672,0.012615443,0.012160764
WITCH 5.0,ssp2_bau,oceania,Emissions|NOx|waste,NA,0.008323361,0.007036416,0.006664421,0.006292426,0.005920431,0.005548437,0.005077124,0.004605811,0.004134497,0.003663184,0.003572521,0.003481858,0.003391195,0.003300532,0.003209868,0.003119205,0.003028542,0.002937879,0.002847215,0.002756552
WITCH 5.0,ssp2_bau,oceania,Emissions|OC,NA,0.113277375,0.133541315,0.095263444,0.085947624,0.071374825,0.059249551,0.053101065,0.046445691,0.039840213,0.033289572,0.031413321,0.029565053,0.027652255,0.026242009,0.025072776,0.023767477,0.022399806,0.021145042,0.019871708,0.018521314
WITCH 5.0,ssp2_bau,oceania,Emissions|OC|AFOLU,NA,0.070327718,0.067721172,0.061896802,0.056072431,0.050248061,0.04442369,0.03985408,0.035284469,0.030714859,0.026190371,0.025259614,0.024328858,0.023398101,0.022467344,0.021536588,0.020605831,0.019675074,0.018744318,0.017813561,0.016882804
WITCH 5.0,ssp2_bau,oceania,Emissions|OC|Energy,NA,0.042524818,0.065444843,0.03302362,0.029564448,0.020816632,0.014515728,0.012936853,0.010851089,0.008815222,0.006789069,0.005843574,0.004926063,0.003944022,0.003464532,0.003226055,0.002851514,0.002414599,0.002090592,0.001748014,0.001328377
WITCH 5.0,ssp2_bau,oceania,Emissions|OC|Energy|Demand,NA,0.037679038,0.064144237,0.032540363,0.029301624,0.019285277,0.012869626,0.011251935,0.009492331,0.007691127,0.005845782,0.00495564,0.004072867,0.003103939,0.002589346,0.002244458,0.001975618,0.001756795,0.001583836,0.001439237,0.001328377
WITCH 5.0,ssp2_bau,oceania,Emissions|OC|Energy|Demand|Industry,NA,0.007337368,0.000206036,9.59E-05,8.23E-05,7.07E-05,5.13E-05,5.03E-05,4.94E-05,4.86E-05,4.78E-05,4.74E-05,4.70E-05,4.66E-05,4.63E-05,4.60E-05,4.58E-05,4.55E-05,4.53E-05,4.51E-05,4.48E-05
WITCH 5.0,ssp2_bau,oceania,Emissions|OC|Energy|Demand|Residential and Commercial,NA,0.019564671,0.054942326,0.023353311,0.016516888,0.010198677,0.004230848,0.003888491,0.003446262,0.00292257,0.002336478,0.001724981,0.001051573,0.0003276,3.61E-06,3.54E-06,3.46E-06,3.34E-06,3.22E-06,3.09E-06,2.98E-06
WITCH 5.0,ssp2_bau,oceania,Emissions|OC|Energy|Demand|Transportation,NA,0.010776999,0.008995876,0.009091155,0.012702439,0.009015897,0.008587483,0.007313113,0.005996647,0.004719989,0.00346154,0.003183292,0.002974315,0.002729737,0.002539457,0.002194911,0.00192641,0.001707949,0.00153534,0.0013911,0.001280557
WITCH 5.0,ssp2_bau,oceania,Emissions|OC|Energy|Supply,NA,0.00484578,0.001300606,0.000483257,0.000262823,0.001531355,0.001646102,0.001684918,0.001358757,0.001124095,0.000943287,0.000887934,0.000853195,0.000840083,0.000875186,0.000981597,0.000875896,0.000657804,0.000506756,0.000308777,8.35E-17
WITCH 5.0,ssp2_bau,oceania,Emissions|OC|waste,NA,0.000424839,0.0003753,0.000343022,0.000310744,0.000310133,0.000310133,0.000310133,0.000310133,0.000310133,0.000310133,0.000310133,0.000310133,0.000310133,0.000310133,0.000310133,0.000310133,0.000310133,0.000310133,0.000310133,0.000310133
WITCH 5.0,ssp2_bau,oceania,Emissions|SO2,NA,0.844809911,0.794563333,0.731530149,0.699174017,0.624259715,0.576530938,0.489216166,0.419174288,0.363869984,0.320147154,0.185173516,0.175878074,0.16764395,0.160397816,0.154051452,0.148416085,0.143342947,0.138854939,0.134835907,0.131313617
WITCH 5.0,ssp2_bau,oceania,Emissions|SO2|AFOLU,NA,0.010848405,0.010377201,0.009735198,0.009093195,0.008451191,0.007809188,0.006891095,0.005973002,0.005054909,0.004136816,0.004013454,0.003890092,0.00376673,0.003643368,0.003520006,0.003396644,0.003273282,0.00314992,0.003026557,0.002903195
WITCH 5.0,ssp2_bau,oceania,Emissions|SO2|Energy,NA,0.833001393,0.783359822,0.721019762,0.689356754,0.615135577,0.568099924,0.48177635,0.412725671,0.358412566,0.315680934,0.180840481,0.171678224,0.163577285,0.156464336,0.150251157,0.144748975,0.139809023,0.1354542,0.131568353,0.128179247
WITCH 5.0,ssp2_bau,oceania,Emissions|SO2|Energy|Demand,NA,0.323091341,0.277059567,0.275529926,0.294376179,0.276730431,0.277648157,0.271995516,0.265812566,0.260164123,0.254690746,0.138243807,0.13526309,0.132283428,0.129408975,0.126699872,0.124094533,0.121542739,0.119153781,0.116884121,0.114821623
WITCH 5.0,ssp2_bau,oceania,Emissions|SO2|Energy|Demand|Industry,NA,0.253675855,0.223697572,0.228871277,0.240811135,0.238635363,0.244100899,0.24199487,0.239455465,0.237141961,0.234872413,0.120089554,0.118806469,0.117506807,0.116239047,0.115037085,0.11387349,0.112723518,0.111644481,0.110614859,0.10968073
WITCH 5.0,ssp2_bau,oceania,Emissions|SO2|Energy|Demand|Residential and Commercial,NA,0.047722144,0.037981356,0.0320668,0.030470101,0.026267538,0.024454636,0.021505394,0.018662804,0.016047559,0.01359528,0.012330012,0.011100377,0.009920344,0.008835613,0.007847029,0.00691785,0.006037498,0.005220094,0.004456409,0.003757571
WITCH 5.0,ssp2_bau,oceania,Emissions|SO2|Energy|Demand|Transportation,NA,0.021693342,0.015380639,0.014591849,0.023094944,0.01182753,0.009092622,0.008495252,0.007694297,0.006974603,0.006223052,0.005824241,0.005356244,0.004856277,0.004334315,0.003815757,0.003303192,0.002781723,0.002289205,0.001812853,0.001383322
WITCH 5.0,ssp2_bau,oceania,Emissions|SO2|Energy|Supply,NA,0.509910052,0.506300254,0.445489836,0.394980575,0.338405146,0.290451767,0.209780835,0.146913104,0.098248443,0.060990188,0.042596674,0.036415134,0.031293857,0.027055361,0.023551285,0.020654443,0.018266284,0.016300419,0.014684231,0.013357624
WITCH 5.0,ssp2_bau,oceania,Emissions|SO2|waste,NA,0.000960112,0.00082631,0.000775189,0.000724068,0.000672947,0.000621826,0.00054872,0.000475615,0.00040251,0.000329404,0.000319581,0.000309758,0.000299935,0.000290112,0.000280289,0.000270466,0.000260643,0.00025082,0.000240997,0.000231174
WITCH 5.0,ssp2_bau,oceania,Emissions|VOC,NA,1.133373104,1.347774283,1.119408953,1.008948148,0.912852085,0.821561899,0.801901768,0.780073744,0.75873132,0.737097071,0.570538248,0.554449922,0.539227143,0.527141988,0.514917692,0.503919981,0.493164772,0.483975104,0.47507156,0.467199814
WITCH 5.0,ssp2_bau,oceania,Emissions|VOC|AFOLU,NA,0.218547452,0.210457726,0.19295321,0.175448693,0.157944177,0.140439661,0.133573252,0.126706843,0.119840435,0.112974026,0.110263484,0.107552942,0.1048424,0.102131857,0.099421315,0.096710773,0.094000231,0.091289689,0.088579147,0.085868605
WITCH 5.0,ssp2_bau,oceania,Emissions|VOC|Energy,NA,0.585367318,0.788780057,0.552467614,0.434059695,0.346719062,0.264184306,0.250483847,0.235522232,0.221046217,0.206278377,0.185264516,0.171886732,0.159374495,0.149999882,0.140486128,0.132198959,0.124154293,0.117675166,0.111482164,0.106320961
WITCH 5.0,ssp2_bau,oceania,Emissions|VOC|Energy|Demand,NA,0.499666757,0.709638083,0.473597542,0.355351867,0.274066055,0.197329924,0.185283975,0.171625534,0.158144002,0.14415115,0.130330287,0.117242993,0.104968129,0.09578534,0.086428535,0.078269864,0.070330063,0.063936309,0.057812647,0.052707618
WITCH 5.0,ssp2_bau,oceania,Emissions|VOC|Energy|Demand|Industry,NA,0.124152181,0.205238765,0.124148438,0.128816063,0.078105937,0.052242142,0.050477152,0.047548246,0.044781858,0.041684473,0.039304892,0.036471791,0.033397375,0.031098621,0.02951822,0.027875588,0.02603615,0.024258869,0.02241694,0.020814084
WITCH 5.0,ssp2_bau,oceania,Emissions|VOC|Energy|Demand|Residential and Commercial,NA,0.106101271,0.216614476,0.094170095,0.069490564,0.045218984,0.02153115,0.020138405,0.01819361,0.015834984,0.013117711,0.009967515,0.006624379,0.003172422,0.00165733,0.001650585,0.00162294,0.001580633,0.001530344,0.001474464,0.001412498
WITCH 5.0,ssp2_bau,oceania,Emissions|VOC|Energy|Demand|Transportation,NA,0.269413304,0.287784843,0.25527901,0.15704524,0.150741134,0.123556631,0.114668417,0.105883679,0.09752716,0.089348967,0.081057879,0.074146823,0.068398331,0.063029389,0.05525973,0.048771337,0.04271328,0.038147096,0.033921243,0.030481036
WITCH 5.0,ssp2_bau,oceania,Emissions|VOC|Energy|Supply,NA,0.085700561,0.079141974,0.078870071,0.078707828,0.072653007,0.066854382,0.065199873,0.063896698,0.062902216,0.062127227,0.054934229,0.054643738,0.054406366,0.054214543,0.054057594,0.053929095,0.053824229,0.053738857,0.053669517,0.053613343
WITCH 5.0,ssp2_bau,oceania,Emissions|VOC|Other,NA,0.312112587,0.333788406,0.360466687,0.387144969,0.397120706,0.407096444,0.40813105,0.40813105,0.40813105,0.40813105,0.26529663,0.26529663,0.26529663,0.26529663,0.26529663,0.26529663,0.26529663,0.26529663,0.26529663,0.26529663
WITCH 5.0,ssp2_bau,oceania,Emissions|VOC|waste,NA,0.017345747,0.014748093,0.013521442,0.012294791,0.01106814,0.009841488,0.009713618,0.009713618,0.009713618,0.009713618,0.009713618,0.009713618,0.009713618,0.009713618,0.009713618,0.009713618,0.009713618,0.009713618,0.009713618,0.009713618
WITCH 5.0,ssp2_bau,oceania,Emissions|c2f6,NA,0.025751263,0.032898824,0.035562312,0.036035962,0.036329554,0.034879299,0.031218633,0.027024236,0.022900462,0.018914278,0.0152647,0.01263854,0.010995959,0.009803153,0.008356,0.006773351,0.00531145,0.004295637,0.003827139,0.0042237
WITCH 5.0,ssp2_bau,oceania,Emissions|c6f14,NA,0.016172291,0.015424846,0.013971622,0.012573371,0.011686176,0.01065565,0.009334101,0.008202291,0.007410514,0.006954215,0.00678007,0.006778737,0.006648183,0.006526046,0.006474383,0.006475443,0.006449431,0.00645249,0.006279744,0.006140594
WITCH 5.0,ssp2_bau,oceania,Emissions|cf4,NA,0.144381234,0.211067663,0.221201618,0.203525816,0.180556335,0.157902148,0.145201451,0.139055347,0.129802168,0.117859784,0.106316523,0.099295186,0.095638585,0.091796578,0.083676806,0.074955532,0.069253928,0.066922645,0.064648124,0.064301121
WITCH 5.0,ssp2_bau,oceania,Emissions|ch4,NA,8.450621432,8.565066909,8.520433464,8.756990335,8.960105467,8.93504177,8.888146422,8.806005944,8.792161271,8.798843102,8.780285458,8.806721728,8.814956321,8.822245866,8.812968956,8.799918845,8.77760016,8.755688073,8.720826108,8.662611411
WITCH 5.0,ssp2_bau,oceania,Emissions|ch4|AFOLU,NA,5.549471562,5.549471562,5.60374033,5.658009099,5.711219603,5.764430107,5.809165396,5.853900685,5.900034351,5.946168017,5.961816021,5.977464024,5.984899095,5.992334166,5.979383152,5.966432138,5.946574653,5.926717167,5.894282615,5.861848062
WITCH 5.0,ssp2_bau,oceania,Emissions|ch4|AFOLU|Agriculture,NA,4.016203128,4.016203128,4.070471896,4.124740665,4.177951169,4.231161673,4.275896962,4.320632251,4.366765917,4.412899583,4.428547587,4.44419559,4.451630661,4.459065732,4.446114718,4.433163704,4.413306219,4.393448733,4.361014181,4.328579628
WITCH 5.0,ssp2_bau,oceania,Emissions|ch4|AFOLU|Agriculture|Livestock,NA,3.957421552,3.957421552,4.008670221,4.05991889,4.11648235,4.173045811,4.217910775,4.262775739,4.307562769,4.352349799,4.367822084,4.38329437,4.39129323,4.399292091,4.386712161,4.374132232,4.355113256,4.336094281,4.305015001,4.273935722
WITCH 5.0,ssp2_bau,oceania,Emissions|ch4|AFOLU|Agriculture|Livestock|Enteric Fermentation,NA,3.63525613,3.63525613,3.667819658,3.700383187,3.745886391,3.791389596,3.825959816,3.860530036,3.894781641,3.929033246,3.940997852,3.952962458,3.959278878,3.965595298,3.955958496,3.946321695,3.926530808,3.906739921,3.878352251,3.849964581
WITCH 5.0,ssp2_bau,oceania,Emissions|ch4|AFOLU|Agriculture|Livestock|Manure Management,NA,0.322165422,0.322165422,0.340850563,0.359535703,0.370595959,0.381656215,0.391950959,0.402245703,0.412781128,0.423316553,0.426824233,0.430331912,0.432014352,0.433696793,0.430753665,0.427810538,0.428582448,0.429354359,0.42666275,0.42397114
WITCH 5.0,ssp2_bau,oceania,Emissions|ch4|AFOLU|Agriculture|Livestock|Rice,NA,0.058781576,0.058781576,0.061801675,0.064821775,0.061468819,0.058115863,0.057986187,0.057856512,0.059203148,0.060549784,0.060725502,0.06090122,0.060337431,0.059773641,0.059402557,0.059031472,0.058192962,0.057354452,0.055999179,0.054643906
WITCH 5.0,ssp2_bau,oceania,Emissions|ch4|AFOLU|Land,NA,1.519190631,1.519190631,1.519190631,1.519190631,1.519190631,1.519190631,1.519190631,1.519190631,1.519190631,1.519190631,1.519190631,1.519190631,1.519190631,1.519190631,1.519190631,1.519190631,1.519190631,1.519190631,1.519190631,1.519190631
WITCH 5.0,ssp2_bau,oceania,Emissions|ch4|Energy,NA,1.526659031,1.631250463,1.615543918,1.732971963,1.79390625,1.629364388,1.455298353,1.249571876,1.11381402,1.002074403,0.902527086,0.854250016,0.803736281,0.759346302,0.725885222,0.696405435,0.673653075,0.660347582,0.654551803,0.631760973
WITCH 5.0,ssp2_bau,oceania,Emissions|ch4|Energy|Supply,NA,1.526659031,1.631250463,1.615543918,1.732971963,1.79390625,1.629364388,1.455298353,1.249571876,1.11381402,1.002074403,0.902527086,0.854250016,0.803736281,0.759346302,0.725885222,0.696405435,0.673653075,0.660347582,0.654551803,0.631760973
WITCH 5.0,ssp2_bau,oceania,Emissions|ch4|Fossil Fuels and Industry,NA,1.526659031,1.631250463,1.615543918,1.732971963,1.79390625,1.629364388,1.455298353,1.249571876,1.11381402,1.002074403,0.902527086,0.854250016,0.803736281,0.759346302,0.725885222,0.696405435,0.673653075,0.660347582,0.654551803,0.631760973
WITCH 5.0,ssp2_bau,oceania,Emissions|ch4|waste,NA,1.374490839,1.384344883,1.301149216,1.366009274,1.454979614,1.541247274,1.623682673,1.702533383,1.7783129,1.850600682,1.915942351,1.975007688,2.026320945,2.070565398,2.107700582,2.137081272,2.157372433,2.168623324,2.17199169,2.169002376
WITCH 5.0,ssp2_bau,oceania,Emissions|co2,NA,537.1582764,557.003427,564.0413546,605.6160824,621.3469715,619.7174692,593.0075451,556.5922401,533.5981626,517.4616081,499.4482923,485.1844492,480.3981278,491.9158604,530.5121831,571.8293862,630.429589,728.2303731,851.9864059,938.4798203
WITCH 5.0,ssp2_bau,oceania,Emissions|co2|AFOLU,NA,97.55392195,97.55392195,109.0296598,120.5053976,120.7922954,121.8150932,110.6728441,99.53059508,89.81643089,80.1022667,68.20544007,56.30861344,47.40706092,38.5055084,24.1266566,9.74780479,-3.137358331,-16.02252145,-29.19730307,-42.37208469
WITCH 5.0,ssp2_bau,oceania,Emissions|co2|Energy,NA,392.3066117,408.9273914,403.1558857,426.5341665,544.7034331,548.2286721,526.9882527,499.816593,482.3720297,472.8210717,444.3630208,426.7725413,420.5305374,433.048075,472.8096433,518.5924418,582.7627201,688.1560042,821.3861143,918.5916778
WITCH 5.0,ssp2_bau,oceania,Emissions|co2|Energy and Industrial Processes,NA,439.6043545,459.449505,455.0116948,485.1106848,500.5546761,497.902376,482.3347009,457.061645,443.7817318,437.3593414,431.2428523,428.8758358,432.9910669,453.410352,506.3855265,562.0815814,633.5669473,744.2528945,881.183709,980.851905
WITCH 5.0,ssp2_bau,oceania,Emissions|co2|Energy|Demand,NA,156.2891063,165.0235658,177.0884437,189.394938,360.0937962,374.5601541,369.9298911,367.1695482,365.6740271,366.0886849,341.0411405,322.0104257,299.2596506,281.0886443,248.6184596,222.7495724,201.276782,183.875574,169.0490225,157.1990028
WITCH 5.0,ssp2_bau,oceania,Emissions|co2|Energy|Demand|AFOFI,NA,7.919969354,7.789871293,8.603551181,9.502740038,6.283630773,6.430901142,6.513662286,6.439850425,6.428083874,6.383672802,6.441814963,6.427073226,6.369242398,6.266653546,6.14996915,6.010981477,5.81231481,5.613887551,5.380552287,5.195236508
WITCH 5.0,ssp2_bau,oceania,Emissions|co2|Energy|Demand|Bunkers,NA,23.92831478,25.60721756,26.3259459,28.69462775,36.06928665,40.43792241,44.77344303,49.49324023,54.72904937,59.97510892,65.30594055,70.63419322,75.86952803,80.87400228,85.43844852,89.51190727,92.91483503,95.66885801,97.74451976,99.39390004
WITCH 5.0,ssp2_bau,oceania,Emissions|co2|Energy|Demand|Bunkers|International Aviation,NA,6.537597945,7.574348053,9.157770013,10.57016412,13.13927594,16.76133605,20.72255766,24.56279252,28.82601053,33.01721604,37.39850625,41.77910422,46.0177514,50.117735,53.6475951,56.86707596,59.40511775,61.40485168,62.66101292,63.78519594
WITCH 5.0,ssp2_bau,oceania,Emissions|co2|Energy|Demand|Bunkers|International Shipping,NA,17.39071684,18.03286951,17.16817589,18.12446363,22.93001071,23.67658636,24.05088537,24.93044771,25.90303884,26.95789288,27.9074343,28.855089,29.85177663,30.75626728,31.79085341,32.64483131,33.50971728,34.26400633,35.08350684,35.6087041
WITCH 5.0,ssp2_bau,oceania,Emissions|co2|Energy|Demand|Industry,NA,45.54031073,45.38405821,47.94814903,49.751889,39.48693793,40.15117141,40.44876611,39.90866654,39.81960144,39.70247367,40.00140998,39.8984461,39.61089876,38.96836964,38.43763003,37.58203067,36.4314284,35.17698818,33.79670055,32.41499529
WITCH 5.0,ssp2_bau,oceania,Emissions|co2|Energy|Demand|Other Sector,NA,0.340157983,0.506213669,0.577366302,0.954663423,0.678652495,0.699124967,0.711747556,0.706328981,0.709175378,0.709868645,0.72040059,0.722303474,0.71967618,0.710379776,0.701580261,0.687589437,0.666954516,0.644924223,0.619524581,0.596316354
WITCH 5.0,ssp2_bau,oceania,Emissions|co2|Energy|Demand|Residential and Commercial,NA,13.17537137,14.19481195,15.88523347,18.2473822,14.29977081,14.80168467,15.12392471,15.05296942,15.18847173,15.31364196,15.61081441,15.71515875,15.73100532,15.56831028,15.46437288,15.18945788,14.77519567,14.29947644,13.76525648,13.20526874
WITCH 5.0,ssp2_bau,oceania,Emissions|co2|Energy|Demand|Transportation,NA,89.31329685,97.14861066,104.0741437,110.9382633,299.3448042,312.4772719,307.1317905,305.0617328,303.5286947,303.9790278,278.2667006,259.2474441,236.828828,219.574931,187.8649073,163.2795129,143.5908886,128.1402976,115.4869886,105.7871859
WITCH 5.0,ssp2_bau,oceania,Emissions|co2|Energy|Supply,NA,236.0175054,243.9038256,226.067442,237.1392285,184.6096369,173.668518,157.0583615,132.6470448,116.6980026,106.7323868,103.3218803,104.7621156,121.2708868,151.9594308,224.1911837,295.8428694,381.4859381,504.2804302,652.3370918,761.392675
WITCH 5.0,ssp2_bau,oceania,Emissions|co2|Energy|Supply|Electricity,NA,196.0628793,200.5781092,181.5610426,186.6911815,157.3241395,132.8176197,110.6256209,90.37612207,76.10488872,64.67454171,54.51001776,45.87247455,38.71764627,33.0073955,28.1724166,24.03192948,20.50703637,17.50784442,14.9534311,12.77605754
WITCH 5.0,ssp2_bau,oceania,Emissions|co2|Energy|Supply|Liquids,NA,1.256387098,1.989280819,2.078570841,2.521804814,27.28425041,40.84991857,46.43198593,42.27034478,40.59266881,42.05750552,48.81160282,57.16856541,72.35811021,102.2918794,168.5475126,236.2288636,319.4117704,440.8751052,588.4583393,697.6764202
WITCH 5.0,ssp2_bau,oceania,Emissions|co2|Energy|Supply|Solids,NA,8.58E-05,0.000160838,0.00034837,1.59E-25,0.001246968,0.000979727,0.000754737,0.000577979,0.00044504,0.000339554,0.000259696,0.000198394,0.000151673,0.000111032,7.73E-05,5.31E-05,3.63E-05,2.48E-05,1.66E-05,1.13E-05
WITCH 5.0,ssp2_bau,oceania,Emissions|co2|Industrial Processes,NA,47.29774281,50.52211362,51.85580906,58.57651823,0,0,0,0,0,0,0,2.103294477,12.46052945,20.36227695,33.5758832,43.48913958,50.80422724,56.09689034,59.79759471,62.26022723
WITCH 5.0,ssp2_bau,oceania,Emissions|f-gases,NA,8.304525011,11.43520088,14.81199888,16.39656643,18.02118374,19.69036206,20.7983916,22.03915321,23.58610212,25.11220308,26.20948913,27.40344174,28.41432106,29.45052565,30.3269731,31.15228608,31.80467122,32.56671824,32.35839814,32.21653371
WITCH 5.0,ssp2_bau,oceania,Emissions|hfc,NA,3.590087784,5.344269979,7.76526849,9.065323934,10.27045809,11.49072558,12.36908303,13.34679597,14.55153638,15.73975114,16.60677794,17.49391965,18.24618622,19.01713861,19.70232129,20.3580199,20.88635464,21.47053964,21.39946159,21.35394711
WITCH 5.0,ssp2_bau,oceania,Emissions|hfc|hfc125,NA,0.171165035,0.410514484,0.741209682,1.052779705,1.321058139,1.533693987,1.69454382,1.865764767,2.068771173,2.270719727,2.428055965,2.590217488,2.73332501,2.877698781,3.006986809,3.133367746,3.244343343,3.365463823,3.380389723,3.396211294
WITCH 5.0,ssp2_bau,oceania,Emissions|hfc|hfc134a,NA,1.50443355,1.809607361,2.184852163,2.509199134,2.772952763,2.948595147,3.076935937,3.269650406,3.541938075,3.814155041,3.997069931,4.178179981,4.330213837,4.497894303,4.660108289,4.822586892,4.953939164,5.095969909,5.078212257,5.065363079
