,year,vintage_year,IAM_region,powertrain,size,vintage_demand_tkm
58733,2035,2026,CHA,ICEV-d,3.5t,0
58734,2040,2026,CHA,ICEV-d,3.5t,0
58735,2045,2026,CHA,ICEV-d,3.5t,0
58736,2050,2026,CHA,ICEV-d,3.5t,0
58743,2030,2026,CHA,ICEV-g,3.5t,0
58744,2035,2026,CHA,ICEV-g,3.5t,0
58745,2040,2026,CHA,ICEV-g,3.5t,0
58746,2045,2026,CHA,ICEV-g,3.5t,0
58747,2050,2026,CHA,ICEV-g,3.5t,0
58754,2030,2026,CHA,BEV,7.5t,0
58755,2035,2026,CHA,BEV,7.5t,0
58756,2040,2026,CHA,BEV,7.5t,0
58757,2045,2026,CHA,BEV,7.5t,0
58758,2050,2026,CHA,BEV,7.5t,0
58765,2030,2026,CHA,FCEV,7.5t,0
58766,2035,2026,CHA,FCEV,7.5t,0
58767,2040,2026,CHA,FCEV,7.5t,0
58768,2045,2026,CHA,FCEV,7.5t,0
58769,2050,2026,CHA,FCEV,7.5t,0
58776,2030,2026,CHA,ICEV-d,7.5t,48
58777,2035,2026,CHA,ICEV-d,7.5t,44
58778,2040,2026,CHA,ICEV-d,7.5t,16
58779,2045,2026,CHA,ICEV-d,7.5t,0
58780,2050,2026,CHA,ICEV-d,7.5t,0
58787,2030,2026,CHA,ICEV-g,7.5t,0
58788,2035,2026,CHA,ICEV-g,7.5t,0
58789,2040,2026,CHA,ICEV-g,7.5t,0
58790,2045,2026,CHA,ICEV-g,7.5t,0
58791,2050,2026,CHA,ICEV-g,7.5t,0
58798,2030,2026,CHA,BEV,7.5t,0
58799,2035,2026,CHA,BEV,7.5t,0
58800,2040,2026,CHA,BEV,7.5t,0
58801,2045,2026,CHA,BEV,7.5t,0
58802,2050,2026,CHA,BEV,7.5t,0
58809,2030,2026,CHA,FCEV,7.5t,0
58810,2035,2026,CHA,FCEV,7.5t,0
58811,2040,2026,CHA,FCEV,7.5t,0
58812,2045,2026,CHA,FCEV,7.5t,0
58813,2050,2026,CHA,FCEV,7.5t,0
58820,2030,2026,CHA,ICEV-d,7.5t,0
58821,2035,2026,CHA,ICEV-d,7.5t,0
58822,2040,2026,CHA,ICEV-d,7.5t,0
58823,2045,2026,CHA,ICEV-d,7.5t,0
58824,2050,2026,CHA,ICEV-d,7.5t,0
58831,2030,2026,CHA,ICEV-g,7.5t,0
58832,2035,2026,CHA,ICEV-g,7.5t,0
58833,2040,2026,CHA,ICEV-g,7.5t,0
58834,2045,2026,CHA,ICEV-g,7.5t,0
58835,2050,2026,CHA,ICEV-g,7.5t,0
58842,2030,2026,CHA,BEV,18t,23
58843,2035,2026,CHA,BEV,18t,20
58844,2040,2026,CHA,BEV,18t,7
58845,2045,2026,CHA,BEV,18t,0
58846,2050,2026,CHA,BEV,18t,0
58853,2030,2026,CHA,FCEV,18t,13
58854,2035,2026,CHA,FCEV,18t,12
58855,2040,2026,CHA,FCEV,18t,4
58856,2045,2026,CHA,FCEV,18t,0
58857,2050,2026,CHA,FCEV,18t,0
58864,2030,2026,CHA,ICEV-d,18t,6511
58865,2035,2026,CHA,ICEV-d,18t,5857
58866,2040,2026,CHA,ICEV-d,18t,2245
58867,2045,2026,CHA,ICEV-d,18t,0
58868,2050,2026,CHA,ICEV-d,18t,0
58875,2030,2026,CHA,ICEV-g,18t,115
58876,2035,2026,CHA,ICEV-g,18t,103
58877,2040,2026,CHA,ICEV-g,18t,39
58878,2045,2026,CHA,ICEV-g,18t,0
58879,2050,2026,CHA,ICEV-g,18t,0
58886,2030,2026,CHA,BEV,18t,21
58887,2035,2026,CHA,BEV,18t,19
58888,2040,2026,CHA,BEV,18t,7
58889,2045,2026,CHA,BEV,18t,0
58890,2050,2026,CHA,BEV,18t,0
58897,2030,2026,CHA,FCEV,18t,13
58898,2035,2026,CHA,FCEV,18t,12
58899,2040,2026,CHA,FCEV,18t,4
58900,2045,2026,CHA,FCEV,18t,0
58901,2050,2026,CHA,FCEV,18t,0
58908,2030,2026,CHA,ICEV-d,18t,7631
58909,2035,2026,CHA,ICEV-d,18t,6865
58910,2040,2026,CHA,ICEV-d,18t,2632
58911,2045,2026,CHA,ICEV-d,18t,0
58912,2050,2026,CHA,ICEV-d,18t,0
58919,2030,2026,CHA,ICEV-g,18t,183
58920,2035,2026,CHA,ICEV-g,18t,165
58921,2040,2026,CHA,ICEV-g,18t,63
58922,2045,2026,CHA,ICEV-g,18t,0
58923,2050,2026,CHA,ICEV-g,18t,0
59150,2030,2027,CHA,BEV,3.5t,113
59151,2035,2027,CHA,BEV,3.5t,106
59152,2040,2027,CHA,BEV,3.5t,58
59153,2045,2027,CHA,BEV,3.5t,0
59154,2050,2027,CHA,BEV,3.5t,0
59161,2030,2027,CHA,FCEV,3.5t,104
59162,2035,2027,CHA,FCEV,3.5t,98
59163,2040,2027,CHA,FCEV,3.5t,54
59164,2045,2027,CHA,FCEV,3.5t,0
59165,2050,2027,CHA,FCEV,3.5t,0
59172,2030,2027,CHA,ICEV-d,3.5t,19238
59173,2035,2027,CHA,ICEV-d,3.5t,18049
59174,2040,2027,CHA,ICEV-d,3.5t,9968
59175,2045,2027,CHA,ICEV-d,3.5t,0
59176,2050,2027,CHA,ICEV-d,3.5t,0
59183,2030,2027,CHA,ICEV-g,3.5t,146
59184,2035,2027,CHA,ICEV-g,3.5t,137
59185,2040,2027,CHA,ICEV-g,3.5t,75
59186,2045,2027,CHA,ICEV-g,3.5t,0
59187,2050,2027,CHA,ICEV-g,3.5t,0
59194,2030,2027,CHA,ICEV-d,3.5t,0
59195,2035,2027,CHA,ICEV-d,3.5t,0
59196,2040,2027,CHA,ICEV-d,3.5t,0
59197,2045,2027,CHA,ICEV-d,3.5t,0
59198,2050,2027,CHA,ICEV-d,3.5t,0
59205,2030,2027,CHA,ICEV-g,3.5t,0
59206,2035,2027,CHA,ICEV-g,3.5t,0
59207,2040,2027,CHA,ICEV-g,3.5t,0
59208,2045,2027,CHA,ICEV-g,3.5t,0
59209,2050,2027,CHA,ICEV-g,3.5t,0
59216,2030,2027,CHA,BEV,3.5t,714
59217,2035,2027,CHA,BEV,3.5t,670
59218,2040,2027,CHA,BEV,3.5t,370
59219,2045,2027,CHA,BEV,3.5t,0
59220,2050,2027,CHA,BEV,3.5t,0
59227,2030,2027,CHA,FCEV,3.5t,687
59228,2035,2027,CHA,FCEV,3.5t,644
59229,2040,2027,CHA,FCEV,3.5t,356
59230,2045,2027,CHA,FCEV,3.5t,0
59231,2050,2027,CHA,FCEV,3.5t,0
59238,2030,2027,CHA,ICEV-d,3.5t,149381
59239,2035,2027,CHA,ICEV-d,3.5t,140153
59240,2040,2027,CHA,ICEV-d,3.5t,77401
59241,2045,2027,CHA,ICEV-d,3.5t,0
59242,2050,2027,CHA,ICEV-d,3.5t,0
59249,2030,2027,CHA,ICEV-g,3.5t,1048
59250,2035,2027,CHA,ICEV-g,3.5t,983
59251,2040,2027,CHA,ICEV-g,3.5t,543
59252,2045,2027,CHA,ICEV-g,3.5t,0
59253,2050,2027,CHA,ICEV-g,3.5t,0
59260,2030,2027,CHA,BEV,3.5t,0
59261,2035,2027,CHA,BEV,3.5t,0
59262,2040,2027,CHA,BEV,3.5t,0
59263,2045,2027,CHA,BEV,3.5t,0
59264,2050,2027,CHA,BEV,3.5t,0
59271,2030,2027,CHA,FCEV,3.5t,0
59272,2035,2027,CHA,FCEV,3.5t,0
59273,2040,2027,CHA,FCEV,3.5t,0
59274,2045,2027,CHA,FCEV,3.5t,0
59275,2050,2027,CHA,FCEV,3.5t,0
59282,2030,2027,CHA,ICEV-d,3.5t,0
59283,2035,2027,CHA,ICEV-d,3.5t,0
59284,2040,2027,CHA,ICEV-d,3.5t,0
59285,2045,2027,CHA,ICEV-d,3.5t,0
59286,2050,2027,CHA,ICEV-d,3.5t,0
59293,2030,2027,CHA,ICEV-g,3.5t,0
59294,2035,2027,CHA,ICEV-g,3.5t,0
59295,2040,2027,CHA,ICEV-g,3.5t,0
59296,2045,2027,CHA,ICEV-g,3.5t,0
59297,2050,2027,CHA,ICEV-g,3.5t,0
59304,2030,2027,CHA,BEV,7.5t,0
59305,2035,2027,CHA,BEV,7.5t,0
59306,2040,2027,CHA,BEV,7.5t,0
59307,2045,2027,CHA,BEV,7.5t,0
59308,2050,2027,CHA,BEV,7.5t,0
59315,2030,2027,CHA,FCEV,7.5t,0
59316,2035,2027,CHA,FCEV,7.5t,0
59317,2040,2027,CHA,FCEV,7.5t,0
59318,2045,2027,CHA,FCEV,7.5t,0
59319,2050,2027,CHA,FCEV,7.5t,0
59326,2030,2027,CHA,ICEV-d,7.5t,49
59327,2035,2027,CHA,ICEV-d,7.5t,46
59328,2040,2027,CHA,ICEV-d,7.5t,25
59329,2045,2027,CHA,ICEV-d,7.5t,0
59330,2050,2027,CHA,ICEV-d,7.5t,0
59337,2030,2027,CHA,ICEV-g,7.5t,0
59338,2035,2027,CHA,ICEV-g,7.5t,0
59339,2040,2027,CHA,ICEV-g,7.5t,0
59340,2045,2027,CHA,ICEV-g,7.5t,0
59341,2050,2027,CHA,ICEV-g,7.5t,0
59348,2030,2027,CHA,BEV,7.5t,0
59349,2035,2027,CHA,BEV,7.5t,0
59350,2040,2027,CHA,BEV,7.5t,0
59351,2045,2027,CHA,BEV,7.5t,0
59352,2050,2027,CHA,BEV,7.5t,0
59359,2030,2027,CHA,FCEV,7.5t,0
59360,2035,2027,CHA,FCEV,7.5t,0
59361,2040,2027,CHA,FCEV,7.5t,0
59362,2045,2027,CHA,FCEV,7.5t,0
59363,2050,2027,CHA,FCEV,7.5t,0
59370,2030,2027,CHA,ICEV-d,7.5t,0
59371,2035,2027,CHA,ICEV-d,7.5t,0
59372,2040,2027,CHA,ICEV-d,7.5t,0
59373,2045,2027,CHA,ICEV-d,7.5t,0
59374,2050,2027,CHA,ICEV-d,7.5t,0
59381,2030,2027,CHA,ICEV-g,7.5t,0
59382,2035,2027,CHA,ICEV-g,7.5t,0
59383,2040,2027,CHA,ICEV-g,7.5t,0
59384,2045,2027,CHA,ICEV-g,7.5t,0
59385,2050,2027,CHA,ICEV-g,7.5t,0
59392,2030,2027,CHA,BEV,18t,29
59393,2035,2027,CHA,BEV,18t,27
59394,2040,2027,CHA,BEV,18t,15
59395,2045,2027,CHA,BEV,18t,0
59396,2050,2027,CHA,BEV,18t,0
59403,2030,2027,CHA,FCEV,18t,19
59404,2035,2027,CHA,FCEV,18t,18
59405,2040,2027,CHA,FCEV,18t,10
59406,2045,2027,CHA,FCEV,18t,0
59407,2050,2027,CHA,FCEV,18t,0
59414,2030,2027,CHA,ICEV-d,18t,7954
59415,2035,2027,CHA,ICEV-d,18t,7463
59416,2040,2027,CHA,ICEV-d,18t,4121
59417,2045,2027,CHA,ICEV-d,18t,0
59418,2050,2027,CHA,ICEV-d,18t,0
59425,2030,2027,CHA,ICEV-g,18t,155
59426,2035,2027,CHA,ICEV-g,18t,145
59427,2040,2027,CHA,ICEV-g,18t,80
59428,2045,2027,CHA,ICEV-g,18t,0
59429,2050,2027,CHA,ICEV-g,18t,0
59436,2030,2027,CHA,BEV,18t,30
59437,2035,2027,CHA,BEV,18t,28
59438,2040,2027,CHA,BEV,18t,15
59439,2045,2027,CHA,BEV,18t,0
59440,2050,2027,CHA,BEV,18t,0
59447,2030,2027,CHA,FCEV,18t,21
59448,2035,2027,CHA,FCEV,18t,19
59449,2040,2027,CHA,FCEV,18t,10
59450,2045,2027,CHA,FCEV,18t,0
59451,2050,2027,CHA,FCEV,18t,0
59458,2030,2027,CHA,ICEV-d,18t,10000
59459,2035,2027,CHA,ICEV-d,18t,9383
59460,2040,2027,CHA,ICEV-d,18t,5181
59461,2045,2027,CHA,ICEV-d,18t,0
59462,2050,2027,CHA,ICEV-d,18t,0
59469,2030,2027,CHA,ICEV-g,18t,255
59470,2035,2027,CHA,ICEV-g,18t,239
59471,2040,2027,CHA,ICEV-g,18t,132
59472,2045,2027,CHA,ICEV-g,18t,0
59473,2050,2027,CHA,ICEV-g,18t,0
59700,2030,2028,CHA,BEV,3.5t,120
59701,2035,2028,CHA,BEV,3.5t,116
59702,2040,2028,CHA,BEV,3.5t,78
59703,2045,2028,CHA,BEV,3.5t,0
59704,2050,2028,CHA,BEV,3.5t,0
59711,2030,2028,CHA,FCEV,3.5t,113
59712,2035,2028,CHA,FCEV,3.5t,109
59713,2040,2028,CHA,FCEV,3.5t,74
59714,2045,2028,CHA,FCEV,3.5t,0
59715,2050,2028,CHA,FCEV,3.5t,0
59722,2030,2028,CHA,ICEV-d,3.5t,18298
59723,2035,2028,CHA,ICEV-d,3.5t,17654
59724,2040,2028,CHA,ICEV-d,3.5t,11977
59725,2045,2028,CHA,ICEV-d,3.5t,0
59726,2050,2028,CHA,ICEV-d,3.5t,0
59733,2030,2028,CHA,ICEV-g,3.5t,157
59734,2035,2028,CHA,ICEV-g,3.5t,152
59735,2040,2028,CHA,ICEV-g,3.5t,103
59736,2045,2028,CHA,ICEV-g,3.5t,0
59737,2050,2028,CHA,ICEV-g,3.5t,0
59744,2030,2028,CHA,ICEV-d,3.5t,0
59745,2035,2028,CHA,ICEV-d,3.5t,0
59746,2040,2028,CHA,ICEV-d,3.5t,0
59747,2045,2028,CHA,ICEV-d,3.5t,0
59748,2050,2028,CHA,ICEV-d,3.5t,0
59755,2030,2028,CHA,ICEV-g,3.5t,0
59756,2035,2028,CHA,ICEV-g,3.5t,0
59757,2040,2028,CHA,ICEV-g,3.5t,0
59758,2045,2028,CHA,ICEV-g,3.5t,0
59759,2050,2028,CHA,ICEV-g,3.5t,0
59766,2030,2028,CHA,BEV,3.5t,843
59767,2035,2028,CHA,BEV,3.5t,813
59768,2040,2028,CHA,BEV,3.5t,552
59769,2045,2028,CHA,BEV,3.5t,0
59770,2050,2028,CHA,BEV,3.5t,0
59777,2030,2028,CHA,FCEV,3.5t,815
59778,2035,2028,CHA,FCEV,3.5t,786
59779,2040,2028,CHA,FCEV,3.5t,533
59780,2045,2028,CHA,FCEV,3.5t,0
59781,2050,2028,CHA,FCEV,3.5t,0
59788,2030,2028,CHA,ICEV-d,3.5t,153499
59789,2035,2028,CHA,ICEV-d,3.5t,148102
59790,2040,2028,CHA,ICEV-d,3.5t,100478
59791,2045,2028,CHA,ICEV-d,3.5t,0
59792,2050,2028,CHA,ICEV-d,3.5t,0
59799,2030,2028,CHA,ICEV-g,3.5t,1230
59800,2035,2028,CHA,ICEV-g,3.5t,1187
59801,2040,2028,CHA,ICEV-g,3.5t,805
59802,2045,2028,CHA,ICEV-g,3.5t,0
59803,2050,2028,CHA,ICEV-g,3.5t,0
59810,2030,2028,CHA,BEV,3.5t,0
59811,2035,2028,CHA,BEV,3.5t,0
59812,2040,2028,CHA,BEV,3.5t,0
59813,2045,2028,CHA,BEV,3.5t,0
59814,2050,2028,CHA,BEV,3.5t,0
59821,2030,2028,CHA,FCEV,3.5t,0
59822,2035,2028,CHA,FCEV,3.5t,0
59823,2040,2028,CHA,FCEV,3.5t,0
59824,2045,2028,CHA,FCEV,3.5t,0
59825,2050,2028,CHA,FCEV,3.5t,0
59832,2030,2028,CHA,ICEV-d,3.5t,0
59833,2035,2028,CHA,ICEV-d,3.5t,0
59834,2040,2028,CHA,ICEV-d,3.5t,0
59835,2045,2028,CHA,ICEV-d,3.5t,0
59836,2050,2028,CHA,ICEV-d,3.5t,0
59843,2030,2028,CHA,ICEV-g,3.5t,0
59844,2035,2028,CHA,ICEV-g,3.5t,0
59845,2040,2028,CHA,ICEV-g,3.5t,0
59846,2045,2028,CHA,ICEV-g,3.5t,0
59847,2050,2028,CHA,ICEV-g,3.5t,0
59854,2030,2028,CHA,BEV,7.5t,0
59855,2035,2028,CHA,BEV,7.5t,0
59856,2040,2028,CHA,BEV,7.5t,0
59857,2045,2028,CHA,BEV,7.5t,0
59858,2050,2028,CHA,BEV,7.5t,0
59865,2030,2028,CHA,FCEV,7.5t,0
59866,2035,2028,CHA,FCEV,7.5t,0
59867,2040,2028,CHA,FCEV,7.5t,0
59868,2045,2028,CHA,FCEV,7.5t,0
59869,2050,2028,CHA,FCEV,7.5t,0
59876,2030,2028,CHA,ICEV-d,7.5t,47
59877,2035,2028,CHA,ICEV-d,7.5t,46
59878,2040,2028,CHA,ICEV-d,7.5t,31
59879,2045,2028,CHA,ICEV-d,7.5t,0
59880,2050,2028,CHA,ICEV-d,7.5t,0
59887,2030,2028,CHA,ICEV-g,7.5t,0
59888,2035,2028,CHA,ICEV-g,7.5t,0
59889,2040,2028,CHA,ICEV-g,7.5t,0
59890,2045,2028,CHA,ICEV-g,7.5t,0
59891,2050,2028,CHA,ICEV-g,7.5t,0
59898,2030,2028,CHA,BEV,7.5t,0
59899,2035,2028,CHA,BEV,7.5t,0
59900,2040,2028,CHA,BEV,7.5t,0
59901,2045,2028,CHA,BEV,7.5t,0
59902,2050,2028,CHA,BEV,7.5t,0
59909,2030,2028,CHA,FCEV,7.5t,0
59910,2035,2028,CHA,FCEV,7.5t,0
59911,2040,2028,CHA,FCEV,7.5t,0
59912,2045,2028,CHA,FCEV,7.5t,0
59913,2050,2028,CHA,FCEV,7.5t,0
59920,2030,2028,CHA,ICEV-d,7.5t,0
59921,2035,2028,CHA,ICEV-d,7.5t,0
59922,2040,2028,CHA,ICEV-d,7.5t,0
59923,2045,2028,CHA,ICEV-d,7.5t,0
59924,2050,2028,CHA,ICEV-d,7.5t,0
59931,2030,2028,CHA,ICEV-g,7.5t,0
59932,2035,2028,CHA,ICEV-g,7.5t,0
59933,2040,2028,CHA,ICEV-g,7.5t,0
59934,2045,2028,CHA,ICEV-g,7.5t,0
59935,2050,2028,CHA,ICEV-g,7.5t,0
59942,2030,2028,CHA,BEV,18t,35
59943,2035,2028,CHA,BEV,18t,34
59944,2040,2028,CHA,BEV,18t,23
59945,2045,2028,CHA,BEV,18t,0
59946,2050,2028,CHA,BEV,18t,0
59953,2030,2028,CHA,FCEV,18t,25
59954,2035,2028,CHA,FCEV,18t,24
59955,2040,2028,CHA,FCEV,18t,16
59956,2045,2028,CHA,FCEV,18t,0
59957,2050,2028,CHA,FCEV,18t,0
59964,2030,2028,CHA,ICEV-d,18t,9225
59965,2035,2028,CHA,ICEV-d,18t,8900
59966,2040,2028,CHA,ICEV-d,18t,6038
59967,2045,2028,CHA,ICEV-d,18t,0
59968,2050,2028,CHA,ICEV-d,18t,0
59975,2030,2028,CHA,ICEV-g,18t,192
59976,2035,2028,CHA,ICEV-g,18t,186
59977,2040,2028,CHA,ICEV-g,18t,126
59978,2045,2028,CHA,ICEV-g,18t,0
59979,2050,2028,CHA,ICEV-g,18t,0
59986,2030,2028,CHA,BEV,18t,39
59987,2035,2028,CHA,BEV,18t,37
59988,2040,2028,CHA,BEV,18t,25
59989,2045,2028,CHA,BEV,18t,0
59990,2050,2028,CHA,BEV,18t,0
59997,2030,2028,CHA,FCEV,18t,28
59998,2035,2028,CHA,FCEV,18t,27
59999,2040,2028,CHA,FCEV,18t,18
60000,2045,2028,CHA,FCEV,18t,0
60001,2050,2028,CHA,FCEV,18t,0
60008,2030,2028,CHA,ICEV-d,18t,12189
60009,2035,2028,CHA,ICEV-d,18t,11761
60010,2040,2028,CHA,ICEV-d,18t,7979
60011,2045,2028,CHA,ICEV-d,18t,0
60012,2050,2028,CHA,ICEV-d,18t,0
60019,2030,2028,CHA,ICEV-g,18t,323
60020,2035,2028,CHA,ICEV-g,18t,312
60021,2040,2028,CHA,ICEV-g,18t,211
60022,2045,2028,CHA,ICEV-g,18t,0
60023,2050,2028,CHA,ICEV-g,18t,0
60250,2030,2029,CHA,BEV,3.5t,128
60251,2035,2029,CHA,BEV,3.5t,126
60252,2040,2029,CHA,BEV,3.5t,97
60253,2045,2029,CHA,BEV,3.5t,0
60254,2050,2029,CHA,BEV,3.5t,0
60261,2030,2029,CHA,FCEV,3.5t,123
60262,2035,2029,CHA,FCEV,3.5t,121
60263,2040,2029,CHA,FCEV,3.5t,93
60264,2045,2029,CHA,FCEV,3.5t,0
60265,2050,2029,CHA,FCEV,3.5t,0
60272,2030,2029,CHA,ICEV-d,3.5t,17316
60273,2035,2029,CHA,ICEV-d,3.5t,17003
60274,2040,2029,CHA,ICEV-d,3.5t,13158
60275,2045,2029,CHA,ICEV-d,3.5t,0
60276,2050,2029,CHA,ICEV-d,3.5t,0
60283,2030,2029,CHA,ICEV-g,3.5t,170
60284,2035,2029,CHA,ICEV-g,3.5t,167
60285,2040,2029,CHA,ICEV-g,3.5t,129
60286,2045,2029,CHA,ICEV-g,3.5t,0
60287,2050,2029,CHA,ICEV-g,3.5t,0
60294,2030,2029,CHA,ICEV-d,3.5t,0
60295,2035,2029,CHA,ICEV-d,3.5t,0
60296,2040,2029,CHA,ICEV-d,3.5t,0
60297,2045,2029,CHA,ICEV-d,3.5t,0
60298,2050,2029,CHA,ICEV-d,3.5t,0
60305,2030,2029,CHA,ICEV-g,3.5t,0
60306,2035,2029,CHA,ICEV-g,3.5t,0
60307,2040,2029,CHA,ICEV-g,3.5t,0
60308,2045,2029,CHA,ICEV-g,3.5t,0
60309,2050,2029,CHA,ICEV-g,3.5t,0
60316,2030,2029,CHA,BEV,3.5t,981
60317,2035,2029,CHA,BEV,3.5t,963
60318,2040,2029,CHA,BEV,3.5t,745
60319,2045,2029,CHA,BEV,3.5t,0
60320,2050,2029,CHA,BEV,3.5t,0
60327,2030,2029,CHA,FCEV,3.5t,948
60328,2035,2029,CHA,FCEV,3.5t,931
60329,2040,2029,CHA,FCEV,3.5t,721
60330,2045,2029,CHA,FCEV,3.5t,0
60331,2050,2029,CHA,FCEV,3.5t,0
60338,2030,2029,CHA,ICEV-d,3.5t,158032
60339,2035,2029,CHA,ICEV-d,3.5t,155175
60340,2040,2029,CHA,ICEV-d,3.5t,120088
60341,2045,2029,CHA,ICEV-d,3.5t,0
60342,2050,2029,CHA,ICEV-d,3.5t,0
60349,2030,2029,CHA,ICEV-g,3.5t,1426
60350,2035,2029,CHA,ICEV-g,3.5t,1401
60351,2040,2029,CHA,ICEV-g,3.5t,1084
60352,2045,2029,CHA,ICEV-g,3.5t,0
60353,2050,2029,CHA,ICEV-g,3.5t,0
60360,2030,2029,CHA,BEV,3.5t,0
60361,2035,2029,CHA,BEV,3.5t,0
60362,2040,2029,CHA,BEV,3.5t,0
60363,2045,2029,CHA,BEV,3.5t,0
60364,2050,2029,CHA,BEV,3.5t,0
60371,2030,2029,CHA,FCEV,3.5t,0
60372,2035,2029,CHA,FCEV,3.5t,0
60373,2040,2029,CHA,FCEV,3.5t,0
60374,2045,2029,CHA,FCEV,3.5t,0
60375,2050,2029,CHA,FCEV,3.5t,0
60382,2030,2029,CHA,ICEV-d,3.5t,1
60383,2035,2029,CHA,ICEV-d,3.5t,1
60384,2040,2029,CHA,ICEV-d,3.5t,0
60385,2045,2029,CHA,ICEV-d,3.5t,0
60386,2050,2029,CHA,ICEV-d,3.5t,0
60393,2030,2029,CHA,ICEV-g,3.5t,0
60394,2035,2029,CHA,ICEV-g,3.5t,0
60395,2040,2029,CHA,ICEV-g,3.5t,0
60396,2045,2029,CHA,ICEV-g,3.5t,0
60397,2050,2029,CHA,ICEV-g,3.5t,0
60404,2030,2029,CHA,BEV,7.5t,0
60405,2035,2029,CHA,BEV,7.5t,0
60406,2040,2029,CHA,BEV,7.5t,0
60407,2045,2029,CHA,BEV,7.5t,0
60408,2050,2029,CHA,BEV,7.5t,0
60415,2030,2029,CHA,FCEV,7.5t,0
60416,2035,2029,CHA,FCEV,7.5t,0
60417,2040,2029,CHA,FCEV,7.5t,0
60418,2045,2029,CHA,FCEV,7.5t,0
60419,2050,2029,CHA,FCEV,7.5t,0
60426,2030,2029,CHA,ICEV-d,7.5t,46
60427,2035,2029,CHA,ICEV-d,7.5t,45
60428,2040,2029,CHA,ICEV-d,7.5t,35
60429,2045,2029,CHA,ICEV-d,7.5t,0
60430,2050,2029,CHA,ICEV-d,7.5t,0
60437,2030,2029,CHA,ICEV-g,7.5t,0
60438,2035,2029,CHA,ICEV-g,7.5t,0
60439,2040,2029,CHA,ICEV-g,7.5t,0
60440,2045,2029,CHA,ICEV-g,7.5t,0
60441,2050,2029,CHA,ICEV-g,7.5t,0
60448,2030,2029,CHA,BEV,7.5t,0
60449,2035,2029,CHA,BEV,7.5t,0
60450,2040,2029,CHA,BEV,7.5t,0
60451,2045,2029,CHA,BEV,7.5t,0
60452,2050,2029,CHA,BEV,7.5t,0
60459,2030,2029,CHA,FCEV,7.5t,0
60460,2035,2029,CHA,FCEV,7.5t,0
60461,2040,2029,CHA,FCEV,7.5t,0
60462,2045,2029,CHA,FCEV,7.5t,0
60463,2050,2029,CHA,FCEV,7.5t,0
60470,2030,2029,CHA,ICEV-d,7.5t,0
60471,2035,2029,CHA,ICEV-d,7.5t,0
60472,2040,2029,CHA,ICEV-d,7.5t,0
60473,2045,2029,CHA,ICEV-d,7.5t,0
60474,2050,2029,CHA,ICEV-d,7.5t,0
60481,2030,2029,CHA,ICEV-g,7.5t,0
60482,2035,2029,CHA,ICEV-g,7.5t,0
60483,2040,2029,CHA,ICEV-g,7.5t,0
60484,2045,2029,CHA,ICEV-g,7.5t,0
60485,2050,2029,CHA,ICEV-g,7.5t,0
60492,2030,2029,CHA,BEV,18t,42
60493,2035,2029,CHA,BEV,18t,41
60494,2040,2029,CHA,BEV,18t,32
60495,2045,2029,CHA,BEV,18t,0
60496,2050,2029,CHA,BEV,18t,0
60503,2030,2029,CHA,FCEV,18t,31
60504,2035,2029,CHA,FCEV,18t,30
60505,2040,2029,CHA,FCEV,18t,23
60506,2045,2029,CHA,FCEV,18t,0
60507,2050,2029,CHA,FCEV,18t,0
60514,2030,2029,CHA,ICEV-d,18t,10560
60515,2035,2029,CHA,ICEV-d,18t,10369
60516,2040,2029,CHA,ICEV-d,18t,8025
60517,2045,2029,CHA,ICEV-d,18t,0
60518,2050,2029,CHA,ICEV-d,18t,0
60525,2030,2029,CHA,ICEV-g,18t,231
60526,2035,2029,CHA,ICEV-g,18t,227
60527,2040,2029,CHA,ICEV-g,18t,176
60528,2045,2029,CHA,ICEV-g,18t,0
60529,2050,2029,CHA,ICEV-g,18t,0
60536,2030,2029,CHA,BEV,18t,48
60537,2035,2029,CHA,BEV,18t,47
60538,2040,2029,CHA,BEV,18t,36
60539,2045,2029,CHA,BEV,18t,0
60540,2050,2029,CHA,BEV,18t,0
60547,2030,2029,CHA,FCEV,18t,36
60548,2035,2029,CHA,FCEV,18t,35
60549,2040,2029,CHA,FCEV,18t,27
60550,2045,2029,CHA,FCEV,18t,0
60551,2050,2029,CHA,FCEV,18t,0
60558,2030,2029,CHA,ICEV-d,18t,14483
60559,2035,2029,CHA,ICEV-d,18t,14221
60560,2040,2029,CHA,ICEV-d,18t,11005
60561,2045,2029,CHA,ICEV-d,18t,0
60562,2050,2029,CHA,ICEV-d,18t,0
60569,2030,2029,CHA,ICEV-g,18t,394
60570,2035,2029,CHA,ICEV-g,18t,387
60571,2040,2029,CHA,ICEV-g,18t,299
60572,2045,2029,CHA,ICEV-g,18t,0
60573,2050,2029,CHA,ICEV-g,18t,0
60800,2035,2030,CHA,BEV,3.5t,136
60801,2040,2030,CHA,BEV,3.5t,115
60802,2045,2030,CHA,BEV,3.5t,17
60803,2050,2030,CHA,BEV,3.5t,0
60810,2035,2030,CHA,FCEV,3.5t,132
60811,2040,2030,CHA,FCEV,3.5t,112
60812,2045,2030,CHA,FCEV,3.5t,16
60813,2050,2030,CHA,FCEV,3.5t,0
60820,2035,2030,CHA,ICEV-d,3.5t,16175
60821,2040,2030,CHA,ICEV-d,3.5t,13683
60822,2045,2030,CHA,ICEV-d,3.5t,2067
60823,2050,2030,CHA,ICEV-d,3.5t,0
