,year,vintage_year,IAM_region,powertrain,size,vintage_demand_tkm
0,2015,2010,CAZ,BEV,3.5t,0
1,2020,2010,CAZ,BEV,3.5t,0
2,2025,2010,CAZ,BEV,3.5t,0
3,2030,2010,CAZ,BEV,3.5t,0
4,2035,2010,CAZ,BEV,3.5t,0
5,2040,2010,CAZ,BEV,3.5t,0
6,2045,2010,CAZ,BEV,3.5t,0
7,2050,2010,CAZ,BEV,3.5t,0
14,2015,2010,CAZ,FCEV,3.5t,0
15,2020,2010,CAZ,FCEV,3.5t,0
16,2025,2010,CAZ,FCEV,3.5t,0
17,2030,2010,CAZ,FCEV,3.5t,0
18,2035,2010,CAZ,FCEV,3.5t,0
19,2040,2010,CAZ,FCEV,3.5t,0
20,2045,2010,CAZ,FCEV,3.5t,0
21,2050,2010,CAZ,FCEV,3.5t,0
28,2015,2010,CAZ,ICEV-d,3.5t,17870
29,2020,2010,CAZ,ICEV-d,3.5t,7229
30,2025,2010,CAZ,ICEV-d,3.5t,282
31,2030,2010,CAZ,ICEV-d,3.5t,0
32,2035,2010,CAZ,ICEV-d,3.5t,0
33,2040,2010,CAZ,ICEV-d,3.5t,0
34,2045,2010,CAZ,ICEV-d,3.5t,0
35,2050,2010,CAZ,ICEV-d,3.5t,0
42,2015,2010,CAZ,ICEV-g,3.5t,0
43,2020,2010,CAZ,ICEV-g,3.5t,0
44,2025,2010,CAZ,ICEV-g,3.5t,0
45,2030,2010,CAZ,ICEV-g,3.5t,0
46,2035,2010,CAZ,ICEV-g,3.5t,0
47,2040,2010,CAZ,ICEV-g,3.5t,0
48,2045,2010,CAZ,ICEV-g,3.5t,0
49,2050,2010,CAZ,ICEV-g,3.5t,0
56,2015,2010,CAZ,BEV,3.5t,0
57,2020,2010,CAZ,BEV,3.5t,0
58,2025,2010,CAZ,BEV,3.5t,0
59,2030,2010,CAZ,BEV,3.5t,0
60,2035,2010,CAZ,BEV,3.5t,0
61,2040,2010,CAZ,BEV,3.5t,0
62,2045,2010,CAZ,BEV,3.5t,0
63,2050,2010,CAZ,BEV,3.5t,0
70,2015,2010,CAZ,FCEV,3.5t,0
71,2020,2010,CAZ,FCEV,3.5t,0
72,2025,2010,CAZ,FCEV,3.5t,0
73,2030,2010,CAZ,FCEV,3.5t,0
74,2035,2010,CAZ,FCEV,3.5t,0
75,2040,2010,CAZ,FCEV,3.5t,0
76,2045,2010,CAZ,FCEV,3.5t,0
77,2050,2010,CAZ,FCEV,3.5t,0
84,2015,2010,CAZ,ICEV-d,3.5t,0
85,2020,2010,CAZ,ICEV-d,3.5t,0
86,2025,2010,CAZ,ICEV-d,3.5t,0
87,2030,2010,CAZ,ICEV-d,3.5t,0
88,2035,2010,CAZ,ICEV-d,3.5t,0
89,2040,2010,CAZ,ICEV-d,3.5t,0
90,2045,2010,CAZ,ICEV-d,3.5t,0
91,2050,2010,CAZ,ICEV-d,3.5t,0
98,2015,2010,CAZ,ICEV-g,3.5t,0
99,2020,2010,CAZ,ICEV-g,3.5t,0
100,2025,2010,CAZ,ICEV-g,3.5t,0
101,2030,2010,CAZ,ICEV-g,3.5t,0
102,2035,2010,CAZ,ICEV-g,3.5t,0
103,2040,2010,CAZ,ICEV-g,3.5t,0
104,2045,2010,CAZ,ICEV-g,3.5t,0
105,2050,2010,CAZ,ICEV-g,3.5t,0
112,2015,2010,CAZ,BEV,3.5t,0
113,2020,2010,CAZ,BEV,3.5t,0
114,2025,2010,CAZ,BEV,3.5t,0
115,2030,2010,CAZ,BEV,3.5t,0
116,2035,2010,CAZ,BEV,3.5t,0
117,2040,2010,CAZ,BEV,3.5t,0
118,2045,2010,CAZ,BEV,3.5t,0
119,2050,2010,CAZ,BEV,3.5t,0
126,2015,2010,CAZ,FCEV,3.5t,0
127,2020,2010,CAZ,FCEV,3.5t,0
128,2025,2010,CAZ,FCEV,3.5t,0
129,2030,2010,CAZ,FCEV,3.5t,0
130,2035,2010,CAZ,FCEV,3.5t,0
131,2040,2010,CAZ,FCEV,3.5t,0
132,2045,2010,CAZ,FCEV,3.5t,0
133,2050,2010,CAZ,FCEV,3.5t,0
140,2015,2010,CAZ,ICEV-d,3.5t,6478
141,2020,2010,CAZ,ICEV-d,3.5t,2620
142,2025,2010,CAZ,ICEV-d,3.5t,102
143,2030,2010,CAZ,ICEV-d,3.5t,0
144,2035,2010,CAZ,ICEV-d,3.5t,0
145,2040,2010,CAZ,ICEV-d,3.5t,0
146,2045,2010,CAZ,ICEV-d,3.5t,0
147,2050,2010,CAZ,ICEV-d,3.5t,0
154,2015,2010,CAZ,ICEV-g,3.5t,0
155,2020,2010,CAZ,ICEV-g,3.5t,0
156,2025,2010,CAZ,ICEV-g,3.5t,0
157,2030,2010,CAZ,ICEV-g,3.5t,0
158,2035,2010,CAZ,ICEV-g,3.5t,0
159,2040,2010,CAZ,ICEV-g,3.5t,0
160,2045,2010,CAZ,ICEV-g,3.5t,0
161,2050,2010,CAZ,ICEV-g,3.5t,0
168,2015,2010,CAZ,BEV,7.5t,0
169,2020,2010,CAZ,BEV,7.5t,0
170,2025,2010,CAZ,BEV,7.5t,0
171,2030,2010,CAZ,BEV,7.5t,0
172,2035,2010,CAZ,BEV,7.5t,0
173,2040,2010,CAZ,BEV,7.5t,0
174,2045,2010,CAZ,BEV,7.5t,0
175,2050,2010,CAZ,BEV,7.5t,0
182,2015,2010,CAZ,FCEV,7.5t,0
183,2020,2010,CAZ,FCEV,7.5t,0
184,2025,2010,CAZ,FCEV,7.5t,0
185,2030,2010,CAZ,FCEV,7.5t,0
186,2035,2010,CAZ,FCEV,7.5t,0
187,2040,2010,CAZ,FCEV,7.5t,0
188,2045,2010,CAZ,FCEV,7.5t,0
189,2050,2010,CAZ,FCEV,7.5t,0
196,2015,2010,CAZ,ICEV-d,7.5t,7978
197,2020,2010,CAZ,ICEV-d,7.5t,3227
198,2025,2010,CAZ,ICEV-d,7.5t,126
199,2030,2010,CAZ,ICEV-d,7.5t,0
200,2035,2010,CAZ,ICEV-d,7.5t,0
201,2040,2010,CAZ,ICEV-d,7.5t,0
202,2045,2010,CAZ,ICEV-d,7.5t,0
203,2050,2010,CAZ,ICEV-d,7.5t,0
210,2015,2010,CAZ,ICEV-g,7.5t,0
211,2020,2010,CAZ,ICEV-g,7.5t,0
212,2025,2010,CAZ,ICEV-g,7.5t,0
213,2030,2010,CAZ,ICEV-g,7.5t,0
214,2035,2010,CAZ,ICEV-g,7.5t,0
215,2040,2010,CAZ,ICEV-g,7.5t,0
216,2045,2010,CAZ,ICEV-g,7.5t,0
217,2050,2010,CAZ,ICEV-g,7.5t,0
224,2015,2010,CAZ,BEV,26t,0
225,2020,2010,CAZ,BEV,26t,0
226,2025,2010,CAZ,BEV,26t,0
227,2030,2010,CAZ,BEV,26t,0
228,2035,2010,CAZ,BEV,26t,0
229,2040,2010,CAZ,BEV,26t,0
230,2045,2010,CAZ,BEV,26t,0
231,2050,2010,CAZ,BEV,26t,0
238,2015,2010,CAZ,FCEV,26t,0
239,2020,2010,CAZ,FCEV,26t,0
240,2025,2010,CAZ,FCEV,26t,0
241,2030,2010,CAZ,FCEV,26t,0
242,2035,2010,CAZ,FCEV,26t,0
243,2040,2010,CAZ,FCEV,26t,0
244,2045,2010,CAZ,FCEV,26t,0
245,2050,2010,CAZ,FCEV,26t,0
252,2015,2010,CAZ,ICEV-d,26t,5
253,2020,2010,CAZ,ICEV-d,26t,2
254,2025,2010,CAZ,ICEV-d,26t,0
255,2030,2010,CAZ,ICEV-d,26t,0
256,2035,2010,CAZ,ICEV-d,26t,0
257,2040,2010,CAZ,ICEV-d,26t,0
258,2045,2010,CAZ,ICEV-d,26t,0
259,2050,2010,CAZ,ICEV-d,26t,0
266,2015,2010,CAZ,ICEV-g,26t,0
267,2020,2010,CAZ,ICEV-g,26t,0
268,2025,2010,CAZ,ICEV-g,26t,0
269,2030,2010,CAZ,ICEV-g,26t,0
270,2035,2010,CAZ,ICEV-g,26t,0
271,2040,2010,CAZ,ICEV-g,26t,0
272,2045,2010,CAZ,ICEV-g,26t,0
273,2050,2010,CAZ,ICEV-g,26t,0
280,2015,2010,CAZ,BEV,26t,0
281,2020,2010,CAZ,BEV,26t,0
282,2025,2010,CAZ,BEV,26t,0
283,2030,2010,CAZ,BEV,26t,0
284,2035,2010,CAZ,BEV,26t,0
285,2040,2010,CAZ,BEV,26t,0
286,2045,2010,CAZ,BEV,26t,0
287,2050,2010,CAZ,BEV,26t,0
294,2015,2010,CAZ,FCEV,26t,0
295,2020,2010,CAZ,FCEV,26t,0
296,2025,2010,CAZ,FCEV,26t,0
297,2030,2010,CAZ,FCEV,26t,0
298,2035,2010,CAZ,FCEV,26t,0
299,2040,2010,CAZ,FCEV,26t,0
300,2045,2010,CAZ,FCEV,26t,0
301,2050,2010,CAZ,FCEV,26t,0
308,2015,2010,CAZ,ICEV-d,26t,3
309,2020,2010,CAZ,ICEV-d,26t,1
310,2025,2010,CAZ,ICEV-d,26t,0
311,2030,2010,CAZ,ICEV-d,26t,0
312,2035,2010,CAZ,ICEV-d,26t,0
313,2040,2010,CAZ,ICEV-d,26t,0
314,2045,2010,CAZ,ICEV-d,26t,0
315,2050,2010,CAZ,ICEV-d,26t,0
322,2015,2010,CAZ,ICEV-g,26t,0
323,2020,2010,CAZ,ICEV-g,26t,0
324,2025,2010,CAZ,ICEV-g,26t,0
325,2030,2010,CAZ,ICEV-g,26t,0
326,2035,2010,CAZ,ICEV-g,26t,0
327,2040,2010,CAZ,ICEV-g,26t,0
328,2045,2010,CAZ,ICEV-g,26t,0
329,2050,2010,CAZ,ICEV-g,26t,0
336,2015,2010,CAZ,BEV,7.5t,0
337,2020,2010,CAZ,BEV,7.5t,0
338,2025,2010,CAZ,BEV,7.5t,0
339,2030,2010,CAZ,BEV,7.5t,0
340,2035,2010,CAZ,BEV,7.5t,0
341,2040,2010,CAZ,BEV,7.5t,0
342,2045,2010,CAZ,BEV,7.5t,0
343,2050,2010,CAZ,BEV,7.5t,0
350,2015,2010,CAZ,FCEV,7.5t,0
351,2020,2010,CAZ,FCEV,7.5t,0
352,2025,2010,CAZ,FCEV,7.5t,0
353,2030,2010,CAZ,FCEV,7.5t,0
354,2035,2010,CAZ,FCEV,7.5t,0
355,2040,2010,CAZ,FCEV,7.5t,0
356,2045,2010,CAZ,FCEV,7.5t,0
357,2050,2010,CAZ,FCEV,7.5t,0
364,2015,2010,CAZ,ICEV-d,7.5t,13208
365,2020,2010,CAZ,ICEV-d,7.5t,5342
366,2025,2010,CAZ,ICEV-d,7.5t,208
367,2030,2010,CAZ,ICEV-d,7.5t,0
368,2035,2010,CAZ,ICEV-d,7.5t,0
369,2040,2010,CAZ,ICEV-d,7.5t,0
370,2045,2010,CAZ,ICEV-d,7.5t,0
371,2050,2010,CAZ,ICEV-d,7.5t,0
378,2015,2010,CAZ,ICEV-g,7.5t,0
379,2020,2010,CAZ,ICEV-g,7.5t,0
380,2025,2010,CAZ,ICEV-g,7.5t,0
381,2030,2010,CAZ,ICEV-g,7.5t,0
382,2035,2010,CAZ,ICEV-g,7.5t,0
383,2040,2010,CAZ,ICEV-g,7.5t,0
384,2045,2010,CAZ,ICEV-g,7.5t,0
385,2050,2010,CAZ,ICEV-g,7.5t,0
392,2015,2010,CAZ,BEV,7.5t,0
393,2020,2010,CAZ,BEV,7.5t,0
394,2025,2010,CAZ,BEV,7.5t,0
395,2030,2010,CAZ,BEV,7.5t,0
396,2035,2010,CAZ,BEV,7.5t,0
397,2040,2010,CAZ,BEV,7.5t,0
398,2045,2010,CAZ,BEV,7.5t,0
399,2050,2010,CAZ,BEV,7.5t,0
406,2015,2010,CAZ,FCEV,7.5t,0
407,2020,2010,CAZ,FCEV,7.5t,0
408,2025,2010,CAZ,FCEV,7.5t,0
409,2030,2010,CAZ,FCEV,7.5t,0
410,2035,2010,CAZ,FCEV,7.5t,0
411,2040,2010,CAZ,FCEV,7.5t,0
412,2045,2010,CAZ,FCEV,7.5t,0
413,2050,2010,CAZ,FCEV,7.5t,0
420,2015,2010,CAZ,ICEV-d,7.5t,0
421,2020,2010,CAZ,ICEV-d,7.5t,0
422,2025,2010,CAZ,ICEV-d,7.5t,0
423,2030,2010,CAZ,ICEV-d,7.5t,0
424,2035,2010,CAZ,ICEV-d,7.5t,0
425,2040,2010,CAZ,ICEV-d,7.5t,0
426,2045,2010,CAZ,ICEV-d,7.5t,0
427,2050,2010,CAZ,ICEV-d,7.5t,0
434,2015,2010,CAZ,ICEV-g,7.5t,0
435,2020,2010,CAZ,ICEV-g,7.5t,0
436,2025,2010,CAZ,ICEV-g,7.5t,0
437,2030,2010,CAZ,ICEV-g,7.5t,0
438,2035,2010,CAZ,ICEV-g,7.5t,0
439,2040,2010,CAZ,ICEV-g,7.5t,0
440,2045,2010,CAZ,ICEV-g,7.5t,0
441,2050,2010,CAZ,ICEV-g,7.5t,0
448,2015,2010,CAZ,BEV,18t,0
449,2020,2010,CAZ,BEV,18t,0
450,2025,2010,CAZ,BEV,18t,0
451,2030,2010,CAZ,BEV,18t,0
452,2035,2010,CAZ,BEV,18t,0
453,2040,2010,CAZ,BEV,18t,0
454,2045,2010,CAZ,BEV,18t,0
455,2050,2010,CAZ,BEV,18t,0
462,2015,2010,CAZ,FCEV,18t,0
463,2020,2010,CAZ,FCEV,18t,0
464,2025,2010,CAZ,FCEV,18t,0
465,2030,2010,CAZ,FCEV,18t,0
466,2035,2010,CAZ,FCEV,18t,0
467,2040,2010,CAZ,FCEV,18t,0
468,2045,2010,CAZ,FCEV,18t,0
469,2050,2010,CAZ,FCEV,18t,0
476,2015,2010,CAZ,ICEV-d,18t,18788
477,2020,2010,CAZ,ICEV-d,18t,7599
478,2025,2010,CAZ,ICEV-d,18t,297
479,2030,2010,CAZ,ICEV-d,18t,0
480,2035,2010,CAZ,ICEV-d,18t,0
481,2040,2010,CAZ,ICEV-d,18t,0
482,2045,2010,CAZ,ICEV-d,18t,0
483,2050,2010,CAZ,ICEV-d,18t,0
490,2015,2010,CAZ,ICEV-g,18t,0
491,2020,2010,CAZ,ICEV-g,18t,0
492,2025,2010,CAZ,ICEV-g,18t,0
493,2030,2010,CAZ,ICEV-g,18t,0
494,2035,2010,CAZ,ICEV-g,18t,0
495,2040,2010,CAZ,ICEV-g,18t,0
496,2045,2010,CAZ,ICEV-g,18t,0
497,2050,2010,CAZ,ICEV-g,18t,0
504,2015,2010,CAZ,BEV,26t,0
505,2020,2010,CAZ,BEV,26t,0
506,2025,2010,CAZ,BEV,26t,0
507,2030,2010,CAZ,BEV,26t,0
508,2035,2010,CAZ,BEV,26t,0
509,2040,2010,CAZ,BEV,26t,0
510,2045,2010,CAZ,BEV,26t,0
511,2050,2010,CAZ,BEV,26t,0
518,2015,2010,CAZ,FCEV,26t,0
519,2020,2010,CAZ,FCEV,26t,0
520,2025,2010,CAZ,FCEV,26t,0
521,2030,2010,CAZ,FCEV,26t,0
522,2035,2010,CAZ,FCEV,26t,0
523,2040,2010,CAZ,FCEV,26t,0
524,2045,2010,CAZ,FCEV,26t,0
525,2050,2010,CAZ,FCEV,26t,0
532,2015,2010,CAZ,ICEV-d,26t,125039
533,2020,2010,CAZ,ICEV-d,26t,50577
534,2025,2010,CAZ,ICEV-d,26t,1978
535,2030,2010,CAZ,ICEV-d,26t,0
536,2035,2010,CAZ,ICEV-d,26t,0
537,2040,2010,CAZ,ICEV-d,26t,0
538,2045,2010,CAZ,ICEV-d,26t,0
539,2050,2010,CAZ,ICEV-d,26t,0
546,2015,2010,CAZ,ICEV-g,26t,0
547,2020,2010,CAZ,ICEV-g,26t,0
548,2025,2010,CAZ,ICEV-g,26t,0
549,2030,2010,CAZ,ICEV-g,26t,0
550,2035,2010,CAZ,ICEV-g,26t,0
551,2040,2010,CAZ,ICEV-g,26t,0
552,2045,2010,CAZ,ICEV-g,26t,0
553,2050,2010,CAZ,ICEV-g,26t,0
560,2015,2010,CAZ,BEV,40t,0
561,2020,2010,CAZ,BEV,40t,0
562,2025,2010,CAZ,BEV,40t,0
563,2030,2010,CAZ,BEV,40t,0
564,2035,2010,CAZ,BEV,40t,0
565,2040,2010,CAZ,BEV,40t,0
566,2045,2010,CAZ,BEV,40t,0
567,2050,2010,CAZ,BEV,40t,0
574,2015,2010,CAZ,FCEV,40t,0
575,2020,2010,CAZ,FCEV,40t,0
576,2025,2010,CAZ,FCEV,40t,0
577,2030,2010,CAZ,FCEV,40t,0
578,2035,2010,CAZ,FCEV,40t,0
579,2040,2010,CAZ,FCEV,40t,0
580,2045,2010,CAZ,FCEV,40t,0
581,2050,2010,CAZ,FCEV,40t,0
588,2015,2010,CAZ,ICEV-d,40t,4
589,2020,2010,CAZ,ICEV-d,40t,1
590,2025,2010,CAZ,ICEV-d,40t,0
591,2030,2010,CAZ,ICEV-d,40t,0
592,2035,2010,CAZ,ICEV-d,40t,0
593,2040,2010,CAZ,ICEV-d,40t,0
594,2045,2010,CAZ,ICEV-d,40t,0
595,2050,2010,CAZ,ICEV-d,40t,0
602,2015,2010,CAZ,ICEV-g,40t,0
603,2020,2010,CAZ,ICEV-g,40t,0
604,2025,2010,CAZ,ICEV-g,40t,0
605,2030,2010,CAZ,ICEV-g,40t,0
606,2035,2010,CAZ,ICEV-g,40t,0
607,2040,2010,CAZ,ICEV-g,40t,0
608,2045,2010,CAZ,ICEV-g,40t,0
609,2050,2010,CAZ,ICEV-g,40t,0
1176,2015,2011,CAZ,BEV,3.5t,0
1177,2020,2011,CAZ,BEV,3.5t,0
1178,2025,2011,CAZ,BEV,3.5t,0
1179,2030,2011,CAZ,BEV,3.5t,0
1180,2035,2011,CAZ,BEV,3.5t,0
1181,2040,2011,CAZ,BEV,3.5t,0
1182,2045,2011,CAZ,BEV,3.5t,0
1183,2050,2011,CAZ,BEV,3.5t,0
1190,2015,2011,CAZ,FCEV,3.5t,0
1191,2020,2011,CAZ,FCEV,3.5t,0
1192,2025,2011,CAZ,FCEV,3.5t,0
1193,2030,2011,CAZ,FCEV,3.5t,0
1194,2035,2011,CAZ,FCEV,3.5t,0
1195,2040,2011,CAZ,FCEV,3.5t,0
1196,2045,2011,CAZ,FCEV,3.5t,0
1197,2050,2011,CAZ,FCEV,3.5t,0
1204,2015,2011,CAZ,ICEV-d,3.5t,2998
1205,2020,2011,CAZ,ICEV-d,3.5t,2698
1206,2025,2011,CAZ,ICEV-d,3.5t,1034
1207,2030,2011,CAZ,ICEV-d,3.5t,0
1208,2035,2011,CAZ,ICEV-d,3.5t,0
1209,2040,2011,CAZ,ICEV-d,3.5t,0
1210,2045,2011,CAZ,ICEV-d,3.5t,0
1211,2050,2011,CAZ,ICEV-d,3.5t,0
1218,2015,2011,CAZ,ICEV-g,3.5t,0
1219,2020,2011,CAZ,ICEV-g,3.5t,0
1220,2025,2011,CAZ,ICEV-g,3.5t,0
1221,2030,2011,CAZ,ICEV-g,3.5t,0
1222,2035,2011,CAZ,ICEV-g,3.5t,0
1223,2040,2011,CAZ,ICEV-g,3.5t,0
1224,2045,2011,CAZ,ICEV-g,3.5t,0
1225,2050,2011,CAZ,ICEV-g,3.5t,0
1232,2015,2011,CAZ,BEV,3.5t,0
1233,2020,2011,CAZ,BEV,3.5t,0
1234,2025,2011,CAZ,BEV,3.5t,0
1235,2030,2011,CAZ,BEV,3.5t,0
1236,2035,2011,CAZ,BEV,3.5t,0
1237,2040,2011,CAZ,BEV,3.5t,0
1238,2045,2011,CAZ,BEV,3.5t,0
1239,2050,2011,CAZ,BEV,3.5t,0
1246,2015,2011,CAZ,FCEV,3.5t,0
1247,2020,2011,CAZ,FCEV,3.5t,0
1248,2025,2011,CAZ,FCEV,3.5t,0
1249,2030,2011,CAZ,FCEV,3.5t,0
1250,2035,2011,CAZ,FCEV,3.5t,0
1251,2040,2011,CAZ,FCEV,3.5t,0
1252,2045,2011,CAZ,FCEV,3.5t,0
1253,2050,2011,CAZ,FCEV,3.5t,0
1260,2015,2011,CAZ,ICEV-d,3.5t,0
1261,2020,2011,CAZ,ICEV-d,3.5t,0
1262,2025,2011,CAZ,ICEV-d,3.5t,0
1263,2030,2011,CAZ,ICEV-d,3.5t,0
1264,2035,2011,CAZ,ICEV-d,3.5t,0
1265,2040,2011,CAZ,ICEV-d,3.5t,0
1266,2045,2011,CAZ,ICEV-d,3.5t,0
1267,2050,2011,CAZ,ICEV-d,3.5t,0
1274,2015,2011,CAZ,ICEV-g,3.5t,0
1275,2020,2011,CAZ,ICEV-g,3.5t,0
1276,2025,2011,CAZ,ICEV-g,3.5t,0
1277,2030,2011,CAZ,ICEV-g,3.5t,0
1278,2035,2011,CAZ,ICEV-g,3.5t,0
1279,2040,2011,CAZ,ICEV-g,3.5t,0
1280,2045,2011,CAZ,ICEV-g,3.5t,0
1281,2050,2011,CAZ,ICEV-g,3.5t,0
1288,2015,2011,CAZ,BEV,3.5t,0
1289,2020,2011,CAZ,BEV,3.5t,0
1290,2025,2011,CAZ,BEV,3.5t,0
1291,2030,2011,CAZ,BEV,3.5t,0
1292,2035,2011,CAZ,BEV,3.5t,0
1293,2040,2011,CAZ,BEV,3.5t,0
1294,2045,2011,CAZ,BEV,3.5t,0
1295,2050,2011,CAZ,BEV,3.5t,0
1302,2015,2011,CAZ,FCEV,3.5t,0
1303,2020,2011,CAZ,FCEV,3.5t,0
1304,2025,2011,CAZ,FCEV,3.5t,0
1305,2030,2011,CAZ,FCEV,3.5t,0
1306,2035,2011,CAZ,FCEV,3.5t,0
1307,2040,2011,CAZ,FCEV,3.5t,0
1308,2045,2011,CAZ,FCEV,3.5t,0
1309,2050,2011,CAZ,FCEV,3.5t,0
1316,2015,2011,CAZ,ICEV-d,3.5t,1087
1317,2020,2011,CAZ,ICEV-d,3.5t,977
1318,2025,2011,CAZ,ICEV-d,3.5t,374
1319,2030,2011,CAZ,ICEV-d,3.5t,0
1320,2035,2011,CAZ,ICEV-d,3.5t,0
1321,2040,2011,CAZ,ICEV-d,3.5t,0
1322,2045,2011,CAZ,ICEV-d,3.5t,0
1323,2050,2011,CAZ,ICEV-d,3.5t,0
1330,2015,2011,CAZ,ICEV-g,3.5t,0
1331,2020,2011,CAZ,ICEV-g,3.5t,0
1332,2025,2011,CAZ,ICEV-g,3.5t,0
1333,2030,2011,CAZ,ICEV-g,3.5t,0
1334,2035,2011,CAZ,ICEV-g,3.5t,0
1335,2040,2011,CAZ,ICEV-g,3.5t,0
1336,2045,2011,CAZ,ICEV-g,3.5t,0
1337,2050,2011,CAZ,ICEV-g,3.5t,0
1344,2015,2011,CAZ,BEV,7.5t,0
1345,2020,2011,CAZ,BEV,7.5t,0
1346,2025,2011,CAZ,BEV,7.5t,0
1347,2030,2011,CAZ,BEV,7.5t,0
1348,2035,2011,CAZ,BEV,7.5t,0
1349,2040,2011,CAZ,BEV,7.5t,0
1350,2045,2011,CAZ,BEV,7.5t,0
1351,2050,2011,CAZ,BEV,7.5t,0
1358,2015,2011,CAZ,FCEV,7.5t,0
1359,2020,2011,CAZ,FCEV,7.5t,0
1360,2025,2011,CAZ,FCEV,7.5t,0
1361,2030,2011,CAZ,FCEV,7.5t,0
1362,2035,2011,CAZ,FCEV,7.5t,0
1363,2040,2011,CAZ,FCEV,7.5t,0
1364,2045,2011,CAZ,FCEV,7.5t,0
1365,2050,2011,CAZ,FCEV,7.5t,0
1372,2015,2011,CAZ,ICEV-d,7.5t,1333
1373,2020,2011,CAZ,ICEV-d,7.5t,1199
1374,2025,2011,CAZ,ICEV-d,7.5t,460
1375,2030,2011,CAZ,ICEV-d,7.5t,0
1376,2035,2011,CAZ,ICEV-d,7.5t,0
1377,2040,2011,CAZ,ICEV-d,7.5t,0
1378,2045,2011,CAZ,ICEV-d,7.5t,0
1379,2050,2011,CAZ,ICEV-d,7.5t,0
1386,2015,2011,CAZ,ICEV-g,7.5t,0
1387,2020,2011,CAZ,ICEV-g,7.5t,0
1388,2025,2011,CAZ,ICEV-g,7.5t,0
1389,2030,2011,CAZ,ICEV-g,7.5t,0
1390,2035,2011,CAZ,ICEV-g,7.5t,0
1391,2040,2011,CAZ,ICEV-g,7.5t,0
1392,2045,2011,CAZ,ICEV-g,7.5t,0
1393,2050,2011,CAZ,ICEV-g,7.5t,0
1400,2015,2011,CAZ,BEV,26t,0
1401,2020,2011,CAZ,BEV,26t,0
1402,2025,2011,CAZ,BEV,26t,0
1403,2030,2011,CAZ,BEV,26t,0
1404,2035,2011,CAZ,BEV,26t,0
1405,2040,2011,CAZ,BEV,26t,0
1406,2045,2011,CAZ,BEV,26t,0
1407,2050,2011,CAZ,BEV,26t,0
1414,2015,2011,CAZ,FCEV,26t,0
1415,2020,2011,CAZ,FCEV,26t,0
1416,2025,2011,CAZ,FCEV,26t,0
1417,2030,2011,CAZ,FCEV,26t,0
1418,2035,2011,CAZ,FCEV,26t,0
1419,2040,2011,CAZ,FCEV,26t,0
1420,2045,2011,CAZ,FCEV,26t,0
1421,2050,2011,CAZ,FCEV,26t,0
1428,2015,2011,CAZ,ICEV-d,26t,0
1429,2020,2011,CAZ,ICEV-d,26t,0
1430,2025,2011,CAZ,ICEV-d,26t,0
1431,2030,2011,CAZ,ICEV-d,26t,0
1432,2035,2011,CAZ,ICEV-d,26t,0
1433,2040,2011,CAZ,ICEV-d,26t,0
1434,2045,2011,CAZ,ICEV-d,26t,0
1435,2050,2011,CAZ,ICEV-d,26t,0
1442,2015,2011,CAZ,ICEV-g,26t,0
1443,2020,2011,CAZ,ICEV-g,26t,0
1444,2025,2011,CAZ,ICEV-g,26t,0
1445,2030,2011,CAZ,ICEV-g,26t,0
1446,2035,2011,CAZ,ICEV-g,26t,0
1447,2040,2011,CAZ,ICEV-g,26t,0
1448,2045,2011,CAZ,ICEV-g,26t,0
1449,2050,2011,CAZ,ICEV-g,26t,0
1456,2015,2011,CAZ,BEV,26t,0
1457,2020,2011,CAZ,BEV,26t,0
1458,2025,2011,CAZ,BEV,26t,0
1459,2030,2011,CAZ,BEV,26t,0
1460,2035,2011,CAZ,BEV,26t,0
1461,2040,2011,CAZ,BEV,26t,0
1462,2045,2011,CAZ,BEV,26t,0
1463,2050,2011,CAZ,BEV,26t,0
1470,2015,2011,CAZ,FCEV,26t,0
1471,2020,2011,CAZ,FCEV,26t,0
1472,2025,2011,CAZ,FCEV,26t,0
1473,2030,2011,CAZ,FCEV,26t,0
1474,2035,2011,CAZ,FCEV,26t,0
1475,2040,2011,CAZ,FCEV,26t,0
1476,2045,2011,CAZ,FCEV,26t,0
1477,2050,2011,CAZ,FCEV,26t,0
1484,2015,2011,CAZ,ICEV-d,26t,0
1485,2020,2011,CAZ,ICEV-d,26t,0
1486,2025,2011,CAZ,ICEV-d,26t,0
1487,2030,2011,CAZ,ICEV-d,26t,0
1488,2035,2011,CAZ,ICEV-d,26t,0
1489,2040,2011,CAZ,ICEV-d,26t,0
1490,2045,2011,CAZ,ICEV-d,26t,0
1491,2050,2011,CAZ,ICEV-d,26t,0
1498,2015,2011,CAZ,ICEV-g,26t,0
1499,2020,2011,CAZ,ICEV-g,26t,0
1500,2025,2011,CAZ,ICEV-g,26t,0
1501,2030,2011,CAZ,ICEV-g,26t,0
1502,2035,2011,CAZ,ICEV-g,26t,0
1503,2040,2011,CAZ,ICEV-g,26t,0
1504,2045,2011,CAZ,ICEV-g,26t,0
1505,2050,2011,CAZ,ICEV-g,26t,0
1512,2015,2011,CAZ,BEV,7.5t,0
1513,2020,2011,CAZ,BEV,7.5t,0
1514,2025,2011,CAZ,BEV,7.5t,0
1515,2030,2011,CAZ,BEV,7.5t,0
1516,2035,2011,CAZ,BEV,7.5t,0
1517,2040,2011,CAZ,BEV,7.5t,0
1518,2045,2011,CAZ,BEV,7.5t,0
